InteractionID	ComplexName	Entry1	Entry2	Class	E1;E2
0	6S-nuclear aryl hydrocarbon (Ah) receptor ligand-activated complex	P30561	P53762	Interactors	P30561;P53762
1	BLOC-2 (biogenesis of lysosome-related organelles complex 2)	P59438	Q8BLY7	Interactors	P59438;Q8BLY7
2	BLOC-2 (biogenesis of lysosome-related organelles complex 2)	P59438	Q91VB4	Interactors	P59438;Q91VB4
3	BLOC-2 (biogenesis of lysosome-related organelles complex 2)	Q8BLY7	Q91VB4	Interactors	Q8BLY7;Q91VB4
4	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q5U5M8	Interactors	O55102;Q5U5M8
5	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q8R015	Interactors	O55102;Q8R015
6	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q8VED2	Interactors	O55102;Q8VED2
7	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q91WZ8	Interactors	O55102;Q91WZ8
8	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q9CWG9	Interactors	O55102;Q9CWG9
9	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q9R0C0	Interactors	O55102;Q9R0C0
10	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	O55102	Q9Z266	Interactors	O55102;Q9Z266
11	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q5U5M8	Q8R015	Interactors	Q5U5M8;Q8R015
12	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q5U5M8	Q8VED2	Interactors	Q5U5M8;Q8VED2
13	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q5U5M8	Q91WZ8	Interactors	Q5U5M8;Q91WZ8
14	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q5U5M8	Q9CWG9	Interactors	Q5U5M8;Q9CWG9
15	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q5U5M8	Q9R0C0	Interactors	Q5U5M8;Q9R0C0
16	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q5U5M8	Q9Z266	Interactors	Q5U5M8;Q9Z266
17	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8R015	Q8VED2	Interactors	Q8R015;Q8VED2
18	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8R015	Q91WZ8	Interactors	Q8R015;Q91WZ8
19	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8R015	Q9CWG9	Interactors	Q8R015;Q9CWG9
20	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8R015	Q9R0C0	Interactors	Q8R015;Q9R0C0
21	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8R015	Q9Z266	Interactors	Q8R015;Q9Z266
22	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8VED2	Q91WZ8	Interactors	Q8VED2;Q91WZ8
23	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8VED2	Q9CWG9	Interactors	Q8VED2;Q9CWG9
24	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8VED2	Q9R0C0	Interactors	Q8VED2;Q9R0C0
25	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q8VED2	Q9Z266	Interactors	Q8VED2;Q9Z266
26	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q91WZ8	Q9CWG9	Interactors	Q91WZ8;Q9CWG9
27	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q91WZ8	Q9R0C0	Interactors	Q91WZ8;Q9R0C0
28	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q91WZ8	Q9Z266	Interactors	Q91WZ8;Q9Z266
29	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q9CWG9	Q9R0C0	Interactors	Q9CWG9;Q9R0C0
30	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q9CWG9	Q9Z266	Interactors	Q9CWG9;Q9Z266
31	BLOC-1 (biogenesis of lysosome-related organelles complex 1)	Q9R0C0	Q9Z266	Interactors	Q9R0C0;Q9Z266
32	9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex	O08915	P07901	Interactors	O08915;P07901
33	9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex	O08915	P11499	Interactors	O08915;P11499
34	9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex	O08915	P30561	Interactors	O08915;P30561
35	9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex	P07901	P11499	Interactors	P07901;P11499
36	9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex	P07901	P30561	Interactors	P07901;P30561
37	9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex	P11499	P30561	Interactors	P11499;P30561
38	Harmonin-CAD23 complex	Q99PF4	Q9ES64	Interactors	Q99PF4;Q9ES64
39	20S proteasome	O09061	O55234	Interactors	O09061;O55234
40	20S proteasome	O09061	O70435	Interactors	O09061;O70435
41	20S proteasome	O09061	P49722	Interactors	O09061;P49722
42	20S proteasome	O09061	P70195	Interactors	O09061;P70195
43	20S proteasome	O09061	P99026	Interactors	O09061;P99026
44	20S proteasome	O09061	Q60692	Interactors	O09061;Q60692
45	20S proteasome	O09061	Q9QUM9	Interactors	O09061;Q9QUM9
46	20S proteasome	O09061	Q9R1P0	Interactors	O09061;Q9R1P0
47	20S proteasome	O09061	Q9R1P1	Interactors	O09061;Q9R1P1
48	20S proteasome	O09061	Q9R1P3	Interactors	O09061;Q9R1P3
49	20S proteasome	O09061	Q9R1P4	Interactors	O09061;Q9R1P4
50	20S proteasome	O09061	Q9Z2U0	Interactors	O09061;Q9Z2U0
51	20S proteasome	O09061	Q9Z2U1	Interactors	O09061;Q9Z2U1
52	20S proteasome	O55234	O70435	Interactors	O55234;O70435
53	20S proteasome	O55234	P49722	Interactors	O55234;P49722
54	20S proteasome	O55234	P70195	Interactors	O55234;P70195
55	20S proteasome	O55234	P99026	Interactors	O55234;P99026
56	20S proteasome	O55234	Q60692	Interactors	O55234;Q60692
57	20S proteasome	O55234	Q9QUM9	Interactors	O55234;Q9QUM9
58	20S proteasome	O55234	Q9R1P0	Interactors	O55234;Q9R1P0
59	20S proteasome	O55234	Q9R1P1	Interactors	O55234;Q9R1P1
60	20S proteasome	O55234	Q9R1P3	Interactors	O55234;Q9R1P3
61	20S proteasome	O55234	Q9R1P4	Interactors	O55234;Q9R1P4
62	20S proteasome	O55234	Q9Z2U0	Interactors	O55234;Q9Z2U0
63	20S proteasome	O55234	Q9Z2U1	Interactors	O55234;Q9Z2U1
64	20S proteasome	O70435	P49722	Interactors	O70435;P49722
65	20S proteasome	O70435	P70195	Interactors	O70435;P70195
66	20S proteasome	O70435	P99026	Interactors	O70435;P99026
67	20S proteasome	O70435	Q60692	Interactors	O70435;Q60692
68	20S proteasome	O70435	Q9QUM9	Interactors	O70435;Q9QUM9
69	20S proteasome	O70435	Q9R1P0	Interactors	O70435;Q9R1P0
70	20S proteasome	O70435	Q9R1P1	Interactors	O70435;Q9R1P1
71	20S proteasome	O70435	Q9R1P3	Interactors	O70435;Q9R1P3
72	20S proteasome	O70435	Q9R1P4	Interactors	O70435;Q9R1P4
73	20S proteasome	O70435	Q9Z2U0	Interactors	O70435;Q9Z2U0
74	20S proteasome	O70435	Q9Z2U1	Interactors	O70435;Q9Z2U1
75	20S proteasome	P49722	P70195	Interactors	P49722;P70195
76	20S proteasome	P49722	P99026	Interactors	P49722;P99026
77	20S proteasome	P49722	Q60692	Interactors	P49722;Q60692
78	20S proteasome	P49722	Q9QUM9	Interactors	P49722;Q9QUM9
79	20S proteasome	P49722	Q9R1P0	Interactors	P49722;Q9R1P0
80	20S proteasome	P49722	Q9R1P1	Interactors	P49722;Q9R1P1
81	20S proteasome	P49722	Q9R1P3	Interactors	P49722;Q9R1P3
82	20S proteasome	P49722	Q9R1P4	Interactors	P49722;Q9R1P4
83	20S proteasome	P49722	Q9Z2U0	Interactors	P49722;Q9Z2U0
84	20S proteasome	P49722	Q9Z2U1	Interactors	P49722;Q9Z2U1
85	20S proteasome	P70195	P99026	Interactors	P70195;P99026
86	20S proteasome	P70195	Q60692	Interactors	P70195;Q60692
87	20S proteasome	P70195	Q9QUM9	Interactors	P70195;Q9QUM9
88	20S proteasome	P70195	Q9R1P0	Interactors	P70195;Q9R1P0
89	20S proteasome	P70195	Q9R1P1	Interactors	P70195;Q9R1P1
90	20S proteasome	P70195	Q9R1P3	Interactors	P70195;Q9R1P3
91	20S proteasome	P70195	Q9R1P4	Interactors	P70195;Q9R1P4
92	20S proteasome	P70195	Q9Z2U0	Interactors	P70195;Q9Z2U0
93	20S proteasome	P70195	Q9Z2U1	Interactors	P70195;Q9Z2U1
94	20S proteasome	P99026	Q60692	Interactors	P99026;Q60692
95	20S proteasome	P99026	Q9QUM9	Interactors	P99026;Q9QUM9
96	20S proteasome	P99026	Q9R1P0	Interactors	P99026;Q9R1P0
97	20S proteasome	P99026	Q9R1P1	Interactors	P99026;Q9R1P1
98	20S proteasome	P99026	Q9R1P3	Interactors	P99026;Q9R1P3
99	20S proteasome	P99026	Q9R1P4	Interactors	P99026;Q9R1P4
100	20S proteasome	P99026	Q9Z2U0	Interactors	P99026;Q9Z2U0
101	20S proteasome	P99026	Q9Z2U1	Interactors	P99026;Q9Z2U1
102	20S proteasome	Q60692	Q9QUM9	Interactors	Q60692;Q9QUM9
103	20S proteasome	Q60692	Q9R1P0	Interactors	Q60692;Q9R1P0
104	20S proteasome	Q60692	Q9R1P1	Interactors	Q60692;Q9R1P1
105	20S proteasome	Q60692	Q9R1P3	Interactors	Q60692;Q9R1P3
106	20S proteasome	Q60692	Q9R1P4	Interactors	Q60692;Q9R1P4
107	20S proteasome	Q60692	Q9Z2U0	Interactors	Q60692;Q9Z2U0
108	20S proteasome	Q60692	Q9Z2U1	Interactors	Q60692;Q9Z2U1
109	20S proteasome	Q9QUM9	Q9R1P0	Interactors	Q9QUM9;Q9R1P0
110	20S proteasome	Q9QUM9	Q9R1P1	Interactors	Q9QUM9;Q9R1P1
111	20S proteasome	Q9QUM9	Q9R1P3	Interactors	Q9QUM9;Q9R1P3
112	20S proteasome	Q9QUM9	Q9R1P4	Interactors	Q9QUM9;Q9R1P4
113	20S proteasome	Q9QUM9	Q9Z2U0	Interactors	Q9QUM9;Q9Z2U0
114	20S proteasome	Q9QUM9	Q9Z2U1	Interactors	Q9QUM9;Q9Z2U1
115	20S proteasome	Q9R1P0	Q9R1P1	Interactors	Q9R1P0;Q9R1P1
116	20S proteasome	Q9R1P0	Q9R1P3	Interactors	Q9R1P0;Q9R1P3
117	20S proteasome	Q9R1P0	Q9R1P4	Interactors	Q9R1P0;Q9R1P4
118	20S proteasome	Q9R1P0	Q9Z2U0	Interactors	Q9R1P0;Q9Z2U0
119	20S proteasome	Q9R1P0	Q9Z2U1	Interactors	Q9R1P0;Q9Z2U1
120	20S proteasome	Q9R1P1	Q9R1P3	Interactors	Q9R1P1;Q9R1P3
121	20S proteasome	Q9R1P1	Q9R1P4	Interactors	Q9R1P1;Q9R1P4
122	20S proteasome	Q9R1P1	Q9Z2U0	Interactors	Q9R1P1;Q9Z2U0
123	20S proteasome	Q9R1P1	Q9Z2U1	Interactors	Q9R1P1;Q9Z2U1
124	20S proteasome	Q9R1P3	Q9R1P4	Interactors	Q9R1P3;Q9R1P4
125	20S proteasome	Q9R1P3	Q9Z2U0	Interactors	Q9R1P3;Q9Z2U0
126	20S proteasome	Q9R1P3	Q9Z2U1	Interactors	Q9R1P3;Q9Z2U1
127	20S proteasome	Q9R1P4	Q9Z2U0	Interactors	Q9R1P4;Q9Z2U0
128	20S proteasome	Q9R1P4	Q9Z2U1	Interactors	Q9R1P4;Q9Z2U1
129	20S proteasome	Q9Z2U0	Q9Z2U1	Interactors	Q9Z2U0;Q9Z2U1
130	Immunoproteasome	O09061	O35955	Interactors	O09061;O35955
131	Immunoproteasome	O09061	O70435	Interactors	O09061;O70435
132	Immunoproteasome	O09061	P28063	Interactors	O09061;P28063
133	Immunoproteasome	O09061	P28076	Interactors	O09061;P28076
134	Immunoproteasome	O09061	P49722	Interactors	O09061;P49722
135	Immunoproteasome	O09061	P99026	Interactors	O09061;P99026
136	Immunoproteasome	O09061	Q9QUM9	Interactors	O09061;Q9QUM9
137	Immunoproteasome	O09061	Q9R1P0	Interactors	O09061;Q9R1P0
138	Immunoproteasome	O09061	Q9R1P1	Interactors	O09061;Q9R1P1
139	Immunoproteasome	O09061	Q9R1P3	Interactors	O09061;Q9R1P3
140	Immunoproteasome	O09061	Q9R1P4	Interactors	O09061;Q9R1P4
141	Immunoproteasome	O09061	Q9Z2U0	Interactors	O09061;Q9Z2U0
142	Immunoproteasome	O09061	Q9Z2U1	Interactors	O09061;Q9Z2U1
143	Immunoproteasome	O35955	O70435	Interactors	O35955;O70435
144	Immunoproteasome	O35955	P28063	Interactors	O35955;P28063
145	Immunoproteasome	O35955	P28076	Interactors	O35955;P28076
146	Immunoproteasome	O35955	P49722	Interactors	O35955;P49722
147	Immunoproteasome	O35955	P99026	Interactors	O35955;P99026
148	Immunoproteasome	O35955	Q9QUM9	Interactors	O35955;Q9QUM9
149	Immunoproteasome	O35955	Q9R1P0	Interactors	O35955;Q9R1P0
150	Immunoproteasome	O35955	Q9R1P1	Interactors	O35955;Q9R1P1
151	Immunoproteasome	O35955	Q9R1P3	Interactors	O35955;Q9R1P3
152	Immunoproteasome	O35955	Q9R1P4	Interactors	O35955;Q9R1P4
153	Immunoproteasome	O35955	Q9Z2U0	Interactors	O35955;Q9Z2U0
154	Immunoproteasome	O35955	Q9Z2U1	Interactors	O35955;Q9Z2U1
155	Immunoproteasome	O70435	P28063	Interactors	O70435;P28063
156	Immunoproteasome	O70435	P28076	Interactors	O70435;P28076
157	Immunoproteasome	O70435	P49722	Interactors	O70435;P49722
158	Immunoproteasome	O70435	P99026	Interactors	O70435;P99026
159	Immunoproteasome	O70435	Q9QUM9	Interactors	O70435;Q9QUM9
160	Immunoproteasome	O70435	Q9R1P0	Interactors	O70435;Q9R1P0
161	Immunoproteasome	O70435	Q9R1P1	Interactors	O70435;Q9R1P1
162	Immunoproteasome	O70435	Q9R1P3	Interactors	O70435;Q9R1P3
163	Immunoproteasome	O70435	Q9R1P4	Interactors	O70435;Q9R1P4
164	Immunoproteasome	O70435	Q9Z2U0	Interactors	O70435;Q9Z2U0
165	Immunoproteasome	O70435	Q9Z2U1	Interactors	O70435;Q9Z2U1
166	Immunoproteasome	P28063	P28076	Interactors	P28063;P28076
167	Immunoproteasome	P28063	P49722	Interactors	P28063;P49722
168	Immunoproteasome	P28063	P99026	Interactors	P28063;P99026
169	Immunoproteasome	P28063	Q9QUM9	Interactors	P28063;Q9QUM9
170	Immunoproteasome	P28063	Q9R1P0	Interactors	P28063;Q9R1P0
171	Immunoproteasome	P28063	Q9R1P1	Interactors	P28063;Q9R1P1
172	Immunoproteasome	P28063	Q9R1P3	Interactors	P28063;Q9R1P3
173	Immunoproteasome	P28063	Q9R1P4	Interactors	P28063;Q9R1P4
174	Immunoproteasome	P28063	Q9Z2U0	Interactors	P28063;Q9Z2U0
175	Immunoproteasome	P28063	Q9Z2U1	Interactors	P28063;Q9Z2U1
176	Immunoproteasome	P28076	P49722	Interactors	P28076;P49722
177	Immunoproteasome	P28076	P99026	Interactors	P28076;P99026
178	Immunoproteasome	P28076	Q9QUM9	Interactors	P28076;Q9QUM9
179	Immunoproteasome	P28076	Q9R1P0	Interactors	P28076;Q9R1P0
180	Immunoproteasome	P28076	Q9R1P1	Interactors	P28076;Q9R1P1
181	Immunoproteasome	P28076	Q9R1P3	Interactors	P28076;Q9R1P3
182	Immunoproteasome	P28076	Q9R1P4	Interactors	P28076;Q9R1P4
183	Immunoproteasome	P28076	Q9Z2U0	Interactors	P28076;Q9Z2U0
184	Immunoproteasome	P28076	Q9Z2U1	Interactors	P28076;Q9Z2U1
185	Immunoproteasome	P49722	P99026	Interactors	P49722;P99026
186	Immunoproteasome	P49722	Q9QUM9	Interactors	P49722;Q9QUM9
187	Immunoproteasome	P49722	Q9R1P0	Interactors	P49722;Q9R1P0
188	Immunoproteasome	P49722	Q9R1P1	Interactors	P49722;Q9R1P1
189	Immunoproteasome	P49722	Q9R1P3	Interactors	P49722;Q9R1P3
190	Immunoproteasome	P49722	Q9R1P4	Interactors	P49722;Q9R1P4
191	Immunoproteasome	P49722	Q9Z2U0	Interactors	P49722;Q9Z2U0
192	Immunoproteasome	P49722	Q9Z2U1	Interactors	P49722;Q9Z2U1
193	Immunoproteasome	P99026	Q9QUM9	Interactors	P99026;Q9QUM9
194	Immunoproteasome	P99026	Q9R1P0	Interactors	P99026;Q9R1P0
195	Immunoproteasome	P99026	Q9R1P1	Interactors	P99026;Q9R1P1
196	Immunoproteasome	P99026	Q9R1P3	Interactors	P99026;Q9R1P3
197	Immunoproteasome	P99026	Q9R1P4	Interactors	P99026;Q9R1P4
198	Immunoproteasome	P99026	Q9Z2U0	Interactors	P99026;Q9Z2U0
199	Immunoproteasome	P99026	Q9Z2U1	Interactors	P99026;Q9Z2U1
200	Immunoproteasome	Q9QUM9	Q9R1P0	Interactors	Q9QUM9;Q9R1P0
201	Immunoproteasome	Q9QUM9	Q9R1P1	Interactors	Q9QUM9;Q9R1P1
202	Immunoproteasome	Q9QUM9	Q9R1P3	Interactors	Q9QUM9;Q9R1P3
203	Immunoproteasome	Q9QUM9	Q9R1P4	Interactors	Q9QUM9;Q9R1P4
204	Immunoproteasome	Q9QUM9	Q9Z2U0	Interactors	Q9QUM9;Q9Z2U0
205	Immunoproteasome	Q9QUM9	Q9Z2U1	Interactors	Q9QUM9;Q9Z2U1
206	Immunoproteasome	Q9R1P0	Q9R1P1	Interactors	Q9R1P0;Q9R1P1
207	Immunoproteasome	Q9R1P0	Q9R1P3	Interactors	Q9R1P0;Q9R1P3
208	Immunoproteasome	Q9R1P0	Q9R1P4	Interactors	Q9R1P0;Q9R1P4
209	Immunoproteasome	Q9R1P0	Q9Z2U0	Interactors	Q9R1P0;Q9Z2U0
210	Immunoproteasome	Q9R1P0	Q9Z2U1	Interactors	Q9R1P0;Q9Z2U1
211	Immunoproteasome	Q9R1P1	Q9R1P3	Interactors	Q9R1P1;Q9R1P3
212	Immunoproteasome	Q9R1P1	Q9R1P4	Interactors	Q9R1P1;Q9R1P4
213	Immunoproteasome	Q9R1P1	Q9Z2U0	Interactors	Q9R1P1;Q9Z2U0
214	Immunoproteasome	Q9R1P1	Q9Z2U1	Interactors	Q9R1P1;Q9Z2U1
215	Immunoproteasome	Q9R1P3	Q9R1P4	Interactors	Q9R1P3;Q9R1P4
216	Immunoproteasome	Q9R1P3	Q9Z2U0	Interactors	Q9R1P3;Q9Z2U0
217	Immunoproteasome	Q9R1P3	Q9Z2U1	Interactors	Q9R1P3;Q9Z2U1
218	Immunoproteasome	Q9R1P4	Q9Z2U0	Interactors	Q9R1P4;Q9Z2U0
219	Immunoproteasome	Q9R1P4	Q9Z2U1	Interactors	Q9R1P4;Q9Z2U1
220	Immunoproteasome	Q9Z2U0	Q9Z2U1	Interactors	Q9Z2U0;Q9Z2U1
221	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	O88543	Interactors	O35864;O88543
222	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	O88544	Interactors	O35864;O88544
223	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	O88545	Interactors	O35864;O88545
224	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	P61202	Interactors	O35864;P61202
225	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	Q8VBV7	Interactors	O35864;Q8VBV7
226	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	Q99LD4	Interactors	O35864;Q99LD4
227	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O35864	Q9CZ04	Interactors	O35864;Q9CZ04
228	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88543	O88544	Interactors	O88543;O88544
229	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88543	O88545	Interactors	O88543;O88545
230	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88543	P61202	Interactors	O88543;P61202
231	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88543	Q8VBV7	Interactors	O88543;Q8VBV7
232	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88543	Q99LD4	Interactors	O88543;Q99LD4
233	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88543	Q9CZ04	Interactors	O88543;Q9CZ04
234	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88544	O88545	Interactors	O88544;O88545
235	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88544	P61202	Interactors	O88544;P61202
236	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88544	Q8VBV7	Interactors	O88544;Q8VBV7
237	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88544	Q99LD4	Interactors	O88544;Q99LD4
238	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88544	Q9CZ04	Interactors	O88544;Q9CZ04
239	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88545	P61202	Interactors	O88545;P61202
240	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88545	Q8VBV7	Interactors	O88545;Q8VBV7
241	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88545	Q99LD4	Interactors	O88545;Q99LD4
242	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	O88545	Q9CZ04	Interactors	O88545;Q9CZ04
243	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	P61202	Q8VBV7	Interactors	P61202;Q8VBV7
244	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	P61202	Q99LD4	Interactors	P61202;Q99LD4
245	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	P61202	Q9CZ04	Interactors	P61202;Q9CZ04
246	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	Q8VBV7	Q99LD4	Interactors	Q8VBV7;Q99LD4
247	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	Q8VBV7	Q9CZ04	Interactors	Q8VBV7;Q9CZ04
248	COP9 signalosome complex (Gps1, Cops1, Cops2, Cops3, Cops4, Cops5, Cops6, Cops7a, Cops8)	Q99LD4	Q9CZ04	Interactors	Q99LD4;Q9CZ04
249	CASK-MINT complex	B2RUJ5	O70589	Interactors	B2RUJ5;O70589
250	DNA polymerase alpha-primase complex	P20664	P33609	Interactors	P20664;P33609
251	DNA polymerase alpha-primase complex	P20664	P33610	Interactors	P20664;P33610
252	DNA polymerase alpha-primase complex	P20664	P33611	Interactors	P20664;P33611
253	DNA polymerase alpha-primase complex	P33609	P33610	Interactors	P33609;P33610
254	DNA polymerase alpha-primase complex	P33609	P33611	Interactors	P33609;P33611
255	DNA polymerase alpha-primase complex	P33610	P33611	Interactors	P33610;P33611
256	CCT complex (chaperonin containing TCP1 complex)	P11983	P42932	Interactors	P11983;P42932
257	CCT complex (chaperonin containing TCP1 complex)	P11983	P80313	Interactors	P11983;P80313
258	CCT complex (chaperonin containing TCP1 complex)	P11983	P80314	Interactors	P11983;P80314
259	CCT complex (chaperonin containing TCP1 complex)	P11983	P80315	Interactors	P11983;P80315
260	CCT complex (chaperonin containing TCP1 complex)	P11983	P80316	Interactors	P11983;P80316
261	CCT complex (chaperonin containing TCP1 complex)	P11983	P80317	Interactors	P11983;P80317
262	CCT complex (chaperonin containing TCP1 complex)	P11983	P80318	Interactors	P11983;P80318
263	CCT complex (chaperonin containing TCP1 complex)	P42932	P80313	Interactors	P42932;P80313
264	CCT complex (chaperonin containing TCP1 complex)	P42932	P80314	Interactors	P42932;P80314
265	CCT complex (chaperonin containing TCP1 complex)	P42932	P80315	Interactors	P42932;P80315
266	CCT complex (chaperonin containing TCP1 complex)	P42932	P80316	Interactors	P42932;P80316
267	CCT complex (chaperonin containing TCP1 complex)	P42932	P80317	Interactors	P42932;P80317
268	CCT complex (chaperonin containing TCP1 complex)	P42932	P80318	Interactors	P42932;P80318
269	CCT complex (chaperonin containing TCP1 complex)	P80313	P80314	Interactors	P80313;P80314
270	CCT complex (chaperonin containing TCP1 complex)	P80313	P80315	Interactors	P80313;P80315
271	CCT complex (chaperonin containing TCP1 complex)	P80313	P80316	Interactors	P80313;P80316
272	CCT complex (chaperonin containing TCP1 complex)	P80313	P80317	Interactors	P80313;P80317
273	CCT complex (chaperonin containing TCP1 complex)	P80313	P80318	Interactors	P80313;P80318
274	CCT complex (chaperonin containing TCP1 complex)	P80314	P80315	Interactors	P80314;P80315
275	CCT complex (chaperonin containing TCP1 complex)	P80314	P80316	Interactors	P80314;P80316
276	CCT complex (chaperonin containing TCP1 complex)	P80314	P80317	Interactors	P80314;P80317
277	CCT complex (chaperonin containing TCP1 complex)	P80314	P80318	Interactors	P80314;P80318
278	CCT complex (chaperonin containing TCP1 complex)	P80315	P80316	Interactors	P80315;P80316
279	CCT complex (chaperonin containing TCP1 complex)	P80315	P80317	Interactors	P80315;P80317
280	CCT complex (chaperonin containing TCP1 complex)	P80315	P80318	Interactors	P80315;P80318
281	CCT complex (chaperonin containing TCP1 complex)	P80316	P80317	Interactors	P80316;P80317
282	CCT complex (chaperonin containing TCP1 complex)	P80316	P80318	Interactors	P80316;P80318
283	CCT complex (chaperonin containing TCP1 complex)	P80317	P80318	Interactors	P80317;P80318
284	CCT complex (chaperonin containing TCP1 complex)	P11983	P42932	Interactors	P11983;P42932
285	CCT complex (chaperonin containing TCP1 complex)	P11983	P80313	Interactors	P11983;P80313
286	CCT complex (chaperonin containing TCP1 complex)	P11983	P80314	Interactors	P11983;P80314
287	CCT complex (chaperonin containing TCP1 complex)	P11983	P80315	Interactors	P11983;P80315
288	CCT complex (chaperonin containing TCP1 complex)	P11983	P80316	Interactors	P11983;P80316
289	CCT complex (chaperonin containing TCP1 complex)	P11983	P80317	Interactors	P11983;P80317
290	CCT complex (chaperonin containing TCP1 complex)	P11983	P80318	Interactors	P11983;P80318
