InteractionID	ComplexName	Entry1	Entry2	Class	E1;E2
12044	Fake Complex 5256	P80317	O35654	Non interactor	P80317;O35654
12045	Fake Complex 5257	O35613	Q9CQC7	Non interactor	O35613;Q9CQC7
12046	Fake Complex 5258	O09106	Q91XL2	Non interactor	O09106;Q91XL2
12047	Fake Complex 5259	Q9QXH4	Q91ZD4	Non interactor	Q9QXH4;Q91ZD4
12048	Fake Complex 5260	P02340	P08113	Non interactor	P02340;P08113
12049	Fake Complex 5261	Q64373	Q9QUJ0	Non interactor	Q64373;Q9QUJ0
12050	Fake Complex 5262	O08785	Q9WTX5	Non interactor	O08785;Q9WTX5
12051	Fake Complex 5263	Q3UVX5	C6KI89	Non interactor	Q3UVX5;C6KI89
12052	Fake Complex 5264	P25801	P54728	Non interactor	P25801;P54728
12053	Fake Complex 5265	Q80Y17	Q8BW22	Non interactor	Q80Y17;Q8BW22
12054	Fake Complex 5266	Q62312	O70576	Non interactor	Q62312;O70576
12055	Fake Complex 5267	Q9ES64	O35099	Non interactor	Q9ES64;O35099
12056	Fake Complex 5268	P70206	Q62209	Non interactor	P70206;Q62209
12057	Fake Complex 5269	P97447	Q76MZ3	Non interactor	P97447;Q76MZ3
12058	Fake Complex 5270	Q8BPU7	P26450	Non interactor	Q8BPU7;P26450
12059	Fake Complex 5271	O88890	P15116	Non interactor	O88890;P15116
12060	Fake Complex 5272	Q60772	P97367	Non interactor	Q60772;P97367
12061	Fake Complex 5273	Q3UVX5	P67871	Non interactor	Q3UVX5;P67871
12062	Fake Complex 5274	Q02248	P97377	Non interactor	Q02248;P97377
12063	Fake Complex 5275	Q3UPW8	Q3UH93	Non interactor	Q3UPW8;Q3UH93
12064	Fake Complex 5276	P27512	Q91X96	Non interactor	P27512;Q91X96
12065	Fake Complex 5277	Q9D2N4	Q62245	Non interactor	Q9D2N4;Q62245
12066	Fake Complex 5278	P30285	P13020	Non interactor	P30285;P13020
12067	Fake Complex 5279	Q62147	O35309	Non interactor	Q62147;O35309
12068	Fake Complex 5280	Q9EQY0	Q8C456	Non interactor	Q9EQY0;Q8C456
12069	Fake Complex 5281	P07356	Q80Z96	Non interactor	P07356;Q80Z96
12070	Fake Complex 5282	Q99ML1	Q61743	Non interactor	Q99ML1;Q61743
12071	Fake Complex 5283	P26450	Q60631	Non interactor	P26450;Q60631
12072	Fake Complex 5284	Q6IR34	P42582	Non interactor	Q6IR34;P42582
12073	Fake Complex 5285	Q91ZD4	P46938	Non interactor	Q91ZD4;P46938
12074	Fake Complex 5286	Q8BUN5	Q9JL10	Non interactor	Q8BUN5;Q9JL10
12075	Fake Complex 5287	Q60631	Q62141	Non interactor	Q60631;Q62141
12076	Fake Complex 5288	Q91V27	Q80U72	Non interactor	Q91V27;Q80U72
12077	Fake Complex 5289	Q8C8C1	Q61062	Non interactor	Q8C8C1;Q61062
12078	Fake Complex 5290	Q8BW22	Q5EG47	Non interactor	Q8BW22;Q5EG47
12079	Fake Complex 5291	P11531	Q8BLR9	Non interactor	P11531;Q8BLR9
12080	Fake Complex 5292	Q8R5H6	P09803	Non interactor	Q8R5H6;P09803
12081	Fake Complex 5293	Q60718	Q8VHR5	Non interactor	Q60718;Q8VHR5
12082	Fake Complex 5294	Q60631	O08609	Non interactor	Q60631;O08609
12083	Fake Complex 5295	P09450	Q61234	Non interactor	P09450;Q61234
12084	Fake Complex 5296	Q61271	Q01853	Non interactor	Q61271;Q01853
12085	Fake Complex 5297	P30051	P35569	Non interactor	P30051;P35569
12086	Fake Complex 5298	Q99JY8	Q921F2	Non interactor	Q99JY8;Q921F2
12087	Fake Complex 5299	Q8BUN5	Q62074	Non interactor	Q8BUN5;Q62074
12088	Fake Complex 5300	O54941	Q61017	Non interactor	O54941;Q61017
12089	Fake Complex 5301	O88384	Q91ZK4	Non interactor	O88384;Q91ZK4
12090	Fake Complex 5302	P22892	Q9WVS7	Non interactor	P22892;Q9WVS7
12091	Fake Complex 5303	Q62077	Q60520	Non interactor	Q62077;Q60520
12092	Fake Complex 5304	Q8VE70	P23819	Non interactor	Q8VE70;P23819
12093	Fake Complex 5305	O76021	Q9WTL8	Non interactor	O76021;Q9WTL8
12094	Fake Complex 5306	O35099	P82348	Non interactor	O35099;P82348
12095	Fake Complex 5307	Q9CPP0	P46938	Non interactor	Q9CPP0;P46938
12096	Fake Complex 5308	P48356	P60202	Non interactor	P48356;P60202
12097	Fake Complex 5309	Q5DTT2	P22091	Non interactor	Q5DTT2;P22091
12098	Fake Complex 5310	Q9ERI2	P98083	Non interactor	Q9ERI2;P98083
12099	Fake Complex 5311	P50538	Q8C4M7	Non interactor	P50538;Q8C4M7
12100	Fake Complex 5312	P54763	P98083	Non interactor	P54763;P98083
12101	Fake Complex 5313	Q8BR65	Q9CRA8	Non interactor	Q8BR65;Q9CRA8
12102	Fake Complex 5314	P97785	Q8BMV0	Non interactor	P97785;Q8BMV0
12103	Fake Complex 5315	Q61982	Q9WUM5	Non interactor	Q61982;Q9WUM5
12104	Fake Complex 5316	B7ZNG0	P35436	Non interactor	B7ZNG0;P35436
12105	Fake Complex 5317	O70576	Q61085	Non interactor	O70576;Q61085
12106	Fake Complex 5318	P15208	Q9QXH4	Non interactor	P15208;Q9QXH4
12107	Fake Complex 5319	P97471	Q2M4G6	Non interactor	P97471;Q2M4G6
12108	Fake Complex 5320	Q8C180	P11031	Non interactor	Q8C180;P11031
12109	Fake Complex 5321	Q9JI44	Q64176	Non interactor	Q9JI44;Q64176
12110	Fake Complex 5322	Q3TXX3	P54276	Non interactor	Q3TXX3;P54276
12111	Fake Complex 5323	P49070	Q61166	Non interactor	P49070;Q61166
12112	Fake Complex 5324	Q9WVS7	Q62432	Non interactor	Q9WVS7;Q62432
12113	Fake Complex 5325	Q60825	Q76MZ3	Non interactor	Q60825;Q76MZ3
12114	Fake Complex 5326	O88441	P39688	Non interactor	O88441;P39688
12115	Fake Complex 5327	Q9WVS8	Q91ZD4	Non interactor	Q9WVS8;Q91ZD4
12116	Fake Complex 5328	Q01776	P22361	Non interactor	Q01776;P22361
12117	Fake Complex 5329	P53762	Q8BJU0	Non interactor	P53762;Q8BJU0
12118	Fake Complex 5330	O88384	Q9R244	Non interactor	O88384;Q9R244
12119	Fake Complex 5331	Q8C5S7	Q9JHS3	Non interactor	Q8C5S7;Q9JHS3
12120	Fake Complex 5332	Q8C180	Q8C5S7	Non interactor	Q8C180;Q8C5S7
12121	Fake Complex 5333	Q8CA55	P11531	Non interactor	Q8CA55;P11531
12122	Fake Complex 5334	P06869	P70452	Non interactor	P06869;P70452
12123	Fake Complex 5335	Q64373	Q3UPW8	Non interactor	Q64373;Q3UPW8
12124	Fake Complex 5336	P98083	Q9CZ04	Non interactor	P98083;Q9CZ04
12125	Fake Complex 5337	Q811P8	Q8VGC6	Non interactor	Q811P8;Q8VGC6
12126	Fake Complex 5338	A2ARV4	Q9R1P3	Non interactor	A2ARV4;Q9R1P3
12127	Fake Complex 5339	P82347	Q91ZX7	Non interactor	P82347;Q91ZX7
12128	Fake Complex 5340	O09106	Q00519	Non interactor	O09106;Q00519
12129	Fake Complex 5341	P24161	Q91X96	Non interactor	P24161;Q91X96
12130	Fake Complex 5342	Q6ZQ88	Q91WA9	Non interactor	Q6ZQ88;Q91WA9
12131	Fake Complex 5343	Q61937	Q62193	Non interactor	Q61937;Q62193
12132	Fake Complex 5344	Q9R049	Q8VHX6	Non interactor	Q9R049;Q8VHX6
12133	Fake Complex 5345	Q811D0	P60766	Non interactor	Q811D0;P60766
12134	Fake Complex 5346	O70404	P28574	Non interactor	O70404;P28574
12135	Fake Complex 5347	Q99N43	Q9ERI2	Non interactor	Q99N43;Q9ERI2
12136	Fake Complex 5348	Q61062	Q62312	Non interactor	Q61062;Q62312
12137	Fake Complex 5349	Q6Q477	P06837	Non interactor	Q6Q477;P06837
12138	Fake Complex 5350	P08752	Q02248	Non interactor	P08752;Q02248
12139	Fake Complex 5351	P97784	P82347	Non interactor	P97784;P82347
12140	Fake Complex 5352	P41233	Q9CZK6	Non interactor	P41233;Q9CZK6
12141	Fake Complex 5353	Q08297	P02340	Non interactor	Q08297;P02340
12142	Fake Complex 5354	Q8C2B3	O35955	Non interactor	Q8C2B3;O35955
12143	Fake Complex 5355	P61809	P17679	Non interactor	P61809;P17679
12144	Fake Complex 5356	Q60591	P11531	Non interactor	Q60591;P11531
12145	Fake Complex 5357	Q9ERI2	O88879	Non interactor	Q9ERI2;O88879
12146	Fake Complex 5358	P48356	P82350	Non interactor	P48356;P82350
12147	Fake Complex 5359	Q6ZQ88	Q6T264	Non interactor	Q6ZQ88;Q6T264
12148	Fake Complex 5360	P30658	Q9Z0W1	Non interactor	P30658;Q9Z0W1
12149	Fake Complex 5361	Q61315	Q00560	Non interactor	Q61315;Q00560
12150	Fake Complex 5362	P11499	Q91YI4	Non interactor	P11499;Q91YI4
12151	Fake Complex 5363	P11499	Q9ES52	Non interactor	P11499;Q9ES52
12152	Fake Complex 5364	O35625	Q9JM63	Non interactor	O35625;Q9JM63
12153	Fake Complex 5365	P28660	Q61656	Non interactor	P28660;Q61656
12154	Fake Complex 5366	Q62172	Q60520	Non interactor	Q62172;Q60520
12155	Fake Complex 5367	P97784	Q9R049	Non interactor	P97784;Q9R049
12156	Fake Complex 5368	P34056	Q8CAQ8	Non interactor	P34056;Q8CAQ8
12157	Fake Complex 5369	Q9WTX5	Q99KV1	Non interactor	Q9WTX5;Q99KV1
12158	Fake Complex 5370	P82348	P26955	Non interactor	P82348;P26955
12159	Fake Complex 5371	Q9CQ75	Q9Y2U5	Non interactor	Q9CQ75;Q9Y2U5
12160	Fake Complex 5372	P28741	Q6T264	Non interactor	P28741;Q6T264
12161	Fake Complex 5373	O88351	P25799	Non interactor	O88351;P25799
12162	Fake Complex 5374	P70452	Q91ZU9	Non interactor	P70452;Q91ZU9
12163	Fake Complex 5375	P35235	P52946	Non interactor	P35235;P52946
12164	Fake Complex 5376	Q62245	Q64373	Non interactor	Q62245;Q64373
12165	Fake Complex 5377	Q9ERI2	Q06507	Non interactor	Q9ERI2;Q06507
12166	Fake Complex 5378	O88574	P10085	Non interactor	O88574;P10085
12167	Fake Complex 5379	P35235	P46938	Non interactor	P35235;P46938
12168	Fake Complex 5380	Q8CIS7	P12367	Non interactor	Q8CIS7;P12367
12169	Fake Complex 5381	O70422	Q9CZD0	Non interactor	O70422;Q9CZD0
12170	Fake Complex 5382	O70343	Q2MV57	Non interactor	O70343;Q2MV57
12171	Fake Complex 5383	P22682	Q80U70	Non interactor	P22682;Q80U70
12172	Fake Complex 5384	O88448	P25322	Non interactor	O88448;P25322
12173	Fake Complex 5385	Q62074	P98083	Non interactor	Q62074;P98083
12174	Fake Complex 5386	Q9JHG7	Q9Z0J4	Non interactor	Q9JHG7;Q9Z0J4
12175	Fake Complex 5387	Q3UHC7	P27467	Non interactor	Q3UHC7;P27467
12176	Fake Complex 5388	Q99L88	P00158	Non interactor	Q99L88;P00158
12177	Fake Complex 5389	O89109	Q2MV57	Non interactor	O89109;Q2MV57
12178	Fake Complex 5390	O89090	Q91ZK4	Non interactor	O89090;Q91ZK4
12179	Fake Complex 5391	O70589	P22646	Non interactor	O70589;P22646
12180	Fake Complex 5392	P19324	Q61602	Non interactor	P19324;Q61602
12181	Fake Complex 5393	P17679	Q62312	Non interactor	P17679;Q62312
12182	Fake Complex 5394	Q9CZK6	Q62432	Non interactor	Q9CZK6;Q62432
12183	Fake Complex 5395	Q99PF4	P54276	Non interactor	Q99PF4;P54276
12184	Fake Complex 5396	Q3U366	P09450	Non interactor	Q3U366;P09450
12185	Fake Complex 5397	O70589	P22682	Non interactor	O70589;P22682
12186	Fake Complex 5398	Q62147	Q9CQ22	Non interactor	Q62147;Q9CQ22
12187	Fake Complex 5399	P97471	Q505B8	Non interactor	P97471;Q505B8
12188	Fake Complex 5400	P46938	P57716	Non interactor	P46938;P57716
12189	Fake Complex 5401	O88621	O35473	Non interactor	O88621;O35473
12190	Fake Complex 5402	Q91V51	Q9QUM4	Non interactor	Q91V51;Q9QUM4
12191	Fake Complex 5403	P80313	Q60591	Non interactor	P80313;Q60591
12192	Fake Complex 5404	Q9QVP9	Q61234	Non interactor	Q9QVP9;Q61234
12193	Fake Complex 5405	P13595	Q60737	Non interactor	P13595;Q60737
12194	Fake Complex 5406	P28660	Q61699	Non interactor	P28660;Q61699
12195	Fake Complex 5407	Q9QUM4	O70576	Non interactor	Q9QUM4;O70576
12196	Fake Complex 5408	O54918	Q91ZW3	Non interactor	O54918;Q91ZW3
12197	Fake Complex 5409	P34056	Q99KH6	Non interactor	P34056;Q99KH6
12198	Fake Complex 5410	O09106	Q8CBW3	Non interactor	O09106;Q8CBW3
12199	Fake Complex 5411	P27038	B2RS91	Non interactor	P27038;B2RS91
12200	Fake Complex 5412	P82347	P97767	Non interactor	P82347;P97767
12201	Fake Complex 5413	O35625	P84096	Non interactor	O35625;P84096
12202	Fake Complex 5414	Q62209	Q62074	Non interactor	Q62209;Q62074
12203	Fake Complex 5415	Q5SV06	P55284	Non interactor	Q5SV06;P55284
12204	Fake Complex 5416	Q8C180	Q9D0M3	Non interactor	Q8C180;Q9D0M3
12205	Fake Complex 5417	Q8BLY7	Q61234	Non interactor	Q8BLY7;Q61234
12206	Fake Complex 5418	P57716	Q8K1M6	Non interactor	P57716;Q8K1M6
12207	Fake Complex 5419	Q9WVS7	P63044	Non interactor	Q9WVS7;P63044
12208	Fake Complex 5420	Q9Z0H3	Q9QZH6	Non interactor	Q9Z0H3;Q9QZH6
12209	Fake Complex 5421	Q9Z0G0	P97471	Non interactor	Q9Z0G0;P97471
12210	Fake Complex 5422	P31938	Q91YD9	Non interactor	P31938;Q91YD9
12211	Fake Complex 5423	P11499	Q80Y83	Non interactor	P11499;Q80Y83
12212	Fake Complex 5424	Q60631	P42227	Non interactor	Q60631;P42227
12213	Fake Complex 5425	Q62312	P70340	Non interactor	Q62312;P70340
12214	Fake Complex 5426	Q01705	Q811D0	Non interactor	Q01705;Q811D0
12215	Fake Complex 5427	Q9ERI2	P39429	Non interactor	Q9ERI2;P39429
12216	Fake Complex 5428	Q9Z2D6	Q61271	Non interactor	Q9Z2D6;Q61271
12217	Fake Complex 5429	P82350	Q64261	Non interactor	P82350;Q64261
12218	Fake Complex 5430	Q9JK30	P08207	Non interactor	Q9JK30;P08207
12219	Fake Complex 5431	Q08857	P35235	Non interactor	Q08857;P35235
12220	Fake Complex 5432	O88441	P43406	Non interactor	O88441;P43406
12221	Fake Complex 5433	P22892	Q9R007	Non interactor	P22892;Q9R007
12222	Fake Complex 5434	Q924X6	P27512	Non interactor	Q924X6;P27512
12223	Fake Complex 5435	P24161	Q9QUM4	Non interactor	P24161;Q9QUM4
12224	Fake Complex 5436	Q8BLR9	Q60825	Non interactor	Q8BLR9;Q60825
12225	Fake Complex 5437	Q9ES52	Q60994	Non interactor	Q9ES52;Q60994
12226	Fake Complex 5438	Q8C5S7	Q91YI4	Non interactor	Q8C5S7;Q91YI4
12227	Fake Complex 5439	P22366	Q01705	Non interactor	P22366;Q01705
12228	Fake Complex 5440	Q8C5S7	P23204	Non interactor	Q8C5S7;P23204
12229	Fake Complex 5441	P60202	Q9WUM5	Non interactor	P60202;Q9WUM5
12230	Fake Complex 5442	Q61079	Q9JM63	Non interactor	Q61079;Q9JM63
12231	Fake Complex 5443	Q02956	O35625	Non interactor	Q02956;O35625
12232	Fake Complex 5444	Q9Z0P7	Q9CQS8	Non interactor	Q9Z0P7;Q9CQS8
12233	Fake Complex 5445	Q9JHS3	P12367	Non interactor	Q9JHS3;P12367
12234	Fake Complex 5446	Q99P72	Q9WTL8	Non interactor	Q99P72;Q9WTL8
12235	Fake Complex 5447	Q62440	O35047	Non interactor	Q62440;O35047
12236	Fake Complex 5448	P27782	Q99KV1	Non interactor	P27782;Q99KV1
12237	Fake Complex 5449	P28741	P17918	Non interactor	P28741;P17918
12238	Fake Complex 5450	Q6NVF0	Q61085	Non interactor	Q6NVF0;Q61085
12239	Fake Complex 5451	P11983	P61089	Non interactor	P11983;P61089
12240	Fake Complex 5452	Q61097	P09405	Non interactor	Q61097;P09405
12241	Fake Complex 5453	Q3U1U7	Q6PCP5	Non interactor	Q3U1U7;Q6PCP5
12242	Fake Complex 5454	P19536	P82348	Non interactor	P19536;P82348
12243	Fake Complex 5455	Q99NH2	Q9WUM5	Non interactor	Q99NH2;Q9WUM5
12244	Fake Complex 5456	Q80Z96	Q3UH93	Non interactor	Q80Z96;Q3UH93
12245	Fake Complex 5457	Q9Z2D6	Q8BW22	Non interactor	Q9Z2D6;Q8BW22
12246	Fake Complex 5458	Q60718	P98083	Non interactor	Q60718;P98083
12247	Fake Complex 5459	P53566	Q01705	Non interactor	P53566;Q01705
12248	Fake Complex 5460	Q01853	Q9JIF0	Non interactor	Q01853;Q9JIF0
12249	Fake Complex 5461	P30285	Q8R550	Non interactor	P30285;Q8R550
12250	Fake Complex 5462	Q9ERE3	B2RUJ5	Non interactor	Q9ERE3;B2RUJ5
12251	Fake Complex 5463	Q61234	Q91ZW3	Non interactor	Q61234;Q91ZW3
12252	Fake Complex 5464	Q99P87	Q99MD9	Non interactor	Q99P87;Q99MD9
12253	Fake Complex 5465	P29754	P31266	Non interactor	P29754;P31266
12254	Fake Complex 5466	Q60631	Q9ESG2	Non interactor	Q60631;Q9ESG2
12255	Fake Complex 5467	P35991	Q69ZK9	Non interactor	P35991;Q69ZK9
12256	Fake Complex 5468	Q8K2Y9	P27782	Non interactor	Q8K2Y9;P27782
12257	Fake Complex 5469	Q62074	Q60773	Non interactor	Q62074;Q60773
12258	Fake Complex 5470	O88597	Q9Z2D6	Non interactor	O88597;Q9Z2D6
12259	Fake Complex 5471	P53349	B7ZNG0	Non interactor	P53349;B7ZNG0
12260	Fake Complex 5472	Q9WVS7	Q9Z2X8	Non interactor	Q9WVS7;Q9Z2X8
12261	Fake Complex 5473	Q61768	P82350	Non interactor	Q61768;P82350
12262	Fake Complex 5474	P09405	Q9Z2V6	Non interactor	P09405;Q9Z2V6
12263	Fake Complex 5475	P47941	P67871	Non interactor	P47941;P67871
12264	Fake Complex 5476	P22682	Q91V27	Non interactor	P22682;Q91V27
12265	Fake Complex 5477	O88448	Q99PE8	Non interactor	O88448;Q99PE8
12266	Fake Complex 5478	Q01097	Q61088	Non interactor	Q01097;Q61088
12267	Fake Complex 5479	Q60520	P30561	Non interactor	Q60520;P30561
12268	Fake Complex 5480	P70206	P35436	Non interactor	P70206;P35436
12269	Fake Complex 5481	P05132	Q9ERI2	Non interactor	P05132;Q9ERI2
12270	Fake Complex 5482	Q9QX98	Q9Z2X1	Non interactor	Q9QX98;Q9Z2X1
12271	Fake Complex 5483	P11499	P05480	Non interactor	P11499;P05480
12272	Fake Complex 5484	Q9CQH0	Q62470	Non interactor	Q9CQH0;Q62470
12273	Fake Complex 5485	P30999	Q80VW5	Non interactor	P30999;Q80VW5
12274	Fake Complex 5486	Q01887	P15919	Non interactor	Q01887;P15919
12275	Fake Complex 5487	O88879	Q8CJH3	Non interactor	O88879;Q8CJH3
12276	Fake Complex 5488	Q3U366	P28574	Non interactor	Q3U366;P28574
12277	Fake Complex 5489	P48542	Q08639	Non interactor	P48542;Q08639
12278	Fake Complex 5490	Q60772	Q8R1H0	Non interactor	Q60772;Q8R1H0
12279	Fake Complex 5491	Q9JM63	O54943	Non interactor	Q9JM63;O54943
12280	Fake Complex 5492	P28574	P46938	Non interactor	P28574;P46938
12281	Fake Complex 5493	P47802	P18052	Non interactor	P47802;P18052
12282	Fake Complex 5494	O35245	P26955	Non interactor	O35245;P26955
12283	Fake Complex 5495	Q922M3	P24369	Non interactor	Q922M3;P24369
12284	Fake Complex 5496	Q62120	P97333	Non interactor	Q62120;P97333
12285	Fake Complex 5497	Q9D3R9	Q99P87	Non interactor	Q9D3R9;Q99P87
12286	Fake Complex 5498	P00520	Q61768	Non interactor	P00520;Q61768
12287	Fake Complex 5499	O08785	Q9D0E1	Non interactor	O08785;Q9D0E1
12288	Fake Complex 5500	Q99104	Q8BUN5	Non interactor	Q99104;Q8BUN5
12289	Fake Complex 5501	P97377	Q91V27	Non interactor	P97377;Q91V27
12290	Fake Complex 5502	P70340	Q91ZW3	Non interactor	P70340;Q91ZW3
12291	Fake Complex 5503	P70441	Q91XY5	Non interactor	P70441;Q91XY5
12292	Fake Complex 5504	P97377	Q8CC35	Non interactor	P97377;Q8CC35
12293	Fake Complex 5505	P33610	P23475	Non interactor	P33610;P23475
12294	Fake Complex 5506	P27782	Q91YE5	Non interactor	P27782;Q91YE5
12295	Fake Complex 5507	P33610	Q91V27	Non interactor	P33610;Q91V27
12296	Fake Complex 5508	O70439	O88983	Non interactor	O70439;O88983
12297	Fake Complex 5509	Q80Y17	Q6ZPV2	Non interactor	Q80Y17;Q6ZPV2
12298	Fake Complex 5510	Q6PGF3	Q9JI78	Non interactor	Q6PGF3;Q9JI78
12299	Fake Complex 5511	E9PZ36	O70263	Non interactor	E9PZ36;O70263
12300	Fake Complex 5512	P84086	Q61234	Non interactor	P84086;Q61234
12301	Fake Complex 5513	Q62141	Q62141	Non interactor	Q62141;Q62141
12302	Fake Complex 5514	P51141	O70400	Non interactor	P51141;O70400
12303	Fake Complex 5515	Q5DTT2	P82348	Non interactor	Q5DTT2;P82348
12304	Fake Complex 5516	P97471	Q3TXX3	Non interactor	P97471;Q3TXX3
12305	Fake Complex 5517	Q62296	Q99PF4	Non interactor	Q62296;Q99PF4
12306	Fake Complex 5518	Q64261	Q61166	Non interactor	Q64261;Q61166
12307	Fake Complex 5519	O70343	P62874	Non interactor	O70343;P62874
12308	Fake Complex 5520	O35613	Q9JI78	Non interactor	O35613;Q9JI78
12309	Fake Complex 5521	Q8CBW3	P55258	Non interactor	Q8CBW3;P55258
12310	Fake Complex 5522	Q61062	Q80UV9	Non interactor	Q61062;Q80UV9
12311	Fake Complex 5523	Q3UPW8	Q9WTX5	Non interactor	Q3UPW8;Q9WTX5
12312	Fake Complex 5524	Q99JW4	Q91ZW3	Non interactor	Q99JW4;Q91ZW3
12313	Fake Complex 5525	P53349	P67871	Non interactor	P53349;P67871
12314	Fake Complex 5526	Q91ZD4	Q60954	Non interactor	Q91ZD4;Q60954
12315	Fake Complex 5527	P12787	P09055	Non interactor	P12787;P09055
12316	Fake Complex 5528	Q3TKT4	Q9ES97	Non interactor	Q3TKT4;Q9ES97
12317	Fake Complex 5529	Q62074	P82347	Non interactor	Q62074;P82347
12318	Fake Complex 5530	O35654	Q9QVP9	Non interactor	O35654;Q9QVP9
12319	Fake Complex 5531	Q60771	P11440	Non interactor	Q60771;P11440
12320	Fake Complex 5532	P51141	O88621	Non interactor	P51141;O88621
12321	Fake Complex 5533	Q00651	Q60631	Non interactor	Q00651;Q60631
12322	Fake Complex 5534	P14753	P02340	Non interactor	P14753;P02340
12323	Fake Complex 5535	Q08122	Q9EPC1	Non interactor	Q08122;Q9EPC1
12324	Fake Complex 5536	Q61097	Q08775	Non interactor	Q61097;Q08775
12325	Fake Complex 5537	P41241	Q9JIL4	Non interactor	P41241;Q9JIL4
12326	Fake Complex 5538	P08113	Q62245	Non interactor	P08113;Q62245
12327	Fake Complex 5539	O88597	Q60631	Non interactor	O88597;Q60631
12328	Fake Complex 5540	P39688	Q6PF93	Non interactor	P39688;Q6PF93
12329	Fake Complex 5541	P23611	O70589	Non interactor	P23611;O70589
12330	Fake Complex 5542	Q80Y83	Q8BVF7	Non interactor	Q80Y83;Q8BVF7
12331	Fake Complex 5543	P28574	Q91V27	Non interactor	P28574;Q91V27
12332	Fake Complex 5544	Q9Z1T1	P70188	Non interactor	Q9Z1T1;P70188
12333	Fake Complex 5545	P17679	Q8BL80	Non interactor	P17679;Q8BL80
12334	Fake Complex 5546	P21784	P35456	Non interactor	P21784;P35456
12335	Fake Complex 5547	P82350	Q61466	Non interactor	P82350;Q61466
12336	Fake Complex 5548	O88522	B2RS91	Non interactor	O88522;B2RS91
12337	Fake Complex 5549	Q99LS1	P70288	Non interactor	Q99LS1;P70288
12338	Fake Complex 5550	Q8VBX6	P22646	Non interactor	Q8VBX6;P22646
12339	Fake Complex 5551	Q62172	Q8BL80	Non interactor	Q62172;Q8BL80
12340	Fake Complex 5552	P30285	P15806	Non interactor	P30285;P15806
12341	Fake Complex 5553	Q99LJ5	P70281	Non interactor	Q99LJ5;P70281
12342	Fake Complex 5554	Q61315	P58801	Non interactor	Q61315;P58801
12343	Fake Complex 5555	P12367	E9PYG6	Non interactor	P12367;E9PYG6
12344	Fake Complex 5556	P22682	P67871	Non interactor	P22682;P67871
12345	Fake Complex 5557	P39688	P30999	Non interactor	P39688;P30999
12346	Fake Complex 5558	Q61501	Q60994	Non interactor	Q61501;Q60994
12347	Fake Complex 5559	Q64514	Q9CWU0	Non interactor	Q64514;Q9CWU0
12348	Fake Complex 5560	Q920F6	Q9QUM4	Non interactor	Q920F6;Q9QUM4
12349	Fake Complex 5561	P51943	Q8BGV8	Non interactor	P51943;Q8BGV8
12350	Fake Complex 5562	O09106	O88545	Non interactor	O09106;O88545
12351	Fake Complex 5563	Q76MZ3	Q64176	Non interactor	Q76MZ3;Q64176
12352	Fake Complex 5564	Q61166	P39087	Non interactor	Q61166;P39087
12353	Fake Complex 5565	P09055	O70293	Non interactor	P09055;O70293
12354	Fake Complex 5566	Q91ZD4	P63330	Non interactor	Q91ZD4;P63330
12355	Fake Complex 5567	Q61699	Q64287	Non interactor	Q61699;Q64287
12356	Fake Complex 5568	Q76MZ3	Q00519	Non interactor	Q76MZ3;Q00519
12357	Fake Complex 5569	Q9D3R9	Q6GQX6	Non interactor	Q9D3R9;Q6GQX6
12358	Fake Complex 5570	Q9D0F6	P48725	Non interactor	Q9D0F6;P48725
12359	Fake Complex 5571	Q61045	Q91ZK4	Non interactor	Q61045;Q91ZK4
12360	Fake Complex 5572	Q3TXX3	P23819	Non interactor	Q3TXX3;P23819
12361	Fake Complex 5573	Q61234	P17679	Non interactor	Q61234;P17679
12362	Fake Complex 5574	Q99PE8	P39688	Non interactor	Q99PE8;P39688
12363	Fake Complex 5575	Q3UYI6	Q61771	Non interactor	Q3UYI6;Q61771
12364	Fake Complex 5576	Q9R1E0	Q5H8C1	Non interactor	Q9R1E0;Q5H8C1
12365	Fake Complex 5577	Q3U366	Q9CXW4	Non interactor	Q3U366;Q9CXW4
12366	Fake Complex 5578	Q9CUU3	Q63844	Non interactor	Q9CUU3;Q63844
12367	Fake Complex 5579	P48356	O70589	Non interactor	P48356;O70589
12368	Fake Complex 5580	P45481	O35846	Non interactor	P45481;O35846
12369	Fake Complex 5581	P53762	P67871	Non interactor	P53762;P67871
12370	Fake Complex 5582	Q8K2Y9	Q9JM63	Non interactor	Q8K2Y9;Q9JM63
12371	Fake Complex 5583	Q08639	P46938	Non interactor	Q08639;P46938
12372	Fake Complex 5584	P24161	Q9ES52	Non interactor	P24161;Q9ES52
12373	Fake Complex 5585	P43407	P51448	Non interactor	P43407;P51448
12374	Fake Complex 5586	Q9Z2D6	Q3TXX3	Non interactor	Q9Z2D6;Q3TXX3
12375	Fake Complex 5587	O35551	Q61743	Non interactor	O35551;Q61743
12376	Fake Complex 5588	Q06507	Q01887	Non interactor	Q06507;Q01887
12377	Fake Complex 5589	P11440	Q505B8	Non interactor	P11440;Q505B8
12378	Fake Complex 5590	Q61097	Q64373	Non interactor	Q61097;Q64373
12379	Fake Complex 5591	Q64701	P62874	Non interactor	Q64701;P62874
12380	Fake Complex 5592	B2RS91	Q6ZPV2	Non interactor	B2RS91;Q6ZPV2
12381	Fake Complex 5593	Q9Z101	P56501	Non interactor	Q9Z101;P56501
12382	Fake Complex 5594	Q9CWU0	P49817	Non interactor	Q9CWU0;P49817
