Uniprot ID	F1.mitosis.intensity.mean	F2.mitosis.intensity.mean	F3.mitosis.intensity.mean	F4.mitosis.intensity.mean	F5.mitosis.intensity.mean	F6.mitosis.intensity.mean	F7.mitosis.intensity.mean	F8.mitosis.intensity.mean	F9.mitosis.intensity.mean	F10.mitosis.intensity.mean	F11.mitosis.intensity.mean	F12.mitosis.intensity.mean	F13.mitosis.intensity.mean	F14.mitosis.intensity.mean	F15.mitosis.intensity.mean	F16.mitosis.intensity.mean	F17.mitosis.intensity.mean	F18.mitosis.intensity.mean	F19.mitosis.intensity.mean	F20.mitosis.intensity.mean	F21.mitosis.intensity.mean	F22.mitosis.intensity.mean	F23.mitosis.intensity.mean	F24.mitosis.intensity.mean	F25.mitosis.intensity.mean	F26.mitosis.intensity.mean	F27.mitosis.intensity.mean	F28.mitosis.intensity.mean	F29.mitosis.intensity.mean	F30.mitosis.intensity.mean	F31.mitosis.intensity.mean	F32.mitosis.intensity.mean	F33.mitosis.intensity.mean	F34.mitosis.intensity.mean	F35.mitosis.intensity.mean	F36.mitosis.intensity.mean	F37.mitosis.intensity.mean	F38.mitosis.intensity.mean	F39.mitosis.intensity.mean	F40.mitosis.intensity.mean	F41.mitosis.intensity.mean	F42.mitosis.intensity.mean	F43.mitosis.intensity.mean	F44.mitosis.intensity.mean	F45.mitosis.intensity.mean	F46.mitosis.intensity.mean	F47.mitosis.intensity.mean	F48.mitosis.intensity.mean	F49.mitosis.intensity.mean	F50.mitosis.intensity.mean	F51.mitosis.intensity.mean	F52.mitosis.intensity.mean	F53.mitosis.intensity.mean	F54.mitosis.intensity.mean	F55.mitosis.intensity.mean	F56.mitosis.intensity.mean	F57.mitosis.intensity.mean	F58.mitosis.intensity.mean	F59.mitosis.intensity.mean	F60.mitosis.intensity.mean	F61.mitosis.intensity.mean	F62.mitosis.intensity.mean	F63.mitosis.intensity.mean	F64.mitosis.intensity.mean	F65.mitosis.intensity.mean
Q05048	7465.060871	9409.643477	7400.040341	5521.739158	0	0	0	0	0	0	0	0	0	10297.75261	21518.95108	61698.87421	126410.7376	227777.5053	423463.1479	670067.7385	561032.9044	305351.7162	189558.1478	91711.87452	43005.80365	9262.103069	0	0	7164.911835	5619.615193	5783.884079	7267.594133	5197.133512	5351.207463	4404.819117	6083.6794	7510.891996	4234.475519	0	0	23588.3796	83185.26824	162539.524	135765.9109	91729.22565	0	0	0	0	0	0	0	0	0	0	0	2278.124017	2212.765819	2144.719714	0	0	0	1847.93415	1604.761921	1419.904412
Q05086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7456.702715	7230.614908	5168.835722	8911.934999	0	0	0	0	9938.467733	8992.561516	67502.13488	228897.7734	472640.8647	572156.083	400673.0464	221541.4137	106725.3474	47363.9768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q05193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10806.69168	26451.77581	50126.70634	67826.33633	64488.72317	100860.3357	195887.8129	379553.8374	515709.8222	406781.8051	225810.1262	119627.7223	70169.91015	54277.97595	50661.91645	39073.78518	27016.9944	31773.45057	11693.88425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q05209	10096.69446	25772.86125	47655.49236	64435.92558	59924.21581	67113.32301	82876.11801	72223.20636	61963.94015	60577.58313	57749.22541	45707.85625	29821.22481	25029.42529	16903.0054	18315.60579	17653.80915	41878.09789	53175.42697	65840.40053	105004.3416	130927.6272	110966.8202	110469.8518	195529.1138	302066.7699	259533.9354	152740.4856	56125.67916	37447.68801	26258.44801	15602.86271	5531.202113	0	0	6228.557606	7842.828481	7183.387498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q05397	0	0	0	15878.90118	7533.773957	9203.29147	12327.4673	8841.489661	8040.089912	6057.915916	5901.610072	7783.050157	6151.499626	5065.953107	4566.452561	4574.241269	10041.24971	11738.83573	11815.39524	8073.34314	5759.725197	5375.627274	4888.915069	7245.18187	4349.455617	4246.087274	14348.11564	23754.24608	29023.9427	26643.64949	24354.74147	83030.1518	160857.2296	258036.327	275008.2225	183865.4732	98017.56643	44072.26752	26874.16421	24568.50707	5442.517832	14625.28124	29830.48646	67503.32065	73302.01529	59599.4559	36917.83773	15241.82633	12245.66414	6580.795436	0	0	0	2780.043325	2832.767281	2179.854584	0	0	0	0	0	0	0	0	0
Q05519	77972.58739	240824.5393	265220.1436	329077.9943	271223.0364	269146.2449	230590.8883	217311.9539	198002.2641	172408.2698	184169.9007	195497.6861	179034.522	181262.2908	183114.5466	193865.4172	176461.0222	168534.0138	154474.286	159864.6102	204199.8709	231699.7303	259646.7247	305596.5365	501981.874	556875.2961	386643.7765	219569.0373	138075.6413	151614.0049	151663.5119	218191.5765	219739.5845	165801.6386	104326.1995	15387.60604	13251.24875	1772.999362	1532.490258	7636.684086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343.7804662	1493.980093	765.6963695	0	0	2672.395593	2140.738419	1516.07288	2144.246959	2075.27751
Q05639	0	0	0	0	0	0	0	0	0	0	10429.68454	140843.567	163984.1035	165963.9733	228973.0254	154135.2838	111541.1524	68487.14453	26554.21641	29415.05289	19291.91041	16717.64359	17581.18491	20230.42577	16042.97988	16185.74318	19495.26891	17579.51071	0	0	9873.308273	9765.561301	10806.64398	14092.81941	16396.98196	0	0	0	0	0	0	0	502799.6434	876136.1252	841207.5986	631378.9997	247688.9913	94478.45322	55053.90353	19417.27048	18225.13255	18833.59446	13863.5006	25536.63833	28497.26019	25375.35888	29539.80829	20183.29428	10516.10324	12324.83856	16391.8811	11300.07872	8192.289278	11954.50071	10012.96824
Q05682	0	0	0	0	0	0	0	0	0	3708.287879	4945.377206	15254.59223	33777.89843	24082.53998	6913.949274	43908.86618	60135.72264	125969.6321	172587.6099	163976.2792	135069.8543	176038.2173	371878.5108	566793.495	700715.2152	932437.3774	3072324.923	8379666.257	8678169.793	4363940.017	2526496.301	874509.5495	490178.4054	205418.6349	158928.8903	262628.8996	335004.4102	253334.2039	152583.3386	109273.7953	48577.44798	5934.666175	5608.754824	5565.840923	5639.013025	24485.1763	54915.68234	72889.10398	74324.08063	71847.9306	37116.73438	16520.96761	2277.686277	10155.04035	15353.78566	12884.89328	20603.54179	34704.29801	12570.94256	10638.48979	9291.052307	4249.927126	1829.88299	4513.370258	5666.361208
Q05932	10473.95669	13103.83632	11093.072	19130.49357	13608.99043	16303.58136	9336.717264	9795.226745	9520.610282	5917.15519	9602.009025	3941.956456	0	0	2714.631181	3929.514131	3381.159758	3590.602202	3108.855309	3444.930138	4368.601795	5376.035191	2180.938872	0	0	0	0	0	0	597.3501808	4067.835197	3946.611188	0	0	0	0	0	0	0	0	0	0	0	7316.356614	136484.6126	475123.5835	545640.8143	245860.5116	72224.26203	24628.69546	7436.688079	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06124	0	0	0	0	0	0	28030.91112	91419.31744	43112.01354	0	0	26538.41501	43977.45048	36129.57904	0	50022.18309	42187.11053	30472.46983	26390.70526	0	0	0	0	0	0	0	0	0	0	12694.62261	9393.560066	17304.25269	30102.26655	22799.45363	24037.64042	11052.76725	10731.86474	11007.57938	10223.41485	43329.13616	252313.9204	743424.3425	1212540.961	1145002.654	648289.108	344052.8173	195604.6177	105937.3867	0	0	0	0	0	14066.03451	19523.58474	14881.55029	13111.01181	30739.36531	12322.99917	6969.325846	3589.244439	3274.013002	0	0	0
Q06136	88956.08655	195838.5534	269414.6762	288691.9798	306083.7276	291734.2035	309286.4641	289760.4583	243282.0541	236308.2088	240704.1199	222291.9308	216521.5136	193406.4389	174948.6061	155623.7321	121717.7317	102285.1587	83030.93262	77152.93006	61920.07067	50688.99664	50276.3627	36425.51826	9187.970088	0	0	0	0	0	0	0	0	0	0	0	4177.665794	7918.752868	4849.799731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7393.336626	7084.998781	8491.369052	50584.8182	166447.0362	1288264.897	4136227.436	5656076.083	3592630.492	1272120.45	548560.2968	371644.0539	349985.9359	371202.6937	501070.3731	639720.1048	573381.3086	270274.4903	68159.8487	65152.90597	35289.13423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06210	33566.90644	59790.31192	52449.81803	105243.0639	158473.7042	207623.9542	223676.8081	274146.7724	294194.9015	365569.1448	418832.8442	443755.083	474055.3634	492714.176	546273.5696	497341.9177	467813.8658	415019.813	379447.701	299442.381	287752.0204	288205.1374	234805.0029	228997.8832	228780.2874	213753.2818	198204.5671	197881.5078	191388.077	294609.152	272357.3677	496848.7032	859138.3656	1240581.039	1117030.738	680213.0644	302362.435	123300.762	93045.74254	40781.51828	15001.66955	0	0	0	0	0	0	0	0	0	0	0	0	0	7169.677738	1569.128888	9278.062593	11701.61954	7124.226262	7596.164282	5802.373668	7356.878992	10432.4762	10165.21272	10618.66714
Q06265	172744.9159	439453.1075	674966.5767	538618.9487	241854.7697	124222.2705	97658.73752	70228.54243	54312.43595	31908.09091	31448.89524	36562.74286	6833.877003	6341.681032	6328.700368	6704.938405	17394.72067	15139.48414	25391.11082	31598.43241	32413.34272	32500.7919	36310.19337	21425.10891	24424.51564	24035.94818	11736.64659	15262.21984	27525.64782	83795.27116	93822.89267	144830.6418	153461.1946	203428.702	347809.7297	417805.7609	301547.1095	176032.0895	29509.92386	20405.56271	18307.52507	16335.10445	10362.15265	7317.057392	5853.070735	4668.634078	2552.625752	1401.04057	0	0	1179.029152	1156.681819	1372.33013	826.0786656	1854.404448	1491.576552	2266.919948	1739.155319	604.3616466	594.6423086	953.2467885	0	0	0	0
Q06323	0	0	0	0	11877.13646	12377.00163	25607.20152	36452.64869	31705.82772	28186.35943	38479.78173	40382.1481	35615.53388	28231.98497	22315.20165	28329.81666	27267.84166	42900.98201	46272.64184	70991.25113	127420.6458	149020.6072	119897.5422	97568.15441	135853.2891	60888.44976	21298.83116	20307.46105	24308.69073	25746.09115	42551.27371	93298.65384	138924.9861	136974.4122	165731.6863	305116.5462	1600763.865	4628527.117	6519697.139	3873286.582	1450222.448	517500.8437	330203.1843	189564.5692	173776.0655	190537.1971	83235.14082	42469.26632	47905.04691	27836.23309	30110.02221	20400.93766	16849.98441	17835.25521	12278.19556	8595.423368	5446.711578	10267.9549	0	0	0	0	2339.353762	1530.869086	884.3456814
Q06481	27376.92126	98372.93407	129264.9125	185966.9874	165034.9059	109039.8138	72866.95133	107829.7713	79675.80219	94742.11903	47081.07814	41986.91531	40734.92378	32098.88459	41560.69751	15313.52404	13011.18986	24114.85066	27045.34236	20902.01504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06546	0	0	0	0	0	0	0	0	0	0	0	0	7521.962385	7441.190203	5028.119158	0	0	0	0	0	11172.76717	43228.65747	49233.28211	81797.15813	141212.5267	217443.4383	391201.3817	482378.9379	381928.5776	245289.0103	186184.1669	108940.5229	98462.35132	85399.06711	78946.70914	46378.97497	45741.27269	34910.23361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14858.82987	23293.89227	31336.24219	50304.47907	85104.43683	157965.9553	182207.2187	132749.2814	80944.02086	57773.01136	29432.64103	26662.88648	21142.58836	23327.34532	41320.26782	41842.57333	10649.35422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06587	23689.5228	46649.18267	45229.67169	40233.15166	27912.68871	24414.13107	12951.90102	11022.55004	9767.033181	8653.979122	9184.728215	8017.686124	17947.38694	17875.08191	31697.03198	65938.93713	70943.83185	89805.29086	55736.97861	45358.87807	30770.11008	23333.20378	24306.57127	6607.870838	8832.74707	0	0	13872.91415	27343.07911	79806.17896	95785.93876	149684.7543	137204.865	118346.5091	101789.0541	63518.26437	43234.49967	28477.12864	7266.391949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24396.29021	151689.3681	140628.3969	81710.58132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37118.30094	42789.1469	105460.7578	239417.0347	491118.5299	623713.0427	354329.8587	172386.3258	79263.4285	76148.45777	90466.76088	77830.30512	72820.82122	53927.37327	51279.65944	59823.48988	49806.06235	45772.39697	98118.6574	114593.5608	85148.35506	68889.09989	53885.76798	51493.94265	30508.57915	7828.614465	7867.590691	2964.039357	0	0	0	0	0	0	0	0
Q07020	5802911.712	11209551.88	15610400.31	11953373.14	6012397.458	2990250.99	1367782.173	1003806.789	657733.5195	550535.8314	460942.5849	380155.5138	310354.5306	279346.3818	249228.3327	233579.9621	189137.7342	151065.5838	146843.2086	144199.6553	140893.5371	127714.6743	100800.0004	85263.31598	71791.72633	85544.30169	115456.2089	116682.7201	120867.9856	105178.3875	84462.80933	85975.90368	81930.69872	78182.27493	88877.50109	79117.28537	48352.06344	37902.74119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9858.223155	6614.332176	16306.20532	27567.97767	34121.7559	55453.25294	31651.6182	29018.82252	37544.97952	34339.61021	24763.52647	31264.55249	32007.78172
Q07021	369999.4779	526059.2392	792316.9261	725129.5048	797426.8013	866848.0787	840186.093	794965.0844	741253.0453	777904.631	847217.5399	790965.6902	719504.089	660389.2033	730432.8911	787972.0721	784517.8678	553603.9687	568205.9021	507465.0702	489220.3234	543129.3809	539643.5166	709003.4434	861520.6799	922805.7924	1016602.671	1101722.409	1380902.403	1825282.458	1898673.67	2052373.462	1933421.488	2506027.42	2861602.318	2834897.82	3240484.907	3046915.488	3675977.065	3870983.464	3947625.499	2848313.191	2316905.975	1442574.552	691701.046	414558.6771	141667.5387	70359.99077	56071.40764	51375.5416	52859.74652	75548.18554	66761.39775	71465.13216	73349.96387	49129.63469	55196.23877	36840.18395	26473.58568	16498.66843	16501.76882	21681.58858	23671.28952	27237.33978	24664.85801
Q07065	1829835.373	4419430.509	4147614.092	3194258.63	2230554.424	1793481.781	1164935.97	944574.3472	626151.2149	473189.3733	346538.3225	244974.6588	181916.8097	139734.54	131727.836	108293.7275	97609.94894	82893.66713	77680.16673	76951.93154	72632.74636	68271.50085	71568.38987	64198.88495	65416.22752	50110.81779	25877.8849	32846.3462	26998.42571	27562.06549	46413.80922	55163.41207	27939.29601	25053.02759	0	0	0	0	0	50066.40604	56183.6689	132078.4925	139859.0832	113456.7897	116516.9755	110812.1978	75754.85837	53365.09422	33205.24943	39463.53774	23707.29483	30440.23533	27921.90387	27641.42762	0	4210.585122	3449.212072	22621.61319	7802.680748	8353.503344	9425.848195	10486.06938	9328.982264	10118.20415	6425.916293
Q07157	0	0	0	0	9157.56706	11695.23617	8180.980127	20965.70273	40276.1383	68038.69526	100307.9678	141051.0925	205030.8316	314388.898	402396.875	330753.6826	248611.2056	208294.1018	253718.428	269845.1185	218060.5398	151064.7654	117012.9936	84857.3446	39680.80786	44064.114	20370.94455	26460.05253	14549.60059	10187.7001	8236.746807	15255.63401	18900.67993	11058.58382	11885.16976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07666	105043.0438	182777.4179	179853.4523	145591.1561	155864.9625	126984.4458	131741.323	118038.6778	88558.09427	73353.88636	55274.99988	54684.58437	48576.42461	31835.76311	27802.4803	40654.92562	36298.99386	39049.1358	48767.14837	55611.68291	65619.59702	60840.91612	71034.60174	81825.21132	85106.58245	88884.07508	104816.954	144086.2306	170046.1756	307353.7261	267587.7438	305840.5049	500796.4077	1357420.176	2867906.678	3278787.347	2466993.825	1281733.389	818587.7923	545272.4035	440373.5743	177483.8546	115634.9887	95570.6241	52303.3177	137630.8166	129490.7931	109886.721	102680.6707	100994.6389	119800.0303	100338.0498	99316.78765	90020.30703	102722.0811	72431.27917	82644.77923	64496.69144	70832.28703	48543.26506	61620.21234	42128.27853	53549.90673	50118.96287	69554.39418
Q07812	114491.6174	300474.8689	468298.639	593038.8635	689899.2261	713414.3794	467454.9499	623345.6694	593234.7931	583259.1326	561244.6684	516943.586	467496.4809	421717.4539	392137.7597	310511.1535	272233.7923	212506.0199	190149.1066	166947.0912	153815.53	135850.6558	128250.6446	87886.64176	85459.97039	67757.70768	53617.58217	47666.63727	41147.55882	36602.14271	31352.73011	31415.52	29840.35872	28315.83899	19285.05112	21642.92471	12758.45698	19499.90747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5071.573808	6058.021227	7000.513849	4152.31809	3182.38719	4196.078871	6998.589808	8550.154392	11246.59974	11097.35265
Q07817	29720.47475	189275.6617	292099.3042	207648.6094	195507.0068	217342.665	196384.085	195255.9443	171428.0702	152919.3822	137024.1038	85493.7112	75170.43854	98559.19325	66599.01533	51859.97305	43387.02762	37589.23865	35816.78474	23065.05168	22358.69957	17140.62725	17241.03043	10077.01776	10816.85555	21355.33149	32974.32333	24640.46906	23649.71025	15125.74074	7425.541961	10867.00676	6626.252552	0	0	2235.484312	4692.370308	5776.062803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07864	18616.99883	66861.12767	134569.6966	68540.15917	63338.33889	64762.43234	83267.70568	42071.15507	41079.18356	38609.50746	42004.29567	34049.30181	40239.25629	29738.80292	21895.43608	17013.39136	9933.398087	14780.33947	13859.66694	16567.20395	15206.71645	20187.09758	16331.01812	16553.14073	37956.48051	62081.83561	103912.8907	174673.1283	207732.6911	117879.931	97099.73159	35987.37271	21919.28174	5425.663482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07866	15570.22369	31027.19634	42363.55394	71181.49646	112968.5929	139668.0517	166924.7547	172798.907	151912.2294	166160.0461	172518.0683	171989.9259	154800.0153	132629.9861	125805.2744	109751.9217	104358.7188	133864.5256	276486.1764	684007.5304	1323132.893	1602138.359	1081007.126	404807.5517	176165.9588	88634.55696	64020.10645	29052.36568	15013.67978	6990.651593	6231.072768	5131.271374	5149.123867	3812.193417	3238.755655	4228.423147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3640.733257	50554.07425	86173.19352	80253.94447	63490.5561	18712.93362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07954	102730.4613	200726.2266	252703.6976	262496.7673	222360.9796	214638.9883	205274.7054	163931.8755	130373.2807	118079.5422	121120.9987	108236.3375	87434.89193	79565.9128	81996.01998	77965.55076	36089.88154	31681.00584	26337.03726	23030.98443	14616.76218	15284.56839	3977.91195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07955	368227.6996	821848.472	961185.8753	719736.5978	408689.5824	363434.6339	382782.4321	357504.9719	303365.0084	319213.4517	337951.4522	294935.7908	232907.6881	169643.6837	147871.5112	155805.076	144867.2679	139877.2107	169871.8527	188291.7645	163162.9223	165741.6721	164331.1235	174850.7456	190382.5799	192479.7389	189998.9941	197347.3472	204016.376	244050.7207	230423.5809	286234.1592	292675.6504	313809.0872	345180.1009	370139.0047	363790.0716	394845.3319	430441.3271	423690.0428	434154.3688	456234.799	578735.7916	642134.5736	797571.7664	911413.0377	926794.8128	827051.1279	609794.6126	398928.9797	302440.6487	201803.7461	127832.0792	98948.66393	95781.14635	75148.32697	69335.62915	103067.892	58877.3927	57702.51227	43764.48647	40950.35004	28836.75673	28779.19781	17560.55753
Q07960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425388.945	2169044.586	4989453.433	3684028.601	993961.956	374137.8421	279435.4113	184387.5911	143572.8273	108037.2298	93294.60547	75720.87977	61427.91699	44994.49951	147731.5166	26652.76686	27796.24395	14916.42862	11570.12734	12347.16968	8863.304816	10541.47727
Q08117	0	0	0	0	0	0	0	0	3116.191858	3820.147938	3988.101166	10708.68454	8935.605704	18882.46366	41997.45566	103598.7959	162000.3273	196305.2018	164067.9212	123614.7489	115520.9898	101940.4386	70361.36164	43201.60871	25014.8253	20558.55521	11362.98709	0	6094.06059	35376.85523	52534.27421	56718.26399	29209.98336	11028.12706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08170	20633.11145	35976.40985	33528.00787	23811.31651	22448.35102	0	0	17205.75464	10128.10033	5344.390858	0	0	0	0	0	0	0	0	0	18900.09902	20764.71451	18997.58055	19513.02386	5696.575726	8762.213879	11788.40431	8462.473907	8343.996342	18141.1817	49273.64322	50304.05331	67304.10525	67975.29198	84307.52938	81170.55124	69350.15108	56079.33944	42124.2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08209	69762.79876	97296.36211	90843.89527	120392.2649	143565.854	90826.20422	111615.527	125257.6902	104445.4258	96466.74564	108063.7073	114238.2218	110291.8676	83907.44518	80877.21187	84110.841	85673.49283	82689.1358	81719.67196	73701.9087	82042.99434	86182.29066	87581.62194	112033.463	120879.5629	125508.1755	118200.7143	128417.4879	136620.428	205322.2704	211692.6904	297896.4279	415095.2815	665473.5542	1063862.221	1357563.587	1294667.647	1088760.122	991952.3502	673667.7896	496736.7594	310637.4389	144884.1624	94008.38232	96305.48657	67074.85276	76624.07453	20838.18353	22857.18943	20939.13568	16787.70855	4744.929305	2430.287228	4928.983068	45767.28976	14990.58168	16248.36941	22318.47	24689.33574	10952.932	27290.25466	17374.14497	11398.10244	10011.66503	8058.824386
Q08211	1008665.583	2464686.993	3333383.047	2494888.835	1533183.004	1381006.284	1112626.586	1408439.013	1237204.445	1186779.861	1089541.984	826046.2677	568236.956	329930.8013	208716.4437	152601.0171	118212.3293	87480.9168	83789.45287	77106.80364	82365.86828	76626.13537	86138.47128	122366.5901	113664.5761	114209.2113	81275.77138	71753.86038	57800.22342	64170.19071	53701.28233	52423.40149	54768.37441	56680.48152	55258.63803	59277.53068	65440.09841	75285.57809	83422.38987	78573.87539	60807.02815	45427.36333	24104.70402	12690.15022	11709.15859	22478.62366	16673.72101	13570.8292	7735.839077	3180.624785	2509.73097	2268.024544	5035.628512	4797.089238	8984.83035	7272.792717	7351.854105	10155.83269	5415.066555	4948.643229	6504.414032	4204.087871	6325.194305	6096.456772	6681.163878
Q08257	0	0	0	0	0	0	0	0	0	0	0	6300.323347	24026.79018	23819.81349	10717.92835	9413.180532	8194.788136	0	0	0	0	0	0	0	0	0	0	0	4436.612593	5060.202918	13975.23281	20362.3336	12472.7613	10752.65441	20297.51156	15130.6439	13976.93104	5265.314595	14391.90631	56884.26854	650396.1416	2706352.749	4145073.931	2937669.799	1682069.696	1152782.416	638103.6644	289645.6318	175041.2711	146014.8053	178006.4443	145383.1202	103264.1004	29770.9582	35199.99924	20916.76976	24062.06236	69476.9944	35030.00116	21009.17835	13955.91536	19374.54528	17099.41461	13207.17033	15584.40194
Q08378	62317.08225	157773.8852	218593.372	225292.4366	223805.1159	297301.7446	298963.4507	253609.8059	205584.9083	207177.8673	176817.2978	166899.2104	123891.1146	95780.86121	91622.3997	76677.44751	84482.2782	55553.41609	58616.26645	58401.27685	35593.47725	16910.4395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08379	158452.3282	243577.1353	247741.1597	260505.1337	201690.4843	243614.8904	276834.5471	255337.4529	197466.2873	112509.8928	50094.70452	31310.17683	30039.82373	26661.04612	6927.699786	9715.834244	9262.334659	9080.857901	9343.40453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08380	638374.9541	1370037.915	1868621.871	2076870.663	2073247.838	2077310.818	2029202.478	1795488.302	1518951.998	1402534.599	1156284.153	835494.3503	574636.0297	396448.2294	302414.4565	256242.7014	208514.946	181784.9274	169830.893	147210.958	145930.9135	143846.6169	153647.8951	150256.7363	131425.3887	109589.3572	99522.00111	70609.64618	69525.32194	76934.69599	70572.1234	90436.0952	98730.54175	97176.32736	80812.06019	59053.12134	32503.63796	29695.85952	23888.5162	22917.35301	12760.071	14351.66547	14828.2606	11352.30248	10499.22814	0	0	0	0	0	0	0	0	0	0	0	0	10713.52369	5825.713237	4362.841796	4915.608315	4108.501325	4100.356977	3914.39052	4601.791157
Q08499	82837.17776	148245.5179	168400.3241	255782.8426	250687.388	275977.8599	291752.4625	275752.5321	243834.9427	253502.2163	269783.4905	259727.7212	246110.2312	225265.402	229751.0686	241416.8528	221852.2447	229189.9502	242087.3217	266260.268	288532.1587	290954.9173	321331.695	302847.0432	269110.2138	178466.2933	121450.6347	80898.30645	80253.61507	107997.2655	85770.71943	83737.70758	76418.23573	43897.20875	7476.114265	17826.90416	16642.81934	18155.24536	12371.33111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49362.68373	265220.4898	543689.848	320485.6456	136776.9632	54404.79518	25916.97035	14262.83476	11139.48451	4398.534905	4699.161981	1850.398551	2253.582923	6269.382552	1468.608766	873.5170409	841.0781848
Q08722	97246.81925	307368.4605	409614.5536	542523.2817	439503.2514	426293.6106	330631.1951	296602.2399	252724.1164	255121.4325	257898.3651	286273.4751	256901.1572	277420.7927	212000.8254	204823.0228	143456.4397	111541.5746	95147.31514	77658.0524	58686.37592	53595.65143	53358.83583	29295.87742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15168.33217	14243.25329	4365.2701	0	3421.912366	7400.044443	6745.182033	6799.198641	5887.153964	6428.230422	6229.763666	5680.109919	8896.493579	5752.270057
