Uniprot ID	F1.mitosis.intensity.mean	F2.mitosis.intensity.mean	F3.mitosis.intensity.mean	F4.mitosis.intensity.mean	F5.mitosis.intensity.mean	F6.mitosis.intensity.mean	F7.mitosis.intensity.mean	F8.mitosis.intensity.mean	F9.mitosis.intensity.mean	F10.mitosis.intensity.mean	F11.mitosis.intensity.mean	F12.mitosis.intensity.mean	F13.mitosis.intensity.mean	F14.mitosis.intensity.mean	F15.mitosis.intensity.mean	F16.mitosis.intensity.mean	F17.mitosis.intensity.mean	F18.mitosis.intensity.mean	F19.mitosis.intensity.mean	F20.mitosis.intensity.mean	F21.mitosis.intensity.mean	F22.mitosis.intensity.mean	F23.mitosis.intensity.mean	F24.mitosis.intensity.mean	F25.mitosis.intensity.mean	F26.mitosis.intensity.mean	F27.mitosis.intensity.mean	F28.mitosis.intensity.mean	F29.mitosis.intensity.mean	F30.mitosis.intensity.mean	F31.mitosis.intensity.mean	F32.mitosis.intensity.mean	F33.mitosis.intensity.mean	F34.mitosis.intensity.mean	F35.mitosis.intensity.mean	F36.mitosis.intensity.mean	F37.mitosis.intensity.mean	F38.mitosis.intensity.mean	F39.mitosis.intensity.mean	F40.mitosis.intensity.mean	F41.mitosis.intensity.mean	F42.mitosis.intensity.mean	F43.mitosis.intensity.mean	F44.mitosis.intensity.mean	F45.mitosis.intensity.mean	F46.mitosis.intensity.mean	F47.mitosis.intensity.mean	F48.mitosis.intensity.mean	F49.mitosis.intensity.mean	F50.mitosis.intensity.mean	F51.mitosis.intensity.mean	F52.mitosis.intensity.mean	F53.mitosis.intensity.mean	F54.mitosis.intensity.mean	F55.mitosis.intensity.mean	F56.mitosis.intensity.mean	F57.mitosis.intensity.mean	F58.mitosis.intensity.mean	F59.mitosis.intensity.mean	F60.mitosis.intensity.mean	F61.mitosis.intensity.mean	F62.mitosis.intensity.mean	F63.mitosis.intensity.mean	F64.mitosis.intensity.mean	F65.mitosis.intensity.mean
A0AVT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234716.0061	1117506.086	2189619.549	2052215.288	1025125.399	381696.9976	160539.0798	102309.5328	39624.65798	30804.09704	21338.57426	13762.89289	8998.733256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0FGR8	167656.5564	349587.8743	442979.6587	509340.3159	488728.3335	494073.3932	479731.4794	399252.712	306190.4494	307620.2646	303871.6303	277151.9135	234444.1726	220354.3172	196000.8186	184962.7849	153075.6605	144461.014	134371.5617	122533.5134	117520.2838	96768.87615	94006.02829	87658.14918	75542.0247	47714.82685	26014.9575	22315.60611	24100.81504	26982.32758	39832.6055	57398.00894	58883.3084	49221.74571	32021.01447	7679.04869	0	0	24423.76682	42735.82513	32294.54664	19313.30163	9599.190523	0	0	0	0	6895.445301	4693.941598	6932.268346	9169.874745	0	0	0	0	0	0	0	14023.12902	5965.15813	5045.16601	0	0	0	0
A0MZ66	3970.171488	11594.82084	31876.74959	41935.53484	51646.90005	62857.2313	95521.35774	107366.5663	121172.8523	173486.1458	193730.2101	212184.845	188920.0563	171092.1518	163668.037	190566.1474	177403.1519	193799.8386	239296.8818	288637.2897	362943.9294	428802.7377	609376.1934	538490.766	442564.2676	281893.5249	153501.0602	87751.45351	52626.85607	31613.77445	23169.64737	18749.93799	15305.04868	5984.27893	0	0	0	0	0	0	0	0	0	121231.9624	131498.1404	56681.00556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PJW6	45959.50808	71234.25125	88448.75206	111553.2971	110577.5757	122515.706	125399.8113	121139.365	97984.19598	104493.0858	117090.5949	122259.9122	118885.7055	124480.179	92399.82009	68718.17928	63836.09095	48308.22481	45897.18923	35989.11586	33350.81831	13472.28302	8335.137421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1L0T0	87668.04261	185355.3267	252256.3415	298924.3289	345922.3334	367829.5925	356591.2591	315233.0608	285184.9542	306766.1185	294691.5674	277078.1038	253380.1692	220581.5092	209437.8926	177829.1727	150756.9872	122927.5012	113827.22	101487.1355	92940.29846	86785.07327	78725.90583	47034.16011	46246.98794	45037.71043	40222.0212	37931.00558	34562.7358	30316.24649	19011.20118	20177.51898	15227.17726	6592.312603	5332.570945	3807.980713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1X283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34897.11524	5104.799501	35024.13271	7292.838235	11105.14992	32358.21862	37897.03259	104441.9133	156916.0573	144702.3674	177723.9761	409159.4207	952378.3039	945333.6344	658505.6936	366721.2636	355333.3989	351735.1135	248313.8266	148992.5072	122728.4592	94973.08134	49584.32125	62507.64191	30868.08767	12633.83934	11169.53986	69111.2384	116498.7729	157470.4778	61315.8006	39145.98116	24918.92645	23182.71644	14156.91478	11406.50862	9335.087781	8341.158138	9090.219866	8012.186263	7339.794366	8119.077035	5130.634764	5744.589429	6653.065844	8306.307491	6676.903068	10124.87778
A2RRP1	83527.21943	145584.4132	175470.5977	130206.5093	123198.7648	51797.21309	61518.8243	15421.43753	11077.75564	12592.78271	4786.503723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42849.61013	45796.16352	26905.23148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2RU67	21234.24723	46196.97132	66847.19737	76075.15916	67479.61393	71359.95269	67990.8511	55293.39208	47268.15987	44713.77798	37820.3999	29387.91032	26137.15402	11643.2986	10548.76519	9522.707175	8480.817591	5513.924111	5134.149773	4679.790749	4167.407169	1497.301216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2RUC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56949.78875	198165.0049	294813.2362	177892.3227	60853.99265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2RUS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9316.351387	23441.12972	59796.80362	127273.9415	139659.2778	106171.4861	24924.6429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3KMH1	9535.136514	22952.97822	30214.62594	34076.03185	29603.4712	37768.54207	44067.57045	43906.96606	40716.57969	43451.77712	42675.20215	45720.34445	37738.58424	36923.63481	38377.44042	39678.29115	39547.34272	36877.62718	36771.83467	38990.84395	38338.61855	39640.8801	39259.06687	47203.4872	46326.88767	50673.07285	50477.0017	47684.926	54142.50231	62154.8627	59148.21392	66880.42722	60770.44579	49655.16857	51239.3437	35241.70498	29562.05176	15774.25828	14247.74187	35235.43076	31185.1303	44137.50471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3KN83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16645.65928	53505.4441	67869.49218	68573.11499	164334.2907	321806.8403	293019.5071	175731.7065	89070.19542	72896.89121	58489.04163	40031.47364	41143.69224	11362.62891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4D1P6	88013.57516	156102.3417	163633.0826	173737.3956	140575.8983	143290.2935	109117.6512	90241.0614	82701.03637	99748.07468	102187.8854	83758.26811	70817.61227	38497.79619	17750.80026	2168.499717	2651.642213	2777.749435	1633.417213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5A3E0	2453693.27	1998520.409	1315447.201	1020263.715	866915.7579	802478.8416	713479.6736	587021.4328	513152.6623	458358.9903	378156.3321	364891.9287	276445.2946	251237.1389	190029.0276	189019.1691	199724.044	196633.0262	222865.7176	236467.6088	236165.8588	215703.4531	255699.7338	237399.6045	434916.3005	967440.8051	1422054.089	1394516.334	691172.712	388868.9661	372264.4182	349531.3289	382485.0061	379520.6503	500639.1633	479933.3383	480184.7629	441359.9221	600224.5785	673679.8818	746176.7343	719867.6394	639778.3028	656768.0226	953783.6206	4695272.202	11377088.35	28094063.34	22896608.14	10635423.14	5319653.118	2518219.007	1494365.63	848157.6947	758604.1514	491358.4644	301861.3536	249305.6102	36785.27033	36606.94302	27413.00989	64531.73487	15360.14218	39900.65602	4223.357529
A5D8V6	7387.051297	34460.46019	37871.64508	27092.19857	25478.67975	22947.10988	0	23910.78088	18682.44418	21115.1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18467.3631	23653.40633	96380.98063	134609.1661	137254.8893	96526.18718	57621.18099	38678.31558	23084.88319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5PLL7	59975.57158	97302.29973	167340.7043	199191.0375	233650.2606	257730.13	247685.9298	235510.2044	183723.9244	174489.4754	199684.005	184096.4308	147533.8979	152520.8675	131498.6632	110606.561	83751.98533	49874.06568	27572.857	23370.91339	25842.64061	29524.26426	8408.005253	10483.77111	3165.347822	2052.076241	5778.977896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5PLN9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5YKK6	195456.0522	373485.9172	514115.8145	516244.2995	479021.5742	456695.4207	374367.2339	260612.6383	174268.3961	147971.0424	186792.5368	193856.6324	166563.2517	153309.2459	108489.9828	96027.85689	71459.42278	64598.71886	57764.42204	72189.85334	62023.96196	49911.55172	15298.09341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NDG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13305.93671	62055.94749	264496.2905	1417635.603	5090268.279	7351757.933	3741998.999	949896.7312	372858.4334	249657.3272	166545.591	138024.892	89630.19266	69487.39571	64378.71927	48714.0165	41374.29597	212783.6363	37331.97406	34311.08697	23097.92298	21453.59115	16433.27428	7298.48686	4661.231438
A6NDU8	3212.600517	5733.268931	15627.49202	13435.93567	16792.72085	19365.19785	20911.78729	18322.65132	17187.54039	17263.75119	19485.28323	20906.79037	17257.51675	15506.00383	16827.78512	15156.80558	14288.71367	12271.4228	13537.82592	15676.06222	14813.14366	14387.94478	13964.94275	14084.74783	15313.25132	13234.74476	13215.57632	13350.98931	9909.632477	11126.77051	10355.79309	11257.60715	11401.66381	10446.79317	14720.31132	16966.20378	17310.5862	15421.14284	26751.80872	27789.28926	27540.43089	26148.5446	31271.49396	32912.3888	33838.51842	44974.45835	93413.73119	213364.9289	198137.821	121320.8264	49027.48728	19633.46007	15027.64325	0	0	0	0	0	0	0	0	0	0	0	0
A6NED2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NHR9	18831.49459	25986.90168	38553.03972	34901.66747	50389.02595	64638.93732	117714.5524	378431.0024	574681.1438	592918.9668	373531.5605	113973.1496	24333.07599	34021.08409	38005.46791	10135.22557	9650.745714	12493.68568	25357.4901	11142.32268	9163.030885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NIH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4253.143748	6809.922442	13190.81679	19918.22812	14056.72981	17169.36348	38060.82417	43306.35299	35544.24678	23606.4588	0	0	21076.34466	86394.83563	143275.3689	209334.4712	296225.231	199657.7535	89296.28535	42310.59316	4006.836561	3726.707567	3352.456297	3102.553651	4323.988147	4110.035989	7991.997902	0	0	0	0	0	0	0
A6NKD9	945.2521394	2190.372449	3072.981048	0	0	0	0	0	0	0	0	0	0	0	4847.36598	12496.44117	25414.43163	43867.45153	52513.38321	62030.10362	73565.79123	70293.32188	48678.08551	8850.58615	7810.369727	0	5583.531349	3510.282788	4388.935483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NKF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12893.44151	187673.8204	524738.8551	615630.7257	282574.0107	16224.69742	11644.10714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A7E2V4	47929.79225	95636.63386	113770.6044	96428.52419	94432.16994	94219.70775	50625.25324	49740.52666	49867.62303	48087.66827	39964.59111	46386.63562	16741.46743	6732.406116	38039.83738	28134.93963	20133.43045	16809.96483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MXV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347876.9916	697498.025	599641.9855	226992.6143	61994.36633	35326.41937	0	0	0	0	0	0	0	0	0	0	0
A9UHW6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18693.84938	78885.52374	176579.444	175948.902	109190.4373	42962.83745	46190.91932	92437.37283	107024.5669	113161.5062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JLW8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44800.04551	76841.92373	121874.0355	295962.0064	381255.6335	501255.6448	139670.2872	84330.73359	62786.94783	37086.19787	0	0	0	0	0	0	0	0	70639.60807	12689.75101	17591.96606	5636.341188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L0R6Q1	0	0	11886.47364	81738.36015	128596.1289	174204.3632	192349.2511	177846.5369	156986.4178	153277.4099	155527.6881	159061.4191	151754.593	152519.9391	157470.3904	154787.9499	142136.5708	134590.1039	132245.0815	130643.2466	123543.6539	132283.4801	136355.9078	135746.282	150434.6694	151129.6901	163944.1397	171446.7958	198272.127	273548.6797	237719.2923	348239.2352	481297.3034	717719.8337	927601.6466	953120.4774	815861.5147	640013.6062	427987.6314	250231.0962	194379.8157	148509.6946	102578.105	62842.22253	59587.88041	41076.02667	19438.34823	0	0	0	0	7973.045495	17719.30678	19240.40253	16657.76625	15116.07593	28665.0256	48756.74153	36320.61329	34712.30865	34394.35542	38622.9501	39116.93844	47812.29116	50344.16129
O00115	6997.453721	8332.286242	28310.81583	29401.11905	25559.92827	26611.42186	16970.55038	17174.80697	8117.178479	16643.56369	16939.96684	14439.2039	9126.648394	8346.899277	7802.78929	10167.40227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10589.40673	10457.96152	9816.699884	17067.26422	10011.15693	13172.08939	10886.02252	10009.28093	14346.32486	20273.88742	25512.94489	106037.7001	418988.6998	1104342.471	1384086.559	1131474.587	496181.8672	196700.3411	118680.7357	78593.72022	57533.47091	47578.96185	39790.58742	28319.23278	25806.41329	33165.38952	27842.72162	23184.40405	7737.388476	6281.696123	4625.807903
O00116	94655.97031	177385.5863	215079.7996	308352.9695	396012.9753	572861.5682	694446.68	694758.5373	689936.5946	724026.3643	724410.7852	579556.4876	483256.5297	381039.7049	302777.0217	269467.0992	213617.946	133384.7746	123914.4622	142847.7207	124855.6933	117450.9042	116358.37	114115.1586	95746.28868	84328.88372	73904.42026	66811.07158	66188.88866	110781.5514	103568.4154	168393.3838	151444.5134	153192.8646	158327.2356	144912.6398	162797.6329	166067.972	175582.0288	160329.402	182157.3963	118412.4898	19094.67482	30012.41026	187824.1266	247082.2428	329579.0278	161430.4335	66407.17014	41626.95391	11643.41052	11920.93182	9306.742147	33226.7017	44238.69151	52174.9099	50989.01444	47825.96841	36582.94542	36283.35938	35788.83647	42184.6002	40991.49901	48688.64088	39698.49427
O00139	57269.7895	80689.6026	108301.6974	90023.44434	59762.56722	45659.43001	48604.82787	36232.90023	28685.27954	41820.22946	52459.46717	58926.12225	58909.27374	56427.58508	48767.16412	37198.35693	28379.56595	25320.33189	24833.25427	28267.89529	26867.83022	27973.47851	30682.82613	33798.66605	40452.05795	48344.85899	52029.91176	57587.37268	85752.60728	123155.3096	147109.0336	154885.047	130789.3648	104047.9034	60930.75598	37074.73553	30393.34238	14103.51159	17668.08127	19180.64814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2410.551494	2579.545607	3113.270068	2530.272119	0	0	0	0	0	0
O00148	40040.20479	54893.64271	42962.28639	17072.94914	13448.37539	13399.22936	15339.42508	28917.52387	20886.66028	16675.16379	21677.06912	18976.74094	13696.41588	13588.91899	7013.36176	6764.366398	6829.945774	6599.623959	6752.629408	12947.66953	14355.37044	12782.87774	14839.82197	12792.20143	14283.8154	7522.972923	7238.250568	8387.088279	9926.832794	10699.22992	17572.2079	25873.4291	28511.72882	26695.81175	47437.3414	37563.48316	46502.3302	45719.66587	32543.35319	25929.61352	29698.43302	60447.478	304159.2846	1170493.376	2505191.236	2228474.757	763579.6921	216189.6283	122558.0128	76994.12761	82352.83475	55971.12071	43327.5044	38286.94758	36036.52882	28615.26651	25237.11994	76569.15621	11661.94283	11249.30914	12559.9126	6327.650137	8598.935278	9672.072696	10265.76539
O00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11604.35164	14546.79671	92274.44445	148597.818	160388.4744	129712.1357	119250.9884	216670.0503	758298.6609	2174822.457	2608681.461	1497265.648	443776.4342	198123.6518	86395.33069	109151.4767	66023.73525	88028.22476	28695.84936	20578.24991	18885.45182	45257.37109	34407.26588	36901.93096	31792.7867	22773.07982	12362.82589	8229.657464	10526.43212	4078.043989	2586.465125	3162.727105	3284.763741	1837.629941	533.8286022	0
O00154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27759.41945	39569.72481	100144.3997	180884.1298	249470.0642	376964.4609	703651.7665	1336876.216	1189253.424	869711.9458	980337.2269	1618170.798	2674686.163	3910937.848	2935040.799	1255439.792	440367.498	209890.2278	135682.5921	128918.3779	99219.13278	74460.70686	84711.57576	43809.85452	61407.88554	32516.73769	49788.70255	26674.2084	20127.80456	17242.97346
O00159	370324.6196	399087.2273	277706.6418	221003.881	171875.3675	144410.8971	134508.6599	114371.8346	89326.52665	92646.40657	81955.59315	80487.37234	59945.09542	46461.8892	46902.72887	54166.81981	54722.16395	46273.80951	54853.83772	51219.97131	52296.98001	48410.58557	50297.31689	49183.88748	38098.81536	54489.25827	56212.22868	65631.15186	57267.94325	95297.36733	97371.6093	154183.1642	147192.2604	119202.8876	102667.9977	60647.93862	48987.15648	35274.93907	21891.6469	6657.579022	0	0	0	0	0	0	0	0	0	0	0	0	0	6653.930126	5256.379453	6618.849007	8433.182866	11499.92119	7876.266162	5011.946403	7547.265232	12488.35003	16212.22195	14958.9634	18903.55603
O00161	58628.69746	75252.25714	86445.32732	119536.2111	116829.8101	131061.032	134505.697	110952.5126	89969.04021	104518.9931	103270.9736	120681.7638	103784.6291	71473.5742	50455.14516	58931.72747	33793.47885	29367.42449	25829.96935	34131.81492	28069.93758	17915.60489	0	0	0	0	0	0	0	27433.25951	26006.67781	34061.89746	64415.46898	77075.77072	78397.33403	83352.2706	85865.56636	99281.35683	91784.17371	122702.2771	251068.4392	257066.5808	201298.6088	132558.2903	74464.17337	68015.8856	22208.84785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00165	76202.12309	132353.1269	163047.277	158398.7309	164305.0579	170272.5571	161537.9495	143664.8182	118585.3302	119979.4663	100545.0483	91708.91912	77664.76477	70351.90562	58685.14539	59115.38212	49363.74735	47032.03413	42323.06754	42359.4483	37007.10232	31872.79879	29288.54702	12681.17794	0	3398.018425	8694.994989	6785.185982	8319.383789	8864.355057	7079.62707	21922.10727	19743.53265	23617.99106	39585.08414	42818.181	48526.34489	11327.04486	11506.43862	7766.421923	5007.408294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00170	15964.99047	43750.42665	42689.81276	49743.61734	48672.1151	56836.18651	37437.09247	33051.52232	52849.96086	63663.98231	61824.24886	65086.98752	56749.24644	41636.86903	40090.47275	42678.69009	39803.66374	38131.26572	40986.4695	37661.74255	42076.4014	42891.45237	55966.8937	53057.05682	61161.70317	74481.51539	124609.9742	125697.9255	114592.3239	124929.8656	101913.8414	106653.153	106810.9202	120909.3886	160383.7707	157749.7173	161129.9161	196978.0927	247328.0588	280577.2705	287476.3409	273272.9632	234795.7158	309724.6776	783094.1975	2467665.981	4142643.415	2414624.361	1313825.391	381138.0831	219375.6196	162414.618	117087.3982	83880.43062	60036.32276	46578.96886	42736.4615	91126.56559	30053.5447	42161.77038	24079.93084	19321.52062	17139.62783	16746.44294	17145.5101
O00178	10787.1353	14208.49675	13442.63725	12007.79124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9559.099516	19420.16823	16559.73226	26100.69489	44740.38739	69123.54722	129887.5725	328622.7143	443782.3872	388257.9133	311851.387	373638.4452	355331.1005	267379.4856	129518.5588	96148.77829	22747.49113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00186	80993.58178	167900.7831	265968.0657	294766.6835	259002.2774	288604.1556	277607.9705	215867.0599	196940.0214	191093.7894	183055.4603	174344.765	155844.6313	135192.9019	132988.9451	95337.15063	78764.72498	64246.58123	57431.67901	42646.84341	23769.55746	20483.42859	17623.57095	16722.44343	25102.88405	22296.97067	31017.12669	14980.41484	14623.105	15775.52585	14014.79505	14773.59911	14813.77382	15407.73223	15068.36423	14620.51605	14787.32519	13617.71461	15405.77237	18399.17092	21964.15139	27339.8289	30205.21686	26299.48818	25960.02054	54820.45798	85025.31848	83686.19325	32943.89981	16912.57408	12209.29805	10186.00959	7499.444887	5754.796851	5299.641322	3889.954703	3780.750318	5040.707535	1761.903661	2150.555724	2179.733551	3957.611501	5273.650649	5586.726495	4299.68936
O00189	0	0	0	0	0	0	0	10355.73709	8786.717602	15992.21681	15637.67731	19135.06588	15090.77477	3724.301312	0	0	0	0	0	0	0	0	0	0	0	0	0	5668.622993	33060.88411	106951.9104	111938.067	131126.1023	87437.86148	53626.47479	11126.61925	9585.399614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9076.60872	5426.730078	23624.44051	29774.09097	29813.50544	14612.25945	0	10958.35357	115006.7733	268925.7316	323906.5772	520116.1556	507031.7198	327538.6742	45363.66062	26678.75687	12656.34776	0	15452.73841	12029.72031	11398.59918	0	0	0	0	0	8704.502266	2004.39857	6874.442562	5195.267364	3909.241998	0	0	0
O00203	41531.77203	97969.88669	128647.6451	153724.6363	151662.5182	174256.4969	197316.5649	192395.6928	176316.4857	192735.1683	189509.7603	179649.8221	147985.8359	144400.9198	135953.9934	141822.2434	128276.8518	141954.4897	156839.5972	179315.714	199065.4131	212704.1391	219993.3407	203959.9696	192415.8038	110162.1021	87982.10791	40822.65376	43129.90741	43394.12087	38847.1207	23638.70231	20847.54109	16806.07398	8218.133166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972.8196967	2578.956435	1437.095527	1743.23144	295.2346179
O00213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32829.54875	55326.43986	67298.41086	57007.92295	18681.75352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00217	180261.2132	282649.9346	314368.2377	322679.5221	337074.073	332150.5669	350475.9206	299969.1972	245890.0273	254111.3412	274601.946	239823.0681	269664.5332	246367.4261	218360.365	207355.4815	181378.4501	134124.9553	139317.5818	122636.3621	91536.27385	90584.55058	49082.19707	25290.30088	17306.57993	7046.768816	0	0	0	0	11146.19841	16278.5896	13364.51816	15081.48573	10273.66588	11911.89052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00220	0	7320.028646	28820.51237	78928.41348	97927.15582	101786.0002	140581.6233	119507.4571	84370.90793	63798.22842	92721.32958	80113.43234	76017.40416	22163.22369	27327.01894	16961.71929	12745.45695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2578.719817	4886.288444	11372.16286	32432.79504	55229.24954	65346.27564	38763.91169	25110.72473	23069.9589	15673.01644	15355.71095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00231	184914.6446	382712.4165	587776.9368	690289.3101	739514.4268	865010.815	946418.3427	904244.8362	842475.9674	932978.1028	1113219.045	1163105.156	1008917.313	885774.9406	878136.1833	892685.4789	790718.0682	661552.2128	507071.5991	346207.5901	223196.8286	165257.0551	134774.4591	120109.2692	119939.8924	117247.7814	178937.0708	316089.9648	336805.6936	187666.938	134592.863	38794.67573	41525.50057	40297.71506	33168.66949	22432.57539	18404.15622	17842.91073	18879.18193	5623.617613	5084.187202	6923.551985	10925.67048	146955.587	239385.9387	205646.1411	88560.68195	21403.76003	0	0	0	0	8346.671786	7535.391101	6903.499243	5846.102034	4963.920341	14072.63651	5545.485503	4412.254073	2154.577337	1866.797745	1805.772206	1797.10462	2181.016563
O00232	117056.588	223493.7994	263345.1521	350888.9487	399933.2499	461215.9186	470136.7822	471274.8516	455098.7639	505213.0283	587644.3264	593237.2702	580214.3472	451640.4231	460211.7074	524926.1935	385247.709	312674.4311	282722.7975	198079.2448	142795.2973	84857.11195	44989.23321	20917.84245	35240.13144	23658.7694	90552.02504	167648.2144	146935.8572	92388.92035	25161.3639	0	11245.52818	4624.664443	3925.000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
