Uniprot ID	P631_1st_1	P631_1st_2	P631_1st_3	P631_1st_4	P631_1st_5	P631_1st_6	P631_1st_7	P631_1st_8	P631_1st_9	P631_1st_10	P631_1st_11	P631_1st_12	P631_1st_13	P631_1st_14	P631_1st_15	P631_1st_16	P631_1st_17	P631_1st_18	P631_1st_19	P631_1st_20	P631_1st_21	P631_1st_22	P631_1st_23	P631_1st_24	P631_1st_25	P631_1st_26	P631_1st_27	P631_1st_28	P631_1st_29	P631_1st_30	P631_1st_31	P631_1st_32	P631_1st_33	P631_1st_34	P631_1st_35	P631_1st_36	P631_1st_37	P631_1st_38	P631_1st_39	P631_1st_40	P631_1st_41	P631_1st_42	P631_1st_43	P631_1st_44	P631_1st_45	P631_1st_46	P631_1st_47	P631_1st_48	P631_1st_49	P631_1st_50	P631_1st_51	P631_1st_52	P631_1st_53	P631_1st_54	P631_1st_55	P631_1st_56	P631_1st_57	P631_1st_58	P631_1st_59	P631_1st_60	P631_1st_61	P631_1st_62	P631_1st_63	P631_1st_64	P631_1st_65	P631_1st_66	P631_1st_67	P631_1st_68
Q9Y6Y8	288956.1099	231164.8879	173373.6659	115582.444	57791.22198	0	0	0	0	0	461927.2298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1537546.053	0	0	0	582904.6905	0	3734508.659	10371273.24	8792173.86	5815666.184	6096453.308	4528691	2960928.693	0	263279.743	0	0	0	0	353082.3724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136399.0229	270273.6997	0	0	0	0
Q9Y6X6	0	0	0	0	0	0	0	81133.2715	0	733409.6921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	458188.4989	0	0	0	0	0	0	0	400915.6393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6N5	0	0	0	0	0	0	0	0	0	594244.5706	2911881.041	3976070.03	7231532.008	9493697.518	11755863.03	22365425.54	26632976.03	49063056.32	42502623.7	23985898.33	11135458.59	399875.5412	1703511.972	0	192586.8072	0	200800.7709	0	0	0	0	0	0	0	0	3215083.684	3664124.942	4113166.2	0	0	237372.8679	0	0	0	0	0	0	0	0	1352858.369	0	0	0	0	0	0	101198.731	978029.5136	915454.9649	587402.4119	0	0	1256494.688	0	327591.5365	0	0	0
Q9Y6N1	0	0	0	0	0	0	266951.0081	975347.7472	741449.3691	181128.862	216565.2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2424890.259	2900608.627	3376326.995	1367026.191	700463.883	529381.8061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6M9	1519701.343	3382868.931	5246036.518	7109204.106	8972371.693	10835539.28	28637048.23	22166277.69	12495794.42	7736193.213	2527595.727	2234698.489	2123829.657	2071968.118	2020106.58	4094815.497	0	0	0	0	0	0	10100645.34	8061041.139	1259305.764	2282807.241	1271348.413	377606.1983	245564.3429	401899.5158	0	715250.1421	980143.4426	257067.2653	219955.4418	751743.5289	1162393.924	1573044.319	6000916.084	35638201.33	35487791.9	26730823.96	12325493.82	7751283.068	3645937.281	803011.9305	9460900.696	6453330.633	3445760.569	20700622.09	32780877.65	22351870.54	13044510.8	9638223.362	9758200.079	17618974.55	190049316.5	756154050.7	412849218.5	204952207.1	83186200.2	91881734.9	46523839.6	13383251.07	4090812.525	0	16464364.5	32928728.99
Q9Y6M7	2611731.227	2573864.911	2535998.595	2498132.279	2460265.962	2422399.646	1754167.559	1282339.72	3072326.007	311253.5636	841073.8976	4505277.55	2851161.803	1890887.044	930612.2859	2403020.089	4584094.495	2424980.214	4544924.963	2348012.957	317213.0445	306688.3764	194644.5148	634060.6491	329722.332	104611.3771	76433.15266	0	1744609.901	1400477.994	0	0	0	319326.9735	0	0	81422.81231	162845.6246	3334655.607	18475278.86	34448913.84	40109599.79	34847670.58	56098195.32	48340553.6	60869125.16	78037506.74	63961513.82	49885520.89	27907961.98	15324625.03	7752570.54	5037099.37	2435639.813	1854522.967	1776391.925	1086447.087	582747.2703	1500628.756	320710.0228	49246.11358	0	0	0	0	0	260193.1817	520386.3634
Q9Y6M5	33772844.48	27172969.09	20573093.69	13973218.3	7373342.914	773467.5232	853009.7257	363033.581	0	0	0	0	0	0	0	695685.0541	0	0	0	0	1152934.654	366035.81	0	0	0	0	436683.7686	0	182084.6278	162907.4683	0	0	3419274.612	33177278.7	117989905.6	221215872	167940727.7	114665583.5	70243838.27	12457057.79	10524836.69	4536047.586	2729329.775	3290234.986	2468327.003	1142331.275	597443.5749	645720.9917	693998.4086	187903.5549	162997.4227	321823.2089	0	0	0	0	0	0	227399.1707	0	0	384172.8715	178374.0077	145428.1986	285346.6885	72194.05026	1431402.64	2790611.229
Q9Y6M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4311009.719	3266976.144	2183643.729	1891910.276	1811401.063	1561946.191	6000466.311	10306022.54	14003880.4	0	8075490.069	0	0	0	0	0	638845.1002	0	0	0	0	0	4783720.236	5902697.093	0	12693131.94	4900604.77	4718278.39	3803160.754	0	0	0	0	39854871.34	155980.9774	0	0	1304226.756	1507073.991	438522.2122	0	0	1189591.083	1727855.889	2438608.309	2249647.79	2755866.331	667630.517	398835.4432	0	767676.7069	1535353.414
Q9Y6I9	0	0	0	0	0	0	0	0	0	0	0	0	0	198276.4248	396552.8496	0	3085211.979	3173817.09	0	2810513.646	10912990.04	11635099.21	7894513.005	2438439.645	2374234.672	1148324.489	1628456.246	1987998.471	1426564.778	0	0	401916.3823	358007.3774	380102.4336	0	813367.9339	406683.967	0	0	0	0	0	902394.7064	447810.0068	361268.2254	504402.586	1439934.255	719967.1274	0	442811.9139	186902.8118	0	238098.1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6I3	0	42392.14841	84784.29683	127176.4452	169568.5937	211960.7421	1177278.571	0	0	0	0	0	0	0	0	0	0	0	4587956.913	0	0	0	0	0	0	0	0	1644310.714	3402975.994	3549939.04	5141497.105	5217019.469	4576662.01	2180832.653	1203534.019	0	217681.2814	435362.5629	2180776.431	0	0	0	0	0	0	6116901.074	0	0	0	586390.4246	2027572.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6H1	2305138.428	4170219.796	6035301.163	7900382.531	9765463.899	11630545.27	9160734.016	10181548.1	11227830.54	13353172.55	19766923.24	12351979.78	17320162.81	15889718.75	14459274.68	16223112.34	16835702	17701738.25	7410726.849	5265538.638	4501825.548	6017332.767	5106544.188	8575749.129	8951702.415	12361200.11	14536298.16	13790744.62	12150032.09	12505070.97	26464142.81	33026768.08	28339467.74	36467581.15	40784156.8	27036365.42	22203451.35	17370537.29	9093999.075	14109801.73	9018887.128	8657832.544	1560877.983	1784752.064	1015135.715	1069333.258	0	0	0	0	1252840.29	0	0	940136.211	2221958.693	2868421.809	0	0	0	0	936313.1478	1050442.828	1022978.617	1196000.336	0	0	3598036.548	7196073.097
Q9Y6G9	0	0	0	0	0	0	0	0	1232904.14	3716354.731	2476164.283	5239210.102	3858482.727	4350561.556	4842640.386	6879602.176	1684115.548	0	5521132.9	1121338.161	1471935.542	0	0	972744.6909	0	820328.1578	464839.5044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1951167.755	920104.4844	0	6062928.417	0	432461.5326	216230.7663	0	475932.0097	8215481.647	38375958.71	72893940.69	80479280.32	40210472.44	10694035.34	21484209.48	3477019.732	7981178.474	3202152.735	964986.1216	3760713.508	0	162249.6765	153001.237	0	2573736.726	5147473.452
Q9Y6G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2353432.711	868453.7765	0	924337.9646	1190580.582	541340.1229	352205.3168	1856322.056	1591192.625	1454281.986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485079.2506	0	0	3575913.381	13246689	40655353.3	50188835.98	67797977.39	12371657.31	5346357.069	754099.2105	531107.8067	171846.6895	85923.34477	0
Q9Y6D9	0	0	0	0	0	0	0	0	0	0	0	0	0	200873.8589	401747.7178	0	0	0	0	1321430.541	0	0	0	0	0	0	0	0	0	0	0	0	0	500349.0147	1400910.9	1338072.11	1277324.76	1216577.411	1614681.975	2606710.646	548823.2068	974543.7795	388468.1954	0	0	0	0	0	0	0	0	601120.4621	735489.8883	679999.2508	289355.2827	364675.2493	366654.2467	0	0	0	0	0	0	0	0	0	0	0
Q9Y6D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036050.119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6C9	1028240.951	1080784.456	1133327.962	1185871.467	1238414.973	1290958.478	9677055.564	12300722.62	16569509.98	17749498.43	37867429.46	222790692.9	763659735.7	788978899.2	814298062.7	858739485.4	1504379068	2395796805	1944138941	1011752135	504726309.5	216905761.8	137167177.5	141171543.8	152958058.8	169177348.1	198867931.4	163485200.6	166595993.4	127866002.2	96091568.37	62186114.2	74621020.72	72884562.94	61506755.88	51697129.98	48125947.64	44554765.3	55689099.45	99818267.86	253733818.5	281660243.6	119028395.7	91745757.53	47573973.21	48759291.46	77514286.81	61941604.01	46368921.21	29691988.78	32998297.5	39735906.61	35930272.11	26149808.31	25371359.56	27979621.92	37320112.99	36184275.3	30895387.87	21119078.84	35100273.85	31781067.92	16773588.46	5073064.274	1209920.783	288686.2466	40511982.81	80735279.38
Q9Y6B6	5871775.258	4697420.207	3523065.155	2348710.103	1174355.052	0	2448278.41	2235929.74	2079184.15	2917278.307	3039841.215	6671807.449	2651744.081	1684115.548	716487.0155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560410.4615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1726619.015	0	0	2552850.432	3576250.71	7011104.305	8552192.313	16523503.91	57837942.06	28910903.24	11528109.66	9615228.761	16667993.21	15212530.57	8164151.402	15327053.8	9982580.155	10468277.84	10953975.53	4653230.094	10756862.89	14928274.58	3474321.1	9826509.223	3408710.589	2848631.835	1311929.104	5636207.101	3823259.946	2010312.791	4688424.764	2750131.736	3346642.034	2841604.145	2124105.142	1384128.777	429346.8606	1557279.805	0	410214.6782	0	2144288.667	766580.3873	419710.4925	98674.38487	0	0	2967006.239	5934012.478
Q9Y6A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2696215.301	0	0	0	0	0	0	0	0	882947.6836	931702.9834	819709.7211	813862.6833	406931.3416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y697	1386310.172	1374031.392	1361752.613	1349473.834	1337195.054	1324916.275	1021488.746	1507939.802	3697239.415	29383220.21	38267529.89	34523058.78	41183121.55	54023708.48	66864295.41	104947266.9	169321612.5	85252442.16	39564841.4	21674069.55	22001559.88	64702285.72	555284858.2	478047681.6	266249869.5	251744437	173063098.3	106450304.2	70157600.09	38721614.22	30941680.67	21268903.56	16903274.64	9165715.242	7075989.558	4351320.547	3990575.182	3629829.816	174933.2508	4296397.747	9084604.459	227168.6625	244186.9157	264752.7467	0	153507.2306	0	1161002.441	2322004.883	435424.4066	0	0	594317.6585	430892.9523	0	623552.8475	571491.7225	1103178.611	0	1333124.616	405486.4486	0	0	0	0	9347895.447	6697436.027	4046976.608
Q9Y696	3466270.178	16451767.5	29437264.83	42422762.15	55408259.48	68393756.81	42384670.95	31302679.03	47213649.51	23327207.04	23499863.32	21601656.23	15409283.39	31797546.45	48185809.5	88653630.31	75594664.95	719804.085	0	0	4341650.446	1650607.524	0	0	4472253.03	7496262.266	4743353.186	2594117.026	2772940.806	1021882.297	540210.0704	0	660827.7134	647784.3214	0	462213.9595	393946.9822	325680.005	0	159281.1804	0	166842.9745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y680	0	130130.3238	260260.6475	390390.9713	520521.295	650651.6188	3446097.898	8403992.394	15295625.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y679	0	0	0	0	0	0	7079975.664	2664618.809	0	0	0	0	1299391.706	649695.853	0	0	0	0	2035612.474	1614119.759	2148167.951	2253639.518	0	1757484.628	2066534.308	0	4585820.495	1919121.49	1294387.991	1374559.875	1137867.287	1927048.724	3784832.539	0	0	0	871658.403	1743316.806	1847045.505	0	1262735.277	1568805.217	1125498.553	1323398.294	375183.0509	0	1066859.511	533429.7554	0	0	0	0	278886.8362	1968540.204	0	0	0	0	0	0	0	0	523939.5633	0	0	0	424809.7841	849619.5682
Q9Y678	1133796.849	996508.4018	859219.9545	721931.5072	584643.0599	447354.6125	7790514.442	10683887.36	16007165.5	26347651.83	29344652.25	24321602.64	24557333.84	25414290.31	26271246.79	30729163.33	0	1577750.06	13062237.45	8467691.373	6064075.336	2533566.452	9060266.165	32369780.29	33771753.78	15189935.14	3833677.793	1714981.161	657285.7578	575483.4503	712663.9523	1298941.934	734905.1845	661727.2577	134071.4521	0	0	0	297945.9305	553112.9086	943413.9254	0	283103.45	1005651.145	4115426.305	8302872.373	633447.8345	316723.9173	0	196561.6685	1525722.668	6248459.424	51311.12991	809044.4993	7414493.691	4382973.261	381339.307	0	0	0	0	207210.0239	0	55036.36764	202279.3968	0	1289457.364	2578914.728
Q9Y676	0	0	0	0	0	0	120111.6494	7623840.133	9395346.407	5057001.787	8010048.223	521016.0444	3296267.555	1945152.053	594036.5509	990454.4689	692705.3137	0	0	0	0	0	0	0	0	0	0	394933.6699	0	0	1696146.953	1958178.578	13810647.04	38578755.34	101430532.3	165993343.7	140517277.2	115041210.7	129944792.8	160282823	198609762.2	125646882.6	79587258.49	39106844.06	18982183.3	30643256.85	30583605.82	20575219.99	10566834.16	16665238.36	18245287.88	18457355.44	26303011.95	25008230.4	14294095.87	14783611	18337097.61	16461159.87	29818037.42	44674348.46	64033244.04	35102860.04	1293831.398	719241.8698	0	0	772596.0896	1545192.179
Q9Y673	0	0	0	0	0	0	0	0	0	337565.2337	1198642.747	2280457.181	6014184.362	6172447.933	6330711.504	15020421.65	19335535.54	26272371.22	3824356.266	0	1939529.901	1038411.423	0	2346517.464	0	0	728765.7948	371478.0529	340865.4368	0	0	0	332690.8282	353318.5028	1011025.922	1691913.473	1366947.481	1041981.489	0	0	0	0	292396.8668	448349.7334	114748.1166	103908.6081	273602.0136	136801.0068	0	0	0	0	0	0	0	0	88599.48899	0	0	0	0	387349.3872	270363.6542	658635.0742	0	0	903451.671	1806903.342
Q9Y672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389036.0327	646479.9822	1294101.261	5674347.779	16626501.73	4221898.614	2334840.255	3855792.527	5376744.799	3764255.464	3527619.098	3979077.881	2641230.657	1686533.074	1393618.969	1831786.985	992759.5511	1008501.576	504250.7879	0	1378214.273	290046.8073	350816.6453	1095251.377	239649.8393	733522.1352	616131.6072	0	0	0	0	0	0	0	0	0	571604.1656	285802.0828	0
Q9Y666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991747.5638	0	0	0	0	0	0	0	0	0	0	0	0	997313.494	3312009.579	3619541.279	3927072.978	7361139.471	7903508.448	1641949.41	0	337250.3932	1406212.589	6151983.3	6545702.585	5759894.439	2879947.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326714.4809	0	0	0	0
Q9Y646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1458554.821	1870995.872	2096556.599	0	0	0	551926.6346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170902.168	216396.6198	108198.3099	0	296815.878	0	0	0	0	182242.0481	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y639	0	0	0	0	0	0	0	0	0	0	0	0	420525.7045	846159.1338	1271792.563	3458466.632	7355404.876	7213670.431	7638986.209	17912681.38	19134037.62	13494513.45	12766613.47	11997671.77	9761011.155	15828212.41	24010242.25	24289348.35	12641351.93	9115194.587	10822304.74	13072565.34	19393556.14	8161739.499	8597546.211	27814246.33	69016269.56	110218292.8	118013462.4	89014966	40005994.78	6717200.702	3264659.818	1875634.147	1633892.867	1013617.734	1397976.136	1217505.066	1037033.996	1370455.704	538692.0894	443160.4873	821767.4286	0	0	0	434755.3705	0	0	0	0	0	0	0	0	0	0	0
Q9Y624	0	0	0	0	0	0	0	0	0	0	0	0	135223.9932	1238874.865	2342525.736	14636091.36	24980681.86	57982656.25	111434308	113550767	92133174.39	27541178.42	12798378.62	3213948.009	2033723.431	7307897.694	6600310.545	737288.9768	0	790457.6657	673365.1117	998994.5173	547052.229	0	743658.8747	1251142.4	702768.9653	154395.5306	0	569338.4384	234618.0135	97386.91213	605741.8708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296187.08	2020207.778	3854378.556	5707046.213	3866859.733	1556324.04	1218432.721	984213.8805	0	59400.84402	118801.688
Q9Y619	450339.9751	470697.7865	491055.5979	511413.4092	531771.2206	552129.032	1088898.346	1352464.818	1132863.572	754436.5396	1556723.212	1815055.462	2071549.268	1890257.363	1708965.459	7285465.309	14467899.07	19329351.17	24285390.36	37739536.76	57566392.13	83118678.16	111483839.1	136335099.1	143940577.2	128722255.9	66400310.47	32146170.45	6670570.575	2957111.252	4795189.425	1957346.5	706541.4291	473879.9243	265961.5094	0	0	0	0	1713294.516	859008.5616	390295.3947	0	172184.0186	0	340893.5475	0	0	0	0	753173.8043	209099.0668	759665.1407	852396.9112	417545.9641	111970.7737	406678.3448	876718.3395	1776824.83	646153.8974	871456.0055	405300.9176	369296.658	774451.3997	0	92023.37939	4374753.675	8657483.971
Q9Y617	1798863.665	1439090.932	1079318.199	719545.466	359772.733	0	0	0	2477457.378	2533004.237	1869646.555	2151709.907	1609003.601	1513646.286	1418288.971	2890421.288	1296411.966	892685.2504	18330575.92	44716806.95	85729313.07	90264191.25	45121984.18	26788231.75	8330887.555	599394.4615	0	0	691355.9973	0	0	0	0	0	179470.3273	0	0	0	0	264516.6164	0	2205570.121	2632853.651	2821083.291	1879822.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490271.3077	980542.6154
Q9Y613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3084930.871	0	2584503.147	0	1606473.633	1150798.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y606	0	0	0	0	0	0	1261835.732	20181039.69	205710427.3	84794877.72	142119000.1	136152879.5	95216435.48	88667446.75	82118458.01	85197569.96	54959934.48	34097563.09	20223610.62	13914268.92	6602486.318	6906211.82	1957835.627	3451028.525	3932644.53	1534903.642	1375740.526	2271478.605	1105556.781	490566.4707	215716.3394	608215.6176	681680.2741	1470788.623	1031496.176	2401333.444	1345931.878	290530.3124	0	704286.9462	724864.0215	117739.1014	2831214.408	1791222.599	0	32467.36398	178683.226	2078880.554	3979077.881	463861.25	145506.9087	71322.61675	683541.2064	0	185525.3847	271504.951	0	0	0	1191958.009	539091.2622	0	0	130906.1807	0	213225.7262	567179.5322	921133.3381
Q9Y5Z9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4936249.212	5303713.048	4558496.838	2774363.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531276.4713	0	0	0	0	0	0
Q9Y5Z4	8362950.687	6690360.549	5017770.412	3345180.275	1672590.137	0	0	673927.3269	840792.79	0	0	0	0	0	0	665381.6563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Y5	0	0	0	0	0	0	0	0	0	0	0	1454900.423	736951.6477	773130.1941	809308.7404	0	1205445.551	1366182.868	0	1200722.943	0	158702.0988	537106.6426	0	0	0	0	0	0	0	0	0	0	0	0	498892.8774	249446.4387	0	0	0	0	0	0	471158.8029	0	0	0	0	0	0	0	264224.2645	0	258202.94	213259.4591	0	427935.7005	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Y2	0	0	0	0	0	0	0	0	502181.8361	555030.0623	377010.2502	347707.5954	431337.1023	215668.5511	0	1078441.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Y0	0	0	0	0	0	0	932152.7555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265804.0891	0	2137553.329	4568054.496	14385343.39	25802696.66	21737993.41	24728584.58	5832982.412	1285617.434	0	1703287.086	2445748.442	1593964.345	742180.2488	302539.2285	321778.2317	1661851.828	0	0	0	0	0	0	0	0	0	0	0	326916.8783	0	0	0	795309.5826	0	0	0	0	0	696303.4908	235365.7597	115613.928	2040728.632	1020364.316	0
Q9Y5X3	0	232257.8342	464515.6684	696773.5027	929031.3369	1161289.171	328322.4163	1544629.964	1117964.87	0	1164819.882	1375909.191	19580267.8	11178552.38	2776836.957	2069232.941	6148385.123	1140172.369	0	0	0	1520004.94	0	1580049.52	0	0	641937.2836	519379.9982	0	0	0	0	0	135803.0748	0	0	0	0	490032.3662	0	0	1815898.785	0	0	720197.6356	797951.9939	0	0	0	2379013.501	0	0	0	0	0	422156.1285	0	0	0	0	0	0	0	0	0	298305.7482	149152.8741	0
Q9Y5U9	0	0	0	0	0	0	0	0	0	0	0	661558.5931	543808.2475	602739.6418	661671.0362	229912.2725	0	0	0	0	0	0	0	0	0	705523.8196	1424653.246	1016372.588	710921.0852	0	0	285127.4246	0	0	0	246132.1802	123066.0901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5U8	490662.0472	447183.6991	403705.351	360227.0029	316748.6547	273270.3066	0	4094894.207	0	11503372.2	168748.8839	0	0	1505527.899	3011055.798	9058410.855	1723020.838	4309660.403	5202514.317	11750055.35	17502320.53	19694566.15	82962011.28	95300306.74	44515185.35	37468155.49	48394801.74	16985195.01	3552918.781	8528185.726	3157063.078	2434672.803	1806734.677	674152.213	0	0	157102.5966	314205.1933	0	343485.3595	840567.904	0	667799.1815	116710.2476	0	153327.3218	350063.277	175031.6385	0	314087.1281	311905.7332	0	0	0	0	479097.2811	0	0	0	359969.5083	0	303303.8411	233875.8895	232610.9053	104375.2467	0	152379.9892	304759.9784
Q9Y5S9	0	69008.5391	138017.0782	207025.6173	276034.1564	345042.6955	352559.5123	0	0	0	0	593811.6649	0	447242.1695	894484.339	838206.6002	1014517.278	2672714.707	0	2500451.978	2249366.682	703274.9589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378174.0356	756348.0712	538422.2261	222260.524	0	0	0	0	0	436633.1692	668867.3904	334433.6952	0	499140.252	1781266.33	2030608.759	1550645.666	1739662.407	1654430.587	1417305.094	1260936.188	1431793.379	1558010.685	933108.5213	2647021.474	3424683.122	2112191.803	1726231.087	330486.9447	0	1515956.99	3031913.981
Q9Y5S2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5R4	0	0	0	0	0	0	767985.9252	648234.0935	801887.5001	511385.2985	627600.7967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Q8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814256.2339	745890.869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5M8	215120.3913	375537.2464	535954.1015	696370.9566	856787.8117	1017204.667	14404632.99	20494036.12	28936315.37	37298872.5	67341908.44	59139863.74	38516911.68	30023780.07	21530648.46	24850529.05	29359382.29	17451833.6	25735174.62	29805387.58	27195359.87	30123095.38	36026467.13	62857736.45	61361456.99	34857228.23	10120491.54	14280883.81	15577464.44	12279841.95	14063053.54	10064320.62	11034597.18	10418566.78	10676128.79	9337100.915	6936967.801	4536834.687	7823955.001	9202849.554	4720977.022	5326336.587	2056026.507	1814043.475	3451832.493	2439277.345	4744983.61	3376045.888	2007108.165	6022701.921	8409468.37	5216991.358	1838218.727	3164934.09	2740152.417	3067895.752	1497909.883	1435329.712	3677730.549	3294412.245	1444977.325	1296715.562	290080.5402	206996.3821	0	0	346886.7612	693773.5225
Q9Y5L4	166314379.8	142666732.6	119019085.4	95371438.2	71723791	48076143.81	17283787.49	14810040.73	8757738.18	12385656.47	8595201.774	25734275.08	28437928.49	38933296.67	49428664.85	82502096.78	121936408.7	150159520.4	96942593.48	56135160.97	90280118.8	52666799.35	26646356.75	20300971.43	9818075.995	6099922.175	4297404.112	2578301.913	1912847.169	516748.8312	699316.9641	422150.5064	219753.0444	577209.4508	455568.5762	0	79064.31967	158128.6393	0	2494155.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5L0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830110.7018	865474.0361	0	0	0	0	0	121472.2101	0	1331578.525	2016120.474	5558508.965	4270260.363	3083980.728	1035769.012	543392.2082	0	0	617379.7249	0	0	0	0	0	256252.0533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
