Uniprot ID	P1_2nd_1	P1_2nd_2	P1_2nd_3	P1_2nd_4	P1_2nd_5	P1_2nd_6	P1_2nd_7	P1_2nd_8	P1_2nd_9	P1_2nd_10	P1_2nd_11	P1_2nd_12	P1_2nd_13	P1_2nd_14	P1_2nd_15	P1_2nd_16	P1_2nd_17	P1_2nd_18	P1_2nd_19	P1_2nd_20	P1_2nd_21	P1_2nd_22	P1_2nd_23	P1_2nd_24	P1_2nd_25	P1_2nd_26	P1_2nd_27	P1_2nd_28	P1_2nd_29	P1_2nd_30	P1_2nd_31	P1_2nd_32	P1_2nd_33	P1_2nd_34	P1_2nd_35	P1_2nd_36	P1_2nd_37	P1_2nd_38	P1_2nd_39	P1_2nd_40	P1_2nd_41	P1_2nd_42	P1_2nd_43	P1_2nd_44	P1_2nd_45	P1_2nd_46	P1_2nd_47	P1_2nd_48	P1_2nd_49	P1_2nd_50	P1_2nd_51	P1_2nd_52	P1_2nd_53	P1_2nd_54	P1_2nd_55	P1_2nd_56	P1_2nd_57	P1_2nd_58	P1_2nd_59	P1_2nd_60	P1_2nd_61	P1_2nd_62	P1_2nd_63	P1_2nd_64	P1_2nd_65	P1_2nd_66	P1_2nd_67	P1_2nd_68
Q13509	0	0	0	0	0	0	93241.86759	0	0	495555.3845	8272891.97	20000477.9	23376150.15	79278410.82	63662691.15	124212073.1	73816586.62	109664626.4	101132939	88409992.38	64411292.82	52023897.73	38300662.92	15978616.03	24955214.91	22999252.25	17220591.65	23942530.05	6945631.427	7234479.169	7523326.912	7339706.909	5754587.952	4169468.996	2442172.468	1947854.35	1453536.233	959218.1151	464899.9974	3121660.176	2679799.768	1682514.677	2693782.084	4256077.672	1735777.211	1665313.065	1178577.11	691841.1557	725504.4225	0	1572933.68	1317941.401	1319599.099	2906471.851	1414688.458	1524168.551	677589.7641	1576734.372	546703.7538	578344.1495	275610.1891	314217.7182	265904.2515	391288.6289	498606.5085	680040.2731	0	0
Q13526	13731259.03	12645130.98	11559002.92	4674009.58	4110800.928	34070003.27	34326177.56	1894820.05	26199809.21	277460.0832	357125.6504	0	758192.2907	444983.6056	0	383336.4869	0	0	0	3330049.539	0	0	0	0	0	0	0	0	1614549.089	807274.5445	0	0	720137.3273	1440274.655	851047.3622	638285.5217	425523.6811	212761.8406	0	0	0	0	0	0	0	328007.8375	164003.9188	0	0	0	0	0	1594032.082	0	0	278541.1901	661060.8407	0	0	0	0	0	0	0	0	0	0	0
Q13557-8	0	0	0	0	2213746.59	0	0	0	0	0	0	0	0	1151426.912	0	0	0	799538.624	0	3925691.399	0	1001849.764	1113828.416	1069166.688	1116278.925	0	0	0	524168.6808	448599.3076	373029.9343	0	0	0	0	0	0	0	0	0	0	112788.2806	0	0	105463.1806	0	0	0	0	1127306.216	9300568.177	15064239.83	7408080.915	13524599.44	5159162.314	5560036.757	290024.948	2167753.899	615366.0551	0	236212.2507	0	0	0	0	0	0	0
Q13561	0	0	0	0	0	0	0	0	0	0	300595.7711	0	0	2882471.277	0	0	140940.3046	0	0	5083604.953	0	0	0	19847441.21	135916.7612	2254828.652	5462544.938	17525007.34	86432071.24	170355590.1	254279108.9	139998516.3	101629182.7	63259849.09	6400873.665	7577958.848	8755044.031	9932129.213	11109214.4	5098884.597	6565826.556	7671774.904	0	2993801.265	290553.4891	0	0	0	0	905150.7571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13564-3	0	0	0	0	0	0	0	0	0	0	15631604.74	47941085.46	0	54260998.63	19859717.78	17875982.69	16686205.31	24848113.25	47929505.6	23517270.64	25301817.78	36874682.9	30045162.35	10557897.92	0	10966748.53	0	0	0	2093143.107	4186286.215	0	1160892.604	2321785.207	1482276.859	1111707.645	741138.4297	370569.2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400994.5665	0	0	207675.8331	0	0	0	0	0	0	0	0	0	0	0	0
Q13595-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120478.5544	82337.10253	0	93253.87989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13618-2	0	637877.1035	1275754.207	0	0	307274.6094	0	0	0	0	0	6192099.908	0	0	0	0	0	0	0	0	0	0	1508336.341	6897945.002	4762275.954	9735992.395	8298336.421	1173577.591	8251776.75	5113551.614	1975326.478	7977559.988	27554712.46	47131864.92	80411218.67	62747547.36	45083876.05	27420204.74	9756533.426	10909594.01	7327406.315	16014292.56	7661059.933	5348980.663	449908.6482	1314097.466	1395468.779	1476840.093	247357.2618	119342.1909	855491.9129	89176.9056	53743.0259	0	0	4524792.802	3618344.716	0	0	0	0	0	859912.4389	0	0	0	263285.5703	263285.5703
Q13619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6166393.588	4850566.351	0	0	1179679.839	0	0	1500576.396	3001152.792	2295742.543	2057574.69	1819406.837	1812800.072	1952563.172	2092326.271	2232089.37	2371852.47	0	0	0	0	234540.1387	524288.8038	833749.6516	416874.8258	0	0	0	0	275105.6726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13620-1	1052733.863	2163895.549	3275057.234	0	0	0	2960070.729	3879732.343	3072505.848	1786204.842	12904572.61	0	12415672.04	3189505.641	3277675.915	3552757.563	2521381.568	0	0	60895148.74	987002.5627	6625407.559	5590812.267	5697745.753	24554652.78	38939813.32	14422374.64	83315384.16	24003336.31	22568887.62	21134438.93	29612647.51	21517787.43	13422927.34	4057833.896	6475589.565	8893345.233	11311100.9	13728856.57	9171966.906	6938279.9	9759224.181	7577358.233	4986953.995	2226311.454	3940319.977	2792413.87	1644507.763	2381077.915	353954.4034	126352.5687	3804026.03	8384873.024	10347879.69	14448393.28	41492883.34	38477796.28	0	9668908.51	15303188.48	7345280.616	5761098.619	5066307.242	4254996.565	5586199.545	744714.4912	0	0
Q13625-2	0	0	0	0	0	0	0	11194021.23	0	0	257807.962	0	711440.4228	0	0	364501.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13636	1645708.993	2206082.743	2766456.493	2442484.788	2718335.223	1336176.071	1066644.105	2355515.743	1229651.003	0	384585.766	445608.2451	2186310.499	2100038.167	2110392.769	2434652.769	1064169.572	1219824.943	315298.8251	0	0	0	0	0	0	273039.5571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13637	0	0	0	0	0	0	0	0	0	0	0	0	325749.5253	0	0	958197.0697	0	0	0	823995.6648	0	0	288775.6689	0	0	0	0	0	0	0	0	0	0	0	394652.0726	295989.0544	197326.0363	98663.01815	0	0	0	0	293868.8837	304728.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13641	0	0	0	0	0	0	0	0	0	217588.3823	394147.556	367312.08	0	0	0	0	0	0	0	0	1456875.652	352560.9768	17753913.71	33594460.37	23294826.88	16089585.65	2471746.748	4857850.61	15079687.65	20951203.32	26822718.99	7468574.853	4849917.687	2231260.522	745243.0323	558932.2742	372621.5162	186310.7581	0	386723.9552	0	0	0	4609119.141	96153.64888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92160.76068	2962160.869	69237762.5	88828404.78	49925277.02	23778033.63	27650323.15	33805823.98	45494105.67	25531420.87	36693056.94	21596672.19	34001965.61	46789322.2	42482000.06	38174677.92	42067503.67	32046471.43	22025439.2	23461122.75	22977544.23	22493965.71	22010387.18	21526808.66	14975709.19	12816882.83	20958552.44	13198321.37	10484286.55	4962520.979	3341941.715	3121612.126	2901282.537	1921247.108	4347611.391	1365517.313	4342133.782	4493236.492	1640238.592	2338547.169	3748716.6	2838746.509	2350254.356	3184340.352	2901013.462	1268991.283	1508691.905	1876770.37	635786.9635	1791730.5	1114813.425	0	0
Q13740-2	354026.4772	376333.3166	398640.1559	0	183559.9416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1303310.421	21099651.31	42680419.22	64261187.13	44121774.98	30069174.94	16016574.9	925283.3703	693962.5277	462641.6851	231320.8426	0	881222.2574	315635.1695	0	0	0	0	0	0	0	0	0	182647.0069	271477.9583	0	0	0	400129.681	304896.1742	594969.1713	0	0	0	0	0	0	0	0	0	0
Q13797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4604073.975	6999326.403	0	0	0	0	0	0	0	0	15849748.09	0	0	0	0	0	0	0	0	0	0	0	0	0	326374.1649	3507423.147	4278540.671	210513.1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13813-3	874555.4315	818002.7288	761450.0262	39521088.47	63607232.77	69730977.89	4345208.931	7163678.679	8423985.069	1392465.704	581875.7654	8188640.107	8369809.601	11076300.7	5680856.461	264222.5296	1829809.488	0	16392463.76	7550763.003	9230034.359	11863298.48	7581586.562	3116711.108	15601573.99	6442916.712	94976683.82	6605827.511	13611856.78	21607759.55	29603662.31	11262371.21	10197758.38	9133145.558	11781134.36	15994165.95	20207197.55	24420229.15	28633260.75	7996587.47	18265061.06	25586389.15	17731486.75	106702885.9	17680460.9	8893810.109	9349542.32	9805274.531	7653576.27	5483045.128	2219409.187	1581745.903	1669188.232	5073471.377	1482819.815	3003005.088	2953480.782	1954713.373	4305717.297	1789056.562	925593.2876	773580.0457	1228197.515	9021551.3	46617356.53	27604092.61	823707.3696	823707.3696
Q13825	0	0	0	0	321857.5404	5572217.228	14508935.27	8354073.489	32502734.59	23619062.86	16018953.33	9086631.533	0	5214058.52	0	2688352.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13850	440491.0057	615318.0059	790145.0061	0	1570055.533	2968959.83	4087742.118	0	3670442.057	4405438.598	3009849.696	10475205.25	17661563.15	40124185.17	75759816.24	143899174.1	36436906.67	300371621.6	345622913.1	334600187.2	263857331.7	122715821.1	52046937.32	1011483.628	18645346.42	13693540.41	18887178.02	0	0	75660.66672	151321.3334	8378338.333	4189169.166	0	5357713.605	8900443.901	12443174.2	15985904.5	19528634.79	5212472.897	0	789407.451	4777771.819	15442579.2	0	1956755.464	978377.732	0	0	0	1842710.697	0	0	1251128.994	962016.9807	1402363.839	1022775.189	0	0	1113347.924	609672.2254	685878.2505	681481.749	1308379.611	2841389.214	1239813.408	0	0
Q13867	490293.9975	245146.9988	0	0	131722.0663	0	0	0	0	0	0	0	0	0	3517371.733	0	0	0	0	0	0	0	0	0	0	0	0	265207.5382	918086057.2	463441752.3	8797447.446	434653.0284	217326.5142	0	0	0	0	0	0	0	1066716.179	775826.3457	0	0	0	180797.1128	90398.55641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293196.1949	293196.1949
Q13868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3535459.853	0	0	0	0	0	994161.893	1006654.684	1019147.475	1094656.787	1219572.684	1344488.582	1688804.317	2645657.21	3602510.104	4559362.997	5516215.89	3094055.912	1398279.657	3707019.508	1800499.478	2945631.945	405705.7902	1028613.167	646742.1802	264871.1938	0	0	77236.68035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13885	0	0	0	0	0	0	0	0	0	0	0	0	5619833.982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13895	0	0	0	0	278637.2885	855756.1835	1757038.98	1407120.709	556553.839	529382.0186	408802.5609	0	980487.0917	5330097.329	9463505.403	8141720.066	12966940.47	6339082.399	10753842.54	4471698.44	7211247.383	2845497.421	2875023.652	0	1578127.798	2099605.724	2178334.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13907	612122.7344	2466617.497	4321112.259	8221914.175	6664087.162	5102252.846	4548096.662	1686070.318	4223980.809	4157672.918	3692652.798	2255054.484	3004324.039	1163991.777	0	1253531.454	1334374.226	1130501.487	2542282.968	1398207.583	0	0	3388189.067	0	2807898.925	9330673.401	3738227.461	232690.2447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253819.8787	126909.9393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13948-2	0	0	0	0	1812631.9	0	0	0	0	224593.9551	382976.1179	0	0	0	0	0	0	0	0	0	0	0	0	2555016.005	0	17012058.14	0	0	294205.228	147102.614	0	0	0	0	497909.7951	3092224.037	5686538.278	8280852.52	10875166.76	5376152.484	4039808.24	2917619.264	9380740.663	24945941.41	9285363.009	4422712.284	10366590.05	16310467.81	22134703.07	6140081.848	3313016.099	1192725.196	1743585.205	653348.9447	1170077.207	886603.7674	716894.0066	3143378.412	695142.1355	463335.996	344971.6062	127193.4296	0	802829.9939	5461175.536	403733.3707	0	0
Q14008-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3297027.729	338242.3163	7809459.875	2111353.753	7625647.675	5702718.845	2200388.913	1410892.571	794517.483	901547.0674	1839923.844	0	534186.9382	943157.6713	2724245.274	4505332.877	822722.3611	1508985.005	2195247.649	1484143.571	3957499.967	6430856.364	8904212.76	11377569.16	8226454.824	7781230.972	14165864.01	8617791.502	31487815.44	5550417.308	10263387.58	7703887.383	5144387.186	6354746.437	2265495.574	0	0	1094776.91	1738876.384	15380019.15	607510.0115	304752.0266	0	560630.8133	0	0	0	0	0	0	0	0	0
Q14019	7213001.179	6738359.207	6263717.235	28666510.79	33873337.91	17849819.9	21642078.68	1480660.004	19064263.34	2908417.843	0	1989573.065	1502546.413	1165265.08	985008.5211	1657865.439	0	0	0	0	0	0	2950220.644	7168425.939	27601308.16	3944118.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230287.7849	1180977.168	824992.6856	469008.2036	1772438.748	0	0	1275946.404	0	0	396862.3356	633504.6267	732221.7002	0	497165.0326	1147390.779	460119.1023	320968.6303	0	319743.3758	0	0	0	0
Q14126	371107.9665	185553.9832	0	1115245.867	832140.0035	4593359.004	2309652.785	1898327.642	2085046.818	3936694.665	6982316.988	4369113.406	0	3805736.581	3044397.068	0	0	4037381.756	4988707.79	12387082.77	15734790.39	28883500.96	10164134.76	3211848.517	1400321.748	6607244.963	16357459.92	8148038.536	3829761.179	7253182.319	10676603.46	17773133.39	20174512.09	22575890.79	15035506.41	16375057.94	17714609.46	19054160.99	20393712.52	9614884.396	3251248.858	15038778.56	13680639.2	18783271.64	8039605.915	6916537.638	7034360.274	7152182.909	2553675.433	387853.1113	0	529651.0941	424538.6726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11609646.77	4004420.007	4981524.436	3637324.149	2269507.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14157-4	234746.7503	117373.3751	0	433980.3396	992023.7037	964135.9503	1236858.383	2050187.126	0	625672.6077	0	1103978.331	6996851.87	1694959.419	5523183.024	3818878.036	14266983.54	7339995.204	14359406.17	16861952.45	23889531.79	26494086.51	2711175.893	9123100.873	7294468.591	13691546.37	19060563.55	16942146.56	8251267.429	5851783.068	3452298.707	12945846.87	11846277.05	10746707.24	837761.7595	8203751.579	15569741.4	22935731.22	30301721.04	19674728.37	12665672.01	11161811.45	813496.9154	0	0	794613.5814	397306.7907	0	0	0	0	0	0	0	0	0	0	1802901.938	0	0	0	0	0	0	0	0	0	0
Q14165	0	0	0	0	0	960623.5541	0	0	0	0	0	0	377546.5588	0	0	0	0	0	0	0	0	0	0	0	243201.0063	6026426.28	7967157.337	3724581.489	778012.5841	596722.967	415433.3499	261387.6271	418184.1664	574980.7057	0	255777.8834	511555.7668	767333.6502	1023111.534	433331.6755	506510.6012	1370915.64	122462361.6	302489750.3	78244127.85	109666596.4	103338601.3	97010606.29	253389069.6	78122587.41	61200741.63	56449925.41	40108201.6	25789637.25	10144530.69	10396764.94	6429486.962	15539878.82	7407696.521	4381750.345	2298481.347	2505357.161	3152065.707	2409883.408	2909571.024	2658033.482	273471.9999	273471.9999
Q14194	0	134549.7615	269099.523	0	656087.7488	0	0	0	0	0	0	0	0	0	0	0	0	1764726.852	0	0	1179391.544	0	0	122330.8509	0	63984.71206	0	2931625.605	14980009.59	69903448.07	124826886.6	74180222.94	59885046.53	45589870.12	14686765.34	12156008.18	9625251.01	7094493.843	4563736.675	10881939.3	1829833.512	2147126.379	1649793.174	2209350.088	0	115644.8053	57822.40265	0	4459806.264	0	0	0	7709253.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14203-3	0	0	0	0	427589.7966	0	367119.8832	768594.9416	2856764.957	5837256.594	8587352.336	8820390.938	7502881.979	0	6606283.979	2337064.852	0	0	0	0	2448274.716	571665.3112	0	333293.2491	369402.22	0	0	0	1595978.075	10682081.07	19768184.06	2769771.888	1669000.841	568229.7937	0	0	0	0	0	655607.2569	0	2174826.741	2565706.951	24571277.8	13065921.81	42171450.9	75581790.36	108992129.8	100707593.1	12161828.14	3807682.574	7006870.127	670012.4059	175708.7029	0	91492.87685	0	0	126571.1925	0	0	0	0	0	0	0	0	0
Q14204	2695968.322	1625588.392	555208.4615	0	10402002.3	25576755.28	19064217.69	17166680.46	3512867.121	22382233.31	4495602.915	7957955.916	33440799.05	3121371.88	0	2364957.41	11837159.72	12366013.2	2886584.288	1603281.553	6843671.032	20365147.27	10307727.38	51890729.38	69229329.86	4142129.003	5922712.09	8532076.541	6203679.764	14867838.74	23531997.72	0	6494437.463	12988874.93	2698474.088	5079766.423	7461058.757	9842351.092	12223643.43	5211535.938	3454977.449	5650945.836	0	5705839.641	2132807.719	3201301.718	2742828.301	2284354.883	4642825.652	3659431.584	6084777.224	46757472.79	115791182.4	156422303.4	147316111	191869874.7	154177944.6	226768111.6	123330279	124514422.6	60459195.98	50030372.62	32211753.46	58353370.29	91119270.33	70071005.23	7186550.096	7186550.096
Q14232-2	0	0	0	0	774745.2387	1151090.568	4107125.164	0	2679463.423	2724389.422	4174754.408	6769603.197	3554679.531	5222178.835	3815106.174	5167955.317	3890543.412	4754708.205	5706322.535	2457235.891	2320103.485	1521573.895	885859.0048	0	877114.0511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14240	0	0	0	0	356356.8633	285964.7909	0	0	12642824.61	2600638.717	2923241.02	5471385.99	4987482.536	41563515.65	3725878.817	19812941.89	1429271.389	8951805.489	17635496.46	3959974.501	852584.9365	8606091.523	0	2190658.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14257	0	0	0	227813.2513	0	0	0	0	0	0	0	5337391.197	37356976.7	456483628.1	16880235.17	11546726.35	943590.114	3513916.996	4633143.739	3202815.268	2067268.615	1241399.032	923721.7714	858206.6925	653733.3382	2009417.383	3662069.485	2512011.975	620363.1715	310181.5858	0	820343.9259	790301.166	760258.4061	0	0	0	0	0	0	0	648544.0251	743801.5564	0	0	0	210347.3685	420694.7369	487122.7506	1382567.57	1991711.254	859936.4635	1051028.117	731380.8392	0	0	0	0	0	0	0	79684.7869	0	0	387516.767	0	0	0
Q14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864501.007	0	0	3060013.057	6120026.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280751.4531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14315	0	0	0	0	1200100.748	1402051.519	1027027.543	0	280126.8136	0	0	0	721218.4342	1243104.778	0	284283.069	3133960.77	2484864.179	3004275.989	2242504.034	1389798.974	870867.6556	0	0	1762756.835	1336560.465	3386026.853	7879827.923	2854458.596	2079028.656	1303598.716	0	0	0	1439289.646	2037027.652	2634765.659	3232503.665	3830241.671	6028636.543	3141768.764	753171.1497	0	20133814.42	46877026.4	106195818	76257700.81	46319583.65	27095169.94	10203414.97	9470085.741	4408098.121	1107678.119	1692893.303	960191.1113	1812672.742	185515.5439	829160.9534	523342.2346	208521.499	180179.6806	81832.58597	0	165524.6758	212927.6103	178726.1925	0	0
Q14320	0	0	0	0	0	520324.7451	517201.5474	1980347.619	1531423.98	2279333.742	5503098.46	8243223.993	7890206.549	35279906.05	21662163.25	27356089.09	15508430.62	12047326.9	0	5878026.337	823587.2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14376	0	0	0	0	0	561070.4635	384273.4462	154187.468	0	0	0	355540.0269	294373.4002	0	0	0	0	595810.0323	0	0	0	522607.0819	0	0	580314.1665	0	315346.8743	436286.7011	0	189013.5254	378027.0507	315274.8005	157637.4003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834902.573	0	0
Q14444-2	0	0	0	0	0	0	4721073.768	0	0	1528805.299	0	0	0	0	0	13490772.8	0	0	0	0	388790.0707	1051172.264	0	0	2558619.695	0	0	10589824.21	6590223.535	5253597.003	3916970.47	2178190.185	4422748.321	6667306.458	19054389.23	18307854.87	17561320.52	16814786.16	16068251.81	16153779.38	13693636.51	20778154.14	49443603.04	62637451.03	16754514.45	17574498.01	24324869.51	31075241.02	62853249.58	24146955.35	13939552.3	7551555.815	3754996.63	2771059.606	654862.4943	207995.3603	386656.6864	0	0	0	128048.7053	0	0	0	222640.7553	0	0	0
Q14542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2841148.968	8927540.645	11122187.68	3692820.97	2108002.321	523183.6723	740221.8913	370110.9457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14554	0	0	0	0	0	0	287598.4636	0	0	0	0	0	0	17005331.26	7437246.777	21092972.47	15302467.74	15226622.09	0	0	0	0	3088121.837	0	0	5790889.12	0	0	0	0	0	0	0	0	0	137853.1438	275706.2875	413559.4313	551412.575	0	0	0	0	0	0	529382.0186	264691.0093	0	0	0	0	0	0	0	0	0	174420.9845	0	111666.3319	0	0	0	0	0	0	0	0	0
Q14566	0	118883.3211	237766.6422	751506.245	331082.9861	0	1443542	681481.749	0	0	0	824404.083	0	0	0	0	0	0	0	0	0	0	0	2158345.867	13006965.45	6150201.009	47294679.62	63663431.1	66075106.75	62198694.6	58322282.46	56235601.97	94546931.81	132858261.6	78420996.94	84490631.46	90560265.98	96629900.5	102699535	90083738.08	38858946.53	55916675.43	104438579.6	77798375.46	16960717.58	14681864.33	12213565.11	9745265.89	886942.5142	4529237.352	2763453.418	625216.1403	267609.998	460215.2007	221643.7345	491471.2028	358374.9295	0	322289.9832	219188.4205	0	110940.789	0	0	0	0	0	0
Q14571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31140684.03	0	0	0	0	0	0	26881987.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259153.3394	245915.7859	445992.6387	0	0	226407.8123	446377.0322	3127882.546	7979453.126	6879299.511	5078067.283	5519202.148	6801457.411	6527915.74	3145156.232	0	0
Q14573	497957.8443	486438.0495	474918.2548	1770660.927	0	2848284.274	0	0	0	0	0	1073202.821	0	0	0	928814.9862	418604.5969	3155390.711	0	0	4336439.953	3805496.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2918748.42	0	3258095.868	6195943.844	5251296.647	429247.4938	599461.7712	999525.3845	1399588.998	14228808.46	652508.0837	659650.5967	0	0	0	3161396.861	0	935205.5293	169205.2442	7141761.038	13638843.61	9795549.373	12075027.26	9241422.019	12758481.43	13981883.64	6755260.512	1234564.034	1234564.034
Q14657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260282.4956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461993.021	699452.1484	539892.7803	380333.4121	524456.976	0	436094.5043	0	606813.2982	520156.5729	559364.717	857894.3727	648375.8529	0	681914.1918	757879.9709	182043.9895	0	0	0	0	0	0	0
Q14676-3	0	86446.51003	172893.0201	478545.9691	217045.4264	235578.0014	0	0	158932.3261	0	0	119169.2138	0	7859599.211	11298239.93	8278636.251	7565826.426	0	405487.1663	0	465284.3909	221292.9753	0	142915.1266	2410147.679	1687559.843	6044805.097	7712208.302	4110873.001	3176472.296	2242071.591	5054054.697	4499170.568	3944286.438	126013.8218	587597.2234	1049180.625	1510764.027	1972347.428	1598044.19	1919661.485	2814914.107	1895180.419	2667691.37	1504850.372	1339630.808	669815.4042	0	175425.2127	0	0	0	116605.7892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14683	0	0	0	0	286205.0369	0	0	0	0	0	0	0	0	0	0	0	0	0	10070871.27	0	8197673.355	4761675.339	2850038.07	0	6801363.715	0	50538144.51	60462705.98	103389857.8	90042992.36	76696126.9	28961652.98	33529930.3	38098207.63	14146644.33	14342745.11	14538845.89	14734946.68	14931047.46	0	1823971.511	2741446.886	0	896477.8772	328320.1573	42813227.2	28516537.24	14219847.28	14542809.95	655535.1831	888477.686	1737579.056	1504059.963	899673.1487	649985.5009	823563.222	701542.2884	1045310.262	798865.9352	898231.6729	594368.5564	708173.0775	1396141.468	0	206729.264	0	367504.2768	367504.2768
Q14691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1737939.425	6593815.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14694	0	0	0	0	0	0	0	0	0	0	0	0	0	28188060.92	0	0	0	0	0	0	0	0	0	0	0	0	1674274.24	0	0	0	0	6817460.196	4635426.076	2453391.955	6550787.157	6332823.991	6114860.825	5896897.659	5678934.493	4922976.49	0	0	0	890159.4079	854482.8798	616855.5802	308427.7901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
