Uniprot ID	P1_2nd_1	P1_2nd_2	P1_2nd_3	P1_2nd_4	P1_2nd_5	P1_2nd_6	P1_2nd_7	P1_2nd_8	P1_2nd_9	P1_2nd_10	P1_2nd_11	P1_2nd_12	P1_2nd_13	P1_2nd_14	P1_2nd_15	P1_2nd_16	P1_2nd_17	P1_2nd_18	P1_2nd_19	P1_2nd_20	P1_2nd_21	P1_2nd_22	P1_2nd_23	P1_2nd_24	P1_2nd_25	P1_2nd_26	P1_2nd_27	P1_2nd_28	P1_2nd_29	P1_2nd_30	P1_2nd_31	P1_2nd_32	P1_2nd_33	P1_2nd_34	P1_2nd_35	P1_2nd_36	P1_2nd_37	P1_2nd_38	P1_2nd_39	P1_2nd_40	P1_2nd_41	P1_2nd_42	P1_2nd_43	P1_2nd_44	P1_2nd_45	P1_2nd_46	P1_2nd_47	P1_2nd_48	P1_2nd_49	P1_2nd_50	P1_2nd_51	P1_2nd_52	P1_2nd_53	P1_2nd_54	P1_2nd_55	P1_2nd_56	P1_2nd_57	P1_2nd_58	P1_2nd_59	P1_2nd_60	P1_2nd_61	P1_2nd_62	P1_2nd_63	P1_2nd_64	P1_2nd_65	P1_2nd_66	P1_2nd_67	P1_2nd_68
A0A023T787	0	0	0	0	0	2225951.086	4396117.054	11619328.69	1446064.583	0	0	994257.9914	8838000.968	2530030.423	0	0	7065418.073	0	0	1716101.065	0	7910339.162	358302.8557	1843311.312	0	0	0	0	0	0	0	0	0	0	36976234.87	27732176.16	18488117.44	9244058.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYR8	0	0	0	0	340068.1858	1479338.651	0	0	0	0	0	0	0	0	989573.1947	9171582.512	531231.9127	0	0	0	36447237.25	268181927.5	478692711.3	437525433.4	450422125.9	130718150.4	42488722.15	96603629.6	78475797.05	58598445.22	38721093.38	13360631.56	16725737.79	20090844.02	7907816.58	8638512.718	9369208.856	10099904.99	10830601.13	3020132.224	3134873.705	1209902.784	2914015.574	7575652.487	913703.514	1257231.242	1028336.884	799442.5256	711992.9886	0	361474.1026	233447.0195	0	0	0	150028.8101	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYS2	0	0	0	0	1396838.181	0	0	0	0	0	0	0	0	0	0	0	0	2447385.806	0	6926291.625	74703406.61	255093807	783834416.9	565734719.1	272024181.5	272347168.2	163919712.5	124586952.9	50508618.28	37597270.73	24685923.19	33008164.08	46900159.69	60792155.29	41848399.34	46156099.87	50463800.39	54771500.92	59079201.45	32300183.2	21845038.49	21647988.74	17058569.77	25295547.36	7738827.557	8015807.148	8470881.085	8925955.021	13777770.65	7204448.422	4504564.09	4595232.923	4521777.715	134617.0304	1017857.354	1520949.255	0	6527963.789	856308.7492	0	0	0	182411.5658	0	1382735.742	402363.9686	0	0
A0A024QYT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21567602.43	51797033.45	236942430.3	342895688.8	106814203.9	87269352.51	32435609.86	13144097.85	0	5783921.987	7446904.666	19238177.4	0	0	0	0	0	0	0	0	1645444.722	3290889.444	4936334.167	6581778.889	2692436.706	3362722.993	2546847.642	2028204.619	2348476.536	686478.8654	754300.3058	377150.1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020516.877	0	0	0
A0A024QYX0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851023.3376	1586055.916	1786012.646	4664808.159	19367429.74	151415750.1	633354232.7	1468703923	732150587.3	420057820.8	188012180.1	168805378.8	211007924.8	298831957.2	93125540.49	90386640.21	87647739.93	80712727.38	103249698.3	125786669.3	103003278	117035997.7	131068717.4	145101437.1	159134156.8	72823529.86	58144332.26	67062503.31	46377324.37	53211842.03	14600757.28	26003648.37	27640612.41	29277576.44	17720783.79	16061957.36	1995146.772	9513140.223	652436.0099	1044493.426	4355107.065	7028636.413	6573730.648	3984239.345	4692892.914	856332.7738	569647.245	703320.1087	307370.7078	872693.5251	6832956.062	1197073.648	0	0
A0A024QYX3	1951397.979	3034595.032	4117792.086	6532528.463	11773878.93	19545752.32	25929460.41	4590860.446	11630307.93	2650393.66	4549778.384	8132566.695	2926868.734	1857557.899	3349509.464	0	0	0	148263002.1	0	0	0	15706561.48	0	11010473.3	19927443.12	0	10074474.96	2986497.787	1493248.893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284691.4872	304199.4608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYY0	1819575.009	1329112.839	838650.6696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677998.1823	5369305.473	11538582.01	33608947.21	39326128.86	63379268.16	242662615.1	103454604.1	66908157.28	30361710.46	18859741.93	16133046.15	13406350.37	505165.2237	1191578.622	1877992.021	2564405.419	3250818.817	0	0	0	4594464.136	5101863.647	1060229.538	1217902.975	608951.4874	0	1915913.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552397.5836	552397.5836
A0A024QYZ0	614453.1204	417133.0902	219813.0601	176727.3459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	930688.9049	0	468071.2443	656063.7243	0	929583.7733	324596.3446	429968.2318	535340.1189	0	0	0	930352.5605	870861.6495	811370.7385	751879.8275	692388.9165	442148.703	458413.3559	1066956.425	0	0	0	0	370483.3269	740966.6539	666250.1538	1009177.267	888693.9074	902460.0021	0	0	0	0	276306.9025	748750.6236	457524.4458	442653.2195	399913.4596	520156.5729	0	0	688304.7349	383985.151	0	0
A0A024QZ30	0	0	0	0	0	0	0	0	0	0	0	13510689.2	44076608.74	180294950.7	218650173.4	193111160.8	117761108.1	104529825	88537202.62	61802149.39	81844382.04	133594591.6	49904039.27	60392914.52	373137924.9	2425541344	6683098211	4413236022	1751666215	1116048145	480430074.1	228895223.1	171145639	113396054.9	39445026.6	37856358.01	36267689.41	34679020.82	33090352.23	10892728.74	14579447.47	2458629.318	18609429.64	11645059.03	5420237.621	255117.207	1354759.098	2454400.989	3539592.084	7705097.021	9213176.299	3192604.814	2106885.177	815587.0555	1419397.279	2490077.517	1480611.955	882447.5119	1557661.243	1160916.628	795598.5899	862867.4645	1108898.568	394844.2694	0	484552.1186	0	0
A0A024QZ57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730107.5355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZ64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	993272.9828	4247789.186	5003362.795	5525897.803	3154441.74	782985.6759	285628.4465	638285.5217	990942.5968	0	100452.8507	200905.7014	301358.5521	401811.4028	875552.4523	397775.2703	1381414.389	3019267.339	3705505.958	3210647.287	3428165.998	3522919.013	3617672.027	3302901.743	4206034.434	2284835.375	3852896.867	1713398.298	580314.1665	1927805.823	738540.1694	438929.4068	1769772.017	1281207.791	700557.2799	867215.9167	820271.8521	1780823.332	2729915.079	2316259.55	1758696.678	0	0
A0A024QZ77	0	0	0	0	0	0	1480708.053	0	0	0	0	0	0	1808715.891	0	0	0	0	0	0	0	0	0	0	0	2962232.943	0	0	6485200.005	8780510.105	11075820.2	7201853.765	5320127.121	3438400.477	2320295.682	4817052.037	7313808.392	9810564.747	12307321.1	9096433.569	4020996.98	1731284.611	0	0	0	0	0	0	0	0	0	2422159.978	1491879.491	0	0	862579.1693	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZD1	0	0	0	0	0	2035796.392	26709563.13	96979326.27	67033697.82	69802941.17	20525030.97	963530.5304	6930592.028	405343.0187	1084230.111	728882.281	463290.3493	350759.1319	648087.5577	523688.1889	43155049.18	82746121.31	72222842.83	67448987.02	46757153.27	325533.3039	26053523.43	5869593.703	0	5855082.846	11710165.69	1046031	2331238.887	3616446.773	606573.0522	2774018.235	4941463.418	7108908.601	9276353.784	10904212.5	3561022.025	4804198.877	3535652.05	11439888.96	1051052.141	162891.5799	287504.7676	412117.9554	0	2308355.457	3117600.018	415505.4237	334038.0116	2233975.301	665613.502	262757.0292	149413.7804	0	769015.3721	272895.4095	330761.0565	352344.7554	674394.4926	909619.3323	0	1175980.051	0	0
A0A024QZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1095954.115	1219296.402	0	198287.0202	417211.1702	0	0	0	0	0	1114517.922	1034162.849	373102.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZF2	679631.855	1999315.04	3318998.224	5915889.104	4348139.932	2400874.184	34567480.62	1673193.133	1269627.935	14842516.81	792715.6381	1617720.336	27076298.62	36405393.61	20266646.42	401066.6403	26715617.33	100761.5668	17356090.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1702503.143	1276877.357	851251.5713	425625.7857	0	0	1776835.249	2136747.753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZJ6	0	278156.7965	556313.593	0	0	0	0	0	0	0	0	0	0	0	1862939.409	0	0	0	936310.6608	1527051.503	0	0	0	0	0	0	167417.8142	0	0	0	0	0	0	0	0	77713.56863	155427.1373	233140.7059	310854.2745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZM6	0	0	0	0	0	0	0	0	0	0	6769170.754	2171078.904	12956465.74	267682.0718	0	0	0	0	0	0	0	31213718.8	4215596.224	2564385.599	302301.5176	5283057.166	2492071.558	793508.4498	60889887.36	335874896.4	610859905.4	118875630.8	87963049.57	57050468.29	28209394.77	27510128.81	26810862.85	26111596.89	25412330.93	15297446.6	9283296.893	13385665.19	16711846.77	4382879.501	0	15533632.43	7766816.214	0	0	0	0	3433235.188	2711896.631	0	0	0	0	0	0	668508.4661	518739.1217	0	0	2564265.476	0	259081.2656	0	0
A0A024QZN2	0	0	0	0	0	0	0	0	2075629.175	2047376.248	0	0	0	0	4683835.641	0	0	0	0	0	0	0	0	0	0	0	0	6334325.529	0	0	0	918172.0893	459086.0446	0	0	0	0	0	0	483230.7657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZN4	1933165.711	2257947.045	2582728.379	8334373.318	8088049.114	8564985.435	2803190.103	0	1787021.679	0	30079998.02	213260495.1	454929789.2	78773389.74	3958364.853	0	1426076.117	0	1799634.593	7612434.146	4306913.722	0	2036853.474	1998596.704	1278420.937	3498582.095	113408307.4	876702942.2	431900196.2	320023720	208147243.8	218497016.6	317074446	415651875.3	1374910330	1105211862	835513393.5	565814925.2	296116456.9	62726615.93	12181264.04	16565657.09	8536011.77	5945175.089	343239.4327	4102104.023	7836413.072	11570722.12	6569045.852	4274936.982	5599316.975	4836199.642	1637691.984	1713602.507	517352.9023	7537501.425	3754155.769	9887803.83	2538511.106	1716605.582	277940.5751	0	464011.0872	1183908.169	0	1266391.821	0	0
A0A024QZN7	37160047.07	45717813.12	54275579.16	61051500.83	127719544.3	276819010.8	420672514.2	238557628.1	340353261.6	225211459.4	239502347.4	168392972.6	63562047.3	235512822.6	216768855.2	295625057.8	213858083	429320288.4	366586056.6	266798206.8	226843618.5	123602713.2	82741628.71	60770196.81	46961626.62	89562524.42	30178498.87	24071926.53	17037836.54	18160289.78	19282743.03	16026328.88	15083003.04	14139677.2	8253650.669	10265963.02	12278275.36	14290587.71	16302900.06	13821038.95	14894770.31	9863298.74	14579327.34	13585429.72	2735921.229	6070030.925	6487013.862	6903996.798	1528036.511	3300379.161	1275586.035	1354314.643	1019772.115	1100302.567	2005933.816	1764919.048	1597011.132	4702815.073	1044085.008	1217134.188	112271.7517	518972.1603	181635.5713	876249.1656	0	0	0	0
A0A024QZS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887780.9727	605299.7485	0	751969.9198	0	0	0	0	0	0	522655.1311	1045310.262	4241182.421	7275116.777	10309051.13	12558185.96	11117899.29	9677612.621	8237325.955	6797039.288	2906015.383	1623197.944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZT0	1917523.295	2815889.506	3714255.717	2345497.486	19283944.26	117501666.5	237531321.3	130188095.7	134093174	109065813.3	92473608.99	143551514.2	194709637.4	394002303.3	483361598.9	558891312.3	737803094.8	896833177	908475809.5	908522489.3	1017012649	861697682.8	703052522.7	617218351.6	549279671.2	1034684615	1228478771	1645277271	1195891182	1039535818	883180454.4	675633321	577304569.1	478975817.2	1392479639	2606610962	3820742285	5034873608	6249004931	12423129515	15662155258	12511263945	5917806219	5989254725	1943464143	1850088247	1872623426	1895158605	2906517810	1316240123	894598252.7	1048715221	608893641	640514355.7	423925156.4	463808271.6	230371294.4	481497679.2	180955122.6	182360561.6	102321219.7	105677792.4	88571293.53	98063508.33	138274222.9	67236100.26	9447312.824	9447312.824
A0A024QZT4	0	0	0	0	3513455.723	3485560.763	19008021.75	3868625.772	5602536.271	18533944.36	6322880.21	46409517.33	4582451.837	89748210.54	53278366.14	9214994.961	5091148.677	3202863.317	2273135.396	1520564.861	4268041.922	2642225.296	612819.4477	8819429.954	5444766.736	0	94010.65473	2861726.037	94486341.77	87290482.14	80094622.52	2657673.113	2512468.442	2367263.771	0	0	0	0	0	374351.2872	4640303.069	1871900.584	0	0	8202141.931	0	0	0	6835718.89	0	122816.1478	200718.3095	649399.3007	203692.5548	0	1105419.807	741495.195	0	412334.1768	260450.6677	211027.2646	0	0	0	0	0	0	0
A0A024QZT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212262.1289	12630259.75	124526132.2	139125678.7	28526255.19	0	57522671.76	65450861.2	67839242.59	12570318.38	10256221.04	1177037.134	5074307.433	6059544.188	7044780.943	3967494.2	5534858.978	7102223.757	2855563.727	2926075.923	2996588.118	3067100.313	3137612.509	2800066.906	1975494.651	1834109.891	8448970.651	14166945.12	999615.4767	5071112.162	2535556.081	0	3841773.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541946.8834	0	0
A0A024QZX3	0	0	0	0	595665.8847	13016834.75	16435539.86	4830409.714	83844530.74	266792176.6	80939303.36	26703869.3	14039422.55	6416489.654	5340620.103	1504252.159	1261339.448	0	0	0	0	0	0	0	0	0	0	256006.1171	201049.849	100524.9245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395601.0442	232291.4363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204487.769	0	0
A0A024QZX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659595.3402	2872861.438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZY0	0	0	0	1966437.377	2958965.597	32316231.63	74230626.54	62863748.33	47778559.05	90630441.83	86554440.53	39280650.3	17250862.65	12122331.7	7762587.884	5632398.847	5200772.918	0	0	0	0	0	0	0	0	0	0	0	1231741.143	615870.5717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZZ6	1027195.715	1405018.557	1782841.399	2889198.165	2370867.461	1435037.292	1571328.837	1878579.422	1916706.459	1249399.223	1132279.307	1521213.526	0	0	252354.3782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113864.453	2227728.906	0	0	0	0	0	0	0	0	231378.5016	536180.9799	0	2536036.573	8476839.185	6425859.247	9713865.74	10637371.29	11560876.84	11864307.51	2456034.661	2677060.964	1135402.505	0	0	0	0	0	0	0	0	217297.6847	0	0	0	0	0	0	0
A0A024R006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R040	0	0	0	0	494834.6466	0	334287.8675	0	5541705.989	28267712.07	85466426.55	72333187.81	57064426.58	140226245.5	57308828.82	61226375.88	26576611.01	32090472.49	12660290.5	97093010.66	90404874.88	78810027.26	54894986.15	64486091	188940899	566260857.8	1733799698	966342729.8	1162881528	764898336.8	366915145.6	49212371.09	26104587.72	2996804.339	1063400.785	797550.5885	531700.3923	265850.1962	0	2715716.542	0	161351.6031	0	0	572386.0492	655631.2815	706995.8722	758360.4629	986401.9478	728550.7416	766552.8508	0	406328.0273	519579.9826	456611.511	937319.6939	574091.7956	0	426508.6896	0	0	0	0	0	418964.9658	0	0	0
A0A024R045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R061	0	0	0	283634.4049	2894531.625	4668604.046	618176.9331	0	3518402.388	6451301.297	15894967.19	2939034.791	9584853.648	11276882.07	10467661.53	21294586.9	7081682.726	11872730.54	19387610.4	4276858.949	5905726.699	2463962.779	5049249.778	3662045.46	4304006.745	1073683.313	0	1226792.076	6072000.942	6338061.354	6604121.765	1335215.087	3589190.866	5843166.646	0	479723.1744	959446.3488	1439169.523	1918892.698	212142.0059	606404.88	732726.2167	4784979.199	8707588.242	3169853.519	2171054.879	1411637.334	652219.7886	0	1623197.944	1679079.16	1100710.985	0	1393666.934	0	679607.8304	0	0	200896.0916	439217.702	0	0	0	425441.9975	0	0	0	0
A0A024R071	0	0	0	0	0	0	0	0	0	0	267081.4568	0	0	0	0	0	0	2356476.727	0	0	0	0	0	0	0	3580683.756	34242764.15	234890201.1	88094381.23	69055139.52	50015897.8	13572696.68	8876207.286	4179717.89	4507891.497	4940721.659	5373551.821	5806381.983	6239212.145	2252863.44	1517328.748	394676.0972	4518808.274	1736906.367	453699.7297	586695.0998	4422551.32	8258407.539	0	0	0	0	0	0	0	249327.2788	0	0	0	118330.7554	0	0	0	0	0	9016431.658	0	0
A0A024R084	0	0	0	0	0	0	0	0	0	0	39198221.9	15990147.84	6062511.226	4707764.141	11061621.67	151491187.3	101894278.5	260164775	357359890.2	393921484.6	294888968.1	228479669.6	137012282.8	65772214.23	28063060.94	55608343.74	28289396.68	85867036.72	14846625.02	15127760.87	15408896.71	1418628.492	2295177.965	3171727.438	1247573.353	1323304.893	1399036.432	1474767.971	1550499.511	0	280174.8628	0	0	0	0	0	0	0	6140927.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R094	0	0	0	0	0	0	0	1836584.424	1344272.361	1706803.546	2539400.017	421343.4011	1204401.151	0	0	0	0	0	1678838.914	2861329.631	4594199.865	2028420.84	0	0	0	0	0	2367095.599	0	0	0	0	0	0	183547.9293	137660.947	91773.96465	45886.98232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2573514.946	3664952.436	0	0	0	0	0	197494.2085	394988.417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0E5	0	0	0	569815.4172	4972106.793	7102776.323	6248870.033	3749975.489	5261026.61	584470.422	1751133.734	242288.0716	2060325.506	13151713.65	32416390.18	40389769.89	20694116.09	13188447.26	5761915.455	3782576.869	5962112.431	39459513.43	11252689.3	12014629.42	21296677.04	9054486.621	4059124.017	6052276.747	6020444.155	3010222.077	0	123580.13	268665.8791	413751.6281	0	0	0	0	0	0	0	0	2074548.068	1843647.656	99139.90642	0	441596.1372	883192.2745	0	398471.9837	229929.8183	412838.6933	0	0	0	0	0	0	0	0	0	0	0	159814.0289	0	0	0	0
A0A024R0G0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1505825.77	3011651.541	5587391.165	20151515.74	34715640.32	119584238.8	130059582.2	140534925.6	151010268.9	161485612.3	34405747.03	32719700.73	6135161.611	18133598.46	14606883.56	5149240.155	3304847.736	6440165.895	9575484.055	13925065.46	5984046.889	3070643.942	2409575.894	1193448.336	838554.5712	1466701.713	3886043.605	2391816.911	0	1373274.856	3024768.972	875970.4803	197804.1258	413948.6298	0	0	0	0	0
A0A024R0H7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549706.8286	1871540.215	186406.8565	0	100249.8429	684508.8484	0	0	0	0	0	0	0	0	0	0	0	0	83479.47216	166958.9443	250438.4165	333917.8887	98399420.26	100671618.7	15625958.96	7955459.76	9705084.749	979506.8881	2036204.81	1740017.553	1443830.295	921247.2378	256991.1256	519659.2638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117429.8329	0	0
A0A024R0L6	0	0	0	3122477.012	3793484.036	1150898.371	5714322.726	2591533.394	2919180.863	5528636.608	16405797.41	105374794.1	88157589.95	28989521.51	3829544.958	6432658.209	4615053.217	750552.4685	4178430.171	2776114.381	1097996.206	611522.1194	0	367360.1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2040313.016	1020156.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0Q4	0	0	0	0	1379996.938	0	0	0	0	0	0	0	0	0	0	282072.806	782793.4791	163247.1439	362363.0128	17427131.12	17103207.47	10278537.49	9160771.443	5406293.744	2499999.676	6813159.793	5511603.168	3988563.773	3447556.251	2518379.695	1589203.138	1617785.202	1187424.169	757063.1346	276210.8041	400261.8162	524312.8284	648363.8406	772414.8527	535796.5863	160563.5963	354891.3628	0	0	0	0	0	0	0	181046.9686	0	0	0	311815.2584	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0R4	0	0	0	0	0	9125094.915	82954174.33	176766602.1	96993284.56	30749179.18	31064502.03	30102749.32	19077837.23	79348995.09	20294394.83	42175172.31	12682224.96	5268594.358	0	0	0	942653.1547	854026.4124	0	0	0	0	433019.3557	3116470.862	3694094.274	4271717.685	0	0	0	232082.4223	174061.8167	116041.2112	58020.60558	0	0	0	0	0	0	1336368.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187677.7577	151729.7516	107409.1731	0	0	0	0	0	0
A0A024R0R9	0	6742155.093	13484310.19	119139735.7	161018864.9	99834986.09	172201087.6	120978893.1	146357380.6	92989741.45	91461140.36	67464574.18	31147507.01	46611203.83	15651064.66	8919372.282	9841991.324	6505644.938	0	0	301989.1978	0	174697.2674	0	0	0	2074740.265	0	1789880.606	1685205.432	1580530.258	1358855.292	886387.546	413919.8002	1550004.604	1635739.986	1721475.368	1807210.75	1892946.132	266528.8911	1370843.566	183905.8958	0	0	0	0	0	0	0	103461.9316	0	0	0	0	0	0	4176916.621	0	0	0	0	0	0	0	0	0	0	0
A0A024R0Y2	0	0	0	0	0	0	0	0	0	0	0	2543940.666	0	0	0	0	1136339.464	8483806.318	272842795.7	8713241.23	1499134.92	89193722.82	0	48433589.72	0	0	8879731.695	767585.9085	0	6426820.231	12853640.46	0	0	0	2120459.075	7651806.859	13183154.64	18714502.43	24245850.21	16312197.58	16408896.58	22090690	11411515.91	11841340	1884736.926	7772053.576	22030460.34	36288867.1	184836392.5	37339751.07	21679050.14	14263317.39	5498166.21	4538885.631	2757180.596	2881769.759	1905888.183	1768282.492	408437.387	981517.747	859996.525	0	548152.4371	225691.8792	756597.0574	0	0	0
A0A024R0Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22837638.78	0	8939408.796	3369209.634	5466220.702	9980106.336	14975877.36	4690850.823	21640156.72	28005690.2	13229433.23	18722393.31	12584985.39	6447577.484	4464829.807	4134154.038	3803478.269	9393497.725	11383383.11	13373268.49	15363153.88	17353039.26	5451964.505	769603.9748	6227151.797	2629972.751	0	397462.9506	1020492.852	1355083.43	1689674.007	697506.1559	0	4335478.969	1409258.899	14881773.01	1417501.738	1460813.284	65221786.66	37120406.49	0	12284377.61	0	10668843.51	8633839.933	7324283.117	10660026.49	17994423.96	9407792.36	584974.9385	584974.9385
A0A024R124	0	0	0	0	3475398.358	0	0	21958963.13	0	27536994.31	0	26712950.6	17978327.48	0	0	0	0	0	0	0	0	2432250.309	1493248.893	712113.1116	6092037.457	30237599.38	41650460.68	106400620.4	23837686.7	18573849.22	13310011.73	256222.3385	128111.1692	0	0	199470.2317	398940.4633	598410.695	797880.9267	732966.4627	434941.3236	9298984.956	0	415721.6451	456371.265	362651.308	181325.654	0	180357.4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2549970.84	3211608.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21344654.16	26333361.95	23783871.6	20250814.21	20619832.04	13907359.33	17521619.87	0	6034979.037	4302685.392	2570391.748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R176	0	0	0	0	150523.7168	0	0	0	0	0	0	0	0	0	50480485.48	54833742.65	46638952.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673409.4841	1346818.968	2020228.452	2693637.936	3538342.805	0	0	8385785.958	2903853.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1A4	2855323.481	3399480.628	3943637.774	5560709.446	3225950.956	2934364.409	3367047.42	2964154.911	1061502.841	380141.2154	431385.683	1071160.73	229506.9854	2181169.235	0	1892201.369	1442244.672	0	1385834.915	0	0	1184869.152	0	1003435.388	0	0	0	0	0	0	0	0	0	0	489933.6286	367450.2214	244966.8143	122483.4071	0	0	0	0	805640.8719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1D9	0	0	0	0	0	0	0	0	0	0	0	0	419901.9252	0	0	0	0	0	0	0	920766.7458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1E4	1787213.875	1406496.07	1025778.264	2602873.005	2745050.576	496677.3332	1858230.587	221826.3214	2831707.301	2466615.094	4707019.378	5191403.324	4898135.056	12113658.82	27933712.5	53190700.39	78256524.54	126052981.9	118834551.2	46329515.42	43262751.45	21077092.21	10176819.74	7600445.872	5564313.136	0	3046078.79	2755381.153	0	0	0	993032.7369	496516.3684	0	1072698.304	804523.7281	536349.152	268174.576	0	998053.8779	0	0	0	0	0	0	0	0	0	0	117175.1722	0	0	0	0	0	326974.7798	191721.0976	140692.8513	0	0	0	0	0	0	0	0	0
