Uniprot ID	iBAQ WT_4_72	iBAQ WT_4_01	iBAQ WT_4_02	iBAQ WT_4_03	iBAQ WT_4_04	iBAQ WT_4_05	iBAQ WT_4_06	iBAQ WT_4_07	iBAQ WT_4_08	iBAQ WT_4_09	iBAQ WT_4_10	iBAQ WT_4_11	iBAQ WT_4_12	iBAQ WT_4_13	iBAQ WT_4_14	iBAQ WT_4_15	iBAQ WT_4_16	iBAQ WT_4_17	iBAQ WT_4_18	iBAQ WT_4_19	iBAQ WT_4_20	iBAQ WT_4_21	iBAQ WT_4_22	iBAQ WT_4_23	iBAQ WT_4_24	iBAQ WT_4_25	iBAQ WT_4_26	iBAQ WT_4_27	iBAQ WT_4_28	iBAQ WT_4_29	iBAQ WT_4_30	iBAQ WT_4_31	iBAQ WT_4_32	iBAQ WT_4_33	iBAQ WT_4_34	iBAQ WT_4_35	iBAQ WT_4_36	iBAQ WT_4_37	iBAQ WT_4_38	iBAQ WT_4_39	iBAQ WT_4_40	iBAQ WT_4_41	iBAQ WT_4_42	iBAQ WT_4_43	iBAQ WT_4_44	iBAQ WT_4_45	iBAQ WT_4_46	iBAQ WT_4_47	iBAQ WT_4_48	iBAQ WT_4_49	iBAQ WT_4_50	iBAQ WT_4_51	iBAQ WT_4_52	iBAQ WT_4_53	iBAQ WT_4_54	iBAQ WT_4_55	iBAQ WT_4_56	iBAQ WT_4_57	iBAQ WT_4_58	iBAQ WT_4_59	iBAQ WT_4_60	iBAQ WT_4_61	iBAQ WT_4_62	iBAQ WT_4_63	iBAQ WT_4_64	iBAQ WT_4_65	iBAQ WT_4_66	iBAQ WT_4_67	iBAQ WT_4_68	iBAQ WT_4_69	iBAQ WT_4_70	iBAQ WT_4_71
A0A075B746;P82921	620350	0	0	0	0	0	0	0	0	0	4680100	7593500	12798000	29821000	32995000	28257000	64488000	58057000	65067000	33971000	6807000	12717000	8466200	3096200	3448300	3318400	1257300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77545	0	0	0
V9HW75;A0A087WSV8;P80303;Q2L696;E9PKG6;E9PLR0;E9PLE9;H0YEG8;E9PM22;E9PJP3;H0YD18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487860	535950	5929700	18616000	2414500	247060	51855	0	0	0	0	0	0	0	0	0	0	0	33472
A0A087WSY9;Q16881;E2QRB9;E9PIR7;F8W809;A0A087WSW9;A0A182DWI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99143	0	0	0	0	0	0	0	22070000	1161500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WTT1;P11940;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YBN4;E5RGH3;E5RJB9;H0YAP2;Q4VXU2;E5RH24;H0YB86;E5RHG7;H0YAS7;H0YAS6;H0YB75;H0YC10;E5RGC4;E5RFD8;H0YER0;H0Y6X6;Q5JQF8;Q96DU9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51995	0	0	0	0	0	0	0	0	0	0	0	0	119310	0	0	540470	273560	1589200	9312700	3896000	431170	0	0	0	117160	301280	270310	69473	46121	0	0	0	0	0	0	0	0
A0A087WU07;Q5TGZ0;R4GMM1;R4GNA1	0	22765000	20938000	0	20533000	12241000	13249000	23871000	26829000	99366000	48937000	8882600	10635000	21186000	14421000	31268000	48428000	22586000	31962000	34423000	14929000	32634000	34957000	37158000	103610000	71234000	32627000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUM0;A0A087X1F5;A0A087WYV9;P57105;A0A087WX56;Q9P0S2;A0A087WTA2	2414600	0	0	0	0	0	0	762270	647020	1018900	443700	0	0	0	469780	530120	738940	777860	766480	1107800	0	711750	549370	1016100	489980	468970	717780	742290	1131200	898190	1192100	1388700	2401100	1161500	1342100	1256100	0	1264500	1245000	465980	0	0	0	0	0	456830	124340	0	187340	0	0	0	0	528960	0	386670	425020	0	0	500270	453260	573510	623210	472850	1039500	0	648110	2051800	1084100	1699500	992400	1545600
A0A087WUQ6;P07203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5TI65;A0A087WVZ0;Q9Y5U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10303000	0	0	0	0	0	21611000	17959000	38066000	768520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WXC5;E7ESZ7;O95299;C9J6X0;Q8N1B9;H7C2W5;H7C1Y7;H7C2X4	0	1413200	1010100	0	1068000	9510600	13786000	22530000	13148000	24566000	26219000	32715000	62817000	185790000	59423000	6601600	2463200	2372200	3713700	2588100	841300	5598500	4229900	4042900	2551900	3186100	681240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1554200	2625700	2526700	1021700	0	0
A0A087WXU0;Q9NWS8;Q5SZ82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319850	363220	248580	0	0	830220	463610	0	0	706250	356320	549580	544060	1923600	4327200	2969100	3327100	4323300	3149200	5505200	2518500	1718600	1466700	1324500	1724700	2347700	427420	142220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WYF7;Q6UXV4;A0A087WUX8	0	0	703750	0	892530	550230	238670	2116300	2786400	3155800	251240	0	0	0	0	320210	1450200	2054900	3870400	3657100	376570	7457300	4529700	2432000	1366600	253820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WZN1;O43837;A0A087X2E5;A0A0D9SG66	0	0	0	0	0	0	125180	0	0	0	0	0	0	0	0	0	0	0	0	351420	0	0	0	0	0	0	0	898980	5572200	38759000	202630000	191270000	70678000	14999000	1070000	0	0	0	47130	0	0	0	0	0	0	0	190380	0	0	0	0	0	100030	189790	0	133830	244530	49311	55427	0	0	0	648640	837280	2269500	382290	3250800	5867500	3595600	0	0	0
A0A087X1K9;E5RGR0;O75608;B4DP64;E5RJ48;E5RI35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131290	0	0	0
A0A0B4J2D5;A0A096LPI6;P30042;A0A096LNH5;H7C1F6;H7C2G3;A0A0B4J2H4;A0A096LP73;F2Z2Q0;A0A096LP12;A0A096LNJ1	0	1738700	343820	0	0	0	1408300	0	1740200	2510700	1229100	746860	339380	489790	495880	551530	540320	0	1081700	0	0	695560	477690	464250	570540	543520	0	695340	647350	0	1410000	839530	1030700	1821700	1141500	0	0	327140	383380	0	0	576270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147160	0	122570	217460	567380	1267900	618890	0	828050	2217500	580030	0	0	0
A0A0A0MRG8;Q16611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365980	0	0	0	0	431710	0	644100	599230	778570	2265800	4878800	4669000	13297000	15067000	2339000	1906000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MRK6;Q13505;A0A0C4DFQ1;H0Y6Y5	0	559210	539870	0	0	2135400	2139600	4934500	3199300	3139100	1248700	1714700	1581500	1853200	287430	1536500	2352100	700000	878070	359340	0	278850	0	0	0	0	138350	275620	613760	0	0	0	1433400	1643400	0	701250	560420	267040	173010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58462	0	0	0	0	0	0	0	0	0	0	468210	287040	0	0
A0A0A0MS41;A0A1P0AYU5;Q9BWM7;S4R3N9	0	2278500	2133000	0	0	2791300	2612100	4291200	3128400	2587600	1309100	899010	932260	1374000	967420	915540	887660	487270	465500	0	0	428530	423940	0	0	0	432910	391310	665080	0	0	419560	641810	1018300	524900	0	230260	574520	496350	604430	911100	1187200	937890	0	3147000	3347600	1849300	1873100	1238600	2412100	2495900	2008500	2227000	3258400	1830700	1186800	1070800	760620	0	366710	255740	194860	190090	0	0	0	0	0	0	0	0	0
A0A0A0MSK2;P0DJ07	0	848350	0	0	0	0	0	0	0	0	0	0	0	3990000	0	0	0	0	0	0	0	0	0	0	2168500	0	0	0	0	0	0	0	0	0	34717000	39191000	20715000	0	16918000	11960000	10033000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MT83;P26440;H0YLC3;H7C4G6;H0YKV0;H0YN10;A0A087WVD3	0	262650	0	0	0	0	0	0	152570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468000	1466000	4535800	1730100	4193400	3813500	2363700	4620300	5272800	3959400	4773300	5706000	3528400	3106100	514280	93250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0R4J2G3;A0A0A0MTJ9;Q6PIU2;H7C046;F8WE33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65777	0	0	0	0	0	32257	0	0	0	0	0	0	0
A0A0A0MTQ5;G3V556;P56378	0	815430	0	0	0	0	1405700	0	1822600	0	0	0	0	8831600	22315000	19978000	8313700	7172400	6222000	5533100	0	14962000	130670000	515210000	321000000	79852000	47011000	10587000	16998000	5949500	0	6221700	8049700	5926700	0	0	0	476080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MTS2;P06744;K7EQ48;A0A0J9YXP8;A0A0J9YX90;A0A0J9YYH3;K7EPY4;K7EP41;K7ELR7;K7ENA0;K7ERK8;K7ERC6;K7EIL4;Q8N196	0	89239	53393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A6YYL4;I3L0X9;I3L3T0;Q9Y3D7;I3L1U7;P57737;A0A0B4J298;I3L351;I3L442;I3L212;E7EP81;I3L167	98757	0	0	0	0	232970	692410	2251900	1994800	1938400	2478600	1754300	2461700	8243400	5423700	11780000	17527000	18146000	19268000	5649500	0	0	0	0	0	0	0	0	0	0	0	73288	0	0	0	0	0	0	80401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194380	166050	0	0	0
A0A0B4J1R2;Q9H6R3;F8VZB4;H0YII9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150410	1158700	749960	487330	21178	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DFN1;Q8IWA4;H7C5H5;C9JXQ1;C9JQT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27583	59416	257030	683640	1411100	5271100	409360	0	86536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DFU2;P04179;F5H3C5;F5H4R2;F5GYZ5;A0A0C4DFU1;G8JLJ2;A0A0C4DG56;G5E9P6;F5GXZ9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JQB1;C9J9V6;A0A0C4DG91;O75414;C9J1J2	331650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DGA2;O75521;F1LLU7;F8WAW4;C9JB63;F8W6J1	0	105670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307430	2332400	9281000	34270000	93882000	145570000	23100000	7469500	11019000	94281000	103140000	1217600	100730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067300	531800	2204200	5754400	136390	161030	0	0
A0A0C4DGQ8;Q6IAN0;J3QKT1;J3KRS1;J3QLK1;J3QLJ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215650	0	0	0	0	0	0	0	0	0	258110	0	0	0	292510	304660	0	251020	269200	0	0	0	0	361280	143660	0	0	295310	0	0	0	0	0	0	0	0	288400	0	0	0	0	0	0	0	0	65247	0	0	0	0	469760	116390	0	0	0
A0A0C4DGS0;P56556;R4GN43	5724100	3418700	0	0	0	31324000	19332000	49751000	54847000	72081000	50140000	86707000	155470000	610780000	150290000	12896000	9380000	3246300	8280800	6015500	1098400	409540	180170	0	0	0	0	1708600	0	0	1211200	0	0	1199700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D9SEI0;Q9P0P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400170	0	0	0	0
A0A0D9SFP2;E9PF18;Q16836;A0A0A0MSE2;A0A1W2PNM1;A0A1W2PQV5;A0A1W2PQC2;A0A1W2PQ78;A0A1W2PRT2;A0A1W2PQ55;A0A1W2PP40	0	1445700	0	0	0	0	903200	3351300	2649000	2546300	1919100	2329100	800440	785020	0	0	542000	618020	1238500	0	0	0	394080	0	0	356410	0	0	427350	0	0	0	0	815850	625040	0	357010	562900	332740	303350	1325000	1802700	1896700	4699200	6753800	6315700	3090000	1773500	999370	1305100	953860	502860	0	420240	252280	473110	1042300	1160200	1033000	717380	0	0	0	0	439160	0	1408200	4820200	3639200	2261200	0	0
B4E0K6;A0A0G2JL52;B7ZL25;A0A0G2JIA5;A0A140TA36;Q5ST30;A0A0A0MTG1;A0A140TA45;A0A140T8Y0;A0A140TA35;A0A140TA40;B7ZCJ6;A2ABL6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41812	210020	492010	769620	1747500	5985400	8400200	7236100	3950200	667110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0U1RR22;Q9UNF0;B0QYG7;B0QYG8;H0Y923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323450	438470	0	0	0	229420	781820	0	0	547610	0	374010	346930	0	875020	1141400	0	1387000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F6XEV2;A0A0U1RRK1;Q9BPX6;E9PQV6;S4R3D7;S4R3V1;S4R3W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271820	0	0	0	0	0	0	0	0	230730	0	0	0	0	0	0	0	374320	0	0	1050700	3830800	2322600	535780	38416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0U1RRL8;Q8TB22;H0Y9W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140TA86;Q5XKP0;K7EIR2;A0A140TA84	0	0	0	0	0	0	0	0	10249000	9118800	0	0	0	0	0	0	7476100	6166000	9570500	12585000	0	11668000	11788000	18542000	0	5526400	341310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A182DWF2;A0A182DWF3;Q9NNW7;D3YTF8;A0A096LPK7;A0A096LPD9;E7EWK1;A0A0U1RQX0;A0A096LPH4;A0A096LPB7;A0A096LP96;A0A096LNY7;E9PLT3;E9PKI4;A0A0B4J225;E9PIZ5;E9PKD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	822340	4433100	2447000	703670	83401	0	231500	0	0	79804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1B0GTG2;A0A1B0GW77;P49419;A0A1B0GTY9;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTJ4;A0A1B0GV49;A0A140T9V3;A0A0J9YWF7;A0A1B0GUY0;H0YHM6;F8WDY6;F8VVF2;A0A1B0GVU0	0	1893400	901550	0	0	278170	0	885510	1112700	216200	0	201100	0	0	0	0	178120	0	0	0	0	0	214780	189820	0	0	0	0	242350	0	271090	862890	3398900	6642500	1884000	1809200	146270	254360	0	0	113190	103470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227750	72082	0	0	0	0	0	0	0	0
A0A1W2PP11;Q9H300;F8WCQ4;A0A1W2PS40;C9JNP8;H7C0U0;A0A1W2PP66	0	0	0	0	0	0	552660	997330	2529200	2853800	1807200	410710	0	0	0	0	0	0	0	206540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1W2PPH1;P23368;A0A1W2PQT3;A0A1W2PQH3;A0A1W2PQY8;A0A1W2PR68;A0A1W2PQF8;A0A1W2PQ37;A0A1W2PRS2;A0A1W2PRY9;A0A1W2PQH4;A0A1W2PRH1;A0A1W2PPY2;E9PCP1;Q6TCH8;E9PMB9;Q16798	0	251000	38517	0	0	0	0	200870	0	219270	171430	0	0	204210	130870	0	0	0	0	0	0	0	0	0	0	64798	0	0	822470	3271200	4589600	412980	1150700	6763200	31638000	68512000	21230000	24914000	7500500	2591700	4077800	6560800	8405200	9368300	11709000	12005000	5849600	2842800	1009200	1157800	14348	0	0	112890	13219	95860	0	152290	88134	629740	765510	647080	122920	0	0	0	0	0	0	0	0	0
A2A274;Q99798	0	944660	530790	0	0	537650	744300	1813500	962300	1877300	854790	810720	3130800	0	4134400	158020	107150	1765400	1435800	134890	0	0	0	0	0	0	123890	133080	153820	148830	0	0	147460	158700	0	184130	134620	256800	139830	114650	167950	238480	221970	308040	811600	1122300	509130	517750	404440	2940800	4251200	2904800	8483600	81725000	92230000	193590000	100070000	5408200	145080	68089	0	0	0	0	0	0	0	0	0	0	0	0
A3KMH1	0	0	0	0	0	0	0	0	0	0	0	16936	0	0	0	0	0	0	69758	0	0	324210	148360	112380	0	247390	433710	578320	640680	1070500	3897100	1384300	507550	1134000	3443000	2276800	298720	678980	831380	132080	0	0	0	0	0	0	35382	0	20875	112790	62325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4D1E9;C9J8R7;C9JNI1;C9JEQ8;F8WBY0;F8WCN4;F8WBB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30355	0	0	0	0	104170	0	284130	984090	260290	2299300	0	0	0	0	0	0	0
A6NFX8;Q9UKK9;A6NJU6;A6NCQ0;H0YEY4;C9JYY9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33292	0	0	0
A6NGQ3;Q5VST9;A0A1B0GTS2	0	0	0	0	0	0	225230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41402	0	44536	51991	21961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NJ78;A0A0U1RR76;A0A0U1RRF2;B5MC64;A0A0U1RR64;A0A0U1RRD2;F8WD83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115040	0	153140	140250	309830	34546	0	0	0	0
A6NNL5;H0YN13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171140	0	2525500	8995600	1333000	838070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6RAR2;D6RFL2;J3KTA2;A8MSI8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26652
A8MXV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136380	0	0	0	706120	0	3131500	4413400	1894900	3124100	398380	950160	570500	0	0	0	0
B1AH87;P30536	1762800	7623000	3491800	0	0	7904500	0	17171000	7708300	14653000	9377500	6419800	7359200	0	5123300	6723000	10464000	9507700	11612000	10398000	2120400	0	0	4492000	3289300	6391700	6697500	0	0	5099800	7231800	6566000	6511000	8668300	0	4782900	0	0	2246500	0	3168700	0	0	0	0	2158200	3483900	1303600	0	7273300	3487200	10398000	8248200	33799000	26343000	50492000	66700000	56195000	64768000	54429000	70812000	54925000	58170000	37097000	44982000	12121000	29711000	20788000	17749000	10717000	3317900	0
G3V1R5;B1AKJ5;O43847;F5H7V1;H0Y5G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H0Y6Y8;B1AL05;Q8N983;H0YBU8;M0R051	0	0	0	0	0	0	0	2372600	4361700	5265200	11693000	23392000	45511000	157380000	146540000	115240000	50933000	11958000	4158600	2745200	584510	2266800	2048200	1230700	0	1153100	1269900	1203100	1193900	1098800	686990	768380	805390	941810	0	341130	552800	860930	343710	475960	0	709350	0	411560	517810	1269300	360410	511050	453840	939230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1ALH6;O14832;C9IYS5;C9JR86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514540	0	0	0	0
B1ANH0;Q16774;B1ANG9;B1ANH5;B1ANH2;B1ANH6;B1ANH3	525540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19855	0	86895
F5H5N2;B4DNC9;B3KQ30;Q9H1K1	671410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108200	0	0	0	0	0	0	0	0	0
B4DJV2;O75390;A0A0C4DGI3;H0YIC4;F8VRI6;F8VPA1;H0YH82;F8VPF9;F8VR34;F8VTT8;F8W1S4;F8W4S1;F8VRP1;F8VX68;F8W642;F8VZK9;F8VX07;F8VWQ5;F8VU34	0	5824200	2681000	0	1895900	6256400	6164400	22936000	17347000	21586000	8906100	4456100	4201900	3808700	3665200	4338100	5693700	4000300	2608300	4022100	532930	1923700	1250500	1100600	1385400	525350	1124100	1003800	1711800	2829400	1253200	774890	2431900	2293800	0	0	391030	634310	1899700	1040500	1884400	2493200	1885500	2138300	7372200	8609800	4313400	3736200	2239000	8300200	10099000	12237000	21190000	101950000	138360000	281760000	595390000	384210000	97059000	7150000	1335200	221250	273000	0	0	0	0	0	0	0	0	0
B5MC53;B5MCF8;P39210;G5E9F5;C9J473;A8MPV4;H0Y6M5;E7EX18	0	0	0	0	0	888900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B5MCR8;Q6NXT4;C9JZR9	0	0	0	0	0	0	0	0	0	373770	0	0	0	0	0	0	318470	403770	494440	412990	0	0	0	0	0	394960	594170	0	718680	1000700	1189200	1872000	3375600	4498900	1198400	831780	0	536050	565920	570820	922700	1070000	613640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9J3D7;Q9UKG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44067	561650	1749300	254390	0	0	0	0	0	0	0	0	0	0	0
