Uniprot ID	iBAQ WT_4_72	iBAQ WT_4_01	iBAQ WT_4_02	iBAQ WT_4_03	iBAQ WT_4_04	iBAQ WT_4_05	iBAQ WT_4_06	iBAQ WT_4_07	iBAQ WT_4_08	iBAQ WT_4_09	iBAQ WT_4_10	iBAQ WT_4_11	iBAQ WT_4_12	iBAQ WT_4_13	iBAQ WT_4_14	iBAQ WT_4_15	iBAQ WT_4_16	iBAQ WT_4_17	iBAQ WT_4_18	iBAQ WT_4_19	iBAQ WT_4_20	iBAQ WT_4_21	iBAQ WT_4_22	iBAQ WT_4_23	iBAQ WT_4_24	iBAQ WT_4_25	iBAQ WT_4_26	iBAQ WT_4_27	iBAQ WT_4_28	iBAQ WT_4_29	iBAQ WT_4_30	iBAQ WT_4_31	iBAQ WT_4_32	iBAQ WT_4_33	iBAQ WT_4_34	iBAQ WT_4_35	iBAQ WT_4_36	iBAQ WT_4_37	iBAQ WT_4_38	iBAQ WT_4_39	iBAQ WT_4_40	iBAQ WT_4_41	iBAQ WT_4_42	iBAQ WT_4_43	iBAQ WT_4_44	iBAQ WT_4_45	iBAQ WT_4_46	iBAQ WT_4_47	iBAQ WT_4_48	iBAQ WT_4_49	iBAQ WT_4_50	iBAQ WT_4_51	iBAQ WT_4_52	iBAQ WT_4_53	iBAQ WT_4_54	iBAQ WT_4_55	iBAQ WT_4_56	iBAQ WT_4_57	iBAQ WT_4_58	iBAQ WT_4_59	iBAQ WT_4_60	iBAQ WT_4_61	iBAQ WT_4_62	iBAQ WT_4_63	iBAQ WT_4_64	iBAQ WT_4_65	iBAQ WT_4_66	iBAQ WT_4_67	iBAQ WT_4_68	iBAQ WT_4_69	iBAQ WT_4_70	iBAQ WT_4_71
P00390;H0YC68;E5RI06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1071600	599210	0	0	216500	496080	288650	389810	922220	0	219740	539400	0	313710	0	0	223280	0	1013300	558100	189750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00395	0	2935100	2019100	0	0	3722300	3335100	4721500	6505500	9916300	13275000	13894000	22389000	62066000	21235000	4642800	5888300	2151300	2202900	2810900	0	3491300	6560500	6049400	4577200	4328300	7948300	11153000	14435000	0	4828000	6900200	19474000	56595000	86691000	189850000	51596000	99360000	38492000	11312000	8902900	3866500	2536100	3538000	5962100	8627600	6444100	4516000	0	4291000	3246300	2066700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00403	0	2994600	22462000	0	7733600	65271000	71014000	109480000	59856000	185800000	198220000	249230000	339760000	537900000	196070000	59996000	66560000	45562000	41278000	51675000	20598000	69449000	106840000	116400000	48073000	86579000	117850000	271450000	200130000	89469000	108720000	145490000	273850000	634080000	769660000	1468700000	982810000	1139500000	459600000	141580000	53073000	19993000	4451200	2815600	2351100	1856600	1171500	1174000	0	1572600	779060	659200	0	1021900	0	545450	0	0	359530	0	0	0	0	0	0	0	0	0	0	0	0	0
P00414	0	15911000	3106800	0	8514100	42220000	37978000	0	2486200	138080000	99461000	113820000	174010000	577260000	210270000	45687000	40795000	21005000	11121000	0	0	51580000	93668000	72432000	16545000	21652000	63013000	139450000	108470000	57974000	54015000	132400000	197840000	436990000	423050000	765430000	346370000	578820000	170700000	51560000	0	0	427000	0	0	3588200	0	0	0	6223800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00505	0	26458000	13148000	0	11623000	18506000	11242000	22147000	14778000	12560000	7643100	7323700	8836500	3517100	2374000	2672500	682800	1085800	681510	1212900	359050	861340	1423100	1645500	225120	424970	146790	553990	573770	436210	261980	478330	190940	567680	0	0	0	0	160940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00846	0	2372200	0	0	0	0	2113800	4334900	7145200	8752700	3660100	0	5812000	25108000	73830000	111110000	52045000	4562200	0	3996500	0	47115000	438370000	2074200000	856170000	275420000	179020000	40958000	62092000	0	0	15104000	18432000	31893000	10877000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03886	0	0	0	0	0	0	2160100	2517900	6770900	3775500	12803000	12982000	24606000	129140000	45219000	6586300	616400	4378000	0	0	0	2095000	2398400	8153700	6860700	1155400	0	0	0	0	0	0	0	14942000	1458000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03891	0	0	538230	0	1615700	2347300	3843000	4731800	4543600	5717800	4724800	5363500	12425000	68540000	20758000	5142400	3766300	0	0	0	0	3558400	3617900	9095100	5354800	3199300	2925700	3062100	4164500	1549600	2285400	4069000	4607200	3017700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03897	0	0	0	0	0	0	0	9289100	15504000	20642000	19170000	35119000	39022000	278490000	99203000	0	0	0	10367000	0	0	12607000	16355000	0	0	0	0	0	0	0	0	5865600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03905	0	0	424890	0	904920	8968400	3153400	6066800	5566600	22647000	14773000	12381000	34739000	132650000	65815000	9675900	7293900	3834800	5998800	10461000	7433800	6657400	3076600	4483100	2707200	2538100	2557100	4145200	3254400	1399500	883130	0	0	0	0	642320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03915	0	0	358880	0	0	7066000	5550700	13834000	11433000	15541000	17128000	26799000	49651000	161260000	64563000	8915500	4246600	1691000	2269200	1946000	0	1681900	372470	474730	762160	0	0	0	0	0	0	0	277330	694660	247670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03923	0	0	0	0	0	0	0	0	0	0	10061000	14999000	19914000	102110000	31007000	0	0	0	0	0	2722200	0	0	17049000	10904000	5121600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6607900	6521700	1279000	0	0	0	0	4968500	81007000	457350000	182150000	60370000	27274000	5587300	2985000	0	0	4594600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04040	1820100	38154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411440	1617700	3869800	5777200	13908000	15194000	11382000	7391300	3577900	1374600	980780	175080	171130	84215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22427	39788	0	0	0	0	0	0	0	0	7045300
P04181	0	1401800	773930	0	242720	350550	1582000	3657300	1318200	2818900	2944000	881100	272030	746430	358690	394960	349130	0	309530	620650	0	0	0	0	0	0	0	0	0	0	262890	236420	0	0	0	0	0	0	0	0	0	187580	0	205870	364400	4176500	8873900	8136400	1771200	2653500	414830	0	62071	40790	35424	0	0	0	0	1588200	1999700	0	0	0	0	0	0	0	0	0	0	0
P04406;E7EUT5;O14556	12418000	1657300	461120	0	0	412040	1408800	510070	1150300	1048400	1199900	1262500	836620	1080800	721500	810430	1239500	764080	591850	1013000	0	465580	0	0	0	301060	670450	938380	1002900	2722400	10179000	16070000	39521000	48916000	37846000	43434000	20617000	28046000	25881000	10878000	13297000	13632000	6030600	6942700	7274000	2153900	2355800	73501	0	128140	0	0	0	0	0	1581900	0	0	0	0	5193500	61676	0	7778.3	0	0	0	0	72940	66188	0	37106000
P05091;S4R3S4	0	462680	0	0	0	277070	0	0	253440	324900	1041800	1802800	1707400	1389000	1321900	808650	330500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166790	279770	296760	4089200	3512600	9778500	9104800	11811000	26548000	53150000	99395000	253020000	293570000	11371000	0	0	0	0	57246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05141	1054000	230400000	214840000	0	160360000	194320000	159000000	275600000	228630000	268380000	174110000	141950000	139170000	136700000	100760000	127470000	169200000	106460000	107210000	115650000	26357000	100990000	89998000	55030000	52460000	64923000	95204000	109880000	90041000	75855000	85198000	88737000	106720000	146580000	111030000	96441000	34741000	71164000	60098000	62677000	97707000	86532000	173490000	156970000	301960000	356090000	305340000	242650000	226810000	677440000	625560000	649950000	722100000	1258500000	738640000	920510000	801540000	494180000	397980000	312850000	334500000	213640000	213640000	176550000	232070000	61926000	162260000	139040000	65282000	18557000	1996400	704740
P05165;A0A1B0GU58;A0A1B0GWI4;A0A1B0GUX9;A0A1B0GWA1;A0A1B0GTR1;H0Y5U0;Q5JTW6;Q5JVH2;H0Y4B9;H0Y798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220150	13851000	68786000	24142000	10919000	1820400	0	71869	22085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06576;H0YH81;F8W079;H0YI37	0	6503800	3352800	0	3811800	11397000	13748000	24224000	47465000	53297000	21873000	11839000	22890000	91472000	305670000	348070000	156530000	76404000	60356000	67690000	26516000	255110000	1938600000	8473100000	3319700000	607030000	324910000	29007000	9433200	6511800	19514000	11981000	24428000	23333000	16626000	1067900	0	66201	0	0	0	272850	122570	76614	155630	0	0	0	69057	0	354490	0	409150	2203400	625040	1380100	684260	186480	503130	2020400	4338100	6572500	13540000	9474500	18245000	3189700	11464000	4760800	326350	15036	0	25565
P07195;A8MW50;C9J7H8;F5H793;F5H5G7;F5H155;A0A087WUM2;G3XAP5;F5H245;Q6ZMR3;P07864	0	1484900	422180	0	0	658410	986170	4091700	3971000	3074400	1286200	328720	529660	327270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107770	0	0	0	0	0	0	0	0	0	0	0	0	307790	171960	223040	2314400	4483500	27299000	46391000	36214000	73536000	21050000	10800000	15628000	7898400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36968	0	0	0
P07237;H7BZ94;H0Y3Z3;I3L398;I3L312;I3L0S0;I3NI03;I3L4M2;I3L3U6;I3L514;I3L3P5;I3L1Y5	0	52736	0	0	0	447590	584660	950700	674540	471370	769000	239240	0	0	100170	140710	141460	0	355500	289310	0	217870	0	0	0	0	107370	182240	113590	0	0	0	0	141580	94123	0	0	1523600	167550	42500	0	0	0	39374	313040	509700	3860100	7019600	14029000	66594000	69479000	8366700	27368	103760	0	0	0	0	37868	0	0	0	0	0	2797900	1155900	85325000	25942000	60889	4504.2	0	0
P07919;A0A096LP55;A0A087X2B9;A0A087WTF2	0	0	0	0	0	0	3490600	0	0	1314000	0	211360	4358900	145320000	6473500	0	1094800	0	0	0	0	0	5972400	0	0	0	0	4825900	29686000	16565000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07954	0	0	0	0	0	0	0	0	0	512580	1600300	2427600	1500300	2408900	1546500	1229800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62956	147650	292230	6361200	43594000	290520000	390280000	27488000	66861	0	47761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08559;Q5JPU3;Q5JPU0;Q5JPT9;Q5JPU1;P29803;Q5JPU2	0	9892100	3135300	0	520810	1265400	2077300	3615400	2986700	1964900	1490400	616530	0	702790	586200	511970	1292900	1705400	1127300	709840	433380	602870	475990	773250	0	0	0	793280	638990	0	432700	0	0	0	0	208310	298120	327910	312320	0	0	0	1103000	576980	1564300	530400	1366800	577460	3064900	10039000	7036900	3329200	9970900	50805000	49296000	18305000	4837900	800650	1008500	1834300	2538600	1758600	7409600	11362000	19597000	6748300	31857000	32664000	19588000	17306000	3526300	0
P09110;C9JDE9;H7C131;H0Y4D4;B4DVF4;F2Z2Q6;F2Z3P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259070	0	0	0	629250	839210	158070	2305400	1314000	369340	0	408140	287880	0	367150	0	0	0	0	0	0	0	259640	0	1096800	2886200	0	0	0	0
P09417;B7Z415;D6RGG7;D6RHJ7;H0Y8F7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166700	195040	3017000	15666	0	0	0
P09622;E9PEX6;F8WDM5;A0A1W2PR83;F2Z2E3	0	2451500	195780	0	0	1536200	795170	493580	903780	1491800	2619400	1178600	976230	672640	726210	592470	1153000	196700	166940	0	0	0	0	0	186590	0	0	0	0	0	0	0	0	0	0	434440	667550	1769100	3563500	6507200	14955000	13638000	3597100	1580300	1279700	657480	183890	0	0	0	35237	0	0	0	0	0	130600	0	0	0	937200	716960	1612500	715930	635480	0	0	0	61257	0	0	0
P09669	0	10585000	21261000	0	0	29737000	70058000	59400000	106990000	122650000	122480000	150100000	310590000	672400000	187100000	0	29670000	13014000	13379000	16045000	0	20462000	82898000	68855000	18153000	48389000	85009000	123030000	52737000	47348000	54916000	81215000	132110000	219690000	415540000	1109800000	728740000	868820000	291310000	94241000	11826000	0	0	0	0	0	1197000	0	0	0	0	0	0	1854300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
U3KQK5;P10176	0	0	0	0	0	0	0	0	0	0	0	290710	1024600	3998100	303860	0	0	0	0	0	0	0	422270	419280	0	0	1109400	1406200	1338300	388720	0	1590000	780490	2109700	7490700	15003000	7938200	4038200	829690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10515;H0YDD4;E9PEJ4	0	152590000	68799000	0	29146000	28105000	17957000	33257000	30368000	22683000	2202600	541650	0	179940	0	325110	55368	0	3597000	501060	0	0	335720	224660	0	283580	538590	0	0	0	448060	812730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973790	10515000	5268600	248870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10606	0	1926300	3217200	0	1304500	1822700	1460000	5216500	4084600	3835200	2625600	4850100	23266000	53346000	14409000	1381300	1105800	672300	0	829440	1337000	3605600	6221300	9598200	4272900	5572800	11952000	20454000	18410000	8246400	1779000	17822000	15776000	78315000	35169000	153370000	85852000	36735000	16834000	2117000	622260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492340	0	0	1358400	1804700	1733700	3459200	5432100
P10620;F5H7F6;F5H6X2;F5GX73;F5H613;F5H760	0	0	0	0	545440	0	0	1379000	1408600	1295600	0	0	0	0	0	936580	1589700	2810200	0	0	0	2152700	1187500	882780	1149400	1081200	0	3013000	0	1469500	3669200	1433800	3443200	2098100	1641200	1796900	0	1630600	2190500	2497300	4454900	4784600	1882900	3709200	5062400	2500900	3478300	1778700	1546800	5245800	5579300	2241800	8146100	20872000	10531000	12695000	3111400	1692200	949870	0	0	0	0	0	0	0	0	0	0	0	0	0
P10809;E7EXB4;E7ESH4;C9JL25;C9JCQ4;C9JL19;C9J0S9	159480	27123000	11174000	0	7650600	19276000	16656000	32976000	36595000	43260000	22263000	11463000	11477000	28417000	31126000	43492000	62592000	73847000	81124000	67329000	9390200	38523000	24715000	25159000	25288000	38471000	71124000	159500000	380510000	625670000	747690000	716060000	1499400000	16833000000	5353500000	1133500000	1011700000	149510000	5711300	1410900	3402400	5697000	4674300	5541400	8345200	6615600	4817100	4338200	3819700	11312000	15580000	21970000	41022000	239510000	199390000	210220000	224670000	131390000	139940000	124760000	47758000	14643000	7520500	3264800	2673400	0	1677800	1442500	561510	389660	17810	0
P11047;R4GNC7	0	0	160310	0	2403800	2678700	656240	2190200	98795	0	0	117550	121790	421930	1971800	539150	0	114350	0	128920	77213	1363300	203880	45467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11177;C9J634;F8WF02	0	6253800	3100700	0	1420400	1734100	3594700	5730200	2846000	4779400	3530300	1705600	1217500	2217900	728910	1445900	861710	2194200	1469100	1132200	235360	515500	484640	484400	353110	378010	374230	0	0	0	0	0	0	0	395110	438660	275660	266930	310690	263090	777170	844340	1037600	1123700	3360500	3530700	3118600	3863400	4721200	13154000	10951000	8891200	17992000	106810000	93467000	39002000	10899000	3730100	11731000	22423000	16405000	5654700	7171800	1791700	2212400	0	1110800	1484200	1256300	887790	1168000	54093
P11182;Q5VVL7	0	0	0	0	0	379990	0	1628300	9886200	53119000	75684000	87764000	34264000	1858000	0	0	0	0	0	0	0	119150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51308	0
Q5T4U5;P11310;B7Z9I1;E9PJM9;H0YDT5;E9PRX4	0	273980	0	0	0	0	0	254480	525330	1053300	1646100	3984600	4790300	3176700	1234500	933840	314310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370180	13053000	90657000	116880000	49748000	7416600	1856100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250560	0	0	100000	0	0	0	0
P11498;E9PRE7;E9PS68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87432	109890	0	56658	404860	1248700	1081000	1672400	1075100	3735000	2759400	352940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11586;F5H2F4;V9GYY3	0	23392	0	0	0	0	0	0	34380	0	0	0	0	0	28220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640330	566690	1147500	1718000	3640700	22287000	125980000	21379000	59064	0	0	811330	983040	0	0	858070	38002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12074;H0YIV9	0	0	0	0	1107500	0	0	3022800	632170	0	0	0	1858700	4058300	0	189030	0	0	0	215530	0	0	0	0	0	0	0	0	3375300	0	0	0	0	26386000	3901200	19083000	0	0	3630100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12235;V9GYG0	0	919400	444870	0	0	474800	334760	1143400	614130	936970	806060	331640	373960	930960	307730	679240	354500	389420	451050	443150	0	230350	0	0	0	231630	0	0	0	0	780080	0	439160	1165800	329130	377590	0	0	0	0	292190	545670	517010	678920	3490000	3077500	2300300	2291100	543710	5117400	5405900	2993700	3153000	13143000	4487400	5027200	4025400	925880	433550	1434100	732780	658800	629130	0	0	20857	0	0	77586	0	0	0
P12236;Q9H0C2	0	6707500	9978600	0	8962900	8682300	9804300	16069000	14227000	14024000	5181600	4367600	6451800	5430000	5661700	5282000	8093100	5659300	9418100	4841200	1247200	3534600	2995100	1687900	1889200	1980300	2614600	1375700	3591500	3332800	1682100	4730600	4813300	5754600	1898700	3699800	3402000	1044100	2452700	3535700	5096900	7796800	6598400	11341000	18127000	20816000	17597000	13594000	13806000	30152000	37834000	38912000	30764000	65333000	33437000	41426000	35731000	22408000	17309000	16491000	16669000	9011100	9307000	8027800	12058000	2531900	10172000	9884800	4608800	1204300	0	0
P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0;H3BNI5	2717800	27760000	21693000	0	24367000	66611000	53902000	84340000	80760000	100330000	145880000	184630000	273300000	556030000	162000000	37846000	45952000	25926000	17508000	46836000	10004000	52431000	97534000	84259000	44336000	54672000	97896000	137900000	130210000	54697000	70027000	103040000	165230000	375360000	496000000	911460000	563870000	678550000	285170000	88717000	41883000	24800000	13195000	13926000	17319000	24340000	19178000	11092000	4835200	17466000	9399000	2400900	1431700	1710300	1033500	0	402880	0	366620	343300	0	393280	398970	0	1339400	0	0	0	334930	0	0	1896200
P13196;H7C4H7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137120	0	0	0	0	0	0	0	0	0	73875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13804;H0YLU7;H0YK49;H0YNX6;H0YL12;H0YKF0;H0YL83;H0YM12;J3KN60	0	925620	0	0	743680	646250	2349800	1925000	1842700	6687100	2896700	0	0	220670	2273500	1766500	1829800	2669300	2474500	1753600	414440	897570	0	336330	0	380310	563000	660000	0	704210	873090	0	647430	488300	160510	377280	0	421620	0	374830	0	567280	433280	411850	0	820620	639940	1035800	661800	685400	803340	1582900	9459500	107990000	245160000	222760000	32561000	8159100	8411000	13965000	3488300	0	184510	0	0	0	0	27206	0	0	0	0
P13995;B9A062;B8ZZU9;A0A0C4DG60;F8W7P9;Q9H903	0	138310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218380	0	0	204930	298100	0	0	0	0	1342400	0	3617300	9432400	6129200	6987900	1120900	0
P14324;A0A087X1D8;A0A087WVN4;A0A087WTP2;A0A087X090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75197	0	424750	0	0	0	0	0	0	0	0	0	0	0	0	0
P14618;B4DNK4;H3BTN5;H3BR70;H3BQ34;H3BUW1;H3BTJ2;H3BT25;H3BU13;H3BN34;H3BQZ3;P30613	143160	421790	0	0	0	562290	529280	2167400	935680	2788800	1611100	905380	244860	307590	0	173150	575700	698130	485700	452340	0	233740	0	0	0	106980	381040	317860	261160	483210	529770	439370	1217700	2105800	1256100	3002000	1964700	2629100	1925700	1726200	2354100	3412600	5554600	4825500	12360000	22200000	64054000	135580000	51523000	25896000	18751000	6297400	347030	0	0	0	0	0	0	0	139880	85454	0	0	0	10443	0	0	0	0	0	0
P14735;Q5T5N3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229930	0	0	0	8224.9	0	0	0	0	39931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14854;K7EQD3	7785500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808350	0	0	0	0	7865900	5270100	7674600	5951600	849020	435680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14927;B7Z2R2;E5RHG9	0	0	0	0	0	0	1685400	7274200	4838200	9224500	11970000	17696000	34754000	228890000	72543000	12363000	11244000	0	0	0	0	3342800	20543000	18921000	0	0	3399400	16832000	128630000	59165000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16152;E9PQ63;A8MTM1;O75828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124640	0	0	283680	0	228630	0	0
P16219;E9PE82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178750	703900	2631100	4869800	20945000	4104900	23971	240780	0	0	0	0	0	0	14521	0	0	0	0	0	0	0	0	0	0	0	0
P16260;V9GYB8;V9GZ24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117790	0	859470	651420	0	156030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17152	0	0	0	0	0	0	0	0	1418500	0	0	0	0	0	0	0	1908300	2352700	3930700	3990800	0	4034000	3478700	1451800	1708800	3022600	2211700	0	2958800	2439000	2809400	4110500	5159000	3835200	1655500	1340500	0	923250	0	0	1174700	1747000	1528800	0	0	2078000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17568;M0R3B8	0	0	0	0	1759700	5518200	2784400	30731000	16295000	28760000	30502000	37888000	111540000	514490000	125650000	418550	12935000	1792100	1471400	1565800	0	1755500	2038100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P18077;C9K025;F8WBS5;F8WB72	0	83203000	69267000	0	16950000	113390000	54931000	132170000	100240000	113610000	32587000	23548000	19722000	35346000	10977000	22446000	32768000	30887000	15824000	41095000	4221800	17592000	16555000	10707000	10518000	12702000	4112200	12234000	9584800	3159100	0	0	2460100	2784200	2895200	0	0	0	0	0	0	516410	0	0	0	0	0	430380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P18859;A8MUH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13175000	92067000	24795000	3497900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P19367;B1AR63;B1AR62;B1AR61	0	442620	734540	0	201420	1325300	1432100	2179400	4267600	3907100	1678600	1554300	1977300	1273900	987880	2891500	4800300	5560400	9000200	7011200	3608200	7214200	3002800	1514900	2216800	9311800	27759000	22702000	17097000	25545000	20283000	1476500	0	0	0	0	0	0	32370	0	0	0	0	0	0	74696	87103	189220	155680	845920	2584100	2746500	7709300	22369000	3489900	58384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685500	3623100	2517400	2360500	620260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
