Uniprot ID	KO_1st_1	KO_1st_2	KO_1st_3	KO_1st_4	KO_1st_5	KO_1st_6	KO_1st_7	KO_1st_8	KO_1st_9	KO_1st_10	KO_1st_11	KO_1st_12	KO_1st_13	KO_1st_14	KO_1st_15	KO_1st_16	KO_1st_17	KO_1st_18	KO_1st_19	KO_1st_20	KO_1st_21	KO_1st_22	KO_1st_23	KO_1st_24	KO_1st_25	KO_1st_26	KO_1st_27	KO_1st_28	KO_1st_29	KO_1st_30	KO_1st_31	KO_1st_32	KO_1st_33	KO_1st_34	KO_1st_35	KO_1st_36	KO_1st_37	KO_1st_38	KO_1st_39	KO_1st_40	KO_1st_41	KO_1st_42	KO_1st_43	KO_1st_44	KO_1st_45	KO_1st_46	KO_1st_47	KO_1st_48	KO_1st_49	KO_1st_50	KO_1st_51	KO_1st_52	KO_1st_53	KO_1st_54	KO_1st_55	KO_1st_56	KO_1st_57	KO_1st_58	KO_1st_59	KO_1st_60	KO_1st_61	KO_1st_62	KO_1st_63	KO_1st_64	KO_1st_65	KO_1st_66	KO_1st_67	KO_1st_68
A0A023T787	664260	795508	926756	1058004	1189252	1320500	4946800	9554500	12944700	1457200	9013400	6649800	3110100	3663500	5701500	8719770	6570600	2054400	5395300	1630600	0	1863600	0	921960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1459300	0	0	0	630240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235130	0	0	0	0	0	0	1041540	2083080
A0A024QYR8	0	0	0	0	0	0	0	1270800	0	0	0	1023900	0	1623000	5326900	1471000	5589140	0	0	0	0	6776200	38784700	281303500	598800000	1047516500	504302700	51964420	39824360	27684300	54900790	48371000	42007400	29584300	25768340	21481000	20970950	20460900	5673800	7006750	7735880	6469810	2886540	1463050	1877560	1121960	1121400	0	149330	298660	128900	0	520470	500580	1136470	0	0	0	524670	394660	0	347090	562570	0	0	0	0	0
A0A024QYS2	0	0	0	0	0	0	0	0	0	0	0	1171300	2007600	1513500	2233700	1647700	1447000	577140	0	0	0	0	12036500	171130900	543939600	974321100	483925800	84354600	55759590	27164580	34964830	37576900	40008940	48466500	47079850	64170220	55249610	46329000	17494100	19119580	16722100	22307340	9032210	9524680	13039000	10039820	24819920	30823060	22744385	14665710	7446420	1681540	3979720	3379560	2154400	1376800	3880890	3938250	2695360	3185660	1031710	821030	321180	254120	0	0	800680	1601360
A0A024QYT6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17409000	33823800	64730700	63256400	31479900	0	0	3097400	0	0	0	0	2467400	1233700	0	1125700	1386700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYX0	0	0	0	0	0	0	0	0	0	0	0	0	450210	0	0	754630	6824200	17134000	21933000	31645400	56820500	290210000	844621800	1212675500	1178730700	534140100	110726000	42473590	54320795	66168000	60132160	56996000	41979000	37770600	37018100	55428000	61682000	67936000	64542000	37493600	22655000	22718700	25355200	8858200	24202800	14188000	23223600	18842500	16130650	13418800	6320100	2290100	5229300	0	6194800	2693900	6755200	5367200	7041000	5521200	0	1745100	1118400	0	0	0	1225250	2450500
A0A024QYX3	3660580	4391496	5122412	5853328	6584244	7315160	16177350	18891700	39311840	15977010	11409100	1296200	6055700	1307600	2300400	960170	0	0	0	0	0	10684000	3069400	1000800	0	1417600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32128.5	64257
A0A024QYY0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631910	1271800	4794400	20775100	34407300	46970160	59533020	50872540	22568440	6519300	4515420	4222090	3159510	2112205	1064900	3339000	0	0	0	0	0	0	1374900	1065400	0	0	0	0	0	682140	56697	329910	551940	0	4607200	4248200	0	827390	0	0	1639800	452620	0	768750	1537500
A0A024QYZ0	556020	444816	333612	222408	111204	0	0	129330	0	0	0	0	0	0	0	0	0	0	0	0	251230	476810	1159500	1989500	3605700	3527100	5550600	4398600	3753750	3108900	4322300	0	0	3792900	0	0	0	0	0	0	0	0	0	0	0	3567600	0	0	0	0	3242000	2586500	3207800	0	0	0	0	0	0	0	0	0	969100	0	0	0	0	0
A0A024QZ30	0	114754	229508	344262	459016	573770	1244600	9166900	2828700	3186600	4691980	28003800	71678090	171010800	466579530	391782300	290576380	227228300	193693400	258210100	272074040	382491900	580110730	858394700	1059395300	845730500	1049850000	2549779700	3652155800	4754531900	4205579500	801453300	135709260	88959800	49720700	30852950	38365255	45877560	27161800	33571210	14923580	15053020	14522900	11594270	11765320	15121030	13563090	6245080	4788870	3332660	5957940	3137400	3691300	3419340	1246500	4021030	3373990	2303970	3683330	1889110	1504960	1234710	2285700	2763800	1585200	467940	685155	902370
A0A024QZ57	0	0	0	0	0	0	0	0	0	0	0	1892500	1803300	2458500	3246900	0	0	3932200	3805400	4922000	0	0	0	0	0	0	0	0	555300	1110600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZ64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245600	23491920	56786400	25271300	19694365	14117430	9876500	1978200	3713100	2811300	430880	1563560	781780	0	0	2171800	514960	5267000	4839010	1860180	0	933530	1565800	0	0	0	0	0	1738800	0	1635550	878670	0	0	3919600	4439300	4010300	1519100	0	0	0	0	144670	289340
A0A024QZ77	0	0	0	0	0	0	914900	5686600	8003000	14092100	14252600	9952500	3309460	0	2854600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3130120	4623400	0	2061200	0	1803000	3606000	4939100	2898900	0	738940	0	0	0	0	0	0	686450	1372900	1358700	0	0	2565900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZD1	0	0	0	0	0	0	2911690	140212000	188596800	71811700	43175920	21925000	19656500	13451900	28407100	22107000	14994500	16697300	18652400	14057900	14543900	21987200	15402500	69430680	68614800	12451000	12581500	2267910	3950555	5633200	11003900	15686700	2749400	2364200	5238940	7918700	12502150	17085600	5285600	7277500	6705400	7105700	12884080	9841390	8996800	3694120	8838900	2468900	8402355	14335810	3528700	4511870	6886800	2772400	3977680	5807300	2830690	12672000	11896600	321820	0	0	1050600	0	0	0	45598100	91196200
A0A024QZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	701100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216320	0	0	0	0	0	0	5085300	1786300	0	0	0	0	737110	0	572690	0	685225	1370450	2308050	2261600	1540980	806030	611230	784220	907960	535080	376900	324210	267760	315040	213860	0	0	0	0	0
A0A024QZF2	1086000	12394460	23702920	35011380	46319840	57628300	41350910	34310600	28673720	6712930	20057950	16345210	11705300	5950910	0	6406480	5053500	0	0	0	0	0	2162900	0	1080900	0	0	0	0	0	0	0	1250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564940	0	0	397400	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZJ6	0	3284800	6569600	9854400	13139200	16424000	0	0	0	0	6281400	0	0	755620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449100	0	5921900	4176790	788690	1009710	2467330	206660	103330	0	8964300	81680520	311203000	53324440	17431710	14941960	9439280	3936600	1931740	716020	1752820	1063280	0	1500510	389240	0	3249640	708330	748910	789490	1463850	352630	684010	0	282690	424660	413520	879570	882490	411370	3260500	4324080	1277500	0	0	0	0	0
A0A024QZN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2360200	0	0	1593400	0	0	0	0	0	8477700	0	0	0	0	0	0	0	0	0	910580	0	0	0	0	0	0	0	0	0	0	0	1568500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZN4	3295560	3188048	3080536	2973024	2865512	2758000	3319900	19517900	21632100	21389000	17777650	24770210	25513170	26156510	6857300	1090400	1843500	3760400	4593300	4666100	0	28131500	19704000	0	8750500	7252310	153331590	963093300	928102235	893111170	396617200	329185140	1004006500	408256700	55409700	16908920	11530715	6152510	21973200	739470	1771620	2598560	1139810	8380280	1670691	6740400	5736550	5366600	3062725	758850	198120	2023890	3597140	18545500	11613750	1788580	5204100	9322930	11091000	1403040	1264470	12468240	761630	5275080	1151400	644520	1892260	3140000
A0A024QZN7	65908770	62687876	59466982	56246088	53025194	49804300	253129600	399000500	455483500	257884700	234930300	243336300	234669400	222543300	178365500	310493000	223513000	208159000	157959000	141571000	92382200	69211900	50155900	34679700	37875700	28525100	27244000	20225000	23402950	26580900	29304500	25814000	25631600	21133000	12035000	9288300	10370025	11451750	5630900	2830100	8416100	24082800	12035300	11605100	8394600	8563600	11693230	3972900	7872365	11771830	5387990	6079150	6544080	8396370	2297500	6787620	4067250	3520640	3786640	2858780	5034170	5806680	2483800	419860	0	0	1712615	3425230
A0A024QZS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1263500	0	0	0	0	0	6777400	5304300	3831200	0	0	0	5665700	7753300	76367000	80656000	84945000	7368700	2998290	1984400	1299180	1632050	0	0	0	0	1263800	631900	0	0	0	0	0	0	0	0	0	0	0	185600	0	0	0	0	0	0	0
A0A024QZT0	3417910	2734328	2050746	1367164	683582	0	23452160	51732290	38256110	24975200	33057980	108176590	167409900	251095452	654232300	807307450	616754200	491238916	583034200	964674260	1612223200	1748070800	1169595100	735098600	373188800	394894500	636007700	1139390250	1240908725	1342427200	807336600	724902900	1341476930	960781200	493609410	782955100	1217985040	1653014980	5316638300	6517769460	12905897500	8471927300	3831687080	3664219180	4540033400	3677110840	3641689480	3673078110	3157544155	2642010200	1807040670	1566675760	1812867640	1400427970	1080851440	849182200	908511700	953367610	893340710	789846300	604248713	600900410	398912490	25878000	713320	0	231223195	462446390
A0A024QZT4	0	0	0	0	0	0	3966380	17448840	11301100	9051470	12902990	13001280	17362190	20606280	216554040	52888800	8267200	2608490	556530	1419100	504640	423850	440480	1075600	1937900	3604950	565570	4205020	3919180	3633340	635740	570670	942510	1930700	1125900	1425100	3816065	6207030	1843500	733270	792280	0	0	0	551382	2614900	2718300	12164000	9033605	5903210	1369100	1251910	1774060	3078770	2578660	2667830	2237240	1614420	1319320	490620	877360	455980	1447600	0	0	0	476310	952620
A0A024QZT7	0	0	0	0	0	0	0	0	0	0	0	0	0	4274200	21599850	69806540	46390900	54012400	59814380	100519410	74257800	59264500	27910410	13914600	18732320	28765500	24239000	15953850	15294925	14636000	14514700	1688800	1851500	6263300	0	533150	1067275	1601400	0	646910	361350	571100	508960	0	429240	0	506940	0	200815	401630	0	218450	0	0	0	0	0	0	307080	285150	0	0	0	0	0	0	0	0
A0A024QZX3	0	0	0	0	0	0	1108740	3883300	30043280	87243640	104516760	10223250	3948410	6787800	5038800	0	2695700	0	0	0	0	0	0	3217400	0	0	6309600	0	0	0	0	0	0	5015400	1195720	1544400	3253750	4963100	0	0	2122700	3979540	1282270	496160	0	164170	0	0	0	0	652820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3991180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZY0	0	717200	1434400	2151600	2868800	3586000	12324440	91052600	114123730	57463100	29065000	10753800	2944610	5386740	1946100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307880	0	0	0	0	0	0	0	0	0	0	985330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZZ6	0	0	0	0	0	0	0	1845700	1545400	0	662730	1613000	0	0	0	0	19153000	0	0	0	0	1835100	0	3050000	4481500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641020	279130	343910	0	0	0	5381800	10624000	7208490	5048695	2888900	0	1698800	1136500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R006	0	0	0	0	0	0	0	782410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525660	0	0	0	1282085	2564170
A0A024R040	578910	594964	611018	627072	643126	659180	1297740	414640	5024400	21381710	44685720	51060990	59690660	52052940	44817090	63444230	41137160	26558140	14765000	26268930	17908220	38428460	87234700	248625200	949092300	3185431890	3033553700	365044600	262295350	159546100	51564600	2234830	0	5472200	4134100	6023800	3011900	0	1484300	0	1275400	0	0	2992340	0	3456770	4203400	984960	1267730	1550500	2915700	981750	3668600	1220730	781950	3614850	783880	1751100	1057100	0	481870	368780	431740	530100	0	0	310375	620750
A0A024R045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R061	0	514120	1028240	1542360	2056480	2570600	1974300	3766600	10694600	12757600	19880300	25431300	23098800	15417600	8446600	13899600	2874900	2496400	2146500	2718100	1895600	2355100	3023900	0	0	3643000	0	2621900	1310950	0	1745900	0	3989000	3980300	2887100	353060	2202180	4051300	1958600	1821700	2776300	2013100	0	1414500	2929350	2377200	1339500	0	618400	1236800	946720	818910	898460	694490	0	571350	0	750950	566280	0	0	0	240670	0	0	0	0	0
A0A024R071	0	0	0	0	0	0	0	0	1156300	612070	0	651840	611000	0	0	0	0	811540	1313000	0	0	587160	0	0	3226400	1926120	11621060	65457070	93811635	122166200	71607210	27618350	11441800	7590230	54327990	997100	1748565	2500030	2722490	356920	1501840	1535170	261600	519750	224840	1151240	0	2008570	3993560	5978550	3640000	1907800	208860	2377100	136000	1229400	0	0	156840	1085700	0	91698	0	0	40005	0	435705	871410
A0A024R084	0	0	0	0	0	0	0	0	0	1453880	4006460	990590	291260	598230	15594300	88295100	109401100	161597000	108594700	132815500	117346500	98028600	63599900	22289800	10376200	7029170	6648680	259940	360085	460230	711800	1416900	2351560	2618820	438370	676700	770645	864590	0	0	0	0	114320	0	0	0	3539000	0	1126050	2252100	1872100	1193100	1597500	0	609810	813780	318610	0	0	333640	0	0	0	731530	0	0	0	0
A0A024R094	0	0	0	0	0	0	0	1245900	2773200	7850300	1095900	1847700	511980	0	0	1547600	1602400	2280200	2836600	2310100	2611200	1157300	1126600	1633900	1541200	1220300	0	769320	872090	974860	705620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0C7	0	0	0	0	0	0	0	0	0	1263000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1243900	0	0	0	0	0	0	0	0	0	424465	848930	688650	0	0	0	0	0	0	0	0	0	0	0	945410	764460	0	0	0	509550	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0E5	0	72362	144724	217086	289448	361810	8002830	7385800	3299490	2290770	1246200	2393570	4568220	11855700	24157300	38944700	46306200	53952400	34427300	34443000	44847200	70043000	72145900	65379800	27423200	11403500	6822950	5288780	4854220	4419660	2107860	2663090	1991780	3519240	1397750	1483210	1132945	782680	697740	220120	0	1377100	2846390	2811100	1680470	498100	187290	164700	453645	742590	1749900	0	1906170	1117860	0	0	0	471650	175940	831860	1315850	1390340	696470	206080	0	0	313045	626090
A0A024R0G0	0	0	0	0	0	0	0	0	0	0	0	0	0	3534200	0	0	0	0	0	0	0	0	0	0	1426900	0	0	0	0	0	0	0	965170	10227200	20681050	57773200	110919400	164065600	99351900	61720000	44386400	45948000	29023950	19892220	20681300	19223170	18429440	11829940	13423310	15016680	6428730	2951130	2331570	3687670	1628410	2246860	4163130	3817710	3922990	2769390	2669750	1810250	588930	0	0	0	177430	354860
A0A024R0H7	0	0	0	0	0	0	104310	0	0	0	0	0	0	295480	0	0	0	0	425010	0	0	9019800	0	3408000	3108800	3408700	4241690	3999400	1999700	0	0	0	0	0	0	377780	188890	0	307150	206208000	31058900	4750300	3248200	6167910	5941600	4534090	2845800	0	225325	450650	0	1386900	325370	1713050	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0L6	0	316332	632664	948996	1265328	1581660	2597110	2268900	4282600	3480500	8381240	3260300	20429700	107146900	214361900	1456400	1622170	406310	0	0	0	727810	0	0	0	0	0	0	0	0	0	1302400	1502400	4673100	2031500	0	0	0	0	0	0	336550	0	629650	2022900	2070500	0	0	374560	749120	423120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0Q4	0	0	0	0	0	0	0	0	0	0	8004300	4304000	0	0	0	0	401260	0	3232580	5827200	770870	0	4044100	1136100	1173000	0	513270	0	0	0	199490	0	0	801140	0	0	0	0	0	0	657530	424820	0	466910	442230	191800	0	0	142780	285560	207070	0	0	0	200640	0	0	613210	0	0	299330	0	0	0	0	0	48300.5	96601
A0A024R0R4	975050	780040	585030	390020	195010	0	4220700	60810400	102262800	78057840	54576010	29670900	21219900	25584020	14221180	7506450	2398220	1311750	0	0	0	8989890	6872760	0	760140	3190060	6028620	2873340	2044035	1214730	0	0	0	0	0	0	0	0	0	1182500	0	0	0	0	0	0	0	0	324955	649910	0	0	0	0	0	0	0	0	0	0	0	0	0	444140	0	0	0	0
A0A024R0R9	0	20880396	41760792	62641188	83521584	104401980	185457530	124467740	161550400	80235100	58909640	36409040	21166530	9268250	7330770	6271650	2706500	1870300	4903660	0	0	0	0	0	0	0	0	0	0	0	0	0	1120200	2433200	2515840	4334540	7688120	11041700	4838410	390080	559160	4658500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185830	0	0	0	0	862510	0	0	0	0	0
A0A024R0Y2	0	0	0	0	0	0	0	3976500	868510	3712270	2632000	499160	0	0	0	0	0	0	0	800800	65298000	46299300	0	0	817350	12181000	1089900	1595500	797750	0	7599400	0	0	0	0	6071800	5606310	5140820	33051650	64257980	49310330	59306340	35760100	23876511	10755480	7595540	28322430	212298000	226658850	241019700	81439420	28982720	23424800	18107260	12601040	12318570	11822740	8375500	6078830	3893380	3405520	2250040	1116020	540880	0	0	1334285	2668570
A0A024R0Y5	691620	553296	414972	276648	138324	0	381250	0	0	0	0	0	0	0	0	0	1869000	8310900	18612520	24625500	22948700	26634600	43742200	76404100	80297800	47058700	36126500	15934000	14035400	12136800	11860900	9987290	3496100	5629050	29260400	2022090	8594845	15167600	5671260	2338230	874120	1012100	999000	480760	0	0	0	257205270	128951520	697770	718960	664220	25398780	0	0	15313090	986120	2070300	1024750	1273000	0	8904100	324550	0	0	0	0	0
A0A024R124	0	0	0	0	0	0	0	2979300	8315700	3180058	2232650	1349300	0	286130	0	0	671740	0	779970	0	0	0	0	0	0	312130	2789300	10095000	18315900	26536800	65243800	9895740	2536900	0	217980	0	291840	583680	0	0	10165170	0	0	121610	0	195080	131270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670600	1693100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364800	0	0	868250	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R156	1701700	1361360	1021020	680680	340340	0	0	0	0	0	0	2070000	1926700	3647500	7634100	11321000	2708800	0	0	0	0	12349000	0	8684500	7065000	3947800	2255400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R176	0	0	0	0	0	0	0	0	0	0	1218000	872030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3273600	0	0	0	0	0	0	0	0	0	696650	1393300	1252600	3910400	6244800	4612600	1409300	1335600	940130	1053900	3026700	0	374060	748120	0	0	0	0	0	0	0	0	299490	0	0	0	0	0	0	0	268990	537980
A0A024R1A4	10822400	14089480	17356560	20623640	23890720	27157800	24878000	43347000	22961000	9282300	4956800	1139500	751570	552140	0	0	0	419430	0	0	0	1980400	0	0	0	0	0	0	0	0	0	0	307960	0	0	0	0	0	0	0	0	0	0	441360	468850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1D9	0	0	0	0	0	0	0	0	0	0	0	0	0	197040	0	0	0	0	0	241240	584290	0	0	870460	1001800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1E4	1788840	2494270	3199700	3905130	4610560	5315990	3661280	2449480	2376820	5314380	22121150	71324200	65696600	82971500	75460000	50868100	75019700	109954900	80752000	107506000	36839400	34579800	8190800	0	1136800	1725200	2672300	954360	1362130	1769900	1771600	0	0	0	0	0	349385	698770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1768520	0	898660	0	0	187610	0	0	0	0	0
A0A024R1I3	0	0	0	0	0	0	0	1301100	2423000	2831100	1540000	1050300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1K7	14469500	21098622	27727744	34356866	40985988	47615110	31953150	444281400	87058140	6224480	21636780	15784660	9425400	7363400	4813800	0	0	0	0	0	0	0	0	736340	892960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456200	0	0	0	0	0	0	1310500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1K8	0	202360	404720	607080	809440	1011800	0	0	0	1110820	0	949750	3791520	6687050	5790100	1771400	1384500	0	0	0	1071600	0	0	0	0	1237900	2547570	610940	305470	0	19080000	0	257150	0	0	1734730	10774765	19814800	67881300	102244600	55091800	66027300	30347700	12233850	14807750	12215920	6456730	659860	1386590	2113320	0	0	0	0	0	0	436200	1048800	3258400	3931800	5465180	4159500	3147700	493840	0	0	0	0
A0A024R1N1	913770	1317502	1721234	2124966	2528698	2932430	6147550	14094570	22255700	23751900	7311120	17932090	7033860	17908090	4267810	1860200	1353300	10872430	34955350	2153710	0	717670	0	3858100	5118300	3872900	5126700	4533100	2266550	0	1024000	858980	4109490	5383000	7864860	4568430	12179160	19789890	18206000	6268220	9623480	10833100	6776600	12235120	12994620	6147220	8691920	3210600	4519285	5827970	12109230	16757840	96084840	256102030	523311960	852525430	665985340	454421140	166007460	79460400	24837670	19092790	6399050	12063340	300750	714860	16433175	32151490
A0A024R1N4	330110	1289968	2249826	3209684	4169542	5129400	3887870	4513700	0	5619300	0	7037200	1055900	0	919600	34712030	76877400	87008450	63300090	73177810	49392800	24283560	30036200	30467410	165450300	28959780	48343160	103493220	142457445	181421670	498098850	981223630	947376300	836922110	408931470	224923080	167566060	110209040	55192290	45999130	31656250	19992930	13613550	10664230	14565100	10097400	12709940	5999900	8047735	10095570	7628580	3004720	6100010	4170820	5918460	5281320	6990400	4690940	11865680	14960430	19071500	67554030	14805910	0	0	0	6492240	12984480
A0A024R1Q5	0	109158	218316	327474	436632	545790	415060	0	2253400	1972500	3170300	2013300	0	0	0	1284700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1R0	0	0	0	0	0	0	0	0	0	0	0	0	0	841230	1281700	1097200	0	1902600	2384800	1805800	938200	0	0	1583400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361610	0	121735	243470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1S8	0	211320	422640	633960	845280	1056600	1627660	2609850	27032600	27493800	29547600	24047400	1165300	19217900	18851600	10029800	1962500	2490470	2773350	0	1323900	0	0	0	0	0	0	0	2772450	5544900	5998400	0	0	0	0	0	0	0	0	0	155150	0	0	0	0	0	1014300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1T5	446780	429914	413048	396182	379316	362450	376240	0	0	10114940	48507180	56233790	39910520	40989070	35480870	22625860	20345500	16655300	14077350	6260200	10034100	4642050	19804830	5525800	16523900	8144600	8778700	12124300	11256950	10389600	12082590	11940540	13482690	11987800	5344350	7436550	5835625	4234700	6495200	6413990	5759960	3716600	3114410	5022910	7010900	7651920	3934700	4373880	4356085	4338290	3853820	934140	1698580	2384200	3632020	2255140	1845900	0	1871430	2598870	1422200	0	805850	0	0	0	593700	1187400
A0A024R1T9	2196500	1984780	1773060	1561340	1349620	1137900	6780360	11001200	2263200	4111800	0	2472500	2627650	3632100	2319800	2731830	2479640	5811700	1823300	0	1899600	1099200	4897630	0	1154700	2712160	2236500	1575600	925175	274750	1039100	282150	0	231910	463040	1111200	2461620	3812040	2457230	0	2607859	142460	3187680	59776390	778850350	507543430	297478160	172417600	156039930	139662260	132700670	39751240	35782380	27233820	18813520	12274500	7301710	5016180	4851580	4723570	3946590	602560	1068950	2181300	0	0	1349415	2698830
A0A024R1U0	447310	357848	268386	178924	89462	0	0	0	0	0	0	0	0	0	0	1109200	0	1727500	0	0	0	1212700	11850490	57222860	92299000	74744060	51573660	17349360	11785135	6220910	6070700	5970000	2576500	3786320	0	526890	2793720	5060550	0	562900	767960	1088900	644510	0	722290	0	1095040	3735540	2829500	1923460	2473340	2814470	6233870	12785690	13279810	5872490	11074720	14227400	10128400	6434550	1656910	1949200	2094030	0	0	0	9121275	18242550
A0A024R1U4	6867210	96765456	186663702	276561948	366460194	456358440	524611800	446396880	483096460	355871200	285490740	251745870	116921100	109042100	113137700	101183800	91528900	80073800	71246000	72476200	70823500	74162400	66033900	59532400	50613400	49852300	35949760	24572910	28621230	32669550	25947970	32685340	11902180	15193340	14707150	28593600	49387650	70181700	17672800	11112800	12435630	12541580	12453400	8459730	17555790	15009120	21404340	19765030	16916650	14068270	10024480	7046900	3569680	5491050	10101070	5992940	11318320	21641330	10466840	7466430	8744780	5763020	3620890	0	0	0	719910	1439820
A0A024R1V4	0	14585850	29171700	43757550	58343400	72929250	238821600	387628500	204717000	89427200	42260900	29188600	14439600	11444000	26286800	8465400	14718100	12194600	5291800	5821500	5051400	8869500	5437100	9190400	9145100	6048400	2568000	2020800	2263950	2507100	3094700	2510400	2174000	2032200	6242800	3123400	2558250	1993100	2390200	2990410	1900300	3373200	2282200	1262900	1307800	2135100	852880	1738260	1725570	1712880	1277160	1761620	0	433920	1026100	699860	1865160	1035700	1870580	2515910	1790640	1919040	2264140	0	0	0	108915850	217831700
