Uniprot ID	KO_1st_1	KO_1st_2	KO_1st_3	KO_1st_4	KO_1st_5	KO_1st_6	KO_1st_7	KO_1st_8	KO_1st_9	KO_1st_10	KO_1st_11	KO_1st_12	KO_1st_13	KO_1st_14	KO_1st_15	KO_1st_16	KO_1st_17	KO_1st_18	KO_1st_19	KO_1st_20	KO_1st_21	KO_1st_22	KO_1st_23	KO_1st_24	KO_1st_25	KO_1st_26	KO_1st_27	KO_1st_28	KO_1st_29	KO_1st_30	KO_1st_31	KO_1st_32	KO_1st_33	KO_1st_34	KO_1st_35	KO_1st_36	KO_1st_37	KO_1st_38	KO_1st_39	KO_1st_40	KO_1st_41	KO_1st_42	KO_1st_43	KO_1st_44	KO_1st_45	KO_1st_46	KO_1st_47	KO_1st_48	KO_1st_49	KO_1st_50	KO_1st_51	KO_1st_52	KO_1st_53	KO_1st_54	KO_1st_55	KO_1st_56	KO_1st_57	KO_1st_58	KO_1st_59	KO_1st_60	KO_1st_61	KO_1st_62	KO_1st_63	KO_1st_64	KO_1st_65	KO_1st_66	KO_1st_67	KO_1st_68
A0A0S2Z5Q3	0	0	0	0	0	0	0	1475920	1278900	1285070	0	0	763680	0	1519300	8461200	19613400	21113700	17967100	12136200	726370	275860	412150	0	2110600	763010	0	0	0	0	0	556590	0	0	0	0	0	0	0	0	0	0	628710	0	0	0	0	2246900	1801150	1355400	2470500	712720	0	0	0	999830	956040	1623010	942730	1181600	661280	0	0	0	0	0	678050	1356100
A0A0S2Z5U1	4442500	37329432	70216364	103103296	135990228	168877160	380647900	442955700	485652700	243813600	108488600	58323400	32596920	35273460	23491350	23153000	9368800	10372100	1910160	3104430	4101570	5514000	1152000	606350	5470490	3285100	2904200	1324700	1404805	1484910	0	0	2559310	1141900	0	0	0	0	1257600	2346500	189020	0	0	0	0	127740	944780	0	7967100	15934200	14556830	22937250	18755400	6993930	4282690	4981480	12506960	6132370	1318230	574380	424540	3102500	123930	0	0	0	67390	134780
A0A0S2Z5U6	0	0	0	0	0	0	3855430	18748990	24431440	17031500	8178080	7308960	3192220	4686570	2894320	1037000	650140	1553800	1195100	2689000	1197100	1796200	1336700	3855040	4713940	1853400	0	2801140	2097420	1393700	1974100	2200410	2280350	1805640	0	0	56374050	112748100	289026400	218231300	151618300	139090320	105824500	35880540	34655440	28104680	18113610	6713330	6475585	6237840	6295410	3533050	4405870	4253420	3035300	2626920	0	0	8820450	2694070	998040	530920	453610	0	139830	213060	444120	675180
A0A0S2Z5V5	0	0	0	0	0	0	0	0	0	0	0	1920600	1367500	4654400	5534000	1917300	1541900	1801300	1651000	2284300	0	0	2917600	2764400	1239600	0	1180200	0	0	0	0	0	0	0	656740	688230	541580	394930	0	0	462480	0	450420	308040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	617270	915540	1752470	1376860	0	0	0	0	0	0
A0A0S2Z5X1	0	0	0	0	0	0	807380	26675790	37490950	5628470	3103300	4515200	3623800	0	1650420	1047400	3726770	375140	2333600	0	1671300	0	2329200	1416500	2090300	4238400	1817120	0	402965	805930	5021740	826470	0	0	1422200	1236700	618350	0	0	1677700	2052750	356080	2136800	1990500	0	1656100	2333230	2122700	2435150	2747600	2761900	2142300	2977000	9367700	22791650	34142900	51042100	51093400	43388300	29176800	36098710	8421600	7009200	931390	0	0	3808900	7617800
A0A0S2Z5X7	0	0	0	0	0	0	0	0	0	0	0	0	0	2859400	3412500	2189200	5582700	3566600	0	1754200	0	0	0	0	0	0	0	0	0	0	0	0	0	933900	0	1026500	513250	0	0	0	0	0	0	0	0	0	0	810330	405165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0S2Z693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	991930	0	0	12165500	34470910	41769110	64026450	60698820	109019100	182887200	198676800	140852700	92813630	74109900	55406170	35308810	31385640	16919300	9291200	5189650	4180300	4364000	4547700	1699880	1150600	880960	0	1174500	1931380	0	900540	0	0	237595	475190	0	459260	0	578830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0S2Z6V5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1756200	22178200	25653400	25030900	29134000	28205500	30155700	25382700	19784250	14185800	10007600	15985800	13707800	14701910	5226900	7633960	6975650	6317340	12278500	3525300	4670500	5030870	3805520	636300	2400440	4439230	2943520	7808000	6130685	4453370	3666050	1590840	761210	2421470	2495530	2420440	1122480	1974360	0	0	0	0	68937	0	0	0	0	0
A0A0U1RR22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526190	0	0	0	0	0	0	0	0	0	1067950	2135900	4154800	1771100	1552400	5431700	2355700	6760800	5163550	3566300	2206800	2424300	1003100	3900400	3871800	4520920	5851500	5221600	8884300	4918200	5495700	6073200	6350900	3222900	2396490	402490	0	0	0	0	0	448290	0	0	0	0	0	0	0	0
A0A0U1RRL7	0	0	0	0	0	0	0	0	0	0	2567400	5802100	6570000	2425200	3319800	3486800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0U5JA32	0	0	0	0	0	0	0	8502000	0	0	0	0	0	0	0	467820	0	0	0	0	0	0	0	0	506130	2444480	9330000	35007100	33666700	32326300	14613030	11662070	5716400	15753300	3328920	2171850	4884025	7596200	3027210	3989350	526520	1545410	2560720	248990	385940	1909700	0	0	0	0	0	0	0	0	0	0	0	1162000	0	0	0	0	0	0	0	0	0	0
A0A0X1KG71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2410100	0	1487200	1261900	1131400	1299250	1467100	0	0	0	369290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A109NGN6	43810340	41662026	39513712	37365398	35217084	33068770	2837900	2709410	2585600	4562100	0	0	0	0	0	0	0	0	233300	0	6287700	5641300	3107800	0	0	0	220170	0	0	0	3774270	1971730	0	278990	321920	1906170	7760445	13614720	9386400	2816410	1542970	1057100	0	0	0	0	1022198400	94119900	54515295	14910690	3074740	4104000	4092110	1662600	1238670	385870	24216800	16002950	9239350	1701100	2570800	863730	0	0	0	0	0	0
A0A140VJC8	0	0	0	0	0	0	1356300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2089540	0	1778495	3556990	5239930	5559710	12295800	32707900	33855300	54137400	67553600	80969800	33929210	24945200	16132960	12233920	5248150	827650	3621340	0	3855760	2642500	1929550	1216600	0	1023530	570570	0	0	431230	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VJC9	0	91086	182172	273258	364344	455430	2049440	7457000	4163500	1140400	1105800	0	0	0	0	0	690820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3322700	0	0	0	0	0	0	0	0	0	561390	0	0	0	0	0	0
A0A140VJE4	941480	753184	564888	376592	188296	0	2104900	1557700	0	1281200	3027800	8029400	588290	0	0	14369000	0	0	0	0	1002300	931870	1207600	0	1213100	0	0	0	0	0	0	0	0	0	255800	1028050	1854090	2680130	0	3837800	0	1270200	420970	1779800	1064200	0	792330	3133400	2406250	1679100	1403080	0	2026990	0	0	0	0	7427400	3588500	1249390	471540	1133100	0	0	0	0	343695	687390
A0A140VJE9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2942600	1471300	0	4688300	1176400	4481300	7214900	6237700	5867000	4676600	3486200	1355300	1322400	0	0	0	0	0	2242800	3016100	5044500	4198500	3352500	1528600	874040	0	926680	0	396650	0	0	0	321700	0	0	0	0	0	0	0	0
A0A140VJF4	347990	17685712	35023434	52361156	69698878	87036600	140934000	33014800	11050500	8244100	6280100	5604900	1977520	2035500	491090	0	6918500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248420	0	0	0	0	0	0	0	0	0	0
A0A140VJF7	0	0	0	0	0	0	0	0	0	1053700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VJG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136500000	0	66460000	132920000	83020000	0	0	0	0	30356000	0	0	0	0	0	0	0	0	0	0	0	0	5052400	0	4585800	5586900	0	4501800	3704800	0	0	0	1596750	3193500
A0A140VJH7	460970	368776	276582	184388	92194	0	0	0	0	0	0	0	0	409230	1292950	0	0	0	0	0	0	11981700	48953200	36866200	15034800	8372000	5030500	1052500	1128350	1204200	699840	588770	448140	0	219950	0	0	0	0	0	0	0	700800	967140	232980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753370	0	214920	0	0	0
A0A140VJJ2	0	0	0	0	0	0	0	0	0	2541600	10114000	2831170	5691270	9788700	13831800	16738300	20491900	10822090	12052300	12658900	6137000	0	8415400	5920000	7904000	11260600	27187200	47369400	57224495	67079590	228084600	189744650	20515900	2976400	2358100	0	0	0	0	0	0	1005700	667430	0	0	0	0	1321800	660900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VJJ9	0	0	0	0	0	0	0	0	0	17976000	0	13265000	32983000	0	0	17400000	16544000	0	10486000	0	0	0	0	5902800	10139700	7623200	11082000	10825000	14802500	18780000	30300260	1486200	1387500	1260400	823650	557320	712835	868350	0	946040	2891850	409140	270840	207640	211950	0	0	4955800	2709465	463130	3555200	2890700	3173500	2893200	4299100	1986200	2886610	0	0	0	1368200	258660	0	160190	0	0	1990050	3980100
A0A140VJK1	0	0	0	0	0	0	617440	14503100	43328000	40906400	42095270	21298600	22269100	18155300	32644870	15348200	5058810	1087000	1069300	576190	0	535880	0	528130	947360	0	0	0	3166950	6333900	0	0	0	0	0	1943500	2094600	2245700	3458700	3791400	5083800	3909000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	690290	0	0	0	0	0	0	0	0	0	0
A0A140VJK2	0	0	0	0	0	0	3437870	18521000	17568640	9828160	4743100	6342700	9332740	9252930	9334700	10899620	15143010	18855590	29293090	56449620	84663840	112331030	172274210	103619200	84305350	49545650	170480810	1399238500	2942934300	4486630100	2037168100	521591280	322950060	273124350	199662850	183720390	215365840	247011290	183145450	136730350	127590470	106433740	54785450	44664040	67810400	73121760	119929120	98761770	98899660	99037550	57735490	44274540	41834770	45489650	29410170	22226370	32096500	31938380	26506670	23245570	18832440	17568990	9641900	1153560	101110	157674	13653222	27148770
A0A140VJK6	0	2508400	5016800	7525200	10033600	12542000	0	7938680	8829400	3906200	2171030	0	0	0	28134060	219544300	240519100	190297480	116021980	58688200	35164000	20697970	33702360	28920060	30270090	11463930	2578210	1636900	1887420	2137940	2447970	4404410	14008960	7767060	4794740	1895290	3084985	4274680	1450500	5406450	0	8523100	693490	2875270	0	999720	1103700	0	1205860	2411720	5568410	684510	3524000	1865990	333420	0	9276800	7048790	0	4020000	0	0	380000	0	0	0	1554550	3109100
A0A140VJL0	0	47530	95060	142590	190120	237650	4487370	79563100	175057600	209623300	270458800	351563200	460179300	708086300	746882800	366039700	203656600	102320300	68778600	24956190	14728400	17804850	9338050	10010500	3628100	1875900	2690005	12288310	8800905	5313500	1524700	2566880	1558100	1043990	0	0	6403500	12807000	0	2210300	4839600	0	0	398680	2106300	75468	4814870	0	833300	1666600	0	0	5651170	0	2097060	461670	0	784460	0	752780	0	614016	473860	0	0	0	0	0
A0A140VJN3	0	70952	141904	212856	283808	354760	41795000	2028200	2200200	0	0	0	0	0	43985560	59330910	103329820	114747480	104432960	57615010	42979200	13896400	19443300	7639300	9073710	12499850	13334750	7582340	6954950	6327560	2622260	4575920	2841620	2766690	1347380	1274290	1545615	1816940	3163500	2571880	0	361450	314580	346000	0	540930	0	0	1254380	2508760	73048	0	804680	99634	115930	181510	0	105870	0	143810	98792	183929	0	2436900	0	0	3874910	7749820
A0A140VJP2	0	0	0	0	0	0	0	0	900850	0	0	0	0	0	0	0	0	21986700	99611100	37225210	10953310	10297160	3173000	4506280	5235740	3155410	47038720	4316000	2158000	0	877320	0	823000	0	0	2503500	1251750	0	0	0	0	0	0	0	0	0	0	286630	143315	0	0	0	0	0	0	0	0	0	0	0	0	0	383130	0	0	0	1112350	2224700
A0A140VJP5	0	0	0	0	0	0	388480	0	0	1092200	2360000	1402300	1127700	4570260	5275740	4375260	4479340	65586700	313197300	159809400	31974100	20250300	16756900	15904600	23526330	13735100	152250900	11413990	7340420	3266850	1524400	776450	820010	0	2346700	1493800	2356100	3218400	919290	1069700	2533800	5512200	0	1976300	1850400	0	0	0	0	0	318830	1297700	2178200	0	1887900	0	1477330	0	0	0	0	0	0	0	297930	0	0	0
A0A140VJQ4	1930410	1544328	1158246	772164	386082	0	1085172	3785010	4697920	12336020	17574910	22304590	43636310	124351180	264428480	95591600	59021370	75138010	74649930	330566800	1178874320	8656453600	10214736500	1457978700	319346890	52825100	18068630	8138120	6762775	5387430	2208170	2081710	7191760	1501630	793400	3975910	2074730	173550	3773800	802570	970440	2919030	4699950	5031940	1617600	937630	1071180	3536790	4217845	4898900	0	5735100	7910500	0	17955000	24341000	0	0	600790	336710	0	33509660	22086850	0	0	0	91710000	183420000
A0A140VJS3	523620	418896	314172	209448	104724	0	0	568150	0	5300400	20301920	25409550	28443920	28910580	37861640	19428730	20527150	8988760	5374090	5592000	3389720	1997340	3787300	7997500	1035200	1189000	7480770	3614110	3156565	2699020	2104490	806890	0	565450	1537120	1049900	524950	0	2045350	1662900	1604000	2111500	0	2945600	20280700	2361240	374110	706660	2670250	4633840	11191100	13898540	43556530	41763580	40808110	41000620	92219900	207431020	155584800	39324500	9859070	2324840	199330	0	0	0	50215	100430
A0A140VJS6	0	1192960	2385920	3578880	4771840	5964800	390050	540780	952050	790310	672270	2424290	391870	513330	1717600	5998800	0	0	17050000	27495000	37838800	31693000	31916000	26046000	14119000	7311000	999290	3375900	3548800	3721700	0	2792400	0	1528300	0	1303700	4297400	7291100	45625350	8912760	3616770	2025900	3041600	1711000	1211560	326580	584948520	89236390	53989100	18741810	8096420	4237740	3566710	8294040	7980080	5828900	18883610	16171700	10032600	3098300	3354530	2694810	299740	0	0	0	139280	278560
A0A140VJT0	0	304250	608500	912750	1217000	1521250	5355900	0	0	0	495540	1289170	1139320	3052440	7567700	7200100	13051600	16888500	12890400	24923300	14486400	14448100	9959200	15048500	10349100	8044900	7901900	6114400	5681100	5247800	4025400	4615870	3741050	2147400	2161130	4303360	2448760	594160	486840	1080050	848000	591110	0	0	971650	401890	1137930	356090	366200	376310	276360	463760	0	396640	0	0	504810	0	0	0	0	0	0	0	0	0	86340	172680
A0A140VJU5	0	0	0	0	0	0	0	471940	1911200	886910	8420810	5064560	5178680	12148900	15186700	10548840	5209500	2455400	1124300	0	0	1504400	0	4861700	7339900	4428880	3233200	1524100	3669310	5814520	3084400	667830	0	0	0	0	0	0	0	0	0	0	0	0	0	246580	0	0	0	0	0	0	690170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VJW5	282650	488144	693638	899132	1104626	1310120	0	643850	698630	223340	4694070	25255100	34165980	30295240	49392600	38532270	42428700	23096300	12796060	17227500	23163400	48728200	48598100	27703900	7869340	4542360	51766040	1786140	1429225	1072310	0	0	3997500	7045410	2698200	1395700	848830	301960	0	0	3293900	391160	246180	677416	3173490	1963614	2522980	28583640	21209560	13835480	16399510	17373640	31082200	84466540	91154000	115149330	108648740	161740510	123862780	207059930	262256500	377952900	240744260	0	0	0	36075565	72151130
A0A140VJW8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215355	430710
A0A140VJX1	0	92126	184252	276378	368504	460630	1270320	71439590	788894720	1107929500	728099300	508343460	431347550	478326500	1687801200	3062765360	2296732300	1642019200	1253285400	631251800	435204300	338779000	257580700	383743800	1138555200	1383251300	783888200	274412200	226170070	177927940	112573500	91894390	65675900	84026450	47094210	74899660	70841520	66783380	24894420	29346400	23918100	14353700	7224480	6519390	5284520	12760830	6160470	3397310	2863460	2329610	2528710	1826890	1507520	1107000	98917	0	0	303600	1972900	3559480	3278868	0	3173890	0	0	0	922500	1845000
A0A140VJX3	229440	335304	441168	547032	652896	758760	23298390	92758900	67288400	37767540	25135300	13112500	13227310	9282340	9805880	11372070	11452910	17369260	13053790	5463990	2080690	18182500	30270500	36584000	25518100	26851100	16667100	28143200	31415300	34687400	58470300	43447400	10781640	6591000	2438460	659820	759240	858660	0	293080	457220	0	0	379400	0	448250	0	0	155855	311710	451600	0	78893	0	0	0	0	0	172410	291040	505320	0	0	194270	140080	0	463810	927620
A0A140VJY2	321140	591716	862292	1132868	1403444	1674020	4843320	5859850	12342140	18063600	19482530	14892835	1191570	9272800	27786700	86859150	733463280	2839812700	5356250000	6737818500	6123391200	4728263600	3999325800	3089459150	2148507200	1315688180	844029150	475763670	423386185	371008700	264888490	225472520	174751560	116428170	78180710	62291840	59092885	55893930	51468190	117942690	23507650	27193940	14387420	12992760	15300700	11832230	10531360	8386510	11579675	14772840	6843150	3486850	2296460	6840790	3801470	2655850	1004370	2908600	3227050	3565390	3369640	2698410	2163530	416740	269830	0	1362300	2724600
A0A140VJY7	5822260	4944678	4067096	3189514	2311932	1434350	1276700	127345000	55740500	2159560	617110	0	0	0	0	0	0	2176800	0	0	0	0	0	0	0	0	0	0	908950	1817900	0	0	0	0	0	0	0	0	0	0	2850000	0	0	0	0	0	1058600	0	468480	936960	365850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VJZ4	26621600	21834800	17048000	12261200	7474400	2687600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702400	840850	884560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VK00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13152500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VK05	3022600	18608880	34195160	49781440	65367720	80954000	0	43716000	0	0	1142700	39674000	25839000	0	27909000	0	40790000	0	0	0	0	25263000	0	57183000	1199600	1431100	969360	696330	3487175	6278020	4411500	6277290	23064410	57559800	75938800	109417200	113846650	118276100	103125600	90424900	82965600	94084800	60032860	28155430	38974530	52000630	43958200	43227400	54831450	66435500	37257370	22198770	37417720	24005700	15817080	9350070	11003760	7433410	3752210	1601060	735030	852470	345170	0	0	0	438760	877520
A0A140VK09	1253630	1002904	752178	501452	250726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VK12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426500	0	0	0	2054100	0	0	2461000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362750	0	0	0	0	0	0	0	0	0
A0A140VK13	1154420	923536	692652	461768	230884	0	0	0	0	0	0	0	26108370	204326620	1044320800	1135479600	798959400	512772400	394964340	380241080	339720950	242546450	192005960	107908400	74275200	31843630	43197770	22295800	20760600	19225400	11111100	4872580	5112170	4161970	3137180	4286200	3150130	2014060	0	2337710	1297190	0	1020600	0	0	137060	708270	0	281750	563500	180140	0	0	0	218120	0	0	553220	0	0	550450	0	0	203400	0	0	0	0
A0A140VK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2456400	2277500	0	0	24125000	0	0	12907000	1027500	11550000	5775000	0	0	0	8929000	6755400	56401600	68663700	36595700	4527700	63222200	607240	0	829430	3773900	2776100	4141200	0	0	0	0	0	0	0	1005400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VK27	733300	796940	860580	924220	987860	1051500	335960	0	1106900	622250	454290	2046610	9626660	9430390	26408750	28784580	43378620	30021660	41172140	55520800	90135000	213422500	27282600	11673530	5631870	3169900	1996110	0	505000	1010000	1067000	0	1077100	4009530	428590	0	0	0	0	0	1435830	0	0	406960	0	0	1456800	0	0	0	0	0	0	0	0	410300	0	0	0	0	0	0	0	0	0	0	93565	187130
A0A140VK29	483200	386560	289920	193280	96640	0	0	4606000	3419200	0	324710	5727990	4743610	4810360	14836290	9318850	15148670	7274480	5306090	17821040	57314200	64036110	53548400	43971700	21224230	8504230	13670110	8567310	17605760	26644210	68786880	34010460	15874260	12309040	119773260	940862520	633346440	325830360	69816700	35883570	24511980	24904270	25795970	14266290	15295170	5947900	1594170	3874920	2555175	1235430	243980	1263720	883340	0	0	0	0	15958000	0	0	576780	0	0	0	0	0	0	0
A0A140VK39	0	186038	372076	558114	744152	930190	0	0	794890	1160400	2027500	1928200	1726300	1795000	2365100	2068100	1121900	0	0	0	0	2553100	0	775380	485260	1917600	0	0	325940	651880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602720	464480	349050	349965	350880	672390	0	323230	271790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VK44	0	132608	265216	397824	530432	663040	1341840	1533920	706520	270320	308730	226530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133800	1681540	2229280	5533760	806890	539030	1741780	0	2227980	19404200	36580420	21380640	6582460	3578790	3155750	685590	0	1918810	1271850	1562847300	181387700	118846695	56305690	12033800	6660000	7035200	2459370	2625290	3337440	26379500	19767200	8314000	3478520	777870	413530	0	0	0	0	682900	1365800
A0A140VK46	0	53114	106228	159342	212456	265570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10678000	0	0	2498100	0	14672050	7336025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500970	892026700	132439500	75544350	18649200	10733490	5433870	3061800	0	0	0	15428900	11352200	5345700	850990	0	3385510	0	0	0	0	185850	371700
A0A140VK49	1179500	13016824	24854148	36691472	48528796	60366120	47674000	2890920	0	0	0	0	1518300	1416500	2714100	2248200	34770300	36423330	1104500	0	1542300	100127600	659563900	1264244400	1131527800	593549720	471364000	308919480	365445305	421971130	355043840	211857590	134645430	86900380	42861340	58990000	51617065	44244130	82163900	64868900	54424010	47409480	43566110	37964580	39636730	26130670	37785710	27244150	33713020	40181890	33182500	20309350	28159150	20059370	19442750	23817810	26685960	42883490	52847250	116737480	67348510	33500660	14027940	659700	0	0	15414495	30828990
A0A140VK56	0	0	0	0	0	0	65279500	325404400	317163700	209173800	217538200	147352900	132995220	100110500	124360400	73962890	69911200	51264500	36965880	28896010	33481890	23554900	56955800	72306300	71563500	77681350	89941800	83863410	123665555	163467700	110800800	76377200	105231300	165143800	44097800	33969900	27820600	21671300	14285000	3535030	1352600	1356400	0	0	0	0	0	0	0	0	241100	172240	0	0	0	1352200	0	323730	0	0	0	0	0	176190	0	0	0	0
A0A140VK65	2332100	1865680	1399260	932840	466420	0	335970	0	694190	38641710	70758300	27648120	26989220	14624830	15030440	37769700	5109370	17941100	3230200	9171050	3592600	3376050	1695200	356000	227000	0	0	0	0	0	0	929080	2356570	36716510	598470	232010	9299915	18367820	3471600	528410	1355345	631470	683220	664790	1452030	2763720	5698890	1521520	760760	0	0	4410880	78406400	62713280	10054390	2119550	880250	0	854100	0	355990	0	0	1919260	0	0	37738	75476
A0A140VK69	1475700	1307688	1139676	971664	803652	635640	0	0	2071000	0	0	0	0	218570	0	0	0	0	0	0	745930	0	0	1296080	3942600	6946050	19879570	35020080	59355750	83691420	174039650	431422400	606177200	238692260	12733680	3159600	1579800	0	0	0	0	0	0	0	0	0	0	453260	226630	0	307220	0	0	0	0	0	0	0	0	626450	0	288980	342410	20423300	9136300	0	276995	553990
A0A140VK70	0	0	0	0	0	0	0	894540	1581700	1905200	867390	1520000	0	0	0	0	3286500	1133500	0	0	1118700	0	0	317370	0	0	0	0	0	0	501850	0	464620	0	0	351460	7382835	14414210	58304200	43195560	29081340	26968880	34531740	23054910	20530750	15338520	10608540	5824480	8587545	11350610	10754310	8322740	18660040	41362550	34678480	34416650	113672230	228878550	186123010	37768200	3320720	4067690	687070	209220	0	0	71610	143220
A0A140VK76	0	2665900	5331800	7997700	10663600	13329500	142980060	1441981400	1689293200	1345564200	744109900	537671500	335772400	312863380	222410000	258376700	191183700	171737800	87565000	63822800	84073200	93061800	67359800	62958100	69360000	82292700	80039700	66398550	65611695	64824840	28731500	13762290	12971900	6920000	4868230	8276080	6739850	5203620	0	3274900	1343070	1980280	457870	749320	310640	420250	186150	292990	470660	648330	575160	988070	0	476760	345790	375770	0	0	0	0	434110	0	0	0	0	0	0	0
A0A140VK83	0	0	0	0	0	0	75458010	95860740	2155210	2438340	396360	0	0	0	0	720490	0	0	623540	2775930	0	0	1021400	0	0	0	0	0	0	0	0	0	1874090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212030	688530	0	0	262740	906100	714960	268510	0	0	0	4009640	934770	1250480	1056200	528100	0
A0A140VKA9	0	0	0	0	0	0	0	4811600	175084400	306833300	87625130	4163080	6088800	0	0	0	0	0	0	0	0	0	0	0	0	0	1872500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1878000	0	0	0	0	0	0	0
A0A140VKB1	0	163986	327972	491958	655944	819930	0	0	0	0	643150	0	654890	0	0	0	0	0	0	0	0	518680	10341900	49207600	18296500	21131500	14372550	8243580	5016945	1790310	1935040	527570	1138470	505440	1114610	475280	3630745	6786210	0	0	0	0	0	0	0	239540	289020	692110	346055	0	0	1670700	1726600	0	974240	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VKC0	0	0	0	0	0	0	0	0	0	2770010	1914100	1834800	1030300	0	0	2898600	2464000	1977000	3610700	2496200	0	0	2649400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VKC8	0	0	0	0	0	0	0	0	0	0	1225700	12353782	20307460	38379700	35890700	662730	0	0	0	0	0	0	3417100	0	0	0	0	0	0	0	600180	853200	654740	1191900	356030	0	0	0	0	0	0	480860	0	0	0	0	0	0	0	0	197360	0	0	0	168780	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140VKD1	0	0	0	0	0	0	147240	0	1106810	132990	1898560	943100	2191820	776200	1257070	0	0	0	191090	162250	274910	0	0	1614300	60238700	136814600	130893100	57884500	54485600	51086700	41553500	8323800	13523900	16604600	9668750	8706200	6400650	4095100	3324000	0	1727200	2809180	2608050	0	2224890	2109760	467090	993550	743105	492660	817100	0	0	0	0	0	0	0	0	136830	121060	0	0	0	0	0	0	0
