Uniprot ID	iBAQ WT_5_01	iBAQ WT_5_02	iBAQ WT_5_03	iBAQ WT_5_04	iBAQ WT_5_05	iBAQ WT_5_06	iBAQ WT_5_07	iBAQ WT_5_08	iBAQ WT_5_09	iBAQ WT_5_10	iBAQ WT_5_11	iBAQ WT_5_12	iBAQ WT_5_14	iBAQ WT_5_15	iBAQ WT_5_16	iBAQ WT_5_17	iBAQ WT_5_18	iBAQ WT_5_19	iBAQ WT_5_20	iBAQ WT_5_21	iBAQ WT_5_22	iBAQ WT_5_23	iBAQ WT_5_24	iBAQ WT_5_25	iBAQ WT_5_26	iBAQ WT_5_27	iBAQ WT_5_28	iBAQ WT_5_29	iBAQ WT_5_30	iBAQ WT_5_31	iBAQ WT_5_32	iBAQ WT_5_33	iBAQ WT_5_34	iBAQ WT_5_35	iBAQ WT_5_36	iBAQ WT_5_37	iBAQ WT_5_38	iBAQ WT_5_39	iBAQ WT_5_40	iBAQ WT_5_41	iBAQ WT_5_42	iBAQ WT_5_43	iBAQ WT_5_44	iBAQ WT_5_45	iBAQ WT_5_46	iBAQ WT_5_47	iBAQ WT_5_48	iBAQ WT_5_49	iBAQ WT_5_50	iBAQ WT_5_51	iBAQ WT_5_52	iBAQ WT_5_53	iBAQ WT_5_54	iBAQ WT_5_55	iBAQ WT_5_56	iBAQ WT_5_57	iBAQ WT_5_58	iBAQ WT_5_59	iBAQ WT_5_60	iBAQ WT_5_61	iBAQ WT_5_62	iBAQ WT_5_63	iBAQ WT_5_64	iBAQ WT_5_65	iBAQ WT_5_66	iBAQ WT_5_67	iBAQ WT_5_68	iBAQ WT_5_69	iBAQ WT_5_70	iBAQ WT_5_71	iBAQ WT_5_72
A0A075B746;P82921	0	0	0	0	0	0	2134400	2782200	6078300	11698000	17219000	39521000	129530000	138690000	60026000	31929000	16894000	13319000	14180000	10738000	2540800	7071300	5386600	6091200	0	0	0	0	0	0	0	662320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194060	0
V9HW75;A0A087WSV8;P80303;Q2L696;E9PKG6;E9PLR0;E9PLE9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558790	216360	0	28359000	9072000	2880400	0	0	0	0	0	0	0	20273	0	0	0	0	0	0	0	0
A0A087WSY9;Q16881;E2QRB9;E9PIR7;F8W809;A0A087WSW9;A0A182DWI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WTT1;P11940;E7EQV3;E7ERJ7;H0YAR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56951	0	0	263550	0	0	0	0	0	0	0	0	357540	479550	1100900	2368300	2345800	5888100	3604500	0	0	41058	0	0	299130	415680	142820	0	44999	0	18645	0	0	0	0	0	0	0	0
A0A087WU07;Q5TGZ0	0	0	0	10977000	14115000	40179000	13058000	14375000	0	25047000	20229000	16529000	81384000	64904000	0	0	0	0	0	0	39248000	43392000	18794000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WUM0;A0A087X1F5;A0A087WYV9;P57105	0	683450	0	360960	520570	450150	671340	733750	0	641910	700950	0	3256200	2651500	2478400	616670	0	762980	865850	733640	713480	635110	1742700	3409100	823750	672730	4756600	2505700	1966100	937320	1257700	1169600	504450	0	0	2806200	512950	840020	452080	0	0	0	0	0	0	0	0	2135300	622630	0	0	0	586060	1359400	752700	0	710860	3169200	0	2849700	1720700	791890	2800600	1110600	2580700	1193400	1551500	0	1534300	0	2915300
A0A087WUQ6;P07203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5TI65;A0A087WVZ0;Q9Y5U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20062000	0	0	0	18500000	6379900	0	7094500	1414500	0	27787000	31538000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WXC5;E7ESZ7;O95299	0	1709400	3907100	9337700	23686000	8887900	11595000	11852000	26953000	69234000	98902000	124200000	9648100	7772400	5066100	3461500	4488400	2916100	1846800	2024200	1116800	0	0	0	72600	65260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323710	0	3248300	2286500	1693900	608720	0	0	0	0	0
A0A087WXU0;Q9NWS8;Q5SZ82	0	0	0	0	0	0	0	0	0	0	0	0	2538500	1527800	394000	1027700	324870	362890	0	0	0	1066300	1415500	7824700	5749200	1954400	7999800	4769200	2507000	4083500	5655900	2103600	3094300	6270300	2268400	7505000	3223200	2242100	0	0	29101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WYF7;Q6UXV4;A0A087WUX8	0	598060	0	0	2013300	1679500	1425000	1425400	381480	431690	0	271410	4326600	5562500	5674300	2408600	2224100	2605900	2113900	2329500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A087WZN1;O43837;A0A087X2E5	0	499510	0	0	171510	0	0	0	0	247560	0	0	835030	1096300	0	0	0	0	196420	0	0	340030	381740	2300900	8029300	15935000	107970000	144740000	37020000	10880000	2789500	291700	660470	774930	0	2386500	0	708180	250620	314920	0	0	0	0	612740	331420	394050	471300	263540	0	326940	0	669920	0	0	0	823000	1457900	1334700	1122200	2170800	1979400	5207900	790940	2793100	0	0	0	0	0	0
A0A087X1K9;E5RGR0;O75608;B4DP64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0B4J2D5;A0A096LPI6;P30042;A0A096LNH5;H7C1F6;H7C2G3;A0A0B4J2H4	0	674600	0	0	0	0	0	0	0	0	474080	0	257200	0	901220	0	0	0	0	591630	0	0	0	880020	804290	0	0	0	0	0	0	0	0	76321	0	0	0	0	0	123840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235790	267510	2014400	2306700	3878600	4627100	2832700	3747400	1545700	1687200	0	0	0	0	0	0
A0A0A0MR33;G3V5T0;A0A0C4DFM0;G3V4T6;G3V267;O43708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MRG8;Q16611	0	0	0	0	0	0	0	0	0	0	0	0	524220	629510	1098800	657350	0	779260	0	460130	488190	848930	1268100	5412800	4740000	913820	3799600	4905800	1560000	2279800	3938200	582490	420270	0	0	1065300	665360	610670	425730	0	432940	0	529070	0	0	0	428670	680460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MRK6;Q13505;A0A0C4DFQ1	0	359800	993440	2862300	7053300	1274700	1522300	579630	1058200	962330	863780	409820	3454200	4181100	511180	477230	169610	0	0	0	0	0	217610	452380	0	268940	666850	1032100	310800	232360	230570	0	248900	625310	192690	490990	0	0	0	0	0	0	0	0	68586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147720	154830	0	58277	123790	0	0	0	0
A0A0A0MS41;A0A1P0AYU5;Q9BWM7;S4R3N9	0	333650	0	1615100	455520	487700	0	0	1066800	2130200	1475300	1225500	1008600	653120	397330	0	0	0	0	0	0	0	464040	670090	0	0	0	0	0	604770	657550	0	0	971890	0	2851600	1539600	2360900	0	0	3439800	2443200	868600	0	2263400	2937600	3619600	4411700	1796100	1469300	1450000	0	1063900	442160	293380	0	468450	322490	0	0	0	0	0	0	0	100980	0	0	0	0	0
A0A0A0MSK2;P0DJ07	0	0	0	0	2524500	0	0	0	3361300	2268900	4113300	2661400	0	4678900	0	0	0	2947100	2875500	5354400	3137900	0	4239900	0	11592000	6839300	13009000	17992000	11884000	11620000	24757000	19148000	22049000	26218000	15540000	30583000	0	4994700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MT83;P26440;H0YLC3;H7C4G6	0	272600	0	0	0	0	0	0	123630	425480	427650	0	0	206620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448980	1076100	4173600	2101800	14960000	5443000	8703100	4642000	3964200	3749900	1983900	1585000	190840	223400	0	0	82450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0R4J2G3;A0A0A0MTJ9;Q6PIU2;H7C046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MTQ5;G3V556;P56378	0	0	0	0	8400600	4319900	10787000	0	4688800	3558400	6038200	45310000	75935000	17607000	12656000	11178000	12368000	33662000	203020000	306540000	77738000	45818000	17654000	17873000	0	3774800	9055700	0	0	4899000	0	1764600	1806200	0	0	0	0	0	0	0	0	0	0	605020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A0MTS2;P06744;K7EQ48;A0A0J9YXP8;A0A0J9YX90;A0A0J9YYH3;K7EPY4	0	0	0	70260	122100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0A6YYL4;I3L0X9;I3L3T0;Q9Y3D7;I3L1U7	0	0	0	857900	1233600	1003200	1355000	2030800	2191200	2987900	7396300	5602700	44536000	31116000	9110100	932770	0	35827	0	196700	0	0	0	308020	0	0	0	0	0	89040	0	0	0	0	0	0	278720	0	0	0	0	0	0	0	0	140890	0	246370	0	0	0	0	0	0	0	0	0	0	217700	0	0	0	0	0	0	0	43397	0	0	0	0
A0A0B4J1R2;Q9H6R3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44112	0	0	0	0	0	0	0	0	0	0	434550	355940	399740	58495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DFN1;Q8IWA4;H7C5H5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271840	0	0	0	0	98312	0	0	0	102670	184860	168730	1259900	0	302480	224940	0	0	0	181900	0	205610	521850	1918400	8297600	4403000	6741200	2975000	0	0	0	29008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DFU2;P04179;F5H3C5;F5H4R2;F5GYZ5;A0A0C4DFU1;G8JLJ2;A0A0C4DG56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709820	0	0	0	0	0	0	0	1475100	0	50272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JQB1;C9J9V6;A0A0C4DG91;O75414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DGA2;O75521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330100	2103000	2209900	10190000	18711000	33224000	69620000	6476700	3395800	1291300	32770000	80801000	27090000	0	0	0	100730	371780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159200	3332700	5805200	566910	546250	0	0	0	0	0	0
A0A0C4DGJ8;Q6IPR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DGQ8;Q6IAN0	0	0	0	0	0	0	0	0	0	0	160670	0	0	352880	314120	0	0	0	0	0	0	0	0	458520	275490	0	0	0	0	0	0	0	0	0	0	0	269730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0C4DGS0;P56556;R4GN43	0	2770900	3777200	32078000	63467000	10774000	35988000	38024000	70831000	176550000	248040000	287410000	3947500	3684800	941240	1198400	108440	0	0	674190	0	235720	0	0	833080	0	0	0	0	0	0	0	0	0	0	2069700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036400	0	657600	0	0	0	6144200	2759100	0
A0A0D9SEI0;Q9P0P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300190	1818000	317810	1022700	0	0	0	0	0	0
C9J840;E7EX83;A0A0D9SG62;H7C0P6;E7ENQ1;G3XAA2;H7C360;G5E948;E7EN19;A0A0D9SEY1;O95819;Q8N4C8;Q9UKE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59888	878160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0D9SFP2;E9PF18;Q16836;A0A0A0MSE2;A0A1W2PNM1;A0A1W2PQV5;A0A1W2PQC2;A0A1W2PQ78;A0A1W2PRT2	0	1789400	550790	459390	2320300	1210100	2120800	2632600	2885400	4058300	2743300	3705700	2705400	756750	2245600	1396800	326990	0	0	509800	0	0	0	0	618480	0	0	0	0	0	0	0	0	0	0	2597100	659590	4595300	1160700	4441300	9434000	4076100	4141300	1203800	1943300	1168500	1004100	1828900	0	0	0	0	854870	1750100	1958200	602520	86576	410860	401780	688940	417440	418860	1460400	3490500	3562000	898230	252410	0	0	0	0
B4E0K6;A0A0G2JL52;B7ZL25;A0A0G2JIA5;A0A140TA36;Q5ST30;A0A0A0MTG1;A0A140TA45;A0A140T8Y0;A0A140TA35;A0A140TA40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139510	195700	3113000	4795300	8840000	18372000	4193200	541880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0U1RR22;Q9UNF0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2537800	0	0	537550	469170	243210	0	586440	306400	436590	931620	666150	1735900	1656400	0	0	0	0	0	0	0	0	0	0	0	0	0	36609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F6XEV2;A0A0U1RRK1;Q9BPX6;E9PQV6	0	222000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447680	0	0	0	517720	317630	0	0	485040	0	0	0	0	0	0	0	694710	841260	805570	0	0	0	0	0	0	0	312340	1974400	1926300	662250	28770	0	0	12200	0	0	0	0	29541	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0U1RRL8;Q8TB22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A140TA86;Q5XKP0	0	0	0	0	0	0	0	0	0	0	0	0	14321000	17944000	26670000	18588000	8665700	5534500	6606400	8372400	13011000	11804000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A182DWF2;A0A182DWF3;Q9NNW7;D3YTF8;A0A096LPK7;A0A096LPD9;E7EWK1;A0A0U1RQX0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2556800	4200200	2336300	0	636870	88061	679620	128840	134820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1B0GTG2;A0A1B0GW77;P49419;A0A1B0GTY9;A0A1B0GUA1;A0A1B0GW82;A0A1B0GTJ4;A0A1B0GV49;A0A140T9V3	0	0	0	0	583170	443320	0	0	0	426720	215280	0	0	283620	0	0	0	0	0	0	0	0	0	443070	745660	406080	1057200	896860	1228400	379220	803940	0	589660	537120	181950	1040000	256720	0	0	41424	0	37358	0	0	0	0	0	0	0	0	0	0	45541	0	0	0	0	0	0	201040	0	0	0	0	0	7155.6	0	0	0	0	0
A0A1W2PP11;Q9H300;F8WCQ4;A0A1W2PS40;C9JNP8;H7C0U0	0	0	0	0	847380	582590	705250	1306800	557970	817180	0	0	0	0	402240	0	0	822460	298640	0	0	0	0	698930	0	0	0	0	0	0	430060	0	0	0	0	435420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A1W2PPH1;P23368;A0A1W2PQT3;A0A1W2PQH3;A0A1W2PQY8;A0A1W2PR68;A0A1W2PQF8;A0A1W2PQ37	0	91220	0	0	0	213760	399220	407510	388470	1171200	451270	300300	907670	741320	0	0	0	0	0	0	0	331190	403620	2069200	4425200	19446000	33331000	1944200	1989200	2287000	8662900	15632000	21761000	31464000	11037000	25490000	11366000	16568000	13549000	18379000	16054000	7115600	8726400	2334700	3545900	1309800	304220	0	119090	52945	0	0	355040	194830	715140	654380	3350900	3495400	1307800	327900	0	0	23095	0	0	0	0	0	0	0	0
A2A274;Q99798	0	8688000	5631200	715930	2081500	852210	785770	622750	785830	1011600	2071900	143400	508440	10856000	293570	175410	0	136030	0	56664	0	0	0	3640100	2484600	54290	0	0	0	0	0	107080	151570	693150	169240	1215600	932380	1442500	450730	667810	1077200	708700	859710	117630	1231400	1631200	5388500	12179000	11321000	47373000	102170000	0	77077000	6053700	1001100	0	9468.1	0	0	0	0	0	2710100	0	0	0	0	0	0	0	0
A3KMH1	0	0	0	0	0	0	0	0	0	35329	0	0	59618	101310	119200	75962	0	0	113590	53598	33462	243130	338370	967160	442280	78038	1591300	862310	164020	192880	998340	1491800	1078300	2461700	3039300	7231900	398410	44500	0	0	13185	0	86148	0	76120	0	141700	29243	4968.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4D1E9;C9J8R7;C9JNI1	0	0	0	0	0	0	0	0	0	0	0	0	187720	161150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434330	1960800	2868100	1273800	1853000	534990	0	0	0	0	0	0	0	0	0
A6NFX8;Q9UKK9;A6NJU6;A6NCQ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NGQ3;Q5VST9	0	0	0	0	0	52245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72608	31537	31918	31938	10695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NJ78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308220	560120	839230	964770	676420	43046	0	0	0	0	0	0	0
A6NNL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863510	1848700	0	0	264760	0	0	70656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D6RAR2;D6RFL2;J3KTA2;A8MSI8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MXV4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181370	2492400	5372300	4615600	3786400	3065300	1495400	998890	0	0	0	0	0	0	0	0
B1AH87;P30536	0	13056000	6632400	4449800	12268000	3009600	7149900	5029600	2958300	8626900	0	3231300	12469000	8121800	0	4456900	0	2932700	3666400	0	0	0	0	17092000	2659000	0	1963700	7721800	0	0	2854200	0	0	0	0	0	0	0	0	0	1781500	0	1639800	0	1826800	1802900	7254100	17265000	4334900	4476100	4970300	0	10702000	16943000	25661000	4562000	29481000	33301000	46619000	25801000	30351000	26488000	39316000	24615000	13607000	2160000	0	0	0	0	0
G3V1R5;B1AKJ5;O43847;F5H7V1;H0Y5G9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H0Y6Y8;B1AL05;Q8N983;H0YBU8	0	0	0	0	2333200	1592700	9253200	8137100	26802000	73297000	97397000	122290000	208440000	37894000	6317700	5923400	1430100	2342500	0	0	1466000	985590	1725000	4060400	1196600	1176200	856210	1798700	721640	1155300	1849800	1256800	990520	942340	1013100	4318600	954540	1410400	1101100	1699900	891200	519940	563600	343310	557720	0	0	0	0	48205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1ALH6;O14832;C9IYS5;C9JR86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1ANH0;Q16774;B1ANG9;B1ANH5;B1ANH2;B1ANH6;B1ANH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F5H5N2;B4DNC9;B3KQ30;Q9H1K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744480	0	366390	0	700360	0	341870
B4DJV2;O75390;A0A0C4DGI3	0	26185000	3947100	2615200	14173000	4423200	4425500	4174900	3119900	10722000	4748800	2028000	3398300	5432600	4040000	3099900	2138800	1631500	785010	1118400	949830	971300	1673000	3165700	2797900	574380	2333200	2001300	1461800	1099600	715730	884050	1160200	2592500	556000	5644000	2311900	5281500	1972400	1398700	3345500	4058300	3843400	750580	4689900	9019200	15162000	29844000	33238000	47078000	126510000	0	504080000	511930000	313670000	6016200	543080	81924	475550	85601	0	0	1437500	0	0	0	0	0	0	28971	0
B5MC53;B5MCF8;P39210;G5E9F5;C9J473;A8MPV4;H0Y6M5;E7EX18	0	0	0	0	0	1274200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22747000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B5MCR8;Q6NXT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355420	0	0	0	409460	0	587140	1060800	0	1579600	750870	286730	1057000	716120	1484800	487260	0	745740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B9A057;Q86WW8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9J3D7;Q9UKG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181930	327560	141270	0	0	0	0	0	0	0	0	0	0	0	0	0
C9J8T6;Q14061;H7C4E5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9JAX1;Q16595;H7C585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
