Uniprot ID	P631_2nd_1	P631_2nd_2	P631_2nd_3	P631_2nd_4	P631_2nd_5	P631_2nd_6	P631_2nd_7	P631_2nd_8	P631_2nd_9	P631_2nd_10	P631_2nd_11	P631_2nd_12	P631_2nd_13	P631_2nd_14	P631_2nd_15	P631_2nd_16	P631_2nd_17	P631_2nd_18	P631_2nd_19	P631_2nd_20	P631_2nd_21	P631_2nd_22	P631_2nd_23	P631_2nd_24	P631_2nd_25	P631_2nd_26	P631_2nd_27	P631_2nd_28	P631_2nd_29	P631_2nd_30	P631_2nd_31	P631_2nd_32	P631_2nd_33	P631_2nd_34	P631_2nd_35	P631_2nd_36	P631_2nd_37	P631_2nd_38	P631_2nd_39	P631_2nd_40	P631_2nd_41	P631_2nd_42	P631_2nd_43	P631_2nd_44	P631_2nd_45	P631_2nd_46	P631_2nd_47	P631_2nd_48	P631_2nd_49	P631_2nd_50	P631_2nd_51	P631_2nd_52	P631_2nd_53	P631_2nd_54	P631_2nd_55	P631_2nd_56	P631_2nd_57	P631_2nd_58	P631_2nd_59	P631_2nd_60	P631_2nd_61	P631_2nd_62	P631_2nd_63	P631_2nd_64	P631_2nd_65	P631_2nd_66	P631_2nd_67	P631_2nd_68
A0A024QZ57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZ64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615951.429	3858221.844	7100492.258	8854338.833	4149626.787	2242328.713	5012569.228	7782809.742	3696241.968	2331138.798	966035.629	0	0	0	0	0	0	0	0	0	2252937.325	9635049.713	3126577.277	3447384.078	3768190.879	0	1473471.031	1673493.746	0	587640.0658	977675.4693	646473.4136	478442.4801	0	1758066.313	1239429.639	427941.9305	0	1879680.123	1552650.393	1956311.048	996794.6776	0	0	0
A0A024QZ77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6825664.012	6952196.899	7078729.787	5839300.148	2919650.074	0	2868948.02	3267808.13	3666668.239	4065528.348	4464388.458	4882450.748	2446262.983	700464.73	0	0	0	0	0	0	0	0	935987.7723	2150881.291	2767129.05	1065187.629	0	0	1143774.332	0	0	0	0	0	0	0	0	0	0	0
A0A024QZD1	0	0	0	0	0	0	4574682.464	39311071.58	42793363.32	52707496.58	41126625.9	13863855.86	9662608.398	4233191.833	1058194.243	3022446.933	1993085.594	6210542.307	5112699.117	885967.2772	752974.3967	153049178.8	1667608.633	2454655.047	3310941.917	4167228.786	25662173.46	5376829.852	13590284.05	7683657.742	1777031.429	2285112.831	2239569.881	2194026.932	4065824.678	3587219.217	3108613.755	2630008.294	2151402.832	1939775.837	3521916.986	9486588.409	1604034.006	1077514.955	2391679.007	2617014.225	1533513.405	450012.5849	0	738928.3572	968939.6625	0	0	0	0	0	0	0	0	0	669350.0855	0	0	0	0	0	0	0
A0A024QZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1592121.542	1628026.36	1663931.178	1699835.996	1735740.815	0	0	0	0	0	0	0	0	0	0	0	0	276078.7589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZF2	0	2821357.431	7614375.8	4779327.926	6391540.639	1974031.579	2165579.257	449259.9069	1158887.159	408218.2091	0	0	0	599771.8138	23098326.75	0	0	0	0	0	14917842.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1583409.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZJ6	0	0	0	0	0	0	0	0	0	8864414.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1671241.638	45126309.73	15282979.98	3556611.296	6062969.993	5198042.142	4333114.291	3529526.739	4921744.099	80379439.01	244112965.9	407846492.9	110668863.9	74421029.04	38173194.21	26928746.92	27275675.21	27622603.49	27969531.78	28316460.06	20505202.65	12511583.78	10136439.98	11524390.19	11780300.73	1868727.768	2094543.042	1474816.369	855089.6966	624663.5294	0	5762669.224	0	5174335.746	0	3180035.199	1744790.731	0	1963245.168	0	0	2142738.144	479355.1764	0	0	0	0	0	0
A0A024QZN2	0	0	0	0	0	0	0	0	3378991.126	0	0	5105231.602	0	3428833.823	4150337.979	8358282.501	5800895.787	0	0	0	153208509.5	8156778.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2402702.481	0	0	0	0	0	0	0	0	1859944.549	0	0	0	0	0
A0A024QZN4	5379040.474	2236283.582	6949826.26	5269315.421	8861652.256	9109455.211	11452796.88	4035148.602	0	0	22218819.47	70935462.84	241396301.9	116208752.2	74143530.86	0	0	0	0	0	1087175.312	5113706.639	2733288.17	7973942.559	26806010.02	45638077.48	180639897.2	753201646.2	677286062.3	532081895.9	386877729.4	161841359.5	235210763.9	308580168.3	845266969.3	710260048.3	575253127.3	440246206.2	305239285.2	63227802.38	30771553.68	9257880.955	3984985.869	3004981.246	6245805.57	5030971.317	7470448.345	9909925.372	11789249.9	1346938.144	0	0	2419356.224	3220300.512	0	4303303.498	9724363.559	5801132.851	4689658.484	602675.8473	743076.9765	144182.2993	2192841.612	2095189.041	736071.7365	520432.4337	0	0
A0A024QZN7	41575091.64	45006592.43	55510973.46	65996827.94	108527880	95674864.85	367309504.3	137126624	165809525.6	145974087.9	118107693.8	96861488.49	69814387.39	62089599.05	123188330	60479756.97	273101294.9	666929544	762194347.4	587944100.3	142153861.5	93799096.28	50083317.09	40584756.96	43638288.9	46691820.85	24211223.5	19879768.66	19571704.05	16541730.33	13511756.62	2992221.278	5274702.699	7557184.12	8517708.012	9670594.49	10823480.97	11976367.44	13129253.92	4631518.548	14834395.71	17750140.15	5396642.473	1689969.691	3200244.902	0	0	0	0	1540145.269	0	0	0	1120067.936	0	0	0	0	0	0	712021.598	0	0	0	0	0	0	0
A0A024QZS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1211811.688	1164458.162	0	0	0	0	0	0	0	0	0	822730.4664	1645460.933	6408431.446	12253243.33	18098055.22	6606972.511	7188579.299	7770186.087	8351792.875	8933399.663	2932955.289	2903144.496	1315527.169	528658.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZT0	782962.9874	860897.7636	5924820.971	2505054.845	4905979.346	31509178.18	120564624.7	75855666.03	45956211.38	53729834.9	50903973.25	76227500.85	117221548.7	167906119.3	197102495.6	473134499.6	593588356.1	931698989	1104309109	1076401110	1587107877	1044772102	700813308.9	630704571	778352300.9	926000030.7	980284121.1	712656520.4	991172172.4	780570093.5	569968014.5	539577873	503638099.8	467698326.7	1897460809	2851381996	3805303182	4759224369	5713145556	15807417432	17199492838	7995419605	3581112508	2213185789	4826372439	2884708684	2355730272	1826751861	1900548988	1345851383	906367638.3	1163410102	988424127	664611046.6	379063490.9	280234964.2	237935257	247194394.4	214356081.6	189088495.1	126653908.8	91887590.32	72930409.39	58402839.64	40947405.55	37952102.44	18176345.59	18176345.59
A0A024QZT4	0	0	0	0	0	0	10300903.1	6473861.098	3370693.887	2422497.321	3195977.75	8893572.918	23710384.4	27796762.53	34407581.4	6377376.067	1374674.627	1812353.959	1011374.111	0	1755103.013	0	5157326.407	0	112516.4811	225032.9622	2898047.621	0	51680535.51	26760135.18	1839734.846	2547477.44	1273738.72	0	4711468.368	5019325.551	5327182.733	5635039.916	5942897.098	2584666.848	3411883.75	2980190.282	1704193.528	1940190.699	2768551.434	0	626382.2431	1252764.486	1936931.069	4056223.588	0	1260469.065	0	2698499.034	298949.5043	764886.8606	2374965.998	1435600.064	1221863.199	0	0	0	0	0	0	0	0	0
A0A024QZT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6425683.775	42439723.16	73970296.37	38071416.73	27307397.33	26151236.4	24476912.93	72171333.56	119865754.2	18942411.84	9192925.431	3069089.267	13487309.4	23905529.53	2753083.011	4417746.124	6082409.237	5295771.759	4830548.557	4365325.356	3900102.155	3434878.954	0	2595909.607	1398381.022	1167954.855	4145418.902	0	7755861.497	3877930.748	0	0	2582752.557	4553643.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2190174.642	0	0
A0A024QZX3	0	0	0	0	0	1859411.155	15040996.95	12854674.59	22070891.56	136300159.7	158688005.8	21208701.8	50449995.77	10910637.53	1359443.267	1539789.673	0	0	936402.6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569931.3881	333371.191	0	0	0	456140.6883	912281.3765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4741990.353	4741990.353
A0A024QZX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZY0	0	0	1615827.938	1722625.251	2600236.024	9160862.53	39537206.89	115364822.3	98910787.87	57338185.4	121708458.3	38734650.56	28069670.56	20202353.44	11335390.95	2637632.863	951159.8656	2994888.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZZ6	0	2632298.924	0	0	0	0	4784187.737	3518088.403	0	3767479.687	3017764.92	2815312.3	0	8489852.997	1383920.121	0	0	0	0	12736853.81	0	0	0	0	0	0	4946991.41	2621808.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12083149.94	6041574.971	0	0	3300226.626	2183299.788	1227872.771	832450.0887	1068269.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R040	0	0	0	0	0	0	0	0	0	8019043.977	79881604.69	83517691.68	84643271.36	49415448.66	72420787.07	87834092.96	43218780.52	18356988.32	20362905.01	123409332.9	108737444.5	74228162.69	101937531.6	249823818.9	405451352.7	561078886.5	1926163209	725471777.2	1488428285	976642433.5	464856581.7	36134894.59	19581397	3027899.404	0	0	0	0	0	0	776028.8666	0	0	0	0	945885.1926	1136484.615	1327084.037	1246897.153	650562.7668	847740.7139	511240.2787	536398.6913	0	1274100.242	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R061	0	0	0	0	2146910.47	1520587.493	3411824.484	0	0	0	876662.5168	1629814.712	10983884.37	9994557.205	28090419.58	12327088.75	3312293.181	13941138.71	0	3692567.476	0	0	0	6098055.459	4866982.325	3635909.19	688255.9362	354973.6442	0	3048938.83	6097877.661	0	219233.7851	438467.5702	488707.3495	366530.5121	244353.6747	122176.8374	0	3279720.593	6356336.641	0	3074008.344	2493201.647	0	0	0	0	367413.5754	0	793512.3335	574044.4478	0	584338.9502	541442.227	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R071	0	0	0	0	0	0	602023.9214	1409463.763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762954.7894	1525909.579	62920152.62	73374839.12	42423152.39	29411630.36	16400108.32	5321356.886	6639005.778	7956654.669	1286474.981	1831132.388	2375789.795	2920447.202	3465104.609	0	2089244.662	0	0	616840.4188	0	0	0	0	19758628.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R084	0	0	0	0	0	0	0	0	3520221.979	0	450368.1809	16440741.09	9752811.234	1730566.894	2686912.533	14358726.87	31834311.4	107130150.9	294828147.4	415253852.6	200936003.5	103671684.1	67365635.23	67388986.03	53322203.42	39255420.81	26777440.85	13883235.84	20550718.93	15096529.18	9642339.429	0	2195627.113	4391254.227	965146.6392	723859.9794	482573.3196	241286.6598	0	472741.0919	0	0	0	0	0	0	0	0	4571185.771	0	0	1887088.372	2092652.457	1312089.742	0	0	1240674.224	0	947366.8423	0	0	531633.7057	0	0	0	0	0	0
A0A024R094	0	0	0	0	0	0	0	0	650562.7668	526821.3073	15809913.89	1189053.548	3716748	2194204.73	0	0	310121.1433	805958.1913	1236940.467	2821179.633	0	0	0	1748939.35	1424902.553	1100865.755	867239.2245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0C7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532564.1817	1065128.363	0	0	0	0	0	0	642443.3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0E5	0	0	0	0	2521234.46	4496569.89	13921699.47	6120813.599	1027790.79	0	723637.7319	0	1254518.76	3582925.396	10176266.73	33745283.97	29496920.04	20635291.49	12921052.5	18475164.71	4709038.462	15879296.59	39171595	12678784.99	8854196.594	5029608.2	0	0	0	191283.9444	382567.8889	0	0	0	0	0	0	0	0	0	0	0	0	0	2078855.334	471295.0018	235647.5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0G0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943514.553	1887029.106	10089145.72	20641010.66	31192875.6	32064322.71	48409835.2	64755347.7	81100860.19	97446372.68	38890875.71	29175164.99	39049293.7	6241064.291	6155721.266	11609851.75	2442884.822	6193562.601	9944240.38	9190317.727	2044202.51	2091496.77	6553668.68	1206768.152	4971468.264	869313.5341	3724944.486	1460551.045	2256137.689	4375252.41	7748613.266	709236.0965	0	0	0	0	0	0	0
A0A024R0H7	0	0	0	0	0	0	0	0	0	0	0	195145.1237	0	0	0	0	0	175172.4852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83206485.97	65038319.09	3799898.183	2464991.036	945411.0647	6761064.083	4021671.516	3527837.659	3034003.801	158406.1368	0	0	0	0	0	0	0	0	0	0	0	0	391149.6042	0	0	0	0	0	0
A0A024R0L6	0	0	0	0	2398257.531	1057364.519	1766896.945	2938526.292	2509381.262	5710930.015	8341332.428	60251049.52	241429431.6	39566887.29	9646725.112	6677439.772	9752870.5	13703126.5	9718259.162	7687272.967	2172276.313	211312.8856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2487452.846	1243726.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0Q4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2554838.276	618618.3985	20553178.46	4260217.124	18955634.08	995964.9537	7467289.467	5678570.785	5567215.917	6517252.692	7467289.467	1894792.951	1137610.669	2039407.892	1590998.452	1142589.012	888752.7787	588434.23	288115.6814	0	288136.4245	576272.849	864409.2735	1152545.698	0	691871.1615	0	0	0	0	0	193536.052	387072.1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0R4	0	0	0	0	0	8164779.045	52126334.29	169330221.7	152340025.7	53493422.87	79116261.49	80597063.72	68194233.03	6089936.018	34081203.6	9153513.548	6004237.397	4518676.104	0	0	0	0	0	0	2866725.546	5733451.091	0	4934664.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517326.8958	591871.6574	295935.8287	0	0	1315408.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0R9	0	1252231.092	28196209.37	180455040.6	273171821.4	86361985.05	203254311.2	138777655.9	101071922.2	120500795.2	85105486.81	48794667.05	27518722.07	24883003.49	23103654.76	13666268.98	8896180.621	0	0	0	0	0	0	0	0	0	1343619.248	784563.1691	2260286.308	1130143.154	0	1806960.754	3213016.722	4619072.69	3665376.24	3026085.865	2386795.489	1747505.113	1108214.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0Y2	0	0	0	0	0	0	9011986.365	0	535231.1513	0	0	0	0	0	0	0	127801179.8	0	4938634.906	284138933.5	132832862.3	0	123459353.4	78977857.62	49586668.1	20195478.59	0	0	0	0	0	0	0	0	1410886.146	2996621.778	4582357.41	6168093.042	7753828.674	12062157.93	17438306.22	17552535.49	12883418.6	6154891.543	13037510.17	9104186.465	22054706.02	35005225.57	132547970.7	99651594.96	41409389.86	19956956.68	12766960.93	7334592.917	1704975.839	2031964.083	4005604.506	2785027.379	415733.1366	0	842525.3069	879803.6143	303021.0778	0	0	0	0	0
A0A024R0Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12908132.52	1912632.013	8495779.596	5368905.99	12834998.28	3873150.946	28172443.71	52471736.47	19964264.18	1050963.792	2098430.891	1457884.076	817337.2613	5602236.19	3369538.201	1136840.211	1681850.25	3298448.646	4915047.042	6531645.438	8148243.834	0	2927917.68	1712372.235	0	0	2221526.351	0	0	0	0	0	0	0	815322.2177	0	50624830.44	58104731.71	44370075.71	27187087.37	24443374.31	0	0	7624628.816	0	0	0	5462309.189	1997678.708	1997678.708
A0A024R124	519424.9119	0	0	0	0	0	2136894.518	0	38944867.03	51023868.35	39276756.57	0	0	0	29344369.39	12427485.34	0	0	0	0	3506235.205	540333.953	12116753.76	13110229.54	25238797.97	37367366.4	42267792.53	33516991.38	26976456.04	17767113.93	8557771.821	0	0	0	528166.6453	396124.984	264083.3227	132041.6613	0	65337434.54	78035528.39	0	0	0	390011.6972	5156674.481	2578337.241	0	0	0	0	0	0	233721.3562	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2507544.016	5879956.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R156	620633.4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25011432.89	0	10965393.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R176	0	0	0	0	0	0	4782231.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110111.25	1194150.423	1278189.596	0	0	0	0	0	0	6697649.474	0	4358598.667	1938471.985	0	0	806254.5213	1612509.043	0	1674738.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1A4	1732937.533	5973419.083	2065538.266	4849878.16	3292936.909	2528820.506	4300992.125	3978051.748	1490658.168	1941020.422	1086049.258	1100273.095	0	0	0	0	0	0	0	0	0	0	0	0	7685317.19	15370634.38	2642137.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646710.4775	1403181.568	958627.3803	479313.6902	0	203643.8666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1E4	0	3097424.336	3051428.002	2084882.685	0	870143.258	0	0	0	0	0	0	0	1608301.157	6684610.957	19105221.44	64722490.63	94344580.44	134342367	86908121.14	39256013.47	10513016.08	3722793.131	2798611.144	2792234.123	2785857.103	2052677.547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1I3	0	0	0	0	0	0	0	3062036.614	0	3456866.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
