Uniprot ID	P631_2nd_1	P631_2nd_2	P631_2nd_3	P631_2nd_4	P631_2nd_5	P631_2nd_6	P631_2nd_7	P631_2nd_8	P631_2nd_9	P631_2nd_10	P631_2nd_11	P631_2nd_12	P631_2nd_13	P631_2nd_14	P631_2nd_15	P631_2nd_16	P631_2nd_17	P631_2nd_18	P631_2nd_19	P631_2nd_20	P631_2nd_21	P631_2nd_22	P631_2nd_23	P631_2nd_24	P631_2nd_25	P631_2nd_26	P631_2nd_27	P631_2nd_28	P631_2nd_29	P631_2nd_30	P631_2nd_31	P631_2nd_32	P631_2nd_33	P631_2nd_34	P631_2nd_35	P631_2nd_36	P631_2nd_37	P631_2nd_38	P631_2nd_39	P631_2nd_40	P631_2nd_41	P631_2nd_42	P631_2nd_43	P631_2nd_44	P631_2nd_45	P631_2nd_46	P631_2nd_47	P631_2nd_48	P631_2nd_49	P631_2nd_50	P631_2nd_51	P631_2nd_52	P631_2nd_53	P631_2nd_54	P631_2nd_55	P631_2nd_56	P631_2nd_57	P631_2nd_58	P631_2nd_59	P631_2nd_60	P631_2nd_61	P631_2nd_62	P631_2nd_63	P631_2nd_64	P631_2nd_65	P631_2nd_66	P631_2nd_67	P631_2nd_68
B2R491	4140440.559	2261293.83	0	0	2297742.413	0	16968818.83	188311458.7	484144164.6	880862816	860763229.8	481008045.5	418274403	66768589.65	147718108.2	71945414.57	99659258.05	115895768.5	102646323.2	137264950.8	82504480.33	80844262.16	89752651.58	46732714.38	23366357.19	0	30115894.04	20683830.34	10847454.06	13997145.07	17146836.08	6263822.431	3131911.216	0	0	1664944.627	3329889.254	4994833.88	6659778.507	0	12464763.65	3023039.593	4118097.281	3302425.394	488979.973	0	534164.3634	1068328.727	1225502.131	0	765835.1164	3585177.503	0	1976342.952	1546664.528	936521.1662	0	2605688.495	660934.315	1479397.63	841517.785	8157489.328	5826972.823	3653688.987	1217027.095	1215189.849	1552010.32	1552010.32
B2R4A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R4A9	0	0	0	0	0	0	0	0	0	0	0	374501.7877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461617.833	0	0	0	0	0	0	0	0	0	0	555760.89	0	507761.3651	427936.0039	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R4C1	0	997979.9974	8062545.213	55752517.93	143463936.2	23174779.88	453664750.8	543142923.8	436067297.6	296082097.2	147301468.3	152621716.9	114175988.1	81446049.02	26053921.65	209364219.9	190435136.9	12456561.23	133420188.2	40881483.99	118117117.1	75113715.1	19995455.87	5523649.488	2761824.744	0	0	0	0	0	0	401693.0237	200846.5118	0	0	0	0	0	0	0	0	2264731.257	1540915.727	0	0	1840505.304	1504674.575	1168843.845	0	0	683573.923	0	0	878025.6346	0	0	0	0	0	2308765.887	0	2606518.219	3917718.971	2844293.369	1343085.854	1420842.833	0	0
B2R4G1	8226356.408	16412293.41	14127411.72	57517998.42	46552427.24	7783639.466	48778457.8	8040024.137	3820522.748	1971601.673	1876361.228	711428.9381	0	2720664.514	0	0	2098845.752	5026467.102	9145927.501	0	0	0	0	4661270.075	2330635.037	0	0	0	0	1178296.77	2356593.541	21723889.19	49748523.52	77773157.85	36051027.29	34438636.78	32826246.27	31213855.76	29601465.25	0	0	0	0	0	815262.9517	0	0	0	0	0	0	0	0	0	0	0	9130696.142	2746919.348	539604.9813	0	0	0	0	0	0	0	0	0
B2R4I8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512058.1494	1024116.299	1900897.348	1425673.011	950448.6738	475224.3369	0	1714031.683	2445433.259	1794574.162	1691688.405	921704.6689	3330748.61	0	3115316.739	6230633.477	3388355.152	1629518.382	983815.4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R4N3	18846584.66	9840524.898	0	0	0	0	15987000.67	7466922.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R4R0	4889147.805	8358045.437	22524335.64	20115113.9	34013106.98	16562710.49	25196520.58	15014991.03	10327809.86	56556348.47	28362331.94	23377232.5	23208917.09	5630565.333	32308617.12	16547834.73	360805.4175	630767.9264	2859346.93	0	8172305.825	3437427.392	1745916.785	16147018.84	16334299.37	16521579.9	2144836.16	28733337.03	0	5320900.538	10641801.08	0	0	0	1308415.25	1435051.853	1561688.457	1688325.06	1814961.663	0	0	0	1207840.866	0	0	1188638.686	594319.3428	0	0	465486.9348	386923.9391	0	0	0	717059.2071	313511.1579	0	339588.1933	0	346723.8184	0	0	604394.561	376979.1061	498296.5866	876739.5626	525481.896	525481.896
B2R4W8	37607826.3	25796351.66	52851275.87	53358794.24	71862145.86	81793584.78	258599144.3	128442556.3	136784777.7	141966883.3	80005944.74	84501092.25	87653539.13	90921969.55	66126916.79	65476413.28	67977319.51	119651869.2	108929584.9	100831598.6	74739746.71	72914294.97	51820818.11	61226923.3	79423537.86	97620152.42	54970746.19	14429134.87	6949352.132	10381741.91	13814131.7	6146404.653	13841071.05	21535737.45	17745422.58	19140690.66	20535958.73	21931226.81	23326494.88	17577522.03	17535146.85	19866137.48	1812709.555	36380605.46	18085431.56	2180775.056	7551035.274	12921295.49	17193656.22	4888673.677	5889498.442	968109.9386	0	492713.7304	0	0	649733.043	0	768976.2139	2685993.911	765183.1906	2473578.678	878973.8904	0	632842.236	0	0	0
B2R514	0	0	0	0	563501.0283	0	0	0	0	0	2016821.623	0	0	460022.6106	0	0	0	173738.2482	760678.9754	364065.047	0	0	0	464532.7524	232266.3762	0	0	0	334734.3088	167367.1544	0	0	0	0	0	87860.3478	175720.6956	263581.0434	351441.3912	2288372.46	34360642.74	93412089.37	28555420.53	14841211.3	33282060.99	37346641.09	24891804.49	12436967.9	26916004.73	2692039.041	0	2687297.762	1738034.408	1589276.775	408105.6038	514493.9815	0	0	1183364.013	2152896.335	487492.3967	0	0	0	0	0	0	0
B2R5H5	301254.9513	0	0	0	0	0	684937.0408	0	0	0	0	755167.2383	0	420664.0669	1076329.635	1122379.309	1373252.243	0	0	11705625.59	6314198.522	5545163.042	2886964.881	0	0	0	0	1598344.471	543943.2517	271971.6259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R5M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R5N4	0	1943314.016	1962356.179	1439452.353	2721731.302	0	0	0	0	0	0	0	0	0	0	8436513.607	34852491.18	84058375.31	74797708.85	34200743.1	7046903.951	1881161.773	845903.4683	3827812.464	1913906.232	0	0	0	0	0	0	245242.6646	122621.3323	0	0	0	0	0	0	1018486.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R5P6	0	0	7712875.875	5635602.942	9809706.584	2704010.771	6531704.704	5193182.331	3938995.461	3041056.454	0	0	0	0	0	0	0	0	0	1825155.413	0	0	25299821.2	20772373.73	52550145.38	84327917.03	105454997.7	212982527.1	19620894.82	16156293.97	12691693.12	8400716.949	7216363.194	6032009.44	9772203.065	8716238.706	7660274.346	6604309.986	5548345.626	2776730.141	2158941.466	2542096.088	1945820.968	0	0	0	819500.4699	1639000.94	3337208.603	3097477.676	0	0	0	918919.1673	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R5U3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3991682.925	6103389.398	6124547.356	404768.9286	0	11569906.47	0	0	0	2023192.717	4046385.434	1496406.969	1117460.232	4194846.737	2097423.369	0	0	1379961.153	2759922.306	0	606454.0542	1212908.108	1819362.162	2425816.217	1511756.86	2379885.075	0	0	0	0	0	652903.7734	1305807.547	0	1008766.407	944225.7449	939365.9337	0	857282.5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R5W3	0	0	0	0	0	0	0	0	6588007.394	10312874.83	10234051.07	12432819.28	9212305.409	644873.2319	3510200.1	1683687.496	2914701.364	3905391.645	3955471.406	2506003.1	13490480.13	7132602.571	7568029.796	14909900.58	24654882.77	34399864.97	93700542.86	93761379.4	91764080	91972142.14	92180204.29	10766905.65	19136214.59	27505523.53	9015097.829	9263726.064	9512354.298	9760982.532	10009610.77	4542204.702	6003075.784	1845542.913	2016347.495	1324932.682	1047289.301	0	165698.8168	331397.6335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R659	0	0	0	0	0	0	731342.3105	10167726.5	18779531.12	45572286.3	25382971.38	39712539.39	33602838.16	26795220.65	21710909.94	31161879.49	54277624.51	83170274.45	91162708	128277678.3	180903210	153935525.4	81014770.41	125262876.7	151610253.9	177957631.1	239930594.7	199003102.5	248034981.7	241135235.2	234235488.7	132583589.5	158183711.5	183783833.5	145714917.8	147870658.9	150026400	152182141.1	154337882.2	101458869.8	145509383.3	215624249.3	131575000.9	44491333.92	141981871.6	59081968.61	67418355.29	75754741.97	85399671.33	39790083.01	19095418.85	9617447.714	7014675.106	4774349.583	4012906.076	1669997.052	1724995.891	1089901.547	1364125.281	552495.334	0	0	0	0	0	0	0	0
B2R6C4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15840613.68	127386614.2	468614697.4	371405495.4	4523002.521	0	0	0	1469826.173	2939652.346	0	0	0	0	0	597638.2382	298819.1191	0	6810847.514	6209668.133	5608488.752	5007309.371	4406129.99	1715394.8	1227872.771	747225.5957	871091.5138	3662638.152	8899997.351	445052.0216	3484072.689	6523093.356	7081100.427	6051845.767	6719577.891	10538856.05	6522394.017	10592610.31	516248.2548	7180667.289	0	8686616.082	0	9734438.777	357729.5127	1458755.286	8763661.869	5420526.667	4787690.357	5860695.171	0	0
B2R6J0	0	0	0	0	0	0	22647312.57	34376644.56	0	0	50022936.9	48281038.35	52501369.47	38452959.31	26867643.68	16134572.98	0	7878820.645	8391471.455	4706371.493	0	2604740.239	0	0	0	0	0	0	0	0	0	0	0	0	0	219135.9962	438271.9924	657407.9886	876543.9848	0	0	497164.6062	588908.358	0	1127179.854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R6J3	0	0	0	585275.3528	5402332.008	842940.1688	4069143.574	464793.5227	727904.8832	4535566.911	2611200.232	3044138.285	384873.3359	846235.3578	815085.1537	801513.2421	17884756.92	704198.4874	37720728.01	4453661.314	0	0	0	1406974.591	1024797.858	642621.1243	304247.8837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R6K4	0	0	0	0	5446840.766	11058796.58	25283226.72	23525397.47	25904749.15	898946.5289	50503927.82	16479145.45	19595173.38	14834217.91	21635286.53	33480009.4	60043974.15	177222792.1	732029025.6	2527193477	5777901057	6377444816	3112072785	2250159113	2230663951	2211168789	3535751742	1794359975	344787005.9	241183359.2	137579712.5	65801439.82	76400889.42	87000339.02	62712780.93	59326811.23	55940841.54	52554871.84	49168902.14	24944936.45	32384062.72	12649436.47	6233833.841	9006711.692	9376175.87	12759197.08	17493897.72	22228598.36	0	547386.6057	4087219.701	3792039.513	2990235.868	3498945.489	12908725.18	1367088.58	1462743.887	0	0	1309482.038	783496.3813	666979.4459	8113513.964	7376245.054	0	5994754.839	1961407.923	1961407.923
B2R6N9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919506.868	9199853.625	8787368.265	8248581.154	7709794.043	5318529.899	4419287.04	12857874.96	7512704.995	2167535.034	1703956.464	2136894.518	2569832.571	1666915.221	1530618.262	1394321.302	1258024.343	1121727.383	1644868.273	13105725.32	1238718.447	30101966.53	15697486.31	41423548.51	5030437.924	3079371.916	1128305.908	10108999.83	4567084.564	14812289.49	1209974.442	0	1039525.456	0	0	541169.6034	2451656.188	750959.3531	0	17105764.75	554990.4322	0	0	816033.4096	638235.441	0	0
B2R6Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486111.4992	0	754989.4404	0	0	14028259.72	3815544.405	13120304.76	12099151.76	11077998.76	8101068.106	2848145.658	3636857.446	4850476.746	6064096.047	4807105.895	4547559.384	4288012.873	952167.3875	714125.5406	476083.6937	238041.8469	0	894086.7177	0	0	1785281.255	0	533820.6207	930713.0993	465356.5496	0	0	0	1123920.225	0	0	373808.3756	187434.6184	6957234.509	0	0	11228534.37	0	4682842.895	0	0	0	315105.413	0	0	0
B2R6S9	0	0	0	5277932.696	0	0	0	5027296.826	612336.2036	8499454.088	62934909.86	114170891.2	197143276.5	112829227.7	103801832.2	32535309.53	49460194.48	33031780.72	29659403.68	6691545.078	5076724.661	5853642.518	0	917141.1877	458570.5938	0	0	21802179.56	38679355.39	19339677.7	0	0	0	0	0	1002321.231	2004642.462	3006963.693	4009284.924	0	619744.4523	0	935572.9104	1405374.409	0	0	853637.6799	1707275.36	7450920.201	337460.5443	3085861.542	0	0	17201953.46	0	3482113.948	0	13654291.32	0	0	0	0	38344502.55	48585072.88	0	0	0	0
B2R6U8	0	0	0	0	0	0	1353931.53	653051.9384	0	0	0	0	0	0	0	749655.5013	0	1195750.604	0	0	0	0	701768.5818	0	1170740.357	2341480.714	4722076.98	14137842.53	10829911.33	12443902.02	14057892.71	0	7593158.576	15186317.15	21715651.22	16286738.41	10857825.61	5428912.804	0	10218049.25	26201553.23	11679015.16	2881453.144	1145789.375	828834.8633	2335139.253	1431664.802	528190.3517	0	1093872.368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R6X6	0	0	0	0	0	0	0	0	0	0	0	2314455.422	0	0	0	1098080.254	0	6041634.237	11326263.99	21189369.23	474649.4568	28055334.11	46951405.88	96711130.67	67492582.98	38274035.29	133783666.6	157381664.9	374903611.1	388620546.6	402337482.1	391698348	429766374.7	467834401.4	275448998.5	253315462.8	231181927.1	209048391.4	186914855.7	111736718.5	56075879.09	36000888.26	17821105.25	5509307.119	12327977.74	4192535.364	3345831.805	2499128.246	0	680906.9535	0	676462.0043	676106.4083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R6Y2	2262182.82	0	0	0	0	0	0	0	0	626797.1051	6572183.375	4082656.219	5188855.914	0	10933745.34	78158742.38	434281909.7	0	0	0	110425577	0	0	0	0	0	5447848.288	0	768383.554	527102.8208	285822.0876	972436.3559	644674.6908	316913.0257	832509.3546	624382.016	416254.6773	208127.3387	0	0	782251.7955	636101.8654	0	0	1082967.426	9325503.449	4985840.266	646177.0836	0	0	377429.5276	0	0	0	0	0	0	397876.294	0	0	0	0	0	0	0	0	0	0
B2R6Z9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5042350.387	10084700.77	0	21214260.94	8248640.42	8898195.665	9547750.91	0	2670614.386	5341228.773	0	1383060.764	2766121.528	4149182.293	5532243.057	7952903.132	0	2372832.422	1832445.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308242.4114	21679913.82	43051585.24	75790888.3	70427553.31	166098802.9	89589166.35	13079529.76	7554517.151	3777258.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R761	402010570.9	374407258.5	331542183.3	305324331.9	406833400	249396677.1	344890010.2	279193619.3	195317054.3	169176189.4	179867892.5	84683512.96	74629689.77	32550659.42	120840507.8	79876152.22	86414139.12	29090296.09	18882025.73	39526918.31	22336106.86	7679983.251	1400751.662	4127164.977	3398430.37	2669695.763	2879675.164	3757760.065	0	236414.9955	472829.9909	1070243.018	535121.5092	0	0	0	0	0	0	0	0	0	0	0	0	407613.6961	203806.848	0	0	0	0	0	0	0	0	0	760027.0495	0	0	0	0	0	0	0	0	0	0	0
B2R7B1	0	0	0	0	0	0	0	0	0	0	164314.9559	0	0	0	0	0	0	0	444868.2971	1998686.23	5940822.788	1353753.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7D2	0	0	0	0	0	0	0	0	0	0	8378670.001	14964543.82	1936154.685	14295193.73	6546936.063	6505402.458	0	0	2600905.729	3129066.448	2405784.312	357581.3477	0	825160.3719	688573.0092	551985.6465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7E8	0	0	0	0	1397136.437	0	3689781.975	3293055.441	3637331.574	5637914.316	20577151.56	9300611.734	0	0	0	0	0	11546792.74	0	15753729.74	33366811.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357996.2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910621.9288	0	0	0	324647.2373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7M1	0	0	0	1632896.543	2852163.892	1612923.905	1777209.227	719074.2507	0	908962.4811	1558873.322	978007.3589	919571.0932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3709831.659	49322341.79	17653856.63	25182830.13	4216490.677	4941204.086	5665917.496	6151809.711	1736671.291	642858.1882	8919353.623	8318793.572	5062500.824	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7M3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16906216.17	17014080.27	8507040.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404211.8283	574927.511	869195.0021	9726319.336	11471287.87	2187092.811	13493680.49	4165984.201	13666855.71	10706282.47	11709774.21	3245464.852	930416.7693	3280550.317	1842283.284	2449700.41	2917368.334	0	0
B2R7R5	0	0	0	0	0	0	0	0	0	0	0	1221827.64	0	0	0	4157094.302	8166853.354	3363167.107	3207771.682	30887596.49	27335904.27	15306508.58	14419889.38	21671794.38	14365720.26	7059646.138	33708539.06	13582994.34	39580613.3	31443066.97	23305520.65	2162023.297	5111276.733	8060530.169	7999652.145	5999739.109	3999826.072	1999913.036	0	1991040.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7T8	0	0	0	0	0	0	3401038.074	847562.916	0	2114432.708	1047822.695	0	0	14453315.39	24036270.3	20936540.52	59901557.98	30907213.53	32117069.44	32590486.16	23660760.99	26690438.38	34018381.65	27737431.35	17521693.47	7305955.591	2667028.794	0	2132034.707	1842461.082	1552887.457	0	0	0	1074729.454	806047.0903	537364.7269	268682.3634	0	0	0	1032532.069	1253594.21	747344.1277	1903742.115	718007.4629	359003.7315	0	1150945.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7W0	0	0	0	0	313688.9559	1418472.193	5401798.614	8308445.73	4602656.011	18604127.5	4126690.85	29541962.19	21038181.69	23348547.76	17177832.2	16778497.96	41046676.08	35101349.07	141931969.7	171899520.9	171008456.8	59249987.69	45213075.14	34355071.73	26792198.08	19229324.42	0	0	0	1058105.344	2116210.687	776799.3245	593083.6469	409367.9693	0	0	0	0	0	0	0	234136.2182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7W3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R7W4	0	0	0	0	0	0	0	0	0	0	0	0	0	600601.5377	3353151.154	22845498.04	20381870.12	34182192.84	50390789.05	36354469.16	46194472.51	28477029.41	17011786.67	8205613.312	6999698.59	5793783.868	5876815.52	2940339.831	729268.0009	1626703.247	2524138.493	669883.4794	555274.9089	440666.3384	0	0	0	0	0	324013.0912	369144.1423	0	0	0	652874.1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R802	0	0	0	0	536831.333	0	0	0	0	0	0	0	0	1733767.257	0	1422502.28	0	0	0	5655753.379	4669270.984	920637.881	0	1361636.109	680818.0545	0	0	0	0	1000676.6	2001353.2	0	0	0	5907515.302	12076689.95	18245864.59	24415039.24	30584213.89	30214986.77	29001811.97	12694774.95	6354499.395	0	1631711.223	1423450.536	1012944.66	602438.7834	0	0	264539.6708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224620.549	2449241.099	3673861.648	4898482.198	154257.5175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R858	0	0	0	0	0	0	0	0	0	0	0	0	35644776.71	38386285.08	27672120.23	17533487.4	20366283.17	8489971.529	38172334.85	3271897.483	0	11659990.78	2615947.438	11312336.48	9785526.06	8258715.638	7994389.325	5267383.35	10620109.72	6964583.491	3309057.258	0	744499.3602	1488998.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R886	0	0	0	0	0	519205.6277	1266395.664	1193676.295	4491295.217	0	0	0	0	523887.6409	0	0	0	1768971.255	0	1028679.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495214.7551	0	0	0	0	0	0	0	0
B2R8A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125418.687	2947534.722	5947934.707	12790785.86	29448796.06	369356847.9	401714211.3	434071574.7	86564378.41	92304289.49	184993274.5	126013361.9	67033449.36	932372.547	4539508.099	8146643.652	19731212.53	20384688.22	21038163.91	21691639.6	22345115.29	11791561.27	392560727.4	7922084.818	9800816.685	1861189.135	7358050.396	29061670.62	14915827.18	769983.7357	2607288.676	741121.1988	334100.1627	966331.959	871091.5138	0	125122.3571	604276.029	669764.9474	622529.9538	458499.4746	625137.6573	0	0	0	0	0	0	0	0
B2R8E4	0	0	0	0	0	0	0	0	4467411.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829486.7892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R8G6	0	0	0	0	0	0	0	0	0	1891533.321	1703660.134	6132708.283	29874444.4	26691742.23	82706518.08	45844554.26	105526472.5	327811341.8	402267660.8	340860871.1	132269835.4	82263030.68	31473263	46105383.88	43993707.04	41882030.2	40327957.42	36293899.32	19733026.07	16186341.83	12639657.58	0	5576396.219	11152792.44	8674762.885	10116394.74	11558026.6	12999658.46	14441290.32	11641618.32	0	880639.2647	13722376.09	8351615.077	29798352.79	49017133.8	56801389.63	64585645.46	43206150.94	34477456	31991662.61	14508610.56	13333111.15	11123479.48	0	5552808.355	5537286.592	3094816.633	3344853.916	2809551.645	1222953.694	1059735.158	0	662949.3587	585518.3434	0	0	0
B2R8K8	0	0	0	0	0	0	1302429.385	3530119.399	619862.9843	9729697.498	5390656.608	6524592.785	5295060.567	4340878.136	0	2024111.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22241933.2	21493107.43	20744281.65	16662040.29	12496530.22	8331020.145	4165510.073	0	0	0	0	0	0	0	0	0	0	1884125.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R8R5	0	0	0	657022.7597	0	0	1856032.993	0	0	0	0	0	0	0	0	8015547.283	6656678.896	17825822.82	29862069.66	10715919.12	46626005.96	5512566.748	3382902.681	1830607.884	2992487.975	4154368.067	127548351.1	180940778.8	251459026.8	226943223.5	202427420.3	49013328.92	69149630.42	89285931.91	57169336.6	56311891.08	55454445.56	54597000.04	53739554.52	21652112.15	14657783.06	26370105.7	11473717.77	2068916.428	27418935.92	15348889.69	17260715.68	19172541.68	37839141.46	8644537.23	4772210.081	4919432.725	459927.785	831146.2369	0	4175288.961	2167090.539	2215499	2424216.035	319858.5454	0	1528351.337	0	0	699457.2082	0	0	0
B2R921	0	0	0	0	0	0	8293089.912	3360932.779	2886846.349	0	0	0	1451720.413	0	644458.3699	581553.4487	0	2893543.406	308099704.9	479719010.3	405118360.8	87542919.16	69391050.42	74557563.06	41030733.53	7503903.996	0	9027395.522	4641949.362	3634338.642	2626727.921	591889.4372	878084.9006	1164280.364	2923354.199	3413854.344	3904354.49	4394854.636	4885354.781	0	0	0	1021923.457	0	1098317.318	980140.9345	722271.6509	464402.3672	0	596452.9184	0	330804.9736	370412.4344	0	0	518500.3624	815203.6857	0	976762.7731	0	0	0	0	262613.5261	0	0	0	0
B2R959	0	0	0	0	0	0	0	0	0	0	0	0	897583.4111	1769623.181	1783491.422	2510803.646	6024980.494	10363843.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B2R9K8	1975572.494	0	0	0	0	0	2123026.276	1763874.38	0	0	17425445.5	125037488.2	1088797066	1477903013	1858953681	1374830378	1600876723	1582552633	1832468160	1267079475	1103842864	482560755.2	513041395.8	361881865.7	361979565.7	362077265.7	226829231.3	177881770.6	157471749.2	120089341.1	82706932.95	68693786.06	68736306.44	68778826.83	62759352.14	59317613.15	55875874.16	52434135.17	48992396.17	28594595.35	30876513.75	24958212.03	14603969.54	4579364.477	22408304.69	15255753.19	13067400.97	10879048.76	9176153.156	32691167.23	81446783.92	33528583.8	8926169.212	3934076.384	385714.9129	1299466.086	1026012.81	690685.8417	0	0	0	0	0	900368.9126	0	0	840095.4013	840095.4013
