Uniprot ID	P1_1st_1	P1_1st_2	P1_1st_3	P1_1st_4	P1_1st_5	P1_1st_6	P1_1st_7	P1_1st_8	P1_1st_9	P1_1st_10	P1_1st_11	P1_1st_12	P1_1st_13	P1_1st_14	P1_1st_15	P1_1st_16	P1_1st_17	P1_1st_18	P1_1st_19	P1_1st_20	P1_1st_21	P1_1st_22	P1_1st_23	P1_1st_24	P1_1st_25	P1_1st_26	P1_1st_27	P1_1st_28	P1_1st_29	P1_1st_30	P1_1st_31	P1_1st_32	P1_1st_33	P1_1st_34	P1_1st_35	P1_1st_36	P1_1st_37	P1_1st_38	P1_1st_39	P1_1st_40	P1_1st_41	P1_1st_42	P1_1st_43	P1_1st_44	P1_1st_45	P1_1st_46	P1_1st_47	P1_1st_48	P1_1st_49	P1_1st_50	P1_1st_51	P1_1st_52	P1_1st_53	P1_1st_54	P1_1st_55	P1_1st_56	P1_1st_57	P1_1st_58	P1_1st_59	P1_1st_60	P1_1st_61	P1_1st_62	P1_1st_63	P1_1st_64	P1_1st_65	P1_1st_66	P1_1st_67	P1_1st_68
RBM8A	0	73555.44094	147110.8819	220666.3228	294221.7638	367777.2047	1020395.216	16587382.03	22648392.67	12893357.09	10218510.38	10764671.36	7065971.864	17770078.73	28474185.59	9765533.432	28865437.94	11068688.08	11899644.37	5312160.478	3886534.745	2460909.011	0	0	0	0	784563.3151	492386.5273	0	0	533718.2431	0	393697.6726	0	0	0	0	0	0	0	0	0	0	0	0	1002151.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7650803.131
TM9SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257544.1311	128772.0656	0	18154563.77	113588858.6	453631845.1	914587843.1	280628815.6	38532669.22	13750597.8	7038106.508	21060408.59	40737797.01	26045577.65	39950276.55	14318448.26	17762299.18	12225373.32	3652636.359	2874305.784	4599614.891	6147211.269	3600459.901	1053708.533	481354.121	246648.2082	764443.3907	0	3419659.235	300661.5044	0	0	442922.677	885845.354	0	341640.6381	0	0	0	0	0	0	359997.6523	0	356778.9193	0	0	0	0
TM9SF3	0	0	0	0	0	0	0	0	0	0	0	0	528475.0067	1254026.322	1979577.637	0	0	4259304.966	16384829.33	5120970.015	2839673.128	558376.2397	16861668.12	94297729.53	486743064.8	770353348.4	183145791.6	43542519.02	26274346.53	6980465.029	15406914.56	25301470.28	27941013.28	22702337.73	17374754.63	36541490.49	25332065.3	16821348.66	4813882.419	17583471.83	18283540.56	14736258	11188975.43	7675085.799	5789033.395	8236396.431	8532724.588	17679351.4	5462292.192	6840319.348	5448416.382	5241450.716	5034485.049	2984243.144	4791157.937	1850509.858	928553.2771	1157003.702	1315051.452	1248788.772	576164.5731	480580.7152	160618.1867	0	0	334668.6123	0	3751643.674
AP1S1	0	0	0	0	0	0	0	643746.5916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLP2	0	0	0	0	0	0	0	0	0	0	0	0	0	40924540.39	81849080.77	44047734.98	199550069.8	289106139.3	221516045.6	55465706.77	27732853.39	0	0	0	0	0	0	4992903.114	0	0	0	2223882.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333059.2459	666118.4917	0	0	0	0	893488.423	0	0	0	0	1270546.497	682803.5845	0	0	0	0
EBP	0	0	0	0	0	0	0	0	0	0	408415.13	431253.3483	0	301127.8226	602255.6452	885697.497	7740427.215	23181473.99	29649989.88	49206579.13	194993686	340780792.9	433689917.8	1033773089	1206438322	568676867.6	87895294.35	43195623.77	37013609.24	55714561.46	41025788.31	40443550.22	46730884.42	30442844.56	27082168.89	40619613.78	44077875.06	37366987.45	49696326.98	54632930.7	15441160.52	15962811.35	16484462.19	16726151.5	14660248.13	6387080.803	8666353.187	8904516.679	9632541.756	12036355.22	4835151.078	5855534.92	6875918.762	4112130.392	7345137.237	5767332.538	5437133.757	3034139.192	2965442.559	5929634.02	5592633.817	5163962.279	3402758.044	0	1089353.442	134276.8951	185480.9084	12421238.34
RBM3	0	921831.4708	1843662.942	2765494.413	3687325.883	4609157.354	75932264.82	76655603.97	100636017.5	51358694.51	26354086.94	7046102.159	8247133.123	5584677.973	2922222.823	5043970.644	1640416.447	2104914.871	1010067.974	0	0	0	3064620.479	967155.3254	355414.0855	137165.7932	0	0	0	0	0	0	0	0	0	639936.4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594134.8843	0
SLC38A5	0	106279.6051	212559.2103	318838.8154	425118.4205	531398.0257	2374810.748	1570923.661	0	0	0	0	0	0	0	0	3787413.693	0	0	0	0	0	507922.8849	7209870.837	14894783.44	35591338.72	83877257.87	71345467.99	144721171.7	56894164.54	117986239.3	42861000.65	15159310.97	1787272.56	6915169.107	7485294.29	9899253.02	6706963.716	6142434.351	10235002.13	0	1430061.443	2860122.887	1817731.1	1245979.49	0	0	0	0	0	0	0	0	2902091.525	2322833.329	2997516.152	4264195.621	0	5233682.537	0	0	0	0	3699097.575	0	418708.2513	0	0
SEC61G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2760717.494	4117362.255	5633123.885	0	0	0	0	0	3686415.994	2138580.771	3352145.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHA	0	0	0	0	0	0	0	0	0	1107084.907	0	3898101.711	26096520.07	84753299.17	143410078.3	131659439.6	105678771.2	100434477.1	112333950.8	165178585.4	188076213.7	210973842.1	225000534.4	360775482.4	715756199.1	676530137.4	847726434.1	2782816883	3343130731	4892841350	4579631837	1045641422	127987388.5	83156307.18	38573614.23	28006002.12	18599192.49	9163607.622	8738097.949	18243880.77	8519053.504	9260050.188	10001046.87	10327537.85	1316382.165	6679678.415	2899100.264	934080.8539	3974054.71	5472903.775	5607453.637	5869080.895	6130708.154	2043019.66	451418.7672	0	952051.1651	2140787.252	5310056.36	1501317.139	1688640.573	2284754.467	1359681.516	7568571.897	0	0	0	4005207.04
CLN8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDOC	0	60471.2346	120942.4692	181413.7038	241884.9384	302356.173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11302813.94	29356198.04	33236158.83	7965442.808	10617110.09	7245640.855	7593844.069	3013211.741	751204.5032	2576237.464	0	0	0	0	0	0	258397.1522	516794.3044	0	0	0	0	0	0	0	0	293319.8361	586639.6722	0	749077.6373	742549.1824	0	0	1185813.068	497322.6761	8775653.625	2163659.591	0	0	0	0	0	6473292.802
EFHD2	0	0	0	0	0	0	0	2474216.14	14009677.37	28137299.12	37721730.49	19663501.23	7744407.98	9716137.824	11687867.67	1285104.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5503009.733	3783432.928	3238636.784	1701720.23	1801125.623	7157188.254	3146965.449	1821598.129	0	0	0	0	0	0	0	0	0	0	0	799451.3767	1598902.753	1504956.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL18	0	0	0	0	0	0	0	66750493.53	394812514.3	155886308	98887438	48430443.67	42755794.72	73634595.61	104513396.5	23242982.5	47165413.37	33828314.71	40926473.9	35854182.96	39660021.91	43465860.85	58411097.65	81712028.72	85624438.44	17505016.64	43798311.61	11815593.36	7178229.441	9427191.142	14720960.49	13317365.44	18421957.45	15341982.6	19533728.29	14763861.76	24937798.95	17849625.79	10928906.36	24586342.88	27884702.52	24826553.62	21768404.73	20122199.11	12517800.33	16313232.42	8412698.833	36127991.36	6166091.469	24565870.37	5169478.482	8609866.13	12050253.78	8575148.171	17613293.45	11614496.48	3616559.253	5992985.054	1673058.721	5641927.063	8616059.063	5868898.918	7360048.045	210047.9161	0	23691182.54	5073428.306	524499245.9
NUP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319268.738	496719.8745	497334.0497	459004.9682	487427.6313	0	0	0	2795179.547	0	0	0	0	0	0	0	0	0	2309594.441	3173920.916	2216205.691	1258490.466	0	2798819.104	929258.4412	521502.9809	0	0	0	0	203963.0323	222411.0353	0	0	0	0	0
RRAS	0	159815.2095	319630.419	479445.6285	639260.838	799076.0475	6699286.526	26965327.75	35805003.45	16122519.65	23842929.3	11306612.73	9749280.537	8454712.965	7160145.394	7283662.849	5222422.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740001.4928	1140091.137	0	0	0	0	0	1558981.366	779490.683	0	0	0	0	723248.1583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYH11	0	0	0	0	0	0	1173757.036	2203524.111	0	0	0	0	0	0	0	0	0	0	0	3164708.288	1582354.144	0	0	0	1830469.549	0	0	0	0	0	0	0	0	0	0	0	291210.0306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC24C	0	0	0	0	0	0	0	0	0	0	0	0	381914.6078	829045.5222	1276176.437	0	636365.1157	398531.4588	0	0	256469.3245	512938.649	6132618.921	4073323.619	4459389.596	2076492.208	393549.8156	1252735.417	0	3347129.694	2740699.932	10290550.86	94321181.92	149193163.3	21577373.5	19167850.48	9038429.618	4077588.724	0	2735342.96	6749899.112	9313062.606	11876226.1	6392653.874	3987032.004	1764616.32	2252760.489	2120837.932	0	1712525.164	1039548.383	519774.1915	0	344347.5584	1374501.336	1739025.687	1816525.497	0	0	0	0	2746159.268	2497133.974	0	0	51756.77102	0	351092.1119
DNAJC9	0	0	0	0	0	0	0	0	0	0	0	0	0	1283626.154	2567252.308	5667927.146	9323975.589	0	0	0	0	0	0	0	0	0	0	0	0	0	1801603.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4451177.846	0	0
VCL	120730.92	1471522.818	2822314.717	4173106.615	5523898.514	6874690.412	5574572.517	5408256.149	6623435.89	15253097.8	24444343.3	103847926.3	296533166.6	197803736.5	99074306.49	9375270.591	5210923.934	69697306.11	12687267.19	11116002.32	18331366.61	25546730.91	9858990.424	14042838.28	12540604.43	22471783.18	144190933.8	1087417311	1382739779	946319432	676269192.6	427331430.2	829446351.1	1927875915	338570774.4	68335577.35	15958182.29	16495710.7	6210334.831	10696497.92	4471650.353	2833625.777	1195601.201	8457579.116	7273676.815	7513341.624	1344799.141	8961487.115	3129108.874	3122762.397	494879.6236	781465.1425	1068050.661	1191443.007	5040183.23	9294097.103	9152143.018	8301373.892	1765867.417	7782509.59	1783610.256	1125965.107	2796658.117	2808314.934	869876.7989	693381.0461	0	7862852.804
CISD1	0	7420441.939	14840883.88	22261325.82	29681767.76	37102209.7	250668894.8	550019817.5	594038208.6	287868007.7	301214830.8	261140126.9	291590023.1	282744421.7	273898820.3	235306780.9	343533207.6	293572330.4	313067422.5	141134388.6	95487352.76	49840316.94	31115480.13	32533428.68	35683919.95	39162994.94	36057656.92	22627124.01	12285744.47	19470263.52	25867921.78	21184267.25	14399223.67	18564241.37	11591988.09	16847053.03	10557808.06	11505093.68	13186307.28	14295496.31	22218242.57	17344876.14	12471509.72	14036177.89	10442684.33	10073838.01	6464535.119	7765904.112	4660293.126	10701320.33	7559359.269	7679191.674	7799024.078	6853273.896	3612180.411	6244501.169	6689846.426	5799713.219	6263984.171	5450440.886	6087306.441	4537321.604	6994750.289	1017369.834	388693.2821	0	0	13083523.93
PLPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5381994.473	2690997.236	0	3430395.927	2999449.667	0	0	1822166.81	9075575.844	9548831.951	4114405.115	1755858.636	866987.9008	585877.64	0	1948300.197	16864340.92	39914335.93	8296483.238	589244.23	840021.0604	0	0	0	0	0	0	0	0	0	0	0	0	0	1067823.189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VDAC2	7850671.662	6940632.355	6030593.048	5120553.741	4210514.434	3300475.127	7661380.593	35532082.19	21544469.63	12689064.22	47978695.07	105791563.3	174776665.1	341593625.3	508410585.5	461106357.2	369213692.2	408900100.9	1052488031	2208216716	2204477976	2200739236	884991309.2	842214708.8	523709689.6	499879555.6	816507021.9	1133650998	832800759.9	911497518.3	596002340.9	551112594.4	899936841.7	1157034718	610640956.4	715050739.3	768157217.1	2299756845	3389217846	10824437091	9237734473	6629518203	4021301934	3993902122	3276397014	3338940260	2622054524	2383211709	2076773534	2206445799	1568059785	1618430926	1668802066	1297542545	1247411723	921360444	855372369.3	815915798.6	916567762	769718018.3	726095724.7	580804098	437672696.1	1173542.075	522003.4199	18795034.76	15042310.6	1023606897
SERPINB9	0	0	0	0	0	0	2192753.297	27435740.45	21713026.6	12796226.42	13316330.44	17179526.53	13402258.1	87457444.3	161512630.5	97489165.81	2479834.706	2904377.622	1870413.683	522515.2326	700347.3851	878179.5377	543749.7712	0	0	183752.119	730902.601	299057.8247	278585.3183	291994.81	492204.5494	0	379184.9402	1195821.849	3602819.926	3814687.621	4726646.794	4297565.806	9017911.618	551870.5321	13215196.26	12092012	10968827.75	1600381.323	10259432.65	719824.7003	1886507.348	2342236.715	993633.1004	5417138.942	2666873.8	3102881.319	3538888.838	3054190.874	3019137.394	2230616.061	219488.0163	2561747.479	1211972.382	1887144.271	392799.157	332428.0102	0	0	0	0	0	1507663.616
KDELR2	0	0	0	0	0	0	0	0	0	0	0	0	11280180.45	17183763.2	23087345.96	27315475.85	23792180.24	31535735.19	60204295.86	51516105.33	40233252.09	28950398.84	16129639.53	12915626.63	18110820.85	20396621.69	17081690.7	9485594.654	9202164.176	4017388.182	7545574.448	0	0	6971229.654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB6	0	0	0	0	0	0	0	15761327.77	42081771.56	72952832.71	155821683.2	40390708.41	5288696.711	7942860.496	10597024.28	0	0	3802199.392	6010841.629	2968513.435	1796712.66	624911.8857	0	0	858355.3272	350955.6286	0	0	0	0	0	866271.3631	0	1577065.413	875427.1229	1124033.868	877315.1429	0	0	1034851.08	2686823.12	1558054.416	429285.713	0	0	421528.9077	0	0	0	0	4162401.769	2081200.885	0	0	0	0	0	0	0	324830.4356	2338073.972	1165226.825	0	0	0	0	0	0
DAGLB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245294.7481	490589.4962	1844845.798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BPHL	0	0	0	0	0	0	453807.2262	24698111.39	72020002.96	44989242.81	33096650.07	7686698.259	4112119.019	2651934.557	1191750.095	1158743.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556533.7141	0	0	0	0	0	0	0	0	336875.0936	273091.8624	0	0	727354.0332	1110212.651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC115	0	0	0	0	0	0	3058592.463	2587269.87	3515470.565	698806.2603	0	0	0	0	0	0	0	0	747564.9465	0	431571.8095	863143.619	0	0	0	0	0	658520.9171	404627.7163	0	0	0	565939.6935	0	1076467.136	0	1067823.189	0	0	324682.5786	616791.1248	308395.5624	0	1336058.518	3874308.109	6966111.527	3706888.501	5414977.955	9361281.045	2400970.062	2206140.042	1103070.021	0	0	0	0	0	0	0	0	0	0	0	325694.8303	0	0	0	0
FAM8A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178110.8061	0	0	0	0	5279631.94
OXCT1	0	0	0	0	0	0	342084.2091	0	1919752.424	12212464.27	37301498.17	34508400	56870063.85	65467635.1	74065206.35	48546477.28	50191306.69	17522998.32	11551589.02	7970856.649	14952493.16	21934129.67	85746659.3	157767788.2	309863316	1777531628	2366374142	275581546.6	92317662.83	55959913.08	20148358.43	561003.5447	5570000.323	311227.5925	763328.7765	700216.5886	0	0	0	404002.1675	3510807.383	2521871.586	1532935.788	0	552234.4878	293052.5562	782186.2296	1534186.886	2846019.605	1402594.164	0	364222.9501	728445.9002	1737888.325	1549200.057	0	0	0	516009.525	289651.8454	1760066.874	731505.4026	0	742935.8853	0	0	0	0
RAD1	0	367913.6881	735827.3762	1103741.064	1471654.752	1839568.44	318938.9032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAMP7	0	37300.90675	74601.81349	111902.7202	149203.627	186504.5337	273967.6307	2916558.763	1703085.064	12002859.93	21263655.08	17700301.6	8904857.887	6310422.64	3715987.392	8623019.715	4639866.114	3613249.531	1476408.923	3711096.738	3360334.461	3009572.184	0	0	1317178.318	1105185.513	2398911.437	5184480.28	2680192.302	3121943.497	2402641.983	1666120.816	0	2197120.765	0	0	0	1358578.275	0	1625858.22	0	610416.2137	1220832.427	250162.6552	0	932954.866	0	0	0	879828.7118	431696.9193	215848.4596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUP155	0	0	0	0	0	0	0	0	0	0	0	2821338.861	634022.151	317011.0755	0	488053.1801	0	0	0	0	0	0	2650507.168	8315704.646	5354697.797	3933132.444	10689025.45	49753627.25	78088042.49	100463081.7	65612472.39	42307765.29	17910690.73	8032717.739	4551913.951	2955854.602	3463242.927	1795484.31	2773387.701	253756.7174	508775.906	410632.9849	312490.0637	0	154715.2807	182569.263	0	120526.1949	2617614.674	214096.923	0	0	0	0	0	347645.9067	312728.9096	619975.7369	0	0	0	0	145150.0707	0	0	0	0	607851.4636
SDF4	0	0	0	0	0	0	0	0	0	3430452.796	5215416.512	999922.7093	1504535.872	6364606.54	11224677.21	61722445.95	120245039.1	159726381.6	209169418.1	199026883.5	161649944.1	124273004.8	52039519.08	14829032.57	10251937.44	6652540.97	3389109.706	1561938.506	266244.9463	0	11329450.95	1164885.617	1310411.017	1275312.042	596386.86	7851627.046	6309421.762	3291979.037	3836547.708	2074319.848	2464889.776	1232444.888	0	2431678.821	1135484.823	0	426499.1774	0	0	0	833236.6992	416618.3496	0	1016983.131	530635.9935	609910.0879	0	0	893522.5439	356915.4027	0	179179.9259	324444.8701	0	0	0	0	1105788.315
PAIP1	0	0	0	0	0	0	0	0	2526421.032	9694755.428	0	0	1827171.2	2876444.024	3925716.847	1960811.173	2479789.211	3357718.53	4143521.569	3940047.602	3125241.845	2310436.089	1820005.823	2157802.179	1607546.701	1454344.111	1262357.495	1024432.849	0	0	729617.3825	0	767980.5849	0	517522.2157	732995.3461	492204.5494	459277.9349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTTNBP2NL	0	0	0	0	0	0	0	0	0	1984695.764	0	0	0	0	0	0	0	0	0	0	0	0	0	1602656.046	0	0	2925293.699	0	303846.1165	0	2079665.447	0	0	0	0	0	0	0	283817.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263349.324	0	0	0	0	6496949.921	0	0	0	0	0	0
CAPZA1	0	0	0	0	0	0	1662435.765	9191677.703	12523077.69	5384257.822	1880797.794	2399116.162	5826134.126	21285663.03	36745191.93	47330046.45	72370537.76	53660031.7	104881105.5	103396280.1	110868176.2	118340072.4	86717329.07	83736077.19	31424501.24	18442316.22	6661981.07	2248540.878	4151824.307	7916240.551	3778428.537	2954956.086	3896145.449	5179430.395	902632.8092	4227492.966	3805634.223	659135.0923	0	0	0	1902123.321	3804246.642	9880054.358	5420607.894	3721151.013	1586698.865	1089000.86	0	932044.9768	1843480.964	1437238.194	1030995.425	396279.4831	0	650036.2005	530829.3449	0	0	0	2302167.471	2578296.088	648773.7293	0	0	0	0	4951639.64
CLCC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519205.5107	0	1227667.97	1986458.674	17451014.71	19436825.09	73488677.82	108466523.8	38090463.08	42613180.96	28463266.92	23225944.83	17988622.73	2009945.188	4896341.125	3744250.825	8184885.33	6566215.234	5379492.277	7543220.11	3740781.872	4122031.124	4503280.375	2111238.601	3494474.873	1205523.542	1442071.981	1582900.078	2562156.929	3742453.794	2071658.422	1261277.001	929747.5067	0	0	0	0	899766.6583
WDR77	0	0	0	0	0	0	0	0	0	0	0	1177282.857	0	0	0	0	0	1287948.128	528452.2595	0	0	0	0	2629920.925	3198601.66	0	669803.5429	1371430.46	1166136.714	0	0	0	0	0	760212.4061	0	0	5406902.689	0	112285669.8	10554339.11	9854821.994	9155304.883	7169039.56	5605645.232	5440978.038	3481963.896	745369.8389	0	323408.7338	1127807.633	1420564.475	1713321.317	0	0	915792.0814	0	0	0	0	0	626356.3347	0	0	0	0	0	3585804.999
PAFAH1B3	0	0	0	0	0	0	3522408.47	6514658.639	10368869.57	4098368.318	7090993.816	21358738.5	56867664.01	264164621.2	471461578.4	2028632.037	874119.1572	446778.3324	444799.3234	0	0	0	366526.1071	245647.3301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111203.2429
PLD3	0	0	0	0	0	0	0	125905.9146	0	0	0	0	0	1783468.086	3566936.172	2294444.786	1397407.796	0	1641781.281	2871837.71	2745181.137	2618524.563	1295227.241	0	0	0	700660.1595	0	0	0	0	0	0	3161156.308	604109.5444	572468.1483	0	0	0	0	0	0	0	791967.5383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAE1	0	0	0	0	0	0	0	33958553.97	132435165.6	126343855.7	74935060.4	80955342.13	45165761.31	36116202.61	27066643.91	23316615.28	9851483.838	1044109.202	0	0	4969672.506	9939345.012	9823163.538	1673451.111	1773180.651	7952329.031	16484939.88	8689043.549	3864481.306	3318638.789	3155211.32	1075022.687	0	0	275935.2661	0	0	0	0	1241088.835	0	0	0	0	0	0	0	0	532876.5956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAPA	0	0	0	0	0	0	94999083.48	99894582.96	75357476.45	54250527.03	38050200.48	22341157.22	14227095.39	12689587.41	11152079.43	1915430.45	3023072.664	3983381.074	0	0	346428.9299	692857.8598	0	0	2744794.434	0	0	329482.244	0	661296.0791	0	0	1077957.08	0	247910.6795	0	1115126.053	1605658.681	0	0	0	122982.8957	245965.7913	246272.8789	0	0	2157802.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACACA	0	0	0	0	0	0	0	0	458208.8151	249195.8979	0	1984809.5	0	0	0	660943.497	4524310.189	4258622.549	0	0	0	0	72597782.58	933330.1953	0	0	0	1272138.803	0	377251.4257	0	0	285614.2122	0	0	0	103390.707	3597826.909	19233794.7	52034173.48	38614456.88	32743499.34	26872541.8	16335319.98	11508790.1	6954624.176	12823966.66	87186831.89	191661148.7	217797533.2	80818426.56	52158134.51	23497842.46	12618195.23	11327813.15	11173996.38	5986456.599	9826780.347	7943173.271	3541254.55	2893197.358	2004599.59	2724424.29	0	79387.83055	2182482.923	0	5462587.906
PFKM	0	0	0	0	0	0	0	0	0	1634274.695	0	0	0	0	0	0	1939883.722	10771643.39	18056636.95	25612470.4	26393837.73	27175205.06	32940831.55	101728339.5	79202895.58	88888665.85	60622276.2	31355190.43	8496124.296	10683236.28	10258318.04	8457260.655	4313181.779	5805445.521	4486754.513	2658582.434	8224579.245	14967802.05	4705036.926	4874844.993	2505948.525	1727686.193	949423.8601	751352.3602	898470.0663	1533504.469	647659.1151	2705964.913	0	1976563.629	487131.9173	243565.9586	0	0	0	0	0	1600722.532	2427356.848	0	2290077.318	3154585.771	0	0	0	0	0	4383015.773
SLC38A1	0	0	0	0	0	0	0	0	0	0	1447519.942	226823.9978	0	118234.4115	236468.8231	342982.7247	0	0	0	0	0	0	0	0	678276.8858	933898.876	6755130.974	19347519.47	31053391.57	40301732.62	40336751.98	14411450.31	3503971.841	2690075.973	1676209.213	578314.1863	531170.5534	1250415.199	143409.9077	782459.1964	0	0	0	0	0	1580477.498	672021.3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120116.7448
AKAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093427.52	2242649.345	0	0	0	0	0	0	0	0	0	0	0	0	1113704.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNG10	0	321668.5707	643337.1415	965005.7122	1286674.283	1608342.854	0	0	0	797244.8955	2026550.666	3191777.491	5826247.862	7779666.186	9733084.509	25871561.34	16693054.28	0	0	0	10494434.28	20988868.55	12058306.3	10153112.1	0	0	0	0	0	0	1527817.662	0	0	0	617985.3543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A7	0	0	0	0	0	0	0	605906.5755	0	15015446.12	62587864.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462940.2388	8906677.666	0	0	0	0	2648801.126	0	2002666.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2L3	0	1123913.307	2247826.615	3371739.922	4495653.229	5619566.536	80312505.43	48677023.63	43794103.37	496355.9188	271692.9078	1294089.88	1395656.259	1411294.979	1426933.699	0	0	986581.4593	0	0	0	0	3141961.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159185.1112	318370.2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835755.9548	0	0	0	0	0	0	0	0	0	0
NF2	0	0	0	0	0	0	0	0	0	0	0	277789.1653	0	0	0	0	0	0	0	965949.7222	1751132.899	2536316.076	1544081.931	1193433.39	0	560355.2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTFP1	0	96782.63687	193565.2737	290347.9106	387130.5475	483913.1843	2971891.398	1698535.618	1312219.422	7904923.805	41521484.55	77412916.1	68736667.87	64367550.65	59998433.44	43284235.6	97439463.11	159816574.3	178916058	78029593.49	51876819.52	25724045.56	2880026.712	3798070.77	2399718.964	2956684.876	2439299.143	0	0	0	401920.796	0	0	0	0	0	133003.0502	423098.4666	0	0	0	0	0	0	383017.8484	0	0	0	0	0	0	0	0	0	0	0	169671.584	0	0	0	0	367515.6116	220341.0374	218259.666	0	0	0	618963.4852
PDXP	0	0	0	0	0	0	0	607703.6066	4550014.558	4449358.068	3988157.992	1204010.851	960160.5524	480080.2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556306.2418	0	0	0	0	0	0	514826.6691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484527.3595	0	0	0	0	0	0	0	0
