Uniprot ID	P1_1st_1	P1_1st_2	P1_1st_3	P1_1st_4	P1_1st_5	P1_1st_6	P1_1st_7	P1_1st_8	P1_1st_9	P1_1st_10	P1_1st_11	P1_1st_12	P1_1st_13	P1_1st_14	P1_1st_15	P1_1st_16	P1_1st_17	P1_1st_18	P1_1st_19	P1_1st_20	P1_1st_21	P1_1st_22	P1_1st_23	P1_1st_24	P1_1st_25	P1_1st_26	P1_1st_27	P1_1st_28	P1_1st_29	P1_1st_30	P1_1st_31	P1_1st_32	P1_1st_33	P1_1st_34	P1_1st_35	P1_1st_36	P1_1st_37	P1_1st_38	P1_1st_39	P1_1st_40	P1_1st_41	P1_1st_42	P1_1st_43	P1_1st_44	P1_1st_45	P1_1st_46	P1_1st_47	P1_1st_48	P1_1st_49	P1_1st_50	P1_1st_51	P1_1st_52	P1_1st_53	P1_1st_54	P1_1st_55	P1_1st_56	P1_1st_57	P1_1st_58	P1_1st_59	P1_1st_60	P1_1st_61	P1_1st_62	P1_1st_63	P1_1st_64	P1_1st_65	P1_1st_66	P1_1st_67	P1_1st_68
PREB	0	0	0	0	0	0	0	0	0	0	1052013.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651790.062	0	541918.6193	0	0	0	927768.4977	5212334.262	5336045.069	5768811.108	1373932.655	829034.1486	1275550.888	2486727.116	388272.4584	1326265.836	2264259.213	2035422.085	2395647.21	3702191.198	2596846.454	3178015.417	2603192.931	8571383.505	1307942.942	4099903.756	6891864.57	19114246.63	20220330.66	15794641.09	9749109.933	17078619.82	16367859.89	7226089.612	4949126.071	2917866.729	2213282.672	0	0	0	0	8296028.293
SRA1	0	0	0	0	0	0	0	720097.667	6680520.062	0	5557603.083	0	4346426.855	3623406.169	2900385.483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRS2	0	0	0	0	0	0	0	0	0	0	0	0	3194279.686	1597139.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398633.8214	0	1021498.456	0	0	646044.0618	851292.3125	425646.1563	0	465158.0937	261650.006	214995.4385	0	0	0	6734772.204	5922957.708	5747445.773	5571933.838	2896393.344	2659014.632	8291729.067	1724399.218	1570445.97	1015902.638	6803207.244	19098653.41	7559666.357	13586226.32	0	1129525.049	0	0	3817053.333
MRPL47	0	0	0	0	0	0	0	0	0	517283.3698	0	1188656.472	15448553.36	10783312.72	6118072.068	5086178.128	4074665.705	0	487711.9716	2759022.826	2425622.371	2092221.917	15624719.28	20653904.23	19024201.73	34284055.45	33598135.49	24249115.21	14812677.31	15636252.13	15706632.06	15571763.73	10508787.78	13265080.94	13233246.19	11413911.41	7743168.256	7248495.633	1746213.811	6316757.743	4724155.972	4646963.249	4569770.527	1123258.187	1342871.313	6193638.364	1882481.089	122220.8635	1327414.571	402421.2351	222490.6506	202859.7917	183228.9327	143284.7979	133014.4238	207875.5557	1120050.828	13442043.01	41077902.21	250075078.3	288435437.3	121400791.7	44354504.12	0	205191.3827	195137.1073	0	6509563.26
LYRM4	0	868596.1299	1737192.26	2605788.39	3474384.52	4342980.65	29107240.99	16697478.62	13572589.36	4297895.641	3471022.479	1239724.002	978164.9844	1548079.756	2117994.528	1441036.982	1260196.508	5892214.828	0	1789183.327	3934190.19	6079197.053	62860489.84	55142696.11	51094940.38	40371782.71	15673534.84	12058647.51	4733470.963	3367044.894	1627223.054	823756.7913	2648926.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2724663.136	0	0	0	0	0	0	0	2555082.541	3026973.814	0	0	0	0	0	0	0	0	0	0
RANGRF	0	884845.3858	1769690.772	2654536.157	3539381.543	4424226.929	1662936.204	182466.9005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375124.5598	417332.0439	131626.8428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HD72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388988.9961	0	0	0	0	0	0	529760.2252	0	0	155818.5213	754764.4446	502679.6486	0	0	0	0	0	0	0	0	1530206.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APMAP	0	0	0	0	0	0	0	0	0	6710421.295	17026687.9	60558049.4	92838631.25	104964178.4	117089725.5	224604937.3	625769331.1	1125228654	821376566.8	257866231.9	141167178.7	24468125.53	22738983.51	37706489.85	77709426.23	88300991.18	59578257.99	28864982.99	9471309.394	23021742.95	15960297.78	16762319.6	11771406.87	10800657.48	11049205.08	3710732.782	8345480.77	2004827.062	615471.7855	5643803.709	5859720.411	4677529.839	3495339.267	3084274.085	1996808.664	2648641.895	249650.8425	418037.208	1542830.833	7178547.902	1249482.563	1240139.138	1230795.714	1763877.035	849711.3801	215802.9652	3412323.254	583295.8295	859299.3373	0	594976.5318	156637.4215	329232.0245	0	0	0	72459.02448	2361958.563
ABCB6	0	0	0	0	0	0	0	0	0	3435286.582	0	0	1075602.741	1036352.397	997102.0529	1156127.934	857115.6032	1048385.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45692359.67	40695930.73	36715165.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB18	0	1337500.692	2675001.385	4012502.077	5350002.769	6687503.461	23411948.92	16820385.31	33044809.14	40618055.59	98202780.52	81841278.47	31173565.18	22952164.86	14730764.54	23411221.01	18013872.16	5048645.2	8407046.146	10564836.95	8566885.24	6568933.528	10239551.57	2509929.29	5192851.26	7099216.94	7223837.636	5536789.369	1090900.253	4670916.082	5714524.845	2625917.413	24025316.59	5854465.801	23341170.92	14630108.05	1305804.703	1895992.943	1560004.991	7165183.905	11238666.75	7889450.002	4540233.249	4416829.53	4453759.657	2924588.535	874426.2448	2229080.623	2669466.984	3685255.885	1449453.456	2071635.675	2693817.893	1641644.798	1578236.896	1949915.25	1474088.706	1667713.122	2215182.066	1721169.111	2286926.827	1102376.23	2528775.37	0	0	0	0	4620439.98
DYNLRB1	0	1445040.494	2890080.988	4335121.482	5780161.976	7225202.47	28338157.16	50829139.01	26823419.16	14944474.76	33530439.74	1486872.649	3308129.57	1654064.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	788794.2998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMC7	0	46704.61137	93409.22275	140113.8341	186818.4455	233523.0569	0	0	0	0	0	0	0	0	0	0	0	742014.6226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596239.003	2299164.837	5956134.542	9800871.253	11975733.85	10131502.23	8287270.61	22084830.07	14495103.25	2593866.567	4940220.531	12221290.2	0	16985697.39	3064404.38	5585991.626	8107578.871	8835365.102	1161473.532	5753342.992	8659642.755	1206058.102	3069283.661	3102835.824	3430737.136	1592681.386	1470005.578	0	0	103766.0363	0	16825329.42
ENY2	0	0	0	0	0	0	0	0	0	0	0	0	0	400152.1989	800304.3979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1863907.976	0	0	0	0	1318998.096	0	0	0	0	0	1107426.115	0	1404641.415	0	0	0	0	0
EXOSC4	0	0	0	0	0	0	3226921.961	1975710.608	0	821755.0352	0	0	0	0	0	0	0	747837.9133	0	0	0	0	648500.7625	0	0	0	0	0	0	809289.5535	1077229.168	897002.87	0	2181231.826	3389905.859	3510011.23	4573102.996	1882560.704	8817622.263	28099311.25	12936804.3	8086469.442	3236134.589	2122885.182	2579535.812	3861672.023	4476029.194	5920910.458	4201367.773	2294854.237	1121688.628	1186904.935	1252121.242	0	801896.7039	762100.4261	0	0	0	0	0	0	0	0	0	0	0	0
NGRN	0	0	0	0	0	0	0	0	0	0	682632.9802	0	0	0	0	3105906.7	0	0	0	0	0	0	0	0	0	0	27283026.92	0	30952155.02	27114697.43	17515366.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4512367.893	2256183.947	0	0	0	0	1524519.313	0	0	0	0	0	0	0	0	0	0	0
NOP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4678422.668	4831852.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISYNA1	0	0	0	0	0	0	0	0	1060191.494	1242794.877	0	1038149.428	1099839.914	549919.9572	0	0	0	0	269042.8556	0	0	0	198060.1263	0	154021.4902	0	10952222.27	110601897.2	124375265	53636658.93	1833438.062	128408.1099	152235.8327	1424545.24	0	0	0	0	154556.0501	0	0	0	0	0	0	0	0	0	0	0	0	143353.0396	286706.0792	621795.5152	0	404309.2551	361044.0248	0	0	0	0	0	0	0	0	0	0	0
ACOT13	0	0	0	0	0	0	0	8665170.331	26315018.58	19606064.48	7444144.553	5625947.134	18916823.43	13168655.43	7420487.434	0	2403335.773	1842184.372	2751618.603	7289577.129	6144595.338	4999613.547	0	5807026.454	729935.8437	5836484.116	0	1834109.105	1009135.337	0	0	1675560.917	1754493.802	1464466.628	1893138.166	1245752.017	1257011.896	0	1558867.63	0	0	0	0	404070.4092	0	459983.099	0	0	0	0	700785.2693	350392.6346	0	0	315913.5217	3724335.626	4094728.762	8255651.961	7101230.07	103963129.7	102349213.7	13004591.04	13309403.91	0	0	209729.4549	0	39265698.68
SKIV2L	0	0	0	0	0	0	0	0	0	0	0	0	0	2262268.83	4524537.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280393.723	2287347.651	8880495.605	4076132.902	2970082.994	415989.9574	407897.6305	399805.3037	380447.4115	159014.507	0	295122.554	0	340253.0571	0	0	175688.2262	0	0	0	0	0	375340.6585
TIMMDC1	0	0	0	0	0	0	0	630109.6276	66240671.26	219837186.3	425982815.3	174092405.7	189636827.2	210481825.2	231326823.2	92157783.92	66193550.37	30159197.98	30663560.93	48381525.75	38281164.48	28180803.2	11607695.06	20592350.22	19182624.8	19957577.42	13484557.58	7119245.875	5580918.994	6410851.658	325262.633	2832257.531	1514396.796	6300641.331	4552812.467	40681054.04	223512774.6	112866088.2	96112503.49	240328231.7	54913881.73	36282541.72	17651201.71	13290682.94	7616682.287	4530133.479	3854677.25	54444356.17	185745117.5	66362823.88	39917304.44	30339719.99	20762135.54	9264582.573	10753343.24	4540278.744	12243229.9	17180766.26	4982473.509	6835360.452	7827185.148	4073153.015	2698674.426	202575.4513	0	0	0	3200796.768
RIC8A	0	0	0	0	0	0	0	0	0	0	0	0	0	135311.894	270623.788	0	2449091.825	5015422.871	9106853.284	9502768.812	9899935.437	10297102.06	4037064.535	4321177.43	1449567.193	0	569124.3056	384155.2099	0	207250.0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569181.1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LZTFL1	362875.1768	290300.1414	217725.1061	145150.0707	72575.03535	0	0	0	0	460574.527	0	0	0	0	0	0	0	0	8437174.851	0	2638223.664	5276447.328	4728580.308	15368938.06	11454139.88	2073864.903	2850569.05	0	0	1416015.029	1590486.279	0	0	2232868.036	0	0	0	1192864.709	0	1649856.547	0	0	0	0	0	0	0	0	0	1052389.194	2463411.206	3051029.009	3638646.812	0	997864.0851	9044980.821	0	0	0	10719631.85	10927769	0	0	0	0	0	0	16448521.57
MRPL40	0	138576.1214	277152.2428	415728.3642	554304.4857	692880.6071	4426406.113	7262996.991	5690970.089	1822326.041	5574549.769	6020395.465	3951057.261	4671416.521	5391775.781	1618158.283	1899518.763	7335424.17	115653510.9	177039866.5	144154424.5	111268982.4	30826135.37	9344641.447	4564595.532	4891052.394	1093880.14	1617157.405	823483.8246	562300.1368	1196163.057	346053.6006	0	0	0	0	0	0	5304085.212	0	0	0	0	0	0	0	0	0	0	0	0	236548.4384	473096.8768	0	257930.834	0	0	0	0	0	5210468.989	2577932.133	711328.6101	0	0	0	0	0
TIGAR	0	0	0	0	0	0	1192523.501	2480016.684	3016396.353	1361762.887	875449.8701	788259.7399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTN4	138394.1436	195612.5244	252830.9052	310049.286	367267.6668	424486.0476	0	0	0	0	0	3731341.772	0	0	0	0	0	0	0	0	0	0	2649824.751	14503633.46	21984977.69	19945111.93	16997184.74	22376563.28	12431247.12	44894022.9	127756231.2	593192807.8	653649711.7	142742538.1	63439975.51	49140214.09	109605591.3	108074020.3	30084234.49	29426043.41	25193921.38	24736986.41	24280051.44	10378537.14	26396339.92	28633302.46	18095989.66	49839782.38	48044980.49	59104694.79	18340920.45	24674118.75	31007317.06	43860991.6	36624859.09	38841917.8	40852738.76	47734037.24	45524257.64	60147359.55	71966888.18	76251954.38	82788313.88	2675984.065	720188.656	4378545.943	438634.8242	65691712.37
HINT3	0	199336.2458	398672.4917	598008.7375	797344.9833	996681.2291	4745526.994	5994691.096	5797245.145	0	6454298.866	0	0	0	0	0	0	0	0	0	0	0	0	0	959535.0035	0	0	0	0	0	0	0	312467.3165	0	0	0	0	0	0	1431824.354	3258199.401	1629099.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANBAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926460.532	0	1204238.324	7411957.223	0	0	849745.5009	0	710737.1821	0	831809.3105	0	0	0	0	513905.4063	1502227.029	788737.4317	0	0	0	378673.1276	189336.5638	0	0	0	265221.321	0	0	0	673613.7038	0	0	0	0	0	0	0	0
XPNPEP3	0	0	0	0	0	0	0	0	0	6493151.134	7555878.943	10150143.59	0	2282229.524	4564459.048	3661621.514	2829641.599	992609.4751	725318.1562	0	308077.1012	616154.2024	2116174.75	14005469.13	25029129.07	22881892.98	21594172.33	26386615.48	13992855.79	14350112.4	16001527.14	15909071.02	9208226.312	7483190.172	4771970.649	2543936.398	2949110.048	881113.9302	0	0	467546.5528	488855.0199	510163.487	0	1966634.464	2461955.384	1967100.782	2162817.944	547662.2947	2046454.492	1188156.032	880050.4973	571944.9621	0	642313.5162	0	199697.9268	503566.7905	0	777977.9922	614004.5892	0	0	0	0	0	0	0
PFDN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123497.033	2242876.817	13664829.37	5999968.453	42732945.12	40550746.54	38368547.96	2222859.256	712158.884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1350844.217	675422.1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECTIN3	0	0	0	0	0	0	337807.73	0	1499383.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9938150.782	8930221.048	0	15564677.97	30479808.81	10938118.99	4157966.059	0	867943.2844	0	0	0	0	0	1390083.188	2780166.375	3802085.656	966165.8209	0	944840.2934	336408.7754	0	0	0	0	0	0	278949.274	784699.7985	0	2111397.832	3921394.874	3812094.437	0	0	0	0	0	0	0	0
XPNPEP1	0	0	0	0	0	0	0	0	0	0	0	0	1361091.844	6838675.861	12316259.88	5247023.787	2413742.631	8709049.737	72836173.55	113699546.6	65837999.8	17976452.97	5524392.129	4802360.947	5179055.066	3235122.337	437224.496	0	0	2132325.283	0	0	0	0	0	0	319598.5729	0	0	0	0	0	0	7910235.283	0	4614389.217	0	5228336.938	4427975.672	3062345.756	364027.3239	329802.4113	295577.4986	0	0	3493405.753	0	977243.7216	0	0	2536316.076	1015720.66	0	0	0	0	0	0
GPHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696360.9332	948024.9055	0	0	1328096.988	664048.4938	0	755560.5976	869819.9309	934820.1388	0	810790.8706	9267824.053	26596515.54	1557389.06	5214006.184	8870623.307	4840041.732	4078805.701	2306227.851	0	939744.914	604518.9945	1235515.764	2047284.766	1747453.535	727376.7804	0	0	0	0	0
STARD7	0	0	0	0	0	0	14093864.87	53299829.33	22435023.66	13327510.71	12133940.83	11173552.81	4937854.819	6507584.251	8077313.682	2096839.605	878418.3836	0	1124873.24	0	0	0	0	3154699.507	2106700.529	842375.3986	325512.8525	539314.0615	0	551938.7738	0	569636.1183	13989489.2	0	0	623274.0852	986149.2619	606372.8937	0	4513277.782	11199257.18	7557482.623	3915708.066	6036545.998	4404773.498	3781840.621	4481113.2	3270141.696	3188433.648	1417607.335	919670.4841	5266785.443	9613900.401	743208.8521	859651.9193	600435.8669	3367727.311	0	2601691.614	0	0	0	785404.9626	0	0	0	0	0
BIRC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298546.0121	149273.006	0	0	0	0	0	0	0	656234.8205	608613.4958	675842.9323	743072.3687	467705.7834	45343.1897	0	401022.2804	759439.0003	0	1286355.822	0	0	0	0	0	0	0	0
PDLIM7	0	0	0	0	0	0	0	378434.2817	0	0	375272.4168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX21	0	76464.81158	152929.6232	229394.4347	305859.2463	382324.0579	0	147299.6839	8602206.001	1345157.41	3052018.514	7796089.686	3545269.436	5499580.588	7453891.74	2450968.472	0	0	2053164.924	2528934.601	2297077.778	2065220.956	3517802.156	17222120.72	43385847.47	66488911.77	120864889.8	226385886.2	221996922	237188431.7	241729347.3	178377062.4	132915700.9	79285991.21	51654419.86	34696565.08	28674156.49	37576705.53	25806276.79	88813497.63	84713753.11	64270567.84	43827382.57	23621155.19	14950502.78	14126552.63	17143278.82	10608318.28	3413540.23	10388625.54	3280798.773	3055066.643	2829334.512	15418072.08	3900729.016	2146064.609	1000775.73	3197862.375	2814912.768	1660206.537	0	979336.4667	242383.1027	399577.8314	0	108033.4165	91167.48329	19812620.7
PXMP2	0	0	0	0	0	0	0	0	0	236320.9661	1017893.021	22240876.06	18884636.1	13877231.63	8869827.154	20027570.64	53158796.5	50747703.93	7036627.938	9039521.485	7387304.913	5735088.341	2115310.355	528804.8415	6065821.682	367731.7102	0	0	0	0	1044370.796	0	0	0	1187871.692	203473.9669	1407484.818	402341.6198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83323.10124	0	0	1666679.261	0	0	0	0	0	430730.162
SDR39U1	93514.99736	74811.99789	56108.99842	37405.99895	18702.99947	0	4981529.499	40157503.81	47312133	21617010.55	19655789.92	8289988.904	10621363.82	8763199.516	6905035.216	13437516.31	1687389.476	1259400.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1825692.63	0	0	0	0	0	0	0	0	661978.496	0	0	846242.4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4103827.653	1198665.252	0	0	0
AAAS	0	0	0	0	0	0	0	0	0	0	0	0	0	599673.8347	1199347.669	6630703.63	9191859.681	7218150.829	7074047.13	1736864.7	5889576.149	10042287.6	8133613.075	1170037.864	4022256.089	5675513.347	1329689.294	6433940.096	17108759.9	15599890.68	20968282.31	10067138.95	6247299.078	9672918.088	5020427.261	5349238.462	6047521.536	2378222.832	1606978.02	1977985.331	3290159.258	2225987	1161814.741	1817276.156	1663504.885	1873097.857	943259.3609	1937722.735	0	2271481.458	1335717.31	1988454.744	2641192.178	1758576.93	1250187.727	1344543.235	0	1606864.284	2194209.12	1269261.279	0	631474.4614	828556.4567	0	0	0	0	3969732.736
TUBG2	0	0	0	0	0	0	0	0	0	0	0	465908.7523	0	1078673.617	2157347.235	5768697.372	0	0	0	0	0	0	1444335.33	0	0	573184.6861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203542.2085	0	0	0	0	0	0	0	0	0	0	0	330119.1665
ABCB10	0	123399.17	246798.3399	370197.5099	493596.6799	616995.8498	0	726751.2316	0	0	27352405.97	0	12852787.4	13707781.83	14562776.25	5889143.952	1086475.917	756857.1897	7450252.184	4050303.423	3319577.113	2588850.803	4792613.759	13402656.18	8980913.249	11730211.63	4499663.566	18906245.97	30382587.15	63969212.54	251389185.8	738471627.8	1202752247	915091694.2	335147964.7	152179317.2	88656348.4	47858157.5	14348144.77	18913286.24	13491086.03	12407544.51	11324002.99	6582684.228	4966459.46	4055250.945	6363764.893	5481092.777	3088618.806	4107080.507	431878.8971	2716934.765	5001990.632	3321539.061	913255.7654	981247.234	742708.413	1496597.089	2078311.986	347873.379	525364.3231	148732.7593	134447.4993	0	0	0	0	17603705.49
STRN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546945.757	1000752.983	933136.8438	1699331.771	0	2128571.99	1214247.105	0	0	0	0	0	0	0	0
AASDHPPT	0	0	0	0	0	0	9949296.925	32173180.8	80607764.47	39746688.85	40505775.27	24313137.28	30577121.45	33453485.86	36329850.27	18969813.1	17150489.69	12133485.89	9317378.892	10320065.39	9941312.647	9562559.904	4616368.226	4167053.577	4958168.095	5386327.82	4462699.318	2525397.406	344245.1959	853578.4091	1782950.586	1077706.86	1114000.065	1306816.955	610581.1312	159332.9682	0	883763.9825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136824.5848	0	0	0	0	0
CMC2	0	2460977.253	4921954.505	7382931.758	9843909.011	12304886.26	81317705.5	22517141.16	27838173.06	26417267.37	10660602.79	4381116.38	1929317.634	2758619.062	3587920.491	0	0	81220119.88	0	0	0	0	73392798.25	0	0	0	0	0	0	0	0	0	0	0	0	1517137.837	3323597.685	2382908.761	435495.7066	220409.2791	0	0	0	0	4951958.101	0	0	0	0	0	0	94861.63334	189723.2667	0	380492.9059	0	309259.9571	1656908.188	0	0	0	0	0	0	0	0	0	0
ACN9	0	276970.265	553940.53	830910.795	1107881.06	1384851.325	9384596.955	20639926.06	21051650.91	5018857.703	3755874.659	3149012.7	0	487746.0925	975492.185	661898.8807	0	0	0	771244.8123	761082.4876	750920.1629	26186610.47	747678.6827	470264.8467	300456.7793	0	0	0	0	0	0	0	148220.9467	0	113861.2567	0	0	997761.7225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB6B	0	1001242.049	2002484.097	3003726.146	4004968.195	5006210.243	14592006.44	1846949.916	2547177.879	4262648.809	3850423.518	3133362.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654437.7894	250583.4789	0	0	0	0	0	223537.0232	100964.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367424.6226	0	0
VPS45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810153.9482	0	0	816102.3487	408051.1743	0	280439.2175	0	0	0	0	0	0	732983.9725	0	0	1478228.702	0	2193060.385	0	1182628.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL17	0	0	0	0	0	0	828135.633	3326156.749	2516639.723	1123622.143	601084.1629	2338073.972	2207971.194	2562520.885	2917070.576	5859197.224	4170477.036	6280851.242	8528277.505	547514.4377	594322.549	641130.6602	3033570.511	1841956.899	2534155.09	358701.0602	6415867.422	3769329.645	1570275.365	1279918.356	2240044.787	1177988.021	2871143.919	1193467.511	196809.0286	482298.131	559149.6455	3212613.953	0	1083598.393	0	146912.981	293825.962	472289.3501	351603.9246	559138.2719	586366.7055	708337.3494	0	1075398.016	261934.3464	440704.8221	619475.2979	234376.078	573378.0375	433039.0058	1638846.888	5362261.251	16710285.31	231150293.4	234796901.7	139979739.2	79847324.59	0	0	131308.3816	0	21674424.55
SERINC1	0	0	0	0	0	0	854238.0787	0	0	0	0	0	0	0	0	0	0	0	0	0	967155.3254	1934310.651	2869449.251	10692107.7	22894972.64	36838341.84	32359071.16	9537560.699	391036.2467	1056654.299	773292.063	0	1196390.53	953461.4933	368311.7646	658975.8617	198526.4445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132172.7763	0	0	0	0	0	0	0	0	0	0	3450299.753
AGPAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644738.421	2941671.704	0	0	0	0	0	0	0	0	0	0	0	1522813.271	1879489.828	2658354.962	3443703.057	0	0	0	0	0	0	0	0	1840250.857	3680501.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOPORS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2378905.249	86750767.5	76137251.48	43311520.9	21655760.45	0	7683706.999	0	0	0	0	0	0	399839.4245	199823.0365	13055772.31	386043.2299	0	0	19359029.57	345553.1616	0	0	0	0	0	0	518875.6759	0	0	0	0	0	502918.4945	0	0	0	0	0	0	0	0	157331.212	0	0	0	0	0	0	0	0	0
KIF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11399774.01	9498924.53	5946762.684	2394600.837	1844345.359	3129450.083	4254641.784	1795996.123	0	589847.0316	0	2647777.5	2928023.366	0	0	0	0	0	0
IARS2	0	90438.43459	180876.8692	271315.3038	361753.7384	452192.173	1424567.987	1223618.963	1276574.513	0	675149.1418	573014.0818	0	1363861.319	2727722.638	815783.8874	1029152.899	326127.0277	484493.2387	23793658.81	327658581.6	631523504.4	1701170123	1778006874	1031621645	445500097.3	206104968.3	132037168.7	95428232.71	90542673.77	123790729.4	106067987.7	80037514.17	73260534.49	41487511.57	28031046.82	28488129.64	9240083.807	10864270.11	17130699.6	4408595.033	4296229.406	4183863.78	4001294.517	5556499.843	2505231.988	3596791.91	347111.3468	0	0	695325.9342	347662.9671	0	6280839.868	1604817.033	1247116.851	0	0	551825.0377	0	954382.7561	0	700808.0165	0	250913.3137	1060418.966	0	1357543.276
ATG3	0	0	0	0	0	0	3272541.529	3411401.991	10412316.78	7758283.79	5821925.889	5372099.428	5594794.803	4174514.669	2754234.534	0	2420305.207	3459398.645	0	0	389034.4906	778068.9811	302219.6896	0	156921.7619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT3	0	0	0	0	0	0	942576.944	3246029.633	7376699.017	8933974.341	8288862.916	7725641.516	14836425.42	13067771.47	11299117.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
