Uniprot ID	KO_2nd_1	KO_2nd_2	KO_2nd_3	KO_2nd_4	KO_2nd_5	KO_2nd_6	KO_2nd_7	KO_2nd_8	KO_2nd_9	KO_2nd_10	KO_2nd_11	KO_2nd_12	KO_2nd_13	KO_2nd_14	KO_2nd_15	KO_2nd_16	KO_2nd_17	KO_2nd_18	KO_2nd_19	KO_2nd_20	KO_2nd_21	KO_2nd_22	KO_2nd_23	KO_2nd_24	KO_2nd_25	KO_2nd_26	KO_2nd_27	KO_2nd_28	KO_2nd_29	KO_2nd_30	KO_2nd_31	KO_2nd_32	KO_2nd_33	KO_2nd_34	KO_2nd_35	KO_2nd_36	KO_2nd_37	KO_2nd_38	KO_2nd_39	KO_2nd_40	KO_2nd_41	KO_2nd_42	KO_2nd_43	KO_2nd_44	KO_2nd_45	KO_2nd_46	KO_2nd_47	KO_2nd_48	KO_2nd_49	KO_2nd_50	KO_2nd_51	KO_2nd_52	KO_2nd_53	KO_2nd_54	KO_2nd_55	KO_2nd_56	KO_2nd_57	KO_2nd_58	KO_2nd_59	KO_2nd_60	KO_2nd_61	KO_2nd_62	KO_2nd_63	KO_2nd_64	KO_2nd_65	KO_2nd_66	KO_2nd_67	KO_2nd_68
O14957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198806.966	99403.48299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14974-5	0	0	0	0	0	375327.9383	750655.8766	1587893.612	0	1371063.483	1822371.42	4293841.73	0	1511383.52	2740362.199	3969340.877	2902568.451	0	0	7515923.743	7311749.585	2921210.055	2939277.392	10784609.77	0	6232568.566	5394138.121	6001536.362	0	2081785.686	4163571.373	0	1032775.794	2065551.588	0	0	0	0	4194935.209	1754696.212	4218612.697	3751331.291	763245.5856	2710233.037	984206.022	0	1944027.765	3888055.531	4377684.775	1397824.345	481236.1043	0	0	0	0	0	0	0	1138904.832	0	0	0	0	0	0	0	0	0
O14979-3	0	0	0	0	0	1203620.354	2407240.707	10545891.21	22501520.61	19822783.94	25481394.29	5051918.909	33010216.97	19946030.56	12075364.16	4204697.756	1416629.395	368860.8036	0	506017.9525	0	0	0	1535061.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14980	0	0	0	439796.0832	0	0	0	0	0	0	0	0	0	439469.1925	2037224.743	3634980.293	0	0	0	0	0	56122687.44	115318200.4	193812385.5	364665161.6	231693273.7	380159073.5	146177565	68487928.55	170567674.4	272647420.3	226244050.1	189172702.2	152101354.3	86810372.57	85027905.37	83245438.18	81462970.98	38455464.89	43719429.84	12714793.27	2460382.532	4685257.991	6002905.769	2718824.961	3309944.929	2145949.028	981953.1267	1562643.515	1960504.823	2774683.512	1140146.133	2484581.278	2291344.706	1319445.676	1821297.981	0	1295591.491	0	1351958.048	419648.1314	361108.1933	0	381242.8928	0	1568589.391	0	0
O14983-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40972655.72	16638736.1	11413344.25	14637855.86	17862367.46	0	0	0	0	2285437.114	4570874.227	6856311.341	0	6039968.105	0	2410863.01	0	0	0	2613756.109	1306878.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14992	0	0	0	0	0	0	0	0	340222.5287	658154.6464	30989237.37	305589785.4	512953336	295323650.8	147661825.4	0	230338665.2	212598219.1	137757921	0	160273621.6	225731273.4	617072438.1	0	0	51573632.44	0	0	0	0	0	25592007.04	23438504.18	21285001.33	0	4816631.236	9633262.473	14449893.71	8361775.489	7665144.925	3503870.622	0	0	1766888.351	0	2155048.958	1077524.479	0	0	843466.3278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15020-2	493693.29	1078915.973	2314783.652	2208146.608	2496738.077	10822953.16	19149168.24	0	324522.9407	0	0	6040409.849	20172689.5	0	13782970.44	27565940.88	0	0	1446270.429	53395208.72	0	0	0	0	0	0	0	0	0	202992.492	405984.9841	0	0	0	780694.4805	520462.987	260231.4935	0	0	0	1228711.423	1882890.372	0	5670669.975	0	8068015.613	7770942.655	7473869.697	5483887.285	16093137.87	0	2982038.228	18771079.4	0	22242402.32	1873083.651	1125210.763	1248991.898	0	0	467497.8604	1993547.288	0	0	0	867894.7807	0	0
O15031	0	0	427153.3649	0	1378595.221	5164607.848	8950620.475	9691160.41	5118931.5	5301813.589	22285110.14	0	0	679976.8086	339988.4043	0	8407893.581	5443922.69	6850303.62	5677737.882	0	3083065.121	0	4775519.579	18499804.31	15697997.7	13575681.99	1926623.045	7432787.489	5538588.467	3644389.444	17793190.32	12614292.05	7435393.78	4865812.088	5519564.017	6173315.947	6827067.876	4817087.705	59179892.86	141385789.2	91629995.89	34917005.7	42623038.47	29501045.42	17365581.96	12611950.81	7858319.653	14354962.89	9993657.986	5825174.418	2221831.842	2731308.652	1531836.276	0	0	0	1445917.034	0	0	0	1369495.291	922450.1863	0	505620.3827	481280.2787	0	0
O15078	1101533.275	67273220.42	112675686.7	0	82594754.9	123666984.2	164739213.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707850.8661	975459.4873	726580.8191	0	0	0	0	0	0	216286.783	0	3868132.869	0	5807168.925	0	0	348385.9611	348385.9611
O15091	0	378026.9952	0	0	0	0	0	0	0	0	0	4988616.969	19111646.49	24059287.27	24452505.85	24845724.43	31097553.04	13392225.63	19972504.29	58177221.93	211787441.9	97845800.26	68930865.43	40316100.19	2262392.792	7395239.234	3732473.233	7138453.345	1010003.882	3924035.594	6838067.306	0	270457.8712	540915.7423	0	0	0	0	398245.6261	0	0	6739642.287	378026.9952	0	379776.3022	0	102745.2777	205490.5553	354508.5353	0	566360.2068	1076420.119	2064844.797	497094.7202	0	276116.614	270904.0328	230577.207	0	0	0	0	0	0	0	0	0	0
O15126	0	0	0	0	0	0	0	0	0	0	0	539634.6842	745134.0744	534068.7076	552268.5676	570468.4276	273943.2327	1320594.211	4839572.484	39134646.56	52644287.79	102843919.1	213981673.5	257607608.2	98111823.02	38365084.03	75144483.17	49459312.29	68293680.38	75604729.8	82915779.22	32716121.37	38093336.27	43470551.17	5350714.669	5205793.13	5060871.591	4915950.052	9932838.648	6292822.471	6044606.419	5145524.5	1029131.405	4810214.166	5138677.465	3341485.463	3551506.105	3761526.747	4075399.236	3764322.988	2407152.359	0	0	0	0	458530.4537	448193.64	533538.6146	0	0	0	0	0	461313.442	0	322914.9919	0	0
O15162-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10411026.72	26968923.63	22169373.17	9099930.006	6195903.799	4628595.466	6080166.825	0	0	5174591.266	0	2522580.112	5045160.223	0	1674431.295	3348862.591	0	0	0	0	0	3064644.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15173	3992174.633	15277324.72	4133267.723	16132188.05	16939343.01	15466479.58	13993616.15	7383974.758	12707743.03	15603596.97	17669060.21	28472046.53	39263459.16	121291023.4	113925469.3	106559915.3	73192150.62	143737016.7	64392606.65	32321096.05	23113512.99	27836553.36	3971545.18	16511999.69	20344969.73	11646275.95	12079794.85	5182542.661	3033192.203	5824330.686	8615469.169	6148151.254	5319940.561	4491729.868	2914628.067	3483388.417	4052148.767	4620909.117	1973050.358	3935631.379	3921937.309	2703386.002	1256983.05	11435873.2	11946794.52	12842828.4	9709559.054	6576289.708	4044698.015	4633852.222	1077767.438	1413139.616	1439511.743	1428644.836	941135.9649	500054.4061	837405.5977	1477059.998	1489782.23	2142887.741	666503.6113	1106304.112	782492.3793	0	1841189.722	0	0	0
O15230	4713056.952	476686.1393	724062.8773	802560.8172	0	0	0	0	0	0	0	0	0	0	0	0	0	30349591.8	1943100.103	0	12701028.52	0	12025159.93	0	0	3160016.956	0	17413555.38	737359.377	368679.6885	0	0	691395.8956	1382791.791	1879488.942	2687512.662	3495536.382	4303560.102	10646962.28	12715473.56	2825130.697	2200460.259	1486336.626	1344227.525	1490793.824	495813.6621	247906.831	0	0	0	693940.342	0	0	0	11560445.06	5674645.672	4273521.498	4435553.262	2570244.308	0	906414.8727	0	282552.8267	0	0	2274319.885	0	0
O15294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2948819.066	14764857.31	0	0	0	2957698.124	0	0	0	0	0	0	0	0	722796.544	1445593.088	2168389.632	1321521.874	0	0	708911.0521	0	0	2395799.533	0	1117171.019	2234342.037	0	0	2146479.121	637657.7167	3124324.027	1655259.598	1357479.85	844835.7347	1028954.707	1310654.967	1315160.758	984073.4987	939413.1626	0	0	0	0	0	0	0
O15320-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3015124.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19006043.13	0	0	5734502.008	2867251.004	0	0	1618064.739	2915423.206	2443817.125	13304892.81	21371406.49	10526763.69	12554060.23	9475633.427	11223036.44	3093401.935	10312164.37	2633811.295	910390.5703	764394.1205	0	2356970.22	2152089.272	0	0
O15371-2	0	0	0	0	0	273439.6443	546879.2887	0	4690881.395	0	0	0	0	0	621180.6589	1242361.318	15690753.1	44883947	48217569.41	47184020.57	20939999.13	56696981.38	57802092.78	78381407.79	70984193.96	26154479.89	28387982.62	23751435.76	12483513.69	13453981.47	14424449.25	22489505.17	18060975.64	13632446.11	3378724.497	3111719.593	2844714.689	2577709.785	12064519.34	5568008.629	9063706.983	4051191.655	2710012.165	4104156.781	45111533.6	3986741.18	3583782.143	3180823.107	3844676.253	5657108.429	3432661.461	6942778.346	23508697.33	50250299.41	47379536.54	56801365.53	61433229.9	82270523.51	30773003.59	15889537.98	7191948.565	4280889.791	1992836.079	425090.4196	1338705.722	0	0	0
O15382	0	0	0	0	0	0	0	1325674.269	1842267.577	1701112.644	2413513.475	1492255.998	1289451.247	0	0	0	1063808.322	11407601.58	4865812.088	3520126.808	0	8266800.492	61151971.38	5781106.019	14811240.44	12812127.18	27340297.96	8039213.893	9974583.472	16493490.61	23012397.75	17301175.66	24502997.21	31704818.76	34630004.51	31506652.32	28383300.13	25259947.94	69173824.73	70925207.86	90504855.8	66483209.55	24968794.35	63043250.48	53652392.17	77555081.14	55972984.76	34390888.39	24509910.51	43455699.73	13817978.67	3538989.284	599667.7176	928148.6862	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15397	0	0	0	0	0	1121500.112	2243000.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4287038.87	937646.1859	0	0	0	8298606.072	4138701.176	1586789.251	2292630.181	2998471.111	3834604.486	2552026.778	1269449.071	680065.1575	453376.7716	226688.3858	0	0	0	0	0	1784425.595	0	0	715404.6915	652169.0128	588933.3342	0	967949.8363	1111737.565	1862305.093	677856.4366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15400-2	0	0	0	0	0	0	0	553196.2304	3179232.828	3363970.242	0	0	0	0	0	0	0	0	8778781.99	20301678.8	33655605.21	6085026.011	6711419.251	3890971.043	5055762.083	2850796.034	7003633.023	0	3684897.385	4448275.494	5211653.603	6652225.532	4165581.309	1678937.086	2317875.861	3078382.633	3838889.404	4599396.176	5426827.19	0	4087105.456	2666942.108	1051828.22	878673.3386	708248.4358	0	0	0	0	0	0	0	0	0	0	0	0	0	461622.6629	0	0	0	0	0	0	0	0	0
O15439	0	0	0	0	0	0	0	0	0	0	0	0	488083.139	0	359668.1073	719336.2146	689562.6572	0	29861022.74	0	0	0	0	0	0	0	0	0	0	1931658.929	3863317.857	9782071.361	41875843.65	73969615.95	163648547.1	136624891.3	109601235.6	82577579.88	34724140.19	1133559.728	836707.6419	1172874.959	0	0	0	0	123940.1632	247880.3264	899391.1404	1130688.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15440-5	0	0	0	0	0	0	0	0	0	0	834675.6187	0	1425287.581	6827553.795	6054435.227	5281316.659	918827.8841	40515892.25	37587570.11	25375552.39	0	10754261.94	8492090.021	0	11020633.68	11089104.03	12652436.66	5627379.046	6779889.598	6115064.615	5450239.632	5285910.798	7840804.496	10395698.19	11458843.9	11854204.94	12249565.97	12644927.01	3078205.935	0	0	430479.6986	0	0	0	0	475104.6951	950209.3903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15511	0	0	0	0	0	0	0	1911559.569	0	0	0	0	0	0	0	0	938529.6743	0	0	0	0	0	0	0	0	10525438.46	0	9893744.288	6240078.217	8850786.291	11461494.37	5880940.202	6342121.121	6803302.04	9903020.916	13551238.81	17199456.7	20847674.6	21135250.05	41050844.44	46657019.77	21353692.55	0	28594498.02	20396697.97	19014436.27	12418974.86	5823513.459	3048432.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43143	0	2166799.353	4049778.073	3797321.277	3290949.93	2662745.538	2034541.147	1141776.169	0	0	1093361.008	0	0	0	0	0	8461247.443	23112938.73	37893345.43	58483173.95	252935690.9	178498749.4	62869163.51	38870748.59	46812469.54	41773758.78	70270984.74	35552057.13	25169567.08	33485401.18	41801235.27	34400606.76	37639055.39	40877504.03	13207488.22	11764737.02	10321985.82	8879234.616	9066357.448	18372626.16	7916011.442	9157122.624	11411753.97	11342797.71	1408545.477	5594999.198	3810522.802	2026046.406	3762922.659	2605186.272	1350897.862	1378197.652	684703.4713	508889.2896	1506126.765	1379421.283	1791272.63	3497597.855	2756602.923	3080900.574	3018698.577	6269273.089	3386101.625	3098791.213	4811618.913	1428733.185	0	0
O43175	0	0	0	0	0	0	0	0	0	0	4381086.205	71118470.94	119504168.2	72958953.87	173806547.2	274654140.4	180484698.7	207094351.7	72437209.82	199024445.5	664266972.2	2159923914	1650624421	1142532126	823388436.6	410960039.5	284865224.9	75867574.21	31415008.07	55785563.75	80156119.43	22395899.58	21658407.68	20920915.78	20955769.4	27463691.83	33971614.27	40479536.7	19427908.82	21479412.94	8744767.689	3386057.45	2375903.376	3374483.753	3481385.843	985884.6498	1329495.356	1673106.063	0	3070166.191	2221968.783	1328589.781	1252035.515	1100914.833	378327.3813	873655.1247	640043.1352	691329.6339	514645.2162	665134.2043	1071552.098	812477.9739	0	0	418318.4814	0	0	0
O43237-2	0	0	0	0	0	0	0	0	0	0	0	0	1354299.292	814090.3402	407045.1701	0	3247614.826	5569775.605	1573625.275	1103432.775	676398.6808	603952.6361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894311.0824	918518.6631	0	0	0	0	727022.5633	363511.2816	0	462903.721	404777.55	346651.379	288525.2079	4728429.65	6604075.417	2593612.575	2615523.086	0	10607161.13	14917784.72	11399650.18	8993646.357	6587642.533	3935631.379	4710936.58	3086289.853	7258166.017	7625829.694	12607820.5	4924387.366	2597455.749	2355733.337	10727933.99	1360174.489	2203243.247	0	882914.0826	0	0	687133.0643	495106.8714	0	0
O43292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4485470.353	2618350.249	5418257.353	3526267.052	0	8522791.241	6703379.507	10579861.34	17820445.94	4275686.045	4256072.603	4236459.162	1117347.716	1694464.394	2271581.071	1125254.937	1172020.92	1218786.904	1265552.887	124742900.7	106909290.8	114963921.6	39672867.66	25822155.75	72991598.76	43382370.2	25285259.88	24586420.6	23887581.31	22190709.41	9394719.146	12206880.23	10044202.35	9043775.486	12689984.92	10227133.03	7302296.26	6211055.624	7055714.661	4056982.921	4987291.736	3094285.423	0	0	1070169.438	244735.1079	353708.9784	0	0
O43324	596619.6828	1654641.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735327.3538	0	0	0	0	0	0	0	0	0	0	0	248057.024	124028.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1648500.912	1805938.536	1963376.16	3474362.111	4598601.037	5422365.574	6748923.332	12083867.73	15435822.53	12169168.53	20651628.53	22151261.66	16538460.17	14675669.16	16997432.37	11561328.55	8355149.327	0	154513.2775	18932978.64	0	643002.8212	643002.8212
O43464	0	0	0	1701333.516	0	618839.4148	1237678.83	0	0	0	0	1007044.196	3006422.506	0	529452.481	1058904.962	10487890.2	51370430.11	50081243.91	2236020.665	63666096.51	138712843.8	329572120.8	653500951	111448724.6	62921642.72	39504739.83	6795262.296	5058324.199	2529162.1	0	2943076.392	6931032.368	10918988.34	12430239.34	10509535.67	8588831.995	6668128.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43491	4151379.234	1337513.013	2266854.409	2157743.597	6826537.783	5454900.033	4083262.282	4508529.399	1469903.742	5883590.667	679049.1459	24798943.72	54671716.86	76132620.72	102753869.6	129375118.5	80396688.89	95493883.59	81524748.9	56147407.45	54801015.38	73437760.38	85973682.6	85550164.79	93698136.09	81213606.39	63883788.04	39793287.12	19499780.6	36030532.33	52561284.06	33849981.48	42983333.85	52116686.22	49102528.77	54504628.6	59906728.42	65308828.24	195218898.9	126772494.3	44630911.52	11787192.35	8152786.32	2107208.064	7626165.419	3849933.009	1924966.504	0	1224161.458	274402.6466	0	0	3400237.438	0	0	3643064.211	0	0	0	1929406.033	0	0	0	0	0	0	0	0
O43493-2	0	0	0	0	0	17056626.09	34113252.17	0	0	0	0	0	76479169.02	0	0	0	0	0	0	42921631.02	0	0	0	0	0	19466693.96	5521934.711	19974346.36	24299684.45	35327606.91	46355529.37	86492758.51	59235221.32	31977684.13	23311105.16	20265176	17219246.84	14173317.68	26688857.82	12444286.81	11390726.95	4071865.282	2148201.923	5990934.502	3100452.172	2777422.326	2346359.525	1915296.724	1851530.953	368189.3524	1015163.454	0	425514.494	0	0	0	487177.5634	261433.0377	0	254139.8413	368745.9501	0	0	0	0	0	0	0
O43598	0	0	0	0	671186.0995	5308395.577	9945605.054	87851121.84	252578275.7	79315829.24	559424.8233	0	0	0	0	0	0	0	0	0	0	0	0	881102.9315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5289003.008	3600082.503	0	113006.9949	0	0	0	0
O43617-2	3687724.548	0	9059289.542	715007.1217	0	0	0	0	834984.8396	0	2162602.783	3008498.704	0	9558018.715	5517163.874	1476309.033	1936827.335	3092650.969	0	0	0	4984199.527	0	0	0	0	30338548.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43665-2	1503122.904	3141198.654	1255922.864	1331416.944	1165674.529	4325293.915	7484913.302	5336313.809	3642622.467	3287415.976	1538020.694	1319445.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43670-2	0	0	0	0	0	153994.2281	307988.4563	765321.7832	0	1473172.649	0	4417883.495	7249772.877	2279974.211	1139987.105	0	2293579.931	0	0	17794338.86	0	0	4589721.979	13596311.44	0	5215231.73	0	0	0	1677346.807	3354693.614	0	0	0	0	0	0	0	0	0	0	747033.5744	0	602097.3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43678	52168661.84	17495808.15	11341074.9	16002889.53	14013097.07	12688204.69	11363312.31	13494312.71	9058052.658	3083153.47	729142.9353	7574719.893	500672.848	0	0	0	3764588.034	2809669.651	7161556.566	18850151.61	10887447.81	13360729.27	985442.9057	3245715.326	0	0	1799224.025	2764258.35	1454751.917	1170158.232	885564.5477	445675.6982	222837.8491	0	0	0	0	0	0	0	0	0	0	0	1351693.001	1061820.474	530910.2368	0	0	0	1888898.092	1449362.638	891969.8382	1438009.813	6101193.848	19708195.5	56427243.55	92434836.1	27050425.43	21458518.44	10166918.89	6199791.148	2467211.897	3441893.914	5779339.042	3576139.969	0	0
O43681	0	0	0	462947.8954	3381507.485	5373464.494	7365421.502	4298170.823	4867110.816	10381253.16	37564374.12	38429932.08	576391819.5	190853317.9	106159385.9	21465453.83	13823058.73	15669195.98	4045758.201	4324057.032	4906894.296	2454551.509	1454486.871	875978.6991	1992045.357	2537511.065	3858149.45	519977.0684	278002.8617	325596.3791	373189.8965	0	0	0	0	0	0	0	0	0	0	764438.2949	0	586238.6947	485609.3716	340054.6659	170027.333	0	0	412085.4711	0	0	616100.6009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43736-2	0	0	0	0	0	448544.8266	897089.6532	705995.5405	0	4855404.595	645211.5421	3657950.99	10680534.84	8600008.123	11545492.02	14490975.92	16030277.67	16340735.48	10664808.75	14319049.08	0	11719472.96	1528655.718	15029285.37	13655019.24	6128714.51	14690953.51	22645573.39	28955888.93	46771749.56	64587610.2	29432354.2	24894537.16	20356720.12	22322260.83	20715018.82	19107776.81	17500534.81	12470703.11	10868187.76	13733163.79	3759287.104	2407373.231	5211741.951	4862719.879	3939032.809	2510034.577	1081036.345	5373552.843	4311851.64	4036437.399	485565.1972	600948.7757	1124071.063	751177.1348	1261515.345	1278306.041	3302081.883	405136.8352	1143984.89	461401.7908	676442.8552	0	0	0	0	0	0
O43747	0	0	0	0	0	818839.09	1637678.18	1838892.652	0	0	0	0	0	0	0	0	0	0	0	0	0	1346303.722	3250044.419	21251870.52	10742290.67	5674645.672	20826426.7	9967471.391	4782366.613	4946121.179	5109875.745	12930823.84	7899644.82	2868465.801	8782934.386	18534054.2	28285174.02	38036293.84	1481389.091	70031426.87	150294068.5	32846197.36	14465840.67	20544770.62	13600993.93	8469030.975	5983181.892	3497332.808	4126199.816	2327240.837	3047858.11	2892938.428	2508987.643	1194785.47	493737.4644	480087.5694	695791.2501	930799.1512	404876.2062	593836.6945	808758.488	546216.6724	0	0	0	0	0	0
O43752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43765	0	681125.3435	5140576.965	810158.817	1240505.992	832504.4461	424502.8999	310793.5318	2506809.844	0	308222.5807	0	709838.7149	1789806.039	7226775.676	12663745.31	30842975.87	73302100.74	69711118.17	121831320.7	85022722.24	72513543.22	53344761.53	51910153.15	17027691.84	15227937.72	0	3641606.456	3198802.095	3227537.553	3256273.012	3272794.244	1636397.122	0	0	0	0	0	1274343.596	637481.019	0	0	0	0	0	0	0	0	0	0	0	0	1723862.469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43772	0	0	0	1475381.37	0	0	0	806094.7706	822748.526	1072289.81	1340384.35	5424618.469	754984.9695	7302914.702	12619747.59	17936580.48	21307972.03	18213103.5	42367242.08	160953024.1	777462238.4	1217248559	725627535.2	165878692.6	105878039	55023080.17	37370231.98	21090280.5	15190698.69	19424551.56	23658404.43	33640144.16	34339447.28	35038750.39	23921816.48	32764577.76	41607339.03	50450100.3	11533056.92	6848227.422	3542920.807	1580295.612	0	0	0	0	0	0	0	0	0	1628445.727	917149.2562	535349.7657	0	0	0	0	0	0	0	0	0	0	0	717701.7612	0	0
O43776	0	0	0	0	0	0	0	0	0	0	0	2046026.495	21665745.05	34861125.06	100483127.8	166105130.6	52870063.24	108031104.5	65448772.8	79421538.62	36491381.94	58336514.88	13924836.58	67995542.82	88084186.07	8692730.225	11180986.81	337333.5218	1753194.282	876597.1409	0	0	955603.0866	1911206.173	949087.3601	3539548.826	6130010.293	8720471.759	45826540.72	0	66314635.56	0	22376109.44	0	0	0	0	0	0	0	0	1080859.647	0	1286800.782	521169.7777	0	0	1677788.551	507608.2315	0	1493669.579	0	0	0	0	0	0	0
O43808	0	0	0	0	0	0	0	0	572942.195	218566.1829	0	0	0	0	0	0	11120918.44	59210594.08	196339471.4	252603587.6	150788093.1	17964940.46	14380539.87	20217305.66	0	0	8598108.623	0	0	0	0	0	1431162.778	2862325.557	0	0	0	0	0	1828334.966	1262239.806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656299.3208	0	0	0	0	0	0	0	0	0	0	0	0
O43815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744824.8535	582819.5948	420814.336	0	448591.2097	285026.5941	647641.135	1433194.801	2667648.899	2579609.285	4495807.167	3112838.678	3031911.145	4222014.127	3528475.772	1673371.109	2144782.823	455438.2445	610092.8801	1191207.342	0	0	0
O43818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4363107.217	19174612.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43819	0	1251107.853	31794669.52	40900960.64	83250400.44	55102726.65	26955052.86	126192086.6	89120562.08	142252226.2	49443630.37	46333618.86	170547840.1	57996592.74	28998296.37	0	35524889.86	22858184.86	7518927.603	11010915.31	4147178.247	0	3060403.645	7837955.246	3191292.444	3486863.471	3134395.794	2425308.044	1554497.752	2313294.974	3072092.195	3659894.665	4634801.972	5609709.279	1907230.476	1271486.984	635743.4919	0	0	0	1818749.117	229910.1733	0	2013381.601	0	0	379149.0254	758298.0509	0	1075293.671	1574332.065	0	0	0	0	0	422899.3685	0	0	0	0	0	0	0	0	137112.9745	0	0
O43837	0	190184.1197	2878979.312	0	482031.2438	4834185.414	9186339.584	49705938.06	108658774.4	234754251.6	305376246.3	332615384.8	397784886.9	433441191.3	429203740.4	424966289.5	440101284.3	413840962.5	309826774.7	333756498.4	224132380.4	256863194.2	162251972.9	151154034	130450279.6	53585909.68	80348627.12	52225867.71	34358199.32	49736219.63	65114239.93	186793777.3	131412862.3	76031947.22	114518952.6	128468791.9	142418631.3	156368470.6	117203873.7	723970685.3	1630354062	143326503.9	29989747	32273476.03	10506487.63	3182545.909	3562909.731	3943273.553	3215941.769	4942233.83	3627514.817	0	0	0	564814.1022	0	154146.6299	303093.9308	411648.1444	395997.1483	358426.8062	322270.0455	809694.9856	367036.4002	603952.6361	0	0	0
O43847	1336541.176	0	0	0	0	2307008.954	4614017.908	0	0	144578451	0	0	46347798.84	10394682.18	15501907.46	20609132.74	1002229.184	0	76129749.38	161858643.9	36667328.64	32522222.18	25121947.06	24954305.15	6418719.561	2289295.013	4397474.914	0	0	0	0	0	203981.999	407963.998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236530.295	997855.917	1319136.455	513218.3826	0	0	0	0	0	0	1959400.463	0	0	0	0	0	0
O60238-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1158297.401	0	907872.6285	738927.5688	569982.509	741423.4234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
