Uniprot ID	KO_2nd_1	KO_2nd_2	KO_2nd_3	KO_2nd_4	KO_2nd_5	KO_2nd_6	KO_2nd_7	KO_2nd_8	KO_2nd_9	KO_2nd_10	KO_2nd_11	KO_2nd_12	KO_2nd_13	KO_2nd_14	KO_2nd_15	KO_2nd_16	KO_2nd_17	KO_2nd_18	KO_2nd_19	KO_2nd_20	KO_2nd_21	KO_2nd_22	KO_2nd_23	KO_2nd_24	KO_2nd_25	KO_2nd_26	KO_2nd_27	KO_2nd_28	KO_2nd_29	KO_2nd_30	KO_2nd_31	KO_2nd_32	KO_2nd_33	KO_2nd_34	KO_2nd_35	KO_2nd_36	KO_2nd_37	KO_2nd_38	KO_2nd_39	KO_2nd_40	KO_2nd_41	KO_2nd_42	KO_2nd_43	KO_2nd_44	KO_2nd_45	KO_2nd_46	KO_2nd_47	KO_2nd_48	KO_2nd_49	KO_2nd_50	KO_2nd_51	KO_2nd_52	KO_2nd_53	KO_2nd_54	KO_2nd_55	KO_2nd_56	KO_2nd_57	KO_2nd_58	KO_2nd_59	KO_2nd_60	KO_2nd_61	KO_2nd_62	KO_2nd_63	KO_2nd_64	KO_2nd_65	KO_2nd_66	KO_2nd_67	KO_2nd_68
A0A023T787	0	0	0	0	2610443.028	3186742.479	3763041.929	6195638.753	15891304.95	8557203.112	23340348.63	22067948.71	47923014.4	9285462.559	7733173.528	6180884.497	8324668.978	0	1808412.304	1494332.195	11457076.92	8301256.537	4337309.357	0	3690728.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYR8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562870.4278	0	0	118062756.9	685790692.1	1373257141	701350821.4	88965995.79	52221229.4	40382264.63	33217836.73	27435007.91	21652179.09	37966100.69	30515930.57	23065760.45	14821886.48	12664967.47	10508048.46	8351129.455	2615964.83	5444276.085	1582345.305	815605.5227	1961255.788	2746102.664	761173.8054	1822636.466	911318.2331	0	432940.2136	1031428.474	195202.3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169165048.3	904020133.4	1366360763	684367745.7	99131589.45	86146828.64	51228321.01	35447407.93	51894272.44	68341136.96	38543548.68	59050483.91	79557419.13	32446595.57	37076177.6	41705759.63	46335341.66	22509295.31	24685901.38	15272112.14	7162197.095	2851326.127	17288674.3	8745982.485	5267949.48	5510126.889	5752304.298	41533582.48	6659160.915	4518866.213	5902108.583	1143728.678	574134.9043	0	0	0	1458506.743	1437037.976	741025.8536	0	0	251507.0461	0	482517.1624	277053.1117	0	0
A0A024QYT6	0	0	610534.6243	1395911.593	420840.8407	210420.4203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440180.4007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96309065.04	206155203.6	201138756.8	103491825.3	18584177.44	7058188.429	5110096.617	2776583.012	2651348.539	5318158.123	0	0	0	0	2624004.574	1312002.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYX0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4523106.957	119875233.3	979671076.3	1149492998	814609831.3	288403242.4	126127238.6	275767812.8	81800861.1	34224615.88	44576205.92	54927795.96	44240679.13	52151212.94	60061746.76	59660643.05	60078533.04	60496423.03	60914313.02	66507236.02	63559035.39	41292920.25	1824889.361	6147311.94	11373189.7	10978977.2	10450253.6	6074843.808	1699434.016	2844037.348	1109440.496	1811106.943	3587581.143	0	3690551.71	678872.4482	1674033.726	2329272.861	1875734.116	461357.6164	2446600.113	0	1833547.547	0	0	2378085.592	397927.5703	0	0
A0A024QYX3	3694615.757	6089973.546	18003946.47	21080557.71	29467870.43	33570282.32	37672694.21	38475034.16	35538848.97	36761950.25	21396453.39	12286672.48	11790196.21	4537463.643	5999239.292	7461014.942	2839796.604	2664114.945	0	239796408	0	1303233.665	0	6799768.086	0	0	0	0	0	809694.9856	1619389.971	0	0	0	854333.2345	569555.4897	284777.7448	0	0	0	0	0	0	0	0	0	0	0	0	0	371325.7361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QYY0	12595893.41	2365009.964	0	0	1962890.242	1612741.721	1262593.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267193.3817	925233.1746	23844334.56	76865430.13	38110639.39	108280332.2	48558905.14	58585601.17	51756485.81	44927370.45	21735757.09	11700073.77	1664390.45	7982538.115	5758930.461	3535322.807	1311715.153	414643.1699	0	1054531.695	3438978.403	0	0	2329493.733	2506942.368	1253471.184	0	0	0	0	0	0	0	0	0	0	106455.9287	0	0	0	0	0	0	0	1288921.154	0	0
A0A024QYZ0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622594.2403	2576031.157	1153261.518	1584050.437	0	1159799.332	881235.4548	1076552.642	1271869.829	2077169.46	2039245.722	2001321.985	0	911229.8843	1822459.769	2733689.653	1155028.494	1290378.91	2685097.794	0	0	0	1761278.2	0	1437568.069	2875136.138	2665263.48	2073105.413	1837788.291	2019786.892	1561123.915	1435094.301	1019545.556	868778.269	856453.6066	1426789.511	1112930.275	0	0	0	0	0	1790433.316	973383.2897	0	0
A0A024QZ30	0	0	0	0	0	0	0	0	0	0	0	13930592.51	102823864	327438275.6	335208136	342977996.4	194766199.5	180159574.9	75820837.68	106542687.3	81747542.58	68645719.57	43012082.56	70610244.26	346001249.3	2269089016	8161334423	2667218463	863186803.8	774545026.1	685903248.5	111829039.8	68989904.54	26150769.24	2770354.419	3772495.255	4774636.09	5776776.926	5734104.438	8580615.554	3140447.689	6853351.655	7222291.972	5377396.017	11084554.06	6499072.826	5366241.977	4233411.127	0	5334944.402	6885952.375	8063995.741	2255059.839	1771659.188	2606202.284	902395.0008	1370511.303	1532852.287	0	1681048.623	0	0	0	0	0	0	0	0
A0A024QZ57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2280813.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZ64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2308334.187	7136598.02	10886785.19	10499419.73	7458364.477	11269534.43	15080704.39	6344639.063	3647194.52	949749.9763	604571.0779	844570.6882	1084570.299	1324569.909	1184227.784	3929446.96	4326884.194	7924272.058	7204229.053	10586973.42	7358883.689	7581257.706	7196343.919	6811430.132	6877117.491	6581413.941	4463471.493	3646509.816	1489958.928	3995929.459	850534.2346	0	0	2590432.017	1297490.991	4092759.782	4704177.894	6096997.278	3561739.109	3780402.476	6760673.727	0	0	0
A0A024QZ77	0	0	0	0	0	769915.9227	1539831.845	3642799.165	4049910.597	5130858.593	0	0	0	2980889.693	1490444.847	0	5196236.731	12616213.64	0	0	9553601.273	0	0	0	0	0	0	0	4058082.864	9318482.936	14578883.01	11672648.08	5836324.041	0	1842780.001	4641435.497	7440090.993	10238746.49	12515495.97	6921689.479	1939654.498	0	0	0	0	0	0	0	0	0	0	4059187.224	0	1913414.894	0	1567617.554	2101553.738	0	0	0	0	0	0	0	0	0	0	0
A0A024QZD1	0	0	0	0	0	7220816.547	14441633.09	127591576.4	173219508.9	113969422.9	54100939.21	26939061.72	1803288.071	1255834.515	3227139.983	5198445.452	8617457.018	5937748.503	5035044.281	4628109.547	6790403.11	7189121.402	100665811.1	11271235.15	12226904.5	7623400.101	9567913.785	25879715.02	6361690.388	12089345.36	17817000.33	2093293.122	2750409.67	3407526.217	3541816.447	4887884.572	6233952.697	7580020.823	8639985.971	4253908.057	7790953.666	3991070.273	2013514.124	3921539.739	2219013.514	1670323.075	2016054.153	2361785.232	16904577.74	17743317.41	8822514.664	7450722.303	6632744.614	599093.4502	644946.4955	1201367.458	728612.8423	1145619.344	873328.234	1606093.472	580716.8925	678695.7505	2524082.042	2875608.804	4906452.552	3656979.153	0	0
A0A024QZF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054973.439	0	529342.0449	0	0	0	486404.5111	545554.0562	272777.0281	0	0	0	461225.0932	0	476774.4881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZF2	6248029.612	7795150.236	13665135.18	7788568.248	4563570.723	3595863.846	2628156.969	2731745.978	1428777.36	0	18024045.83	685631.1341	37698182.85	760550.9462	17978170.7	35195790.45	2777245.628	3293953.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZJ6	0	0	0	8455866.998	0	0	0	9089328.145	0	0	0	0	0	0	1736849.747	3473699.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZM6	0	0	310948.1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180580.6013	7177017.612	35462162.19	34478088.69	7090038.184	4799387.016	3369315.346	0	8862227.465	24350352.51	186852706	349355059.5	339023502.5	195505193.3	51986884.11	28180539.55	25008389.36	21836239.16	18664088.96	32405871.18	23715521.96	12530603.62	11663132.91	12965368.23	5482796.177	9542955.239	3982500.436	2197193.561	411886.6862	0	0	10020083.12	7139027.613	10440181.83	6922131.223	0	3475378.123	4814128.02	0	0	0	0	0	2047705.123	2025617.915	0	285340.2324	0	0
A0A024QZN2	0	0	0	0	0	0	0	0	0	0	0	0	2017048.078	3686752.71	5913165.44	8139578.169	0	0	5737373.345	8177568.168	6573595.069	4652449.651	0	0	662130.344	0	0	0	0	1326579.845	2653159.69	0	0	0	0	0	0	0	1644657.738	0	0	0	0	239226.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZN4	0	1610113.344	30973798.41	15092013.04	19727764.76	15488787.66	11249810.56	5391125.426	1868842.907	2887867.205	45571786.85	180324389.7	394754786.9	39746948.16	31430517.71	23114087.26	1978130.416	6932865.606	12983744.79	5262056.613	10097388.35	24533941.39	0	13210359.55	7364891.409	64581421.36	1653298696	1255489955	615176251.2	658621172.4	702066093.6	650614082.1	683761270.7	716908459.3	1398536304	1395992270	1393448236	1390904202	158468787.4	32593652.21	37004246.93	9234838.677	9854870.801	8617722.064	8482022.671	10536124.25	14146015.68	17755907.12	6434273.373	3830982.184	3756150.72	5190140.661	3479499.596	4197272.036	2147746.927	8281148.342	9279808.234	14491196.79	4599175.304	4708281.698	3604014.026	1205833.492	2791955.709	3066389.278	829463.0375	0	0	0
A0A024QZN7	101448316.8	79472869.3	121254756.2	106746773.1	285202938.3	357339055.3	429475172.3	489106660.2	206360835.5	327338132.2	236485933	165680967.9	192965208.5	154860797.7	175932282	197003766.3	285225555.6	708818550.9	488422310.2	694629462.9	389685949.2	133401219.1	67567863.78	66061516.14	56414265.11	28368899.27	24741207.76	17538922.38	17290838.85	22748764.83	28206690.81	12695285.85	11388164.83	10081043.82	7335515.422	10120491.57	12905467.72	15690443.88	11157132.63	17917762.18	16917874.24	11207093.89	5314359.123	6963169.257	2666146.968	3734549.43	2949768.816	2164988.202	2550409.995	4085294.305	3273191.814	2076771.89	1012963.568	1279158.608	557348.6256	310722.8527	0	1514299.032	1219390.621	3464617.235	1162935.715	0	0	0	0	0	0	0
A0A024QZS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17860158.74	0	1975126.555	1826700.513	0	0	0	0	0	14332389.76	0	665178.3788	1330356.758	13628072.85	19261945.53	24895818.22	52493785.55	43533741.2	34573696.85	25613652.5	6018013.42	4205537.07	2237787.642	938485.4999	417169.9466	531064.8472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZT0	8511924.334	8379166.957	9578206.424	6209306.317	23574163.82	46001868.98	68429574.14	41023412.13	30724941.83	32525888.65	44008895.96	63919123.16	92012546.34	167706179.4	204579696.5	241453213.7	757267770.9	877122684	652152544.6	1010901064	1532304569	1976463273	1082514775	994115845.7	851784326.4	1152379266	1053447213	823434431	797704767.7	801908869.1	806112970.5	827929566.7	630300290.7	432671014.7	656350519	1463137797	2269925075	3076712354	3882702917	16141519685	9237445453	1778852701	3101253893	3929818860	3648253919	1908644468	1391486560	874328652.1	1517935364	1375695834	1474296137	848112195.5	703969277.7	559379465	477147872.4	450443412.1	385841317.2	310267445.4	206083243.5	320660550.6	227855753.7	185328423.5	105555071	94328372.51	172012177.9	65105714.27	15019036.9	15019036.9
A0A024QZT4	0	0	0	0	10917309.72	12603467.11	14289624.51	21804404.13	15321278.27	3388310.346	22753093.92	33384330.11	28239954.14	53451681.29	49798845.7	46146010.11	7643897.03	3488807.146	2967504.845	1448434.976	2662524.666	0	0	8146204.332	0	0	0	47721623.23	80556467.76	41418265.16	2280062.559	3167800.488	1583900.244	0	4035200.516	4818015.368	5600830.221	6383645.073	11047889.29	6156367.695	2449250.578	1887042.767	0	0	1546016.264	2559289.052	1279644.526	0	0	0	1720637.736	1344448.397	3228045.559	5390692.517	1721123.655	422682.9139	0	2982038.228	1053383.16	2195733.596	428240.0556	0	0	0	0	0	0	0
A0A024QZT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000969.57	98747492.89	231053849	410370531.9	254461431.1	18706231.36	106463438.4	131422116.8	22610675.6	55248943.97	4288717.498	16646245.75	24218403.52	31790561.3	35505629.81	21587883.22	7670136.634	2453314.625	2578887.769	2704460.913	2830034.057	3218371.362	0	1676949.237	1246690.411	4473543.261	0	9836317.545	6739249.134	3369624.567	0	0	0	5979449.153	0	0	0	0	0	0	0	0	0	5284585.566	0	0	0	0	0	0	0
A0A024QZX3	0	0	0	0	5089807.307	17994508.61	30899209.9	39754153.01	72298546.33	226699024.5	198228811.2	47037979.94	40994212.84	8535071.729	4267535.865	0	148770.6033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	948159.6973	0	502174.7782	0	0	0	0	0	0	394685.1681	0	390682.9658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6756918.901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024QZY0	0	0	1696474.33	1890134.976	16137179.76	30184799.14	44232418.51	105237907.5	77581409.09	76645176.48	103449373.7	38855861.81	22034464.5	7466801.791	8655270.319	9843738.848	2734926.536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204368.5251	0	0	0	0	0	473328.8835	0	0	0	0	0	0	0	0	0	0	0	1505154.928	0	0	0	0	0	0	0
A0A024QZZ6	1486336.626	3695455.071	0	6308018.471	0	3226168.146	6452336.293	5165933.081	4029767.062	3834913.707	2205496.143	2365981.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923819.5932	337041.9707	0	0	12134712.49	12652215.79	13169719.09	10311192.53	3152374.782	2484369.24	1219788.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R040	0	0	0	0	0	0	0	714565.3775	0	6913517.211	65673620.58	77167494.8	59706761.14	77941165.55	88354511.42	98767857.29	11458949.92	20855714.34	8925485.231	102582274.1	130136597.1	118006346.2	84672224.74	137300936.6	445021134.9	951731905.7	1916532150	704559827.8	920240007.7	1006411353	1092582699	189395032.1	103278500.4	17161968.82	9932706.124	9992164.89	10051623.66	10111082.42	261830.6074	1040616.753	0	613317.6126	0	0	0	0	428513.937	857027.874	956155.2669	868204.0016	2991403.204	2689294.363	700031.9942	404337.2783	1294222.084	0	443555.3262	2958272.391	0	1054814.411	0	518872.708	0	735548.2258	0	371043.0198	0	0
A0A024R045	0	953328.1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R061	0	0	1408059.558	4055609.097	3597299.515	3233081.443	2868863.37	1415745.907	842627.0139	1714718.364	999181.1495	672467.1577	27548712.86	16143938.45	23005992.46	29868046.48	18830670.69	16738879.5	9636649.178	9116716.284	16358228.55	13899922.21	2615933.908	5586407.274	6252447.053	8099291.1	3673677.083	5301371.845	4993476.155	7532915.433	10072354.71	14283488.68	10358437.07	6433385.468	579921.753	4800964.043	9022006.333	13243048.62	8119876.379	1613603.123	4705017.208	830125.6537	261512.5516	0	4719153.022	2920149.869	2669725.096	2419300.323	2459896.613	951428.6042	700385.3895	795139.5151	1973138.707	787762.3873	693140.785	697425.7035	0	0	0	424339.4545	0	0	0	0	0	0	0	0
A0A024R071	0	0	0	0	0	0	0	0	1567131.635	0	311663.7678	0	0	0	1505066.579	3010133.158	0	0	0	1724834.306	0	0	1464691.161	0	0	15899795.28	204985721.3	93963787.79	68301790.81	59868424.05	51435057.29	30913124.85	19563069.28	8213013.721	7716731.81	6181068.557	4645405.304	3109742.052	6596958.918	3403069.019	975415.3129	1200881.54	1058374.869	639071.298	0	0	2995688.123	5991376.246	0	0	0	1075735.415	0	878699.8432	893736.8149	725255.5866	698600.743	379970.6696	0	0	0	0	0	0	0	0	0	0
A0A024R084	0	0	0	0	0	0	0	0	0	0	9625428.876	31666475.36	4868462.553	4562687.235	15824226.1	27085764.96	91921352.67	273015243	432090297.8	588966023.2	628567946.8	545396795.2	115993185.5	104073381.5	57364368.48	62625055.68	170253594.3	19106712.21	5713033.241	10209061.28	14705089.32	9532971.82	7415493.205	5298014.589	3288078.592	3675120.114	4062161.635	4449203.157	0	2229880.421	0	0	0	0	0	0	2536936.797	5073873.594	0	4043461.132	231041.0384	1706546.097	0	1048082.23	996177.2891	0	0	914366.2679	0	0	840153.2465	0	0	284054.7569	427281.4707	0	0	0
A0A024R094	0	0	0	0	0	0	0	1094465.368	1626943.797	6379227.632	4079374.933	3953654.541	17819518.28	1399268.849	699634.4244	0	757326.2137	678519.0529	0	2374684.162	8404182.93	0	3615896.945	3358006.695	5305303.368	0	0	0	0	750081.6092	1500163.218	0	0	0	0	0	0	0	0	845807.5719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0C7	0	0	0	0	0	0	0	0	7168624.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7849352.246	0	0	0	0	0	0	0	0	0	0	0	0	538751.1959	377086.0801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0E5	0	0	0	3309679.883	9747571.141	12440554.07	15133536.99	15921299.38	9720050.479	4245868.313	1256983.05	2082470.39	2117942.447	13030702.2	32376822.08	51722941.97	120538468	49191968.72	10372153.23	10517928.81	50141100.25	68867126.17	56018285.63	67052613.37	48814807.54	16279598.08	13894091.19	1594519.774	0	0	0	0	0	0	0	0	0	0	0	0	1709739.907	0	1105464.798	878938.3851	1896186.871	971307.0921	485653.546	0	1005233.045	0	0	0	0	0	0	0	0	0	0	0	424480.8127	0	0	267246.391	857116.2228	0	0	0
A0A024R0G0	0	0	0	0	0	0	0	441920.8727	0	0	1382968.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18760389.2	15743475.26	12726561.33	29742458.61	58335278	86928097.39	115520916.8	105085682.5	73428351.23	48056597.84	22885793.87	5745324.74	5656313.289	13154434.74	4627402.757	5555926.925	6484451.094	9514595.263	9237489.142	4774591.916	2999442.948	1158933.513	1228667.248	846823.5835	3393964.671	4681781.465	5050549.502	5408163.499	2487510.041	3798337.289	2015820.029	388385.8961	0	475405.0812	0	0	0
A0A024R0H7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2961187.903	0	0	0	0	0	636995.1004	0	2649537.387	2650906.794	0	0	0	0	0	0	0	0	0	0	0	0	213390089.7	10943637.67	5430361.144	1760394.712	8227043.516	2650641.748	1630654.448	815327.2239	0	0	481854.5461	358038.0713	576255.2763	822218.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0L6	0	0	0	1374442.826	3590717.527	1795358.763	0	5488671.375	4296624.718	1049937.555	15969670.37	183325290.4	292351993.5	24083406.5	16758051.2	9432695.893	12304386.43	9509426.856	7712411.552	8754706.933	6112369.976	357194.3399	1695758.704	0	0	0	0	0	0	0	0	0	0	0	409395.2491	272930.1661	136465.083	0	309764.2679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0Q4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960881.9295	1921763.859	13441789.33	1866545.837	5842773.505	27721532.02	25295287.47	21941609.87	15331522.32	26239118.08	9758601.493	5962221.13	8668699.342	2369780.801	949065.2728	1368479.28	1787893.287	2127042.377	2160305.714	2193569.05	829109.6421	552739.7614	276369.8807	0	930136.5349	860031.7344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R0R4	0	0	0	0	5507401.328	47070536.49	88633671.65	245674874.4	286032445.5	175952977.7	141540178.8	65002478.66	94635826.45	43468598.66	24860544.94	6252491.228	20885178.68	12055905.33	9563098.773	6679613.671	6411916.701	17016692.41	8559676.88	4347469.473	6508216.931	0	12988162.23	6749850.994	3959794.785	3167239.473	2374684.162	0	0	0	248759.3973	165839.5982	82919.7991	0	0	0	0	779943.5154	1163951.727	0	0	0	0	0	0	0	0	0	0	124443.7515	0	0	0	195264.1777	0	0	0	0	0	0	0	0	0	0
A0A024R0R9	0	5689179.056	235795177.6	350789358.6	259838032	242153599.1	224469166.2	176879536.1	146382004.2	128210769.2	82049783.94	72153477.54	34101413.43	14177823.47	16588863.18	18999902.89	4233693.843	5423381.586	0	0	0	800926.3638	0	1578263.589	0	0	0	0	0	0	0	2118119.145	2308179.576	2498240.007	1561026.731	1558099.439	1555172.148	1552244.857	537911.8819	792577.3988	0	0	0	0	0	0	0	0	0	0	0	0	434066.6613	0	0	0	0	0	0	0	0	0	0	560485.0093	0	0	0	0
A0A024R0Y2	0	0	0	0	0	0	0	1238164.748	0	462241.1048	661246.8556	0	0	0	752709.987	1505419.974	0	0	11725657.38	22231217.35	376249416.7	282378337.7	180892914.4	695128.6338	3877100.275	0	6845267.736	957833.8947	0	0	0	0	0	0	652367.7977	5718979.118	10785590.44	15852201.76	35258681.57	47144175.24	35355701.84	27807415.92	14644618.96	16929492.11	15522713.61	19894143.29	42971159.38	66048175.47	166790364.2	117913800.8	61496090.09	22180416.77	16632927.16	3851744.16	6042410.951	3894019.077	3466984.983	1069109.252	962450.1214	3833610.561	1621377.82	704537.7848	631535.1424	360790.1375	1058463.218	273112.7537	0	0
A0A024R0Y5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2042006.624	27442813.53	18474845.76	10161441.26	11666861.23	37550993.69	44992351.02	49365353.3	10659286.94	26068869.87	44006952.29	20301237.05	9211558.759	9679476.276	10147393.79	12892127.05	9544678.041	6197229.032	0	10834600.48	21669200.96	32503801.45	16478780.53	12171907.35	1253493.271	0	2408654.289	244138841.6	0	590523.6132	2185471.879	3780420.145	0	1935678.801	513085.8593	22350223.23	647243.5653	61508458.93	61632147.3	1378771.919	0	37212529.3	20373683.1	14294841.5	13450668.39	0	570203.3811	0	0	0	0	0
A0A024R124	0	0	0	0	0	0	0	17438734.8	41494355.59	48075018.57	34316012.75	32764607.21	0	0	0	0	0	0	0	0	0	0	0	0	28696540.92	48197823.45	160932350.5	105614361.9	26465821.19	23049725.13	19633629.08	0	4630958.797	9261917.595	5411587.016	3607724.677	1803862.339	0	0	0	0	403197.5783	179975.4118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2345882.442	3244301.745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8712520.364	0	34205576.71	26606693.41	29554894.03	19010902.32	12484573.87	6609376.347	0	0	0	0	0	577227.1135	1154454.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R176	0	0	0	0	0	0	0	0	0	0	0	0	77296395.75	0	47847520.32	95695040.64	0	0	58155620.64	0	0	0	0	0	0	0	0	498110.7318	383835.9311	191917.9656	0	0	0	0	0	0	0	0	0	0	5751067.415	2197633.096	1319401.502	0	1134708.262	670788.5298	707983.3893	745178.2489	0	502837.3944	0	0	293008.9113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1A4	58220998.78	15877169.14	12509311.55	6651342.043	6790093.889	7382892.485	7975691.08	5217882.195	2715578.142	1355050.257	1227076.969	1590809.123	0	607972.5081	303986.254	0	0	3450066.181	0	0	0	0	0	0	23418183.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838209.5721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976563.8477	1996904.543	1034255.637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1E4	2487108.054	2704622.886	3209889.873	656113.7883	0	0	0	0	0	0	0	0	1930638.5	6759052.526	10548857.53	14338662.53	70764589.68	123967993.1	190532611.7	196501591.5	132691247.8	53438322.95	12044243.28	7490125.883	2815717.129	582307.1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A024R1I3	0	0	0	0	0	0	0	506636.3943	3075555.47	7646945.065	657315.3324	504692.72	0	0	0	0	0	0	0	1898307.243	2040372.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
